Sr. No.,Company name,ISIN,BSE Symbol,BSE avg,NSE Symbol,NSE avg,MSE Symbol,MSE,Avg,"Categorization",,
2401,"RAPICUT CARBIDES LTD.,",INE350D01015,RAPICUT, 37.87 ,,,,, 37.87 ,Small Cap,,
2402,T & I GLOBAL LTD.,INE811B01010,TIGLOB, 37.85 ,,,,, 37.85 ,Small Cap,,
2403,MOBILE TELECOMMUNICATIONS LTD,INE770B01026,MOBILTEL, 37.79 ,,,,, 37.79 ,Small Cap,,
2404,BLB LIMITED,INE791A01024,BLBLIMITED, 38.02 ,BLBLIMITED, 37.47 ,,, 37.74 ,Small Cap,,
2405,NORTH EASTERN PUBLISHING AND ADVERTISING CO LTD,INE930E01012,,,,,NEPACL, 37.67 , 37.67 ,Small Cap,,
2406,REMI EDELSTAHL TUBULARS LIMITED,INE158G01015,RAJNMCH, 37.62 ,,,,, 37.62 ,Small Cap,,
2407,"BEMCO HYDRAULICS LTD.,",INE142E01014,BEMHY, 37.58 ,,,,, 37.58 ,Small Cap,,
2408,KAILASH AUTO FINANCE LTD,INE410O01022,KAILASH, 37.57 ,,,,, 37.57 ,Small Cap,,
2409,ROHIT FERRO-TECH LTD.,INE248H01012,ROHITFERRO, 37.17 ,ROHITFERRO, 37.84 ,,, 37.50 ,Small Cap,,
2410,"BINAYAK TEX PROCESSORS  LTD.,",INE626H01019,ZBINTXPP, 37.48 ,,,,, 37.48 ,Small Cap,,
2411,SALORA INTERNATIONAL LIMITED,INE924A01013,SALORAINTL, 37.74 ,SALORAINTL, 37.15 ,,, 37.44 ,Small Cap,,
2412,FENOPLAST LTD.,INE138D01014,FENOPLAS, 37.33 ,,,,, 37.33 ,Small Cap,,
2413,PERFECTPAC LIMITED,INE759I01016,PERFEPA, 37.28 ,,,,, 37.28 ,Small Cap,,
2414,DUKE OFFSHORE LTD.,INE397G01019,DUKEOFS, 37.22 ,,,,, 37.22 ,Small Cap,,
2415,"RELIANCE CHEMOTEX INDUSTRIES LTD.,",INE750D01016,RELCHEM, 37.12 ,,,,, 37.12 ,Small Cap,,
2416,SAINIK FINANCE AND INDUSTRIES LTD,INE584B01013,SAINIK, 37.04 ,,,,, 37.04 ,Small Cap,,
2417,CRANES SOFTWARE INTERNATIONAL LTD.,INE234B01023,CRANESSOFT, 36.85 ,,,,, 36.85 ,Small Cap,,
2418,RESONANCE SPECIALTIES LIMITED,INE486D01017,RESONANCE, 36.83 ,,,,, 36.83 ,Small Cap,,
2419,SHREE KRISHNA PAPER MILLS & INDUSTR,INE970C01012,SKPMIL, 36.75 ,,,,, 36.75 ,Small Cap,,
2420,PATDIAM JEWELLERY LIMITED,INE473T01011,PJL, 36.74 ,,,,, 36.74 ,Small Cap,,
2421,LAUREL ORGANICS LTD,INE285U01017,LAURLOR, 36.72 ,,,,, 36.72 ,Small Cap,,
2422,AREX INDUSTRIES LTD.,INE480H01011,AREXMIS, 36.68 ,,,,, 36.68 ,Small Cap,,
2423,L. P. NAVAL AND ENGINEERING LIMITED,INE920P01019,LPNAVAL, 36.56 ,,,,, 36.56 ,Small Cap,,
2424,PYXIS FINVEST LIMITED,INE883L01018,PYXISFIN, 36.50 ,,,,, 36.50 ,Small Cap,,
2425,DHOOT INDUSTRIAL FINANCE LTD.,INE313G01016,DHOOTIN, 36.44 ,,,,, 36.44 ,Small Cap,,
2426,RAVI KUMAR DISTILLERIES LIMITED,INE722J01012,RKDL, 36.41 ,RKDL, 36.17 ,,, 36.29 ,Small Cap,,
2427,SPLENDID METAL PRODUCTS LIMITED,INE215G01021,SMPL, 36.34 ,SMPL, 36.23 ,,, 36.29 ,Small Cap,,
2428,TCFC FINANCE LTD,INE389D01013,TCFCFIN, 36.25 ,,,,, 36.25 ,Small Cap,,
2429,"HINDUSTAN DEVELOPMENT CORPN. LTD.,",INE550A01016,HINDC, 36.22 ,,,,, 36.22 ,Small Cap,,
2430,SABOO SODIUM CHLORO LTD.,INE440C01016,SABOOSOD, 36.15 ,,,,, 36.15 ,Small Cap,,
2431,SANCO INDUSTRIES LTD.,INE782L01012,,,SANCO, 36.10 ,,, 36.10 ,Small Cap,,
2432,GUJARAT INTRUX LIMITED,INE877E01015,GUJINTRX, 36.06 ,,,,, 36.06 ,Small Cap,,
2433,JINDAL COTEX LIMITED,INE904J01016,JINDCOT, 36.35 ,JINDCOT, 35.57 ,,, 35.96 ,Small Cap,,
2434,DILIGENT INDUSTRIES LIMITED,INE650C01028,DILIGENT, 35.93 ,,,,, 35.93 ,Small Cap,,
2435,ONTIC FINSERVE LIMITED,INE989S01034,ONTIC, 35.86 ,,,,, 35.86 ,Small Cap,,
2436,BSEL INFRASTRUCTURE REALTY LTD.,INE395A01016,BSELINFRA, 35.86 ,BSELINFRA, 35.79 ,,, 35.83 ,Small Cap,,
2437,APLAYA CREATIONS LIMITED,INE099M01027,EINSEDUTEC, 35.81 ,,,,, 35.81 ,Small Cap,,
2438,GOVIND RUBBER LTD,INE011C01015,GOVINDRU, 35.79 ,,,,, 35.79 ,Small Cap,,
2439,KRETTO SYSCON LIMITED,INE128R01015,KRETTOSYS, 35.78 ,,,,, 35.78 ,Small Cap,,
2440,SAUMYA CONSULTANTS LTD.,INE563C01015,SAUMYA, 35.77 ,,,,, 35.77 ,Small Cap,,
2441,"GARNET CONSTRUCTION LTD.,",INE797D01017,GARNET, 35.72 ,,,,, 35.72 ,Small Cap,,
2442,CHADHA PAPERS LTD.,INE669W01018,CHADPAP, 35.71 ,,,,, 35.71 ,Small Cap,,
2443,MISHKA EXIM LIMITED,INE540S01019,MISHKA, 35.69 ,,,,, 35.69 ,Small Cap,,
2444,JETKING INFOTRAIN LTD.,INE919C01019,JETKING, 35.63 ,,,,, 35.63 ,Small Cap,,
2445,VISHAL BEARINGS LIMITED,INE060T01024,VISHALBL, 35.53 ,,,,, 35.53 ,Small Cap,,
2446,SIMPLEX PROJECTS LIMITED,INE898F01018,SIMPLEX, 35.46 ,SIMPLEX, 35.43 ,,, 35.45 ,Small Cap,,
2447,CNI RESEARCH LTD,INE135H01029,CNIRESLTD, 35.44 ,,,,, 35.44 ,Small Cap,,
2448,CAMEX  LTD.,INE198C01010,CAMEXLTD, 35.41 ,,,,, 35.41 ,Small Cap,,
2449,S.R.INDUSTRIES LTD.,INE329C01011,SRIND, 35.08 ,,,,, 35.08 ,Small Cap,,
2450,LIME CHEMICALS LTD.,INE891G01011,LIMECHM, 35.06 ,,,,, 35.06 ,Small Cap,,
2451,POONA DAL AND OIL INDUSTRIES LTD.,INE809E01018,POONADAL, 34.98 ,,,,, 34.98 ,Small Cap,,
2452,TCI FINANCE LIMITED,INE911B01018,TCIFINANCE, 34.96 ,TCIFINANCE, 34.94 ,,, 34.95 ,Small Cap,,
2453,CUBEX TUBINGS LTD,INE144D01012,CUBEXTUB, 37.76 ,CUBEXTUB, 32.11 ,,, 34.93 ,Small Cap,,
2454,PRANAVADITYA SPG MILLS LTD.,INE569D01028,PRANAVSP, 34.89 ,,,,, 34.89 ,Small Cap,,
2455,MOHINDRA FASTENERS LIMITED,INE705H01011,,,,,MFL, 34.87 , 34.87 ,Small Cap,,
2456,KDJ HOLIDAYSCAPES AND RESORTS LIMITED,INE089E01025,KDJHRL, 34.84 ,,,,, 34.84 ,Small Cap,,
2457,KANISHK STEEL INDUSTRIES LTD,INE791E01018,KANSHST, 34.81 ,,,,, 34.81 ,Small Cap,,
2458,NIVEDITA MERCANTILE & FINANCING LTD,INE992I01013,ZNIVEMER, 34.73 ,,,,, 34.73 ,Small Cap,,
2459,MILESTONE FURNITURE LIMITED,INE424Z01011,MILEFUR, 34.71 ,,,,, 34.71 ,Small Cap,,
2460,GCCL INFRASTRUCTURE & PROJECTS LTD.,INE438F01013,GCCLINP, 34.65 ,,,,, 34.65 ,Small Cap,,
2461,PURBANCHAL PRESTRESSED LIMITED,INE931E01010,,,,,PURBANCHAL, 34.57 , 34.57 ,Small Cap,,
2462,"WIRES & FABRIKS (SA) LTD.,",INE469D01013,WIREFABR, 34.56 ,,,,, 34.56 ,Small Cap,,
2463,STERLING INTERNATIONAL ENTERPRISES LIMITED,INE696C01021,STERINTER, 34.54 ,,,,, 34.54 ,Small Cap,,
2464,"VICTORIA MILLS LTD.,",INE203D01016,VICTMILL, 34.53 ,,,,, 34.53 ,Small Cap,,
2465,MARBLE FINVEST LIMITED,INE476K01013,,,,,MARBLE, 34.53 , 34.53 ,Small Cap,,
2466,AANCHAL ISPAT LIMITED,INE322R01014,AANCHALISP, 34.47 ,,,,, 34.47 ,Small Cap,,
2467,MARIS SPINNERS LTD.,INE866D01010,MARIS, 34.34 ,,,,, 34.34 ,Small Cap,,
2468,SUMEDHA FISCAL SERVICES LTD.,INE886B01012,SUMEDHA, 34.33 ,,,,, 34.33 ,Small Cap,,
2469,KOTHARI FERMANATATION & BIOCHEM LTD,INE991B01010,KFBL, 34.29 ,,,,, 34.29 ,Small Cap,,
2470,RUTTONSHA INTERNATIONAL RECTIFIER L,INE302D01016,RIR, 34.13 ,,,,, 34.13 ,Small Cap,,
2471,BHAGWATI AUTOCAST LIMITED,INE106G01014,BGWTATO, 34.03 ,,,,, 34.03 ,Small Cap,,
2472,VIDLI RESTAURANTS LIMITED,INE564S01019,VIDLI, 34.02 ,,,,, 34.02 ,Small Cap,,
2473,CELESTIAL BIOLABS LIMITED,INE221I01017,CELESTIAL, 32.32 ,CELESTIAL, 35.49 ,,, 33.90 ,Small Cap,,
2474,TAYLORMADE RENEWABLES LIMITED,INE459Z01017,TRL, 33.67 ,,,,, 33.67 ,Small Cap,,
2475,EASTERN SILK INDUSTRIES LIMITED,INE962C01027,EASTSILK, 33.81 ,EASTSILK, 33.48 ,,, 33.64 ,Small Cap,,
2476,HINDUSTAN DORR-OLIVER LTD.,INE551A01022,HINDDORROL, 33.79 ,HINDDORROL, 33.32 ,,, 33.56 ,Small Cap,,
2477,RIDDHI STEEL AND TUBE LIMITED,INE367U01013,RSTL, 33.48 ,,,,, 33.48 ,Small Cap,,
2478,SHREE KARTHIK PAPERS LTD.,INE538D01015,SHKARTP, 33.42 ,,,,, 33.42 ,Small Cap,,
2479,BLOOM DEKOR LTD.,INE253C01013,BLOOM, 33.08 ,,,,, 33.08 ,Small Cap,,
2480,MOHITE INDUSTRIES LIMITED,INE154B01015,MOHITE, 33.06 ,,,,, 33.06 ,Small Cap,,
2481,SANGAM RENEWABLES LIMITED,INE299N01013,SAREL, 32.93 ,,,,, 32.93 ,Small Cap,,
2482,AIKYAM INTELLECTUAL PROPERTY CONSULTANCY LIMITED,INE739N01026,AIPCL, 32.76 ,,,,, 32.76 ,Small Cap,,
2483,MUDIT FINLEASE LTD.,INE220D01010,MUDITFN, 32.73 ,,,,, 32.73 ,Small Cap,,
2484,RAJA BAHADUR INTERNATIONAL LTD,INE491N01016,RAJABAH, 32.62 ,,,,, 32.62 ,Small Cap,,
2485,"BOMBAY POTTERIES & TILES LTD.,",NA          ,BOMBPOT, 32.57 ,,,,, 32.57 ,Small Cap,,
2486,SBEC SUGAR LTD.,INE948G01019,SBECSUG, 32.55 ,,,,, 32.55 ,Small Cap,,
2487,TERAI TEA CO. LTD.,INE390D01011,TERAI, 32.54 ,,,,, 32.54 ,Small Cap,,
2488,TARINI INTERNATIONAL LIMITED,INE849M01017,TARINI, 32.54 ,,,,, 32.54 ,Small Cap,,
2489,ORTIN LABORATORIES LIMITED,INE749B01012,ORTINLAABS, 32.50 ,ORTINLABSS, 32.50 ,,, 32.50 ,Small Cap,,
2490,MARUTI INFRASTRUCTURE LTD.,INE392G01010,MAINFRA, 32.37 ,,,,, 32.37 ,Small Cap,,
2491,ZENLABS ETHICA LIMITED,INE546F01013,ZENLABS, 32.29 ,,,,, 32.29 ,Small Cap,,
2492,GREYCELLS EDUCATION LIMITED,INE791H01011,CONCEPTPROD, 32.21 ,,,,, 32.21 ,Small Cap,,
2493,ODYSSEY TECHNOLOGIES LTD.,INE213B01019,ODYSSEY, 32.21 ,,,,, 32.21 ,Small Cap,,
2494,SVP HOUSING LIMITED,INE369Q01017,SVPHOUSING, 32.18 ,,,,, 32.18 ,Small Cap,,
2495,ARVIND REMEDIES LTD.,INE211C01037,ARVINDREM$, 32.02 ,,,,, 32.02 ,Small Cap,,
2496,DRA CONSULTANTS LIMITED,INE746V01016,DRA, 31.98 ,,,,, 31.98 ,Small Cap,,
2497,CREATIVE CASTINGS LIMITED,INE146E01015,CREATIVE, 31.95 ,,,,, 31.95 ,Small Cap,,
2498,DIANA TEA CO.LTD.,INE012E01035,DIANATEA, 31.86 ,,,,, 31.86 ,Small Cap,,
2499,HB ESTATE DEVELOPERS LTD.,INE640B01013,HBESD, 31.86 ,,,,, 31.86 ,Small Cap,,
2500,NOVA IRON & STEEL LTD.,INE608C01026,NOVIS, 31.82 ,,,,, 31.82 ,Small Cap,,
2501,STEELCO GUJARAT LTD,INE629B01024,STEELCO, 31.80 ,,,,, 31.80 ,Small Cap,,
2502,SVC RESOURCES LIMITED,INE254H01044,SVCRES, 31.78 ,,,,, 31.78 ,Small Cap,,
2503,ARYAMAN CAPITAL MARKETS LIMITED,INE229R01011,ARYACAPM, 31.71 ,,,,, 31.71 ,Small Cap,,
2504,ACKNIT INDUSTRIES LTD,INE326C01017,ACKNIT, 31.66 ,,,,, 31.66 ,Small Cap,,
2505,"VORA CONSTRUCTIONS LTD.,",INE902L01016,VORACON, 31.58 ,,,,, 31.58 ,Small Cap,,
2506,"HARIG CRANKSHAFTS LTD.,",INE905C01026,HARCR, 31.55 ,,,,, 31.55 ,Small Cap,,
2507,SKP SECURITIES LTD.,INE709B01016,SKPSEC, 31.51 ,,,,, 31.51 ,Small Cap,,
2508,SOLITAIRE MACHINE TOOLS LTD,INE410A01013,SOLIMAC, 31.42 ,,,,, 31.42 ,Small Cap,,
2509,NEXUS COMMODITIES & TECHNOLOGIES LTD.,INE370Q01015,NEXUSCOMMO, 31.37 ,,,,, 31.37 ,Small Cap,,
2510,DANLAW TECHNOLOGIES INDIA LTD.,INE310B01013,DANLAW, 31.23 ,,,,, 31.23 ,Small Cap,,
2511,EAST COAST STEEL LTD,INE315F01013,ECSTSTL, 31.18 ,,,,, 31.18 ,Small Cap,,
2512,DB (INTERNATIONAL)STOCK BROKERS LTD,INE921B01025,DBSTOCKBRO, 30.42 ,DBSTOCKBRO, 31.84 ,,, 31.13 ,Small Cap,,
2513,WOMEN'S NEXT LOUNGERIES LIMITED,INE174Q01011,WOMENSNEXT, 31.06 ,,,,, 31.06 ,Small Cap,,
2514,AADHAAR VENTURES INDIA LIMITED,INE063D01030,AADHAARVEN, 31.01 ,,,,, 31.01 ,Small Cap,,
2515,OCTAWARE TECHNOLOGIES LIMITED,INE208U01019,OCTAWARE, 30.90 ,,,,, 30.90 ,Small Cap,,
2516,CAPITAL INDIA FINANCE LIMITED,INE345H01016,CIFL, 30.86 ,,,,, 30.86 ,Small Cap,,
2517,ADTECH SYSTEMS LIMITED,INE257C01014,,,,,ADTECH, 30.86 , 30.86 ,Small Cap,,
2518,INANI MARBLES & INDUSTRIES LTD.,INE635D01027,INANI, 30.84 ,,,,, 30.84 ,Small Cap,,
2519,AQUA PUMPS INFRA VENTURES LIMITED,INE005E01013,AQUAPIV, 30.83 ,,,,, 30.83 ,Small Cap,,
2520,PRITHVI EXCHANGE (INDIA) LIMITED,INE621B01021,PRITHVIEXCH, 30.80 ,,,,, 30.80 ,Small Cap,,
2521,ONELIFE CAPITAL ADVISORS LTD,INE912L01015,ONELIFECAP, 30.85 ,ONELIFECAP, 30.72 ,,, 30.79 ,Small Cap,,
2522,VANTA BIOSCIENCE LIMITED,INE695X01011,VANTABIO, 30.71 ,,,,, 30.71 ,Small Cap,,
2523,SHREE TULSI ONLINE.COM LTD,INE130D01037,SHREETULSI, 30.71 ,,,SHREETULSI, 30.69 , 30.70 ,Small Cap,,
2524,PARVATI SWEETNERS AND POWER LTD.,INE295Z01015,PARVATI, 30.57 ,,,,, 30.57 ,Small Cap,,
2525,TARA JEWELS LIMITED,INE799L01016,TARAJEWELS, 30.52 ,TARAJEWELS, 30.54 ,,, 30.53 ,Small Cap,,
2526,VEER ENERGY & INFRASTRUCTURE LIMITED,INE255E01030,VEERENRGY, 30.46 ,,,,, 30.46 ,Small Cap,,
2527,EASTERN GASES LTD.,INE111111111,EASTERNGAS1, 30.45 ,,,,, 30.45 ,Small Cap,,
2528,BLUE CLOUD SOFTECH SOLUTIONS LIMITED,INE373T01021,BLUECLOUDS, 30.44 ,,,,, 30.44 ,Small Cap,,
2529,EASTERN GASES LIMITED ,INE846C01014,EASTERNGAS, 30.44 ,,,,, 30.44 ,Small Cap,,
2530,ASIT C MEHTA FINANCIAL SERVICES LIMITED,INE041B01014,ASITCFIN, 30.42 ,,,,, 30.42 ,Small Cap,,
2531,RAJPARIS CIVIL CONSTRUCTIONS LIMITED,INE477F01011,,,,,RAJPARIS, 30.32 , 30.32 ,Small Cap,,
2532,SIMPLEX REALTY LIMITED,INE167H01014,SIMPLXREA, 30.17 ,,,,, 30.17 ,Small Cap,,
2533,JASH DEALMARK LIMITED,INE801W01017,JDML, 30.11 ,,,,, 30.11 ,Small Cap,,
2534,THINK INK STUDIO LIMITED,INE365S01029,TISL, 30.09 ,,,,, 30.09 ,Small Cap,,
2535,CITADEL REALTY AND DEVELOPERS LIMITED,INE906D01014,CITADEL, 30.06 ,,,,, 30.06 ,Small Cap,,
2536,S.E. POWER LIMITED,INE735M01018,SEPOWER, 30.88 ,SEPOWER, 29.20 ,,, 30.04 ,Small Cap,,
2537,COASTAL CORPORATION LIMITED,INE377E01016,COASTCORP, 29.98 ,,,,, 29.98 ,Small Cap,,
2538,LINKSON INTERNATIONAL LIMITED,INE996E01021,LINKSONI, 29.97 ,,,,, 29.97 ,Small Cap,,
2539,POOJAWESTERN METALIKS LIMITED,INE973X01012,POOJA, 29.95 ,,,,, 29.95 ,Small Cap,,
2540,"SMIFS CAPITAL MARKETS LTD.,",INE641A01013,SMIFS, 29.93 ,,,,, 29.93 ,Small Cap,,
2541,UTL INDUSTRIES LIMITED,INE184E01024,UTLINDS, 29.80 ,,,,, 29.80 ,Small Cap,,
2542,KARNAVATI FINANCE LIMITED,INE554R01012,KARNAVATI, 29.76 ,,,,, 29.76 ,Small Cap,,
2543,JAGADISHWAR PHARMACEUTICALS WORKS LIMITED,INE832F01017,,,,,JPWL, 29.70 , 29.70 ,Small Cap,,
2544,"MEDI-CAPS LTD.,",INE442D01010,MEDICAP, 29.60 ,,,,, 29.60 ,Small Cap,,
2545,VALSON INDUSTRIES LTD.,INE808A01018,VALSON, 29.57 ,,,,, 29.57 ,Small Cap,,
2546,PHOENIX INTERNATIONAL LTD.,INE245B01011,PHOENXINTL, 29.53 ,,,,, 29.53 ,Small Cap,,
2547,EVERONN EDUCATION LTD,INE678H01010,EVERONN, 29.46 ,,,,, 29.46 ,Small Cap,,
2548,"AUSTIN ENGINEERING CO. LTD.,",INE759F01012,AUSTENG-B, 29.45 ,,,,, 29.45 ,Small Cap,,
2549,N.K.INDUSTRIES LTD.,INE542C01019,NKIND, 29.85 ,NKIND, 29.01 ,,, 29.43 ,Small Cap,,
2550,"COSMO FERRITES LTD.,",INE124B01018,COSMOFE, 29.42 ,,,,, 29.42 ,Small Cap,,
2551,GOKAK TEXTILES LTD.,INE642I01014,GOKAKTEX, 29.35 ,,,,, 29.35 ,Small Cap,,
2552,DUNCAN ENGINEERING LIMITED,INE340F01011,DUNCANENG, 29.33 ,,,,, 29.33 ,Small Cap,,
2553,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LTD.,INE850E01012,,,LFIC, 29.28 ,,, 29.28 ,Small Cap,,
2554,"STONE INDIA LTD.,",INE290C01015,STONEIN, 29.25 ,,,,, 29.25 ,Small Cap,,
2555,"WINRO COMMERCIAL (INDIA) LTD.,",INE837E01019,WINROC, 29.17 ,,,,, 29.17 ,Small Cap,,
2556,SAFAL HERBS LIMITED,INE880M01020,SAFALHBS, 29.12 ,,,,, 29.12 ,Small Cap,,
2557,"JYOTI RESINS & ADHESIVES LTD,",INE577D01013,JYOTIRES, 29.03 ,,,,, 29.03 ,Small Cap,,
2558,EUROTEX INDUSTRIES & EXPORTS LTD.,INE022C01012,EUROTEXIND, 29.04 ,EUROTEXIND, 28.95 ,,, 28.99 ,Small Cap,,
2559,"RAINBOW PAPERS LTD.,",INE028D01025,RAINBOWPAP, 28.97 ,RAINBOWPAP, 28.94 ,,, 28.96 ,Small Cap,,
2560,MEYER APPAREL LIMITED,INE100C01024,MAL, 28.91 ,,,,, 28.91 ,Small Cap,,
2561,MY MONEY SECURITIES LTD.,INE232L01018,MYMONEY, 28.75 ,,,,, 28.75 ,Small Cap,,
2562,ANIL LIMITED,INE125E01019,ANILPROD, 28.72 ,,,,, 28.72 ,Small Cap,,
2563,MUDUNURU LIMITED,INE491C01027,MUDUNURU, 28.72 ,,,,, 28.72 ,Small Cap,,
2564,SAMTEX FASHIONS LTD.,INE931D01020,SAMTEX, 28.63 ,,,,, 28.63 ,Small Cap,,
2565,VISAGAR POLYTEX LTD,INE370E01029,VIVIDHA, 28.59 ,VIVIDHA, 28.61 ,,, 28.60 ,Small Cap,,
2566,PRAG BOSIMI SYNTHETICS LTD.,INE962B01011,PRAGBOS, 28.60 ,,,,, 28.60 ,Small Cap,,
2567,VEEJAY LAKSHMI ENGINEERING WORKS LT,INE466D01019,VJLAXMIE, 28.60 ,,,,, 28.60 ,Small Cap,,
2568,SAMPRE NUTRITIONS LTD.,INE375C01014,SAMPRE, 28.59 ,,,,, 28.59 ,Small Cap,,
2569,VIPPY SPINPRO LTD.,INE660D01017,VIPPYSP, 28.53 ,,,,, 28.53 ,Small Cap,,
2570,OROSIL SMITHS INDIA LIMITED,INE628B01034,OROSMITHS, 28.41 ,,,,, 28.41 ,Small Cap,,
2571,BHILAI ENGINEERING CORPORATION LTD,NA          ,ZBHILENG, 28.32 ,,,,, 28.32 ,Small Cap,,
2572,DYNAMIC INDUSTRIES LTD.,INE457C01010,DYNAMIND, 28.28 ,,,,, 28.28 ,Small Cap,,
2573,RISHI LASER  LTD.,INE988D01012,RISHILASE, 28.28 ,,,,, 28.28 ,Small Cap,,
2574,"MODIPON LTD.,",INE170C01019,MODIPON, 28.14 ,,,,, 28.14 ,Small Cap,,
2575,WINSOME BREWERIES LTD.,INE391C01011,WINSOMBR, 28.07 ,,,,, 28.07 ,Small Cap,,
2576,"VATSA EDUCATIONS LTD.,",INE815A01021,VATSAEDU, 28.01 ,,,,, 28.01 ,Small Cap,,
2577,MASK INVESTMENTS LTD.,INE885F01015,,,MASKINVEST, 27.97 ,,, 27.97 ,Small Cap,,
2578,JAYKAY ENTERPRISES LIMITED,INE903A01025,JKSYNTH, 27.86 ,,,,, 27.86 ,Small Cap,,
2579,DHANLAXMI FABRICS LTD.,INE953D01016,DHANFAB, 27.72 ,,,,, 27.72 ,Small Cap,,
2580,ARIHANT INSTITUTE LIMITED,INE997Z01016,ARIHANTINS, 27.61 ,,,,, 27.61 ,Small Cap,,
2581,TANVI FOODS (INDIA) LIMITED,INE978V01015,TANVI, 27.60 ,,,,, 27.60 ,Small Cap,,
2582,CAPTAIN TECHNOCAST LIMITED,INE931X01010,CTCL, 27.57 ,,,,, 27.57 ,Small Cap,,
2583,BHARATI DEFENCE AND INFRASTRUCTURE LTD,INE673G01013,BHARATIDIL, 27.58 ,BHARATIDIL, 27.55 ,,, 27.57 ,Small Cap,,
2584,"SWASTI VINAYAKA SYNTHETICS LTD.,",INE804A01025,SWASTIVI, 27.52 ,,,,, 27.52 ,Small Cap,,
2585,ERP SOFT SYSTEMS LTD.,INE308B01017,ERPSOFT, 27.52 ,,,,, 27.52 ,Small Cap,,
2586,JAIPAN INDUSTRIES LTD,INE058D01030,JAIPAN, 27.47 ,,,,, 27.47 ,Small Cap,,
2587,AVON LIFESCIENCES LIMITED,INE881A01015,AVONLIFE, 27.40 ,,,,, 27.40 ,Small Cap,,
2588,RICHA INDUSTRIES LIMITED,INE516H01012,RICHA, 27.40 ,,,,, 27.40 ,Small Cap,,
2589,SYSCO INDUSTRIES LIMITED,INE410U01011,SYSCO, 27.34 ,,,,, 27.34 ,Small Cap,,
2590,PRITISH NANDY COMMUNICATIONS LTD,INE392B01011,PNC, 27.33 ,PNC, 27.33 ,,, 27.33 ,Small Cap,,
2591,JIGAR CABLES LIMITED,INE943X01015,JIGAR, 27.30 ,,,,, 27.30 ,Small Cap,,
2592,IKF TECHNOLOGIES LTD.,INE052C01027,IKFTECH, 27.27 ,,,,, 27.27 ,Small Cap,,
2593,SHASHIJIT INFRAPROJECTS LIMITED,INE700V01013,SHASHIJIT, 27.25 ,,,,, 27.25 ,Small Cap,,
2594,"G.V. FILMS  LTD.,",INE395B01048,GVFILM, 27.15 ,,,,, 27.15 ,Small Cap,,
2595,SRS LIMITED,INE219H01039,SRSLTD, 26.98 ,SRSLTD, 27.23 ,,, 27.10 ,Small Cap,,
2596,DYNAVISION LIMITED,INE083E01010,DYNAVSN, 27.03 ,,,,, 27.03 ,Small Cap,,
2597,RISHABH DIGHA STEEL AND ALLIED PROD,INE864D01015,RISHDIGA, 27.03 ,,,,, 27.03 ,Small Cap,,
2598,RIDINGS CONSULTING ENGINEERS INDIA LIMITED,INE314Z01014,RIDINGS, 27.03 ,,,,, 27.03 ,Small Cap,,
2599,PHYTO CHEM (INDIA) LTD.,INE037C01010,PHYTO, 26.99 ,,,,, 26.99 ,Small Cap,,
2600,INTELLIVATE CAPITAL VENTURES LIMITED,INE512D01028,INTELLCAP, 26.98 ,,,,, 26.98 ,Small Cap,,
2601,ELIXIR CAPITAL LIMITED,INE785D01012,ELIXIR, 26.98 ,,,,, 26.98 ,Small Cap,,
2602,INDO US BIO-TECH LIMITED,INE250Z01010,INDOUS, 26.81 ,,,,, 26.81 ,Small Cap,,
2603,SCINTILLA COMMERCIAL & CREDIT  LIMITED,INE892C01018,SCC, 26.66 ,,,,, 26.66 ,Small Cap,,
2604,NOUVEAU GLOBAL VENTURES LIMITED,INE317B01034,NOUVEAU, 26.60 ,,,,, 26.60 ,Small Cap,,
2605,NATCO ECONOMICALS LIMITED,INE174S01017,NATECO, 26.55 ,,,,, 26.55 ,Small Cap,,
2606,WILLIAMSON FINANCIAL SERVICES LTD.,INE188E01017,WILLIMFI, 26.48 ,,,,, 26.48 ,Small Cap,,
2607,GOLDSTONE TECHNOLOGIES LTD.,INE805A01014,GOLDTECH, 26.44 ,GOLDTECH, 26.49 ,,, 26.46 ,Small Cap,,
2608,"M.M. RUBBER COMPANY LTD.,",INE159E01026,MMRUBBR-B, 26.44 ,,,,, 26.44 ,Small Cap,,
2609,LOGIC INFOTECH LIMITED,INE566F01011,,,,,LOGICINFO, 26.40 , 26.40 ,Small Cap,,
2610,REFEX INDUSTRIES LIMITED,INE056I01017,REFEX, 26.36 ,REFEX, 26.30 ,,, 26.33 ,Small Cap,,
2611,N.G.INDUSTRIES LTD.,INE825C01018,NGIND, 26.26 ,,,,, 26.26 ,Small Cap,,
2612,"HARDCASTLE & WAUD MFG. CO. LTD.,",INE722D01015,HARDCAS, 26.22 ,,,,, 26.22 ,Small Cap,,
2613,RAMINFO LIMITED,INE357B01022,RAMINFO, 26.16 ,,,,, 26.16 ,Small Cap,,
2614,LOHIA SECURITIES LIMITED,INE803B01017,LOHIASEC, 26.15 ,,,,, 26.15 ,Small Cap,,
2615,BHANDERI INFRACON LIMITED,INE336Q01016,BHANDERI, 26.12 ,,,,, 26.12 ,Small Cap,,
2616,CENTENIAL SURGICAL SUTURE LTD.,INE405H01018,CSURGSU, 26.02 ,,,,, 26.02 ,Small Cap,,
