comp_name, isin, plan_1k, demat_1k, tbd_1k, tbd_pct, last_txn_date, days, type, captype, sc_crank, sc_prank, sc_cmp, sc_iv, sc_graham
Indiabulls housing finance,INE148I01020,3,1,2,67,03-Oct-2017,310,Buy,Large Cap,17,3,1132,289,825
Upl,INE628A01036,2,5,-3,-150,25-Jan-2017,561,Buy,Large Cap,26,3,623,373,406
Zee learn,INE565L01011,2,2,0,0,01-Nov-2017,281,Buy,Nano Cap,13,3,35,0,19
Coffee day enterprises,INE335K01011,2,2,0,0,04-Apr-2018,127,Buy,Small Cap,8,2,259,416,134
Eih,INE230A01023,3,2,1,33,02-Jan-2018,219,Buy,Mid Cap,29,2,163,-13024,45
Bharti airtel,INE397D01024,10,9,1,10,27-Nov-2017,255,Buy,Large Cap,14,2,363,2959,146
Axis bank,INE238A01034,2,2,0,0,04-Apr-2018,127,Buy,Large Cap,12,2,511,-226,100
Glenmark pharmaceuticals,INE935A01035,3,2,1,33,03-Jul-2018,37,Buy,Mid Cap,18,2,583,462,347
Greenply industries,INE461C01038,2,1,1,50,28-Jun-2018,42,Buy,Small Cap,23,2,222,177,137
Crisil,INE007A01025,3,4,-1,-33,04-Apr-2018,127,Buy,Mid Cap,30,2,1793,4695,394
Colgate palmolive,INE259A01022,2,2,0,0,04-Apr-2018,127,Buy,Large Cap,27,2,1149,2813,177
Cummins,INE298A01020,2,3,-1,-50,06-Dec-2017,246,Buy,Mid Cap,30,2,656,1754,304
Mahindra cie automotive,INE536H01010,2,1,1,50,28-May-2018,73,Buy,Small Cap,15,2,261,0,145
L&t technology services,INE010V01017,2,1,1,50,28-May-2018,73,Buy,Mid Cap,29,2,1222,0,465
Skf,INE640A01023,2,4,-2,-100,03-Jul-2018,37,Buy,Small Cap,31,1,1712,8752,730
Akzo nobel,INE133A01011,2,4,-2,-100,03-Jul-2018,37,Buy,Small Cap,28,1,1875,4784,763
Siemens,INE003A01024,5,3,2,40,02-Jan-2018,219,Buy,Large Cap,29,1,972,1970,415
Pfizer,INE182A01018,2,3,-1,-50,19-Sep-2017,324,Buy,Mid Cap,31,1,2565,6285,1037
Krbl,INE001B01026,2,2,0,0,03-Jul-2018,37,Buy,Mid Cap,27,1,311,148,203
Housing development finance corporation,INE001A01036,10,11,-1,-10,06-Dec-2017,246,Buy,Large Cap,18,1,1931,2484,991
Carborundum universal,INE120A01034,2,1,1,50,17-Oct-2017,296,Buy,Small Cap,28,1,319,-1176,148
Nilkamal,INE310A01015,2,4,-2,-100,03-Jul-2018,37,Buy,Micro Cap,26,1,1618,897,971
Blue star,INE472A01039,2,1,1,50,28-Nov-2017,254,Buy,Small Cap,27,1,646,0,181
Arvind,INE034A01011,3,2,1,33,03-Jul-2018,37,Buy,Mid Cap,20,1,389,445,203
Vip industries,INE054A01027,5,2,3,60,02-Jan-2018,219,Buy,Small Cap,29,1,413,1538,87
Apollo hospitals enterprise,INE437A01024,10,7,3,30,06-Dec-2017,246,Buy,Mid Cap,22,1,1048,4791,321
Nestle,INE239A01016,5,7,-2,-40,09-Jun-2017,426,Buy,Large Cap,31,1,9957,57097,1118
Aurobindo pharma,INE406A01037,5,2,3,60,02-Jan-2018,219,Buy,Large Cap,21,1,616,151,433
Bosch,INE323A01026,20,0,20,100,08-Nov-2017,274,Sell,Large Cap,31,1,18084,70345,5803
Grindwell norton,INE536A01023,2,1,1,50,17-Oct-2017,296,Buy,Small Cap,30,1,525,4019,170
Interglobe aviation,INE646L01027,5,2,3,60,01-Nov-2017,281,Buy,Large Cap,28,1,1076,256,453
Itc,INE154A01025,20,6,14,70,02-Nov-2017,280,Buy,Large Cap,30,1,273,518,93
Avanti feeds,INE871C01020,2,0,2,100,,0,,-,29,1,494,159,250
Ti financial holdings,INE149A01033,2,3,-1,-50,03-Jul-2018,37,Buy,Mid Cap,20,1,636,795,359
Vrl logistics,INE366I01010,2,2,0,0,01-Feb-2018,189,Buy,Small Cap,28,1,339,-3477,127
Mahindra holidays resorts,INE998I01010,5,2,3,60,02-Jan-2018,219,Buy,Small Cap,31,1,312,1087,117
Mahindra mahindra,INE101A01026,10,4,6,60,28-Dec-2017,224,Buy,Large Cap,0,0,0,0,0
Future lifestyle fashions,INE452O01016,2,2,0,0,01-Feb-2018,189,Buy,Small Cap,24,0,413,0,108
Sun tv network,INE424H01027,0,0,0,0,,0,,Large Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Mahindra mahindra,INE101A01026,0,4,-4,0,28-Dec-2017,224,Buy,Large Cap,0,0,0,0,0
Container corporation of,INE111A01017,3,0,3,100,,0,,-,0,0,0,0,0
Asahi glass,INE439A01020,2,3,-1,-50,06-Dec-2017,246,Buy,Small Cap,23,0,336,0,65
-,,0,0,0,0,,0,,-,0,0,0,0,0
Shree renuka sugars,INE087H01022,2,1,1,50,28-Jun-2018,42,Buy,Micro Cap,0,0,0,0,0
Aditya birla fashion retail,INE647O01011,2,2,0,0,04-Apr-2018,127,Buy,Mid Cap,0,0,0,0,0
Iifl holdings,INE530B01024,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Mcleod russel,INE942G01012,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
Sbi life insurance company,INE123W01016,5,1,4,80,03-Oct-2017,310,Buy,Large Cap,21,0,665,0,132
La opala rg,INE059D01020,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Indian oil corporation,INE242A01010,5,2,3,60,23-Mar-2018,139,Buy,Large Cap,0,0,0,0,0
Basf,INE373A01013,2,3,-1,-50,04-Apr-2018,127,Buy,Small Cap,22,0,1904,0,632
Eveready industries,INE128A01029,2,2,0,0,01-Nov-2017,281,Buy,Micro Cap,16,0,224,0,90
Ge power,INE878A01011,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Cadila healthcare,INE010B01027,3,2,1,33,03-Jul-2018,37,Buy,Large Cap,29,0,387,344,183
Godrej consumer products,INE102D01028,5,2,3,60,03-Jul-2018,37,Buy,Large Cap,18,0,606,2774,219
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Ashok leyland,INE208A01029,0,0,0,0,,0,,Large Cap,0,0,0,0,0
Aia engineering,INE212H01026,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Finolex industries,INE183A01016,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Hindustan unilever,INE030A01027,20,2,18,90,04-Apr-2018,127,Buy,Large Cap,0,0,0,0,0
Icici prudential life insurance company,INE726G01019,5,2,3,60,01-Nov-2017,281,Buy,Large Cap,0,0,0,0,0
Crompton greaves consumer electricals,INE299U01018,2,1,1,50,28-Nov-2017,254,Buy,Mid Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Cochin shipyard,INE704P01017,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Dabur,INE016A01026,5,2,3,60,02-Jan-2018,219,Buy,Large Cap,30,0,377,476,75
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Rural electrification corporation,INE020B01018,5,5,0,0,01-Nov-2017,281,Buy,Mid Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Schneider electric infrastructure,INE839M01018,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Hindustan construction co,INE549A01026,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
Future retail,INE752P01024,2,2,0,0,01-Feb-2018,189,Buy,Mid Cap,12,0,558,0,22
-,,0,0,0,0,,0,,-,0,0,0,0,0
Steel authority of,INE114A01011,0,0,0,0,29-Dec-2017,223,Sell,Large Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Bajaj finance,INE296A01024,0,0,0,0,,0,,Large Cap,0,0,0,0,0
Gulf oil lubricants,INE635Q01029,0,0,0,0,,0,,Small Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Godrej industries,INE233A01035,3,1,2,67,16-Oct-2017,297,Buy,Mid Cap,0,0,0,0,0
Icici lombard general insurance company,INE765G01017,5,3,2,40,03-Jul-2018,37,Buy,Large Cap,16,0,703,0,208
Bajaj electricals,INE193E01025,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Cipla,INE059A01026,5,1,4,80,02-Jan-2018,219,Buy,Large Cap,28,0,627,-1920,262
Sundaram clayton,INE105A01035,0,0,0,0,,0,,Small Cap,0,0,0,0,0
-,,5,0,5,100,,0,,-,0,0,0,0,0
Bharat forge,INE465A01025,2,0,2,100,,0,,Large Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Blue dart express,INE233B01017,4,4,0,0,30-May-2017,436,Buy,Small Cap,27,0,3609,21623,614
Sbi life insurance company,INE123W01016,5,1,4,80,03-Oct-2017,310,Buy,Large Cap,21,0,665,0,132
Jubilant foodworks,INE797F01012,2,3,-1,-50,03-Jul-2018,37,Buy,Mid Cap,22,0,1417,-3338,168
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Power grid corporation of,INE752E01010,5,5,0,0,27-Feb-2017,528,Buy,Large Cap,0,0,0,0,0
Mahindra mahindra financial services,INE774D01024,3,1,2,67,03-Oct-2017,310,Buy,Mid Cap,0,0,0,0,0
Indian hotels co,INE053A01029,10,10,0,0,06-Dec-2017,246,Buy,Mid Cap,22,0,127,0,26
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Bayer cropscience /,INE462A01022,5,5,0,0,09-Jun-2017,426,Buy,Mid Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Radico khaitan,INE944F01028,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Wabco,INE342J01019,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Johnson controls hitachi air conditioning,INE782A01015,2,2,0,0,17-Oct-2017,296,Buy,Small Cap,0,0,0,0,0
Endurance technologies,INE913H01037,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
-,,5,0,5,100,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Power finance corporation,INE134E01011,5,2,3,60,01-Nov-2017,281,Buy,Mid Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Pi industries,INE603J01030,3,1,2,67,02-Feb-2018,188,Buy,Mid Cap,0,0,0,0,0
United spirits,INE854D01016,10,0,10,100,,0,,-,17,0,629,-4093,77
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Minda industries,INE405E01023,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Ultratech cement,INE481G01011,10,12,-2,-20,25-Jan-2017,561,Buy,Large Cap,21,0,3936,-53665,1323
Titan company,INE280A01028,5,4,1,20,04-Apr-2018,127,Buy,Large Cap,29,0,838,2412,130
Astral poly technik,INE006I01046,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Apar industries,INE372A01015,0,0,0,0,,0,,Small Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Indusind bank,INE095A01012,2,0,2,100,,0,,Large Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Dr reddys laboratories,INE089A01023,5,4,1,20,04-Apr-2018,127,Buy,Large Cap,0,0,0,0,0
Icra,INE725G01011,5,4,1,20,22-Jun-2017,413,Buy,Small Cap,31,0,3421,5366,1181
-,,0,0,0,0,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Prestige estates projects,INE811K01011,5,2,3,60,03-Jul-2018,37,Buy,Mid Cap,18,0,275,163,176
Hindustan petroleum corporation,INE094A01015,3,3,0,0,02-Jan-2018,219,Buy,Large Cap,0,0,0,0,0
Dewan housing finance corporation,INE202B01012,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Exide industries,INE302A01020,1,1,0,0,16-Jun-2017,419,Buy,Mid Cap,28,0,261,471,108
Adani transmission,INE931S01010,2,0,2,100,,0,,Mid Cap,0,0,0,0,0
Great eastern shipping co,INE017A01032,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Adani ports special economic zone,INE742F01042,5,2,3,60,03-Jul-2018,37,Buy,Large Cap,18,0,362,198,202
Tvs srichakra,INE421C01016,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
Niit technologies,INE591G01017,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Bata,INE176A01028,5,3,2,40,06-Dec-2017,246,Buy,Small Cap,29,0,835,2461,212
Ge t&d,INE200A01026,0,0,0,0,,0,,Small Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Emami,INE548C01032,5,2,3,60,29-Jun-2018,41,Buy,Mid Cap,27,0,521,981,83
Aditya birla capital,INE674K01013,2,0,2,100,,0,,Large Cap,0,0,0,0,0
Schaeffler,INE513A01014,0,0,0,0,,0,,Small Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Tata investment corporation,INE672A01018,2,0,2,100,,0,,Small Cap,0,0,0,0,0
India tourism development corporation,INE353K01014,2,0,2,100,27-Dec-2017,225,Sell,Small Cap,0,0,0,0,0
Raymond,INE301A01014,0,0,0,0,,0,,Small Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Supreme industries,INE195A01028,2,2,0,0,04-Apr-2018,127,Buy,Mid Cap,30,0,1102,2160,338
Central depository services,INE736A01011,2,2,0,0,03-Jul-2018,37,Buy,Small Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Sml isuzu,INE294B01019,0,0,0,0,,0,,Nano Cap,0,0,0,0,0
Kotak mahindra bank,INE237A01028,2,2,0,0,04-Apr-2018,127,Buy,Large Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Yes bank,INE528G01027,2,0,2,100,,0,,Large Cap,0,0,0,0,0
Venkys,INE398A01010,2,2,0,0,22-Sep-2017,321,Buy,Small Cap,23,0,2327,1292,1286
-,,0,0,0,0,,0,,-,0,0,0,0,0
L&t finance holdings,INE498L01015,2,1,1,50,28-May-2018,73,Buy,Large Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
Larsen toubro infotech,INE214T01019,2,2,0,0,28-May-2018,73,Buy,Mid Cap,0,0,0,0,0
-,,0,0,0,0,,0,,-,0,0,0,0,0
National aluminium co,INE139A01034,2,3,-1,-50,01-Sep-2017,342,Buy,Mid Cap,0,0,0,0,0
Procter gamble hygiene health care,INE179A01014,6,8,-2,-33,09-Jun-2017,426,Buy,Large Cap,0,0,0,0,0
Glaxosmithkline consumer healthcare,INE264A01014,5,5,0,0,19-Sep-2017,324,Buy,Mid Cap,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
-,,2,0,2,100,,0,,-,0,0,0,0,0
Ttk prestige,INE690A01010,5,6,-1,-20,18-Jul-2017,387,Buy,Small Cap,26,0,5845,0,2117
National fertilizers,INE870D01012,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
-,,5,0,5,100,,0,,-,0,0,0,0,0
Havells,INE176B01034,2,3,-1,-50,03-Jul-2018,37,Buy,Large Cap,28,-1,546,674,124
Asian paints,INE021A01026,10,8,2,20,06-Dec-2017,246,Buy,Large Cap,28,-1,1321,1655,208
Bajaj finserv,INE918I01018,3,6,-3,-100,19-Sep-2017,324,Buy,Large Cap,10,-1,6069,8764,2126
Ifb industries,INE559A01017,2,1,1,50,28-Nov-2017,254,Buy,Small Cap,19,-1,1191,1939,251
Nbcc,INE095N01031,5,2,3,60,04-Apr-2018,127,Buy,Mid Cap,23,-1,69,80,22
Tata consultancy services,INE467B01029,20,17,3,15,05-Jun-2018,65,Buy,Large Cap,30,-1,1880,2304,582
Zee entertainment enterprises,INE256A01028,5,6,-1,-20,06-Dec-2017,246,Buy,Large Cap,26,-1,552,647,163
Honeywell automation,INE671A01010,10,0,10,100,08-Nov-2017,274,Sell,Mid Cap,22,-1,18358,30373,3207
United breweries,INE686F01025,5,2,3,60,01-Nov-2017,281,Buy,Mid Cap,24,-1,1144,1733,186
Sanofi,INE058A01010,2,4,-2,-100,19-Sep-2017,324,Buy,Mid Cap,31,-1,5209,6366,1766
Lupin,INE326A01037,5,9,-4,-80,28-Feb-2017,527,Buy,Large Cap,22,-2,923,101,198
Voltas,INE226A01021,2,2,0,0,01-Nov-2017,281,Buy,Mid Cap,28,-2,517,570,215
Balkrishna industries,INE787D01026,2,2,0,0,02-Jan-2018,219,Buy,Mid Cap,29,-2,1149,1266,427
Somany ceramics,INE355A01028,2,1,1,50,13-Nov-2017,269,Buy,Micro Cap,24,-2,475,257,216
Maruti suzuki,INE585B01010,20,11,9,45,09-Jun-2017,426,Buy,Large Cap,29,-2,9347,4739,2891
Godrej agrovet,INE850D01014,2,1,1,50,16-Oct-2017,297,Buy,Mid Cap,26,-2,609,621,113
Monsanto,INE274B01011,5,5,0,0,04-Apr-2018,127,Buy,Small Cap,30,-2,2863,1797,929
Kajaria ceramics,INE217B01036,2,2,0,0,01-Nov-2017,281,Buy,Small Cap,27,-2,460,289,173
Cera sanitaryware,INE739E01017,2,3,-1,-50,14-Jun-2017,421,Buy,Small Cap,25,-3,2722,1692,911
Mrf,INE883A01011,60,0,60,100,08-Nov-2017,274,Sell,Large Cap,21,-3,75477,36530,36296
Tvs motor company,INE494B01023,5,3,2,40,03-Jul-2018,37,Buy,Large Cap,27,-3,571,616,142
Motherson sumi systems,INE775A01035,2,2,0,0,06-Dec-2017,246,Buy,Large Cap,25,-4,294,102,110
Amara raja batteries,INE885A01032,1,2,-1,-100,03-Jul-2018,37,Buy,Mid Cap,27,-4,773,731,334
Shree cement,INE070A01015,18,0,18,100,08-Nov-2017,274,Sell,Large Cap,31,-4,16434,16180,4827
Eicher motors,INE066A01013,30,0,30,100,08-Nov-2017,274,Sell,Large Cap,27,-4,27888,10634,6574
Gillette,INE322A01010,2,5,-3,-150,12-Jun-2017,423,Buy,Mid Cap,30,-4,6544,3825,585
Aegis logistics,INE208C01025,2,1,1,50,02-Feb-2018,188,Buy,Small Cap,27,-4,214,78,58
