Scrip Code,COMPANY,ISIN No.,Close Price
500043,Bata India Ltimited,INE176A01028,772.05
506285,Bayer CropScience Ltd/India,INE462A01022,4676.8
500048,BEML Ltd,INE258A01016,887.95
509480,Berger Paints India Ltd,INE463A01038,283.55
532430,BF Utilities Ltd,INE243D01012,357.95
500049,Bharat Electronics Ltd,INE263A01024,116.05
533228,Bharat Financial Inclusion Ltd,INE180K01011,1184.75
500493,Bharat Forge Ltd,INE465A01025,646.55
500103,Bharat Heavy Electricals Ltd,INE257A01026,76.1
500547,Bharat Petroleum Corp Ltd,INE029A01011,416.35
532454,Bharti Airtel Ltd,INE397D01024,376.15
534816,Bharti Infratel Ltd.,INE121J01017,296.1
532523,Biocon Ltd,INE376G01013,614.4
500335,Birla Corp Ltd,INE340A01012,726.65
506197,Bliss Gvs Pharma Ltd,INE416D01022,183.4
526612,Blue Dart Express Ltd,INE233B01017,3495.6
500067,Blue Star Ltd,INE472A01039,652.1
501425,Bombay Burmah Trading Corp Ltd.,INE050A01025,1543.2
500020,Bombay Dyeing & Manufacturing Co Ltd,INE032A01023,219.4
500530,Bosch Ltd,INE323A01026,18271.1
500825,Britannia Industries Ltd.,INE216A01022,6004
532321,Cadila Healthcare Ltd,INE010B01027,399.2
511196,Can Fin Homes Ltd,INE477A01020,360
532483,Canara Bank,INE476A01014,277.9
532938,Capital First Ltd.,INE688I01017,593.1
524742,Caplin Point Laboratories Ltd,INE475E01026,475.9
513375,Carborundum Universal Ltd,INE120A01034,333.75
534804,CARE Ratings Ltd,INE752H01013,1360.05
500870,Castrol India Ltd,INE172A01027,171.4
519600,CCL Products (India) Ltd.,INE421D01022,279.2
500878,CEAT Ltd,INE482A01020,1344.65
532885,Central Bank of India,INE483A01010,76.95
501150,Centrum Capital Ltd,INE660C01027,56.3
532548,Century Plyboards India Ltd,INE348B01021,264.75
500040,Century Textile & Industries Ltd,INE055A01016,922.25
532443,Cera Sanitaryware Ltd,INE739E01017,2897.45
500084,CESC Ltd,INE486A01013,1005.45
500093,CG Power and Industrial Solutions Ltd,INE067A01029,57
500085,Chambal Fertilizers & Chemicals Ltd,INE085A01013,163
500110,Chennai Petroleum Corp Ltd,INE178A01016,302.75
511243,Cholamandalam Investment & Finance Co. Ltd.,INE121A01016,1602.3
500087,Cipla Ltd/India,INE059A01026,587.95
532210,City Union Bank Ltd.,INE491A01021,188.15
533278,Coal India Ltd,INE522F01014,283.55
539436,Coffee Day Enterprises Ltd,INE335K01011,304.7
500830,Colgate-Palmolive India Ltd,INE259A01022,1231.85
531344,Container Corp Of India,INE111A01017,1303.85
506395,Coromandel International Ltd,INE169A01031,425.6
532179,Corp Bank,INE112A01023,31.35
533144,Cox & Kings Ltd,INE008I01026,215.55
500092,CRISIL Ltd,INE007A01025,1760.25
539876,Crompton Greaves Consumer Electricals Ltd,INE299U01018,226.6
500480,Cummins India Ltd,INE298A01020,685.05
532175,Cyient Ltd,INE136B01020,739.6
500096,Dabur India Ltd,INE016A01026,386.95
533309,Dalmia Bharat Ltd,INE439L01019,2523.3
533151,DB Corp Ltd,INE950I01011,263.1
532772,DCB Bank Ltd,INE503A01015,180.25
523367,DCM Shriram Ltd,INE499A01024,297.05
500645,Deepak Fertilisers & Petrochemicals Corp. Ltd.,INE501A01019,289.4
506401,Deepak Nitrite Limited,INE288B01029,244.55
532848,Delta Corp. Ltd.,INE124G01033,244.7
532121,Dena Bank,INE077A01010,16.9
511072,Dewan Housing Finance Corp Ltd,INE202B01012,624.65
507717,Dhanuka Agritech Ltd,INE435G01025,581.05
540047,Dilip Buildcon Ltd,INE917M01012,842.65
532839,Dish TV India Ltd,INE836F01026,74.5
532488,Divi's Laboratories Ltd,INE361B01024,1084.3
532868,DLF Ltd,INE271C01023,205.7
500124,Dr Reddy's Laboratories Ltd,INE089A01023,2268.4
539524,Dr. Lal PathLabs Ltd,INE600L01024,874.85
532927,eClerx Services Ltd,INE738I01010,1292.7
532922,Edelweiss Financial Services Ltd,INE532F01054,322.45
505200,Eicher Motors Ltd,INE066A01013,29531.55
500125,EID Parry India Ltd,INE126A01031,227.9
500840,EIH Ltd,INE230A01023,178.15
522074,Elgi Equipments Ltd.,INE285A01027,268.2
531162,Emami Ltd,INE548C01032,1097.4
540153,Endurance Technologies Ltd,INE913H01037,1262.85
532178,Engineers India Ltd,INE510A01028,132.15
532700,Entertainment Network India,INE265F01028,688.85
539844,Equitas Holdings Ltd,INE988K01017,153.35
540596,Eris Lifesciences Ltd,INE406M01024,741.55
533261,Eros International Media Ltd,INE416L01017,129.4
500495,Escorts Ltd,INE042A01014,928.1
500135,Essel Propack Ltd.,INE255A01020,249.9
531508,Eveready Industries India Ltd,INE128A01029,245.15
500086,Exide Industries Ltd,INE302A01020,251.6
531599,FDC Ltd,INE258B01022,240
500469,Federal Bank Ltd,INE171A01029,85.95
500144,Finolex Cables Ltd,INE235A01022,668
500940,Finolex Industries Ltd,INE183A01016,599.6
532809,Firstsource Solutions Ltd,INE684F01012,82.8
500033,Force Motors Ltd,INE451A01017,2736.6
532843,Fortis Healthcare Ltd.,INE061F01013,136.75
533400,Future Consumer Ltd,INE220J01025,54.4
536507,Future Lifestyle Fashions Limited,INE452O01016,431.15
540064,Future Retail Ltd,INE752P01024,563.7
532155,Gail India Ltd,INE129A01019,339.1
532622,Gateway Distriparks Ltd,INE852F01015,180.9
532345,Gati Ltd,INE152B01027,92.9
532309,GE Power India Ltd,INE878A01011,815
522275,GE T&D India Ltd,INE200A01026,309.45
500171,GHCL Ltd,INE539A01019,275.85
511676,GIC Housing Finance Ltd,INE289B01019,386.2
507815,Gillette India Ltd,INE322A01010,6518.7
500676,GlaxoSmithKline Consumer Healthcare Ltd,INE264A01014,6214.25
500660,GlaxoSmithKline Pharmaceuticals Ltd,INE159A01016,2763.25
532296,Glenmark Pharmaceuticals Ltd,INE935A01035,584.75
532754,GMR Infrastructure Ltd,INE776C01039,16.15
500163,Godfrey Phillips India Ltd,INE260B01028,740.1
532424,Godrej Consumer Products Ltd,INE102D01028,1172.15
500164,Godrej Industries Ltd,INE233A01035,609.75
533150,Godrej Properties Ltd,INE484J01027,767.3
532482,Granules India Ltd,INE101D01020,87.75
509488,Graphite India Ltd.,INE371A01025,826.35
500300,Grasim Industries Ltd,INE047A01021,1037.45
500620,Great Eastern Shipping Co Ltd/The,INE017A01032,315.75
501455,Greaves Cotton Ltd.,INE224A01026,132.75
526797,Greenply Industries Ltd.,INE461C01038,248.5
506076,Grindwell Norton Ltd,INE536A01023,529.35
511288,GRUH Finance Ltd.,INE580B01029,330.05
530001,Gujarat Alkalies & Chemicals Ltd.,INE186A01019,604.35
500173,Gujarat Fluorochemicals,INE538A01037,741.4
539336,Gujarat Gas Ltd,INE844O01022,819.15
532181,Gujarat Mineral Development Corp Ltd,INE131A01031,124.4
500670,Gujarat Narmada Valley Fertilizers and Chemicals Limited,INE113A01013,467.55
533248,Gujarat Pipavav Port Ltd,INE517F01014,117.85
500690,Gujarat State Fertilisers & Chemicals Ltd,INE026A01025,114.9
532702,Gujarat State Petronet Ltd,INE246F01010,185.9
538567,Gulf Oil Lubricants India Ltd,INE635Q01029,850.95
531531,Hatsun Agro Products Ltd,INE473B01035,707.15
517354,Havells India Ltd,INE176B01034,548.25
532281,HCL Technologies Ltd,INE860A01027,936.75
500180,HDFC Bank Ltd,INE040A01026,2037.15
509631,HEG Ltd,INE545A01016,3383.75
500292,HeidelbergCement India Ltd.,INE578A01017,139.95
519552,Heritage Foods Ltd,INE978A01027,688.15
500182,Hero MotoCorp Ltd,INE158A01026,3684.1
532129,Hexaware Technologies Ltd,INE093A01033,448.1
500183,Himachal Futuristic Communications Ltd,INE548A01028,33.35
500184,Himadri Speciality Chemical Ltd,INE019C01026,143.25
514043,Himatsingka Seide,INE049A01027,339.4
500440,Hindalco Industries Ltd,INE038A01020,244.45
500185,Hindustan Construction Co,INE549A01026,14.83
513599,Hindustan Copper,INE531E01026,72.9
500104,Hindustan Petroleum Corp Ltd,INE094A01015,310.05
500696,Hindustan Unilever Ltd,INE030A01027,1613.1
500188,Hindustan Zinc Ltd,INE267A01025,302.25
540530,Housing and Urban Development Corporation Ltd,INE031A01017,61.55
532873,Housing Development & Infrastructure Ltd,INE191I01012,23.25
500010,Housing Development Finance Corp,INE001A01036,1833.35
500187,HSIL Ltd,INE415A01038,342.1
532174,ICICI Bank Ltd,INE090A01021,284.65
540133,ICICI Prudential Life Insurance Company Ltd,INE726G01019,403.4
532835,ICRA Ltd.,INE725G01011,3315.1
500116,IDBI Bank Ltd,INE008A01015,61.95
532822,Idea Cellular Ltd,INE669E01016,62.7
539437,IDFC Bank Ltd,INE092T01019,44.1
532659,IDFC Limited,INE043D01016,50.7
500106,IFCI Ltd,INE039A01010,17.55
533177,IL&FS Transportation Networks Ltd,INE975G01012,48.3
530005,India Cements Ltd,INE383A01012,116.45
535789,Indiabulls Housing Finance Limited,INE148I01020,1185.4
532832,Indiabulls Real Estate Ltd,INE069I01010,170.8
532960,Indiabulls Ventures Ltd,INE274G01010,498
532814,Indian Bank,INE562A01011,358.95
500850,Indian Hotels Co Ltd,INE053A01029,135.1
530965,Indian Oil Corp Ltd,INE242A01010,172.05
532388,Indian Overseas Bank,INE565A01014,15.7
521016,Indo Count Industries Ltd,INE483B01026,68.85
532514,Indraprastha Gas Ltd,INE203G01027,267.3
532187,IndusInd Bank Ltd,INE095A01012,1968.15
539807,Infibeam Incorporation Ltd,INE483S01020,151.6
532777,Info Edge (India) Ltd.,INE663F01024,1251.05
500209,Infosys Ltd,INE009A01021,1238.7
532706,Inox Leisure,INE312H01016,266.7
539083,Inox Wind Ltd,INE066P01011,86.7
538835,Intellect Design Arena Ltd.,INE306R01017,217.4
539448,InterGlobe Aviation Ltd,INE646L01027,1227.7
524494,Ipca Laboratories Ltd,INE571A01020,686.6
532947,IRB Infrastructure Developers Ltd,INE821I01014,234.35
533033,ISGEC Heavy Engineering Ltd,INE858B01011,5591
500875,ITC Ltd,INE154A01025,267.2
509496,ITD Cementation India Ltd,INE686A01026,144.95
532940,J Kumar Infraprojects Ltd,INE576I01022,264.6
530007,J. K. Tyre Industries Ltd,INE573A01042,128.85
506943,J.B.Chemicals & Pharmaceuticals Ltd.,INE572A01028,278.5
532644,J.K. Cement Ltd.,INE823G01014,918.45
532705,Jagran Prakashan Ltd,INE199G01027,148.95
512237,Jai Corp Ltd,INE070D01027,153.15
500219,Jain Irrigation Systems Ltd,INE175A01038,100.35
532532,Jaiprakash Associates Ltd,INE455F01025,15.05
532209,Jammu & Kashmir Bank Ltd,INE168A01041,59
520051,Jamna Auto Industries Ltd,INE039C01032,92.75
514034,JBF Industries Ltd.,INE187A01017,68.8
532617,Jet Airways India Ltd,INE802G01018,388.35
500378,Jindal SAW Ltd,INE324A01024,98.8
539597,Jindal Stainless (Hisar) Ltd,INE455T01018,163.85
532508,Jindal Stainless Ltd.,INE220G01021,80.2
532286,Jindal Steel & Power Ltd,INE749A01030,243.5
500380,JK Lakshmi Cement Ltd,INE786A01032,334.95
523405,JM Financial Ltd,INE780C01023,131.8
523398,Johnson Controls -Hitachi Air Conditioning India Ltd,INE782A01015,2636
533148,JSW Energy Ltd,INE121E01018,71.95
500228,JSW Steel Ltd,INE019A01038,339.1
533155,Jubilant FoodWorks Ltd,INE797F01012,2720.75
530019,Jubilant Life Sciences Ltd,INE700A01033,790.1
535648,Just Dial Ltd,INE599M01018,574.6
532926,Jyothy Laboratories Ltd,INE668F01031,451.95
500233,Kajaria Ceramics Ltd.,INE217B01036,543.55
522287,Kalpataru Power Transmission Ltd,INE220B01022,436.5
500165,Kansai Nerolac Paints Ltd.,INE531A01024,482.55
532652,Karnataka Bank Ltd,INE614B01018,121
532899,Kaveri Seed Co Ltd,INE455I01029,561.3
532714,KEC International Ltd/India,INE389H01022,369.55
517569,KEI Industries Ltd,INE878B01027,430.15
502937,Kesoram Industries Ltd,INE087A01019,91.9
533293,Kirloskar Oil Engines Ltd,INE146L01010,297
500247,Kotak Mahindra Bank Ltd,INE237A01028,1333.55
532400,KPIT Technologies Ltd,INE836A01035,279.95
532889,KPR Mill Ltd,INE930H01023,635.75
530813,KRBL Ltd,INE001B01026,509.15
531882,Kwality Ltd,INE775B01025,29.95
533519,L&T Finance Holdings Ltd,INE498L01015,167.7
540115,L&T Technology Services Ltd,INE010V01017,1340.1
526947,La Opala Rg Ltd.,INE059D01020,258.8
500252,Lakshmi Machine Works Ltd,INE269B01029,8214.75
534690,Lakshmi Vilas Bank Ltd.,INE694C01018,114.15
540005,Larsen & Toubro Infotech Ltd,INE214T01019,1670.25
500510,Larsen & Toubro Ltd,INE018A01030,1345.3
540222,Laurus Labs Ltd,INE947Q01010,487.95
500253,LIC Housing Finance Ltd,INE115A01026,494.9
523457,Linde India Ltd,INE473A01011,453.85
500257,Lupin Ltd,INE326A01037,898.7
524000,Magma Fincorp Ltd.,INE511C01022,172
539957,Mahanagar Gas Ltd,INE002S01010,832.75
532720,Mahindra & Mahindra Financial Services Ltd,INE774D01024,477.6
500520,Mahindra & Mahindra Ltd,INE101A01026,921.15
532756,Mahindra CIE Automotive Ltd,INE536H01010,259.1
533088,Mahindra Holidays & Resorts India Ltd,INE998I01010,325.5
532313,Mahindra Lifespace Developers Ltd,INE813A01018,543.8
531213,Manappuram Finance Ltd,INE522D01027,105.45
500109,Mangalore Refinery & Petrochemicals Ltd,INE103A01014,94.5
539207,Manpasand Beverages Ltd,INE122R01018,166.4
531642,Marico Ltd,INE196A01026,344.3
524404,Marksans Pharma Ltd,INE750C01026,30.4
532500,Maruti Suzuki India Ltd,INE585B01010,8974.15
500271,Max Financial Services Ltd,INE180A01020,477.4
539981,Max India Ltd,INE153U01017,79.7
532654,McLeod Russel India Ltd,INE942G01012,141.4
532865,Meghmani Organics Ltd,INE974H01013,94.9
538962,Minda Corporation Ltd,INE842C01021,167.8
532539,Minda Industries Ltd,INE405E01023,1276.45
532819,MindTree Ltd,INE018I01017,993.75
513377,MMTC LTD,INE123F01029,39.05
533286,MOIL Ltd,INE490G01020,187.65
524084,Monsanto India Ltd,INE274B01011,2878.25
517334,Motherson Sumi Systems Ltd,INE775A01035,313.65
532892,Motilal Oswal Financial Services Ltd,INE338I01027,887.65
526299,MphasiS Ltd,INE356A01018,1106.2
500290,MRF Ltd,INE883A01011,75260.4
534091,Multi Commodity Exchange of India Limited,INE745G01035,821.25
533398,Muthoot Finance Ltd,INE414G01012,386.7
539551,Narayana Hrudayalaya Ltd,INE410P01011,228.4
524816,Natco Pharma Ltd,INE987B01026,810.3
532234,National Aluminium Co Ltd,INE139A01034,71.8
513023,Nava Bharat Ventures Ltd,INE725A01022,138.9
532504,Navin Fluorine International Ltd.,INE048G01026,682.3
539332,Navkar Corporation Ltd,INE278M01019,141.95
508989,Navneet Education Ltd,INE060A01024,125.4
534309,NBCC (India) Ltd,INE095N01031,85.3
500294,NCC Ltd/India,INE868B01028,108.05
500790,Nestle India Ltd,INE239A01016,9754.2
532798,Network 18 Media & Investments Ltd,INE870H01013,44.9
533098,NHPC Ltd,INE848E01016,25.95
500304,NIIT Ltd,INE161A01038,102.6
532541,NIIT Technologies Ltd,INE591G01017,1126.2
523385,Nilkamal Ltd,INE310A01015,1671.1
513683,NLC India Ltd,INE589A01014,84.9
526371,NMDC Ltd,INE584A01023,115.5
500730,NOCIL Ltd.,INE163A01018,179.9
532555,NTPC Ltd,INE733E01010,158.35
533273,Oberoi Realty Ltd,INE093I01010,508.6
500312,Oil & Natural Gas Corp Ltd,INE213A01029,168.5
533106,Oil India Ltd,INE274J01014,222.55
532880,Omaxe Ltd,INE800H01010,217.3
532466,Oracle Financial Services Software Ltd,INE881D01027,4019.2
535754,Orient Cement Ltd,INE876N01018,116.1
500315,Oriental Bank Of Commerce,INE141A01014,82.9
532827,Page Industries Ltd,INE761H01022,26494.4
539889,Parag Milk Foods Ltd,INE883N01014,354.2
534809,PC Jeweller Ltd.,INE785M01013,158.85
533179,Persistent Systems Ltd,INE262H01013,820.2
532522,Petronet LNG Ltd,INE347G01014,217.6
500680,Pfizer Ltd (India),INE182A01018,2601.85
506590,Phillips Carbon Black Ltd,INE602A01023,230.8
503100,Phoenix Mills Ltd,INE211B01039,645
523642,PI Industries Ltd,INE603J01030,808.9
500331,Pidilite Industries Ltd,INE318A01026,1085.6
500302,Piramal Enterprises Ltd,INE140A01024,2425.5
540173,PNB Housing Finance Ltd,INE572E01012,1116.45
539150,PNC Infratech Ltd,INE195J01029,176.75
532810,Power Finance Corp Ltd,INE134E01011,84.1
532898,Power Grid Corp of India Ltd,INE752E01010,199
522205,Praj Industries Ltd,INE074A01025,87.65
533274,Prestige Estates Projects Ltd,INE811K01011,275.15
500338,Prism Johnson Ltd,INE010A01011,108.7
500459,Procter & Gamble Hygiene & Health Care Ltd,INE179A01014,9692.25
533344,PTC India Financial Services Ltd,INE560K01014,19.05
532524,PTC India Ltd,INE877F01012,85.1
532461,Punjab National Bank,INE160A01022,91.7
532689,PVR Ltd,INE191H01014,1424.35
539978,Quess Corp Ltd,INE615P01015,1239
532497,Radico Khaitan Ltd,INE944F01028,402
500339,Rain Industries Limited,INE855B01025,225
531500,Rajesh Exports Ltd,INE343B01030,600.85
500355,Rallis India Ltd,INE613A01020,203.8
500260,Ramco Cements Ltd,INE331A01037,729.3
524230,Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,72.45
520111,Ratnamani Metals & Tubes Ltd,INE703B01027,1018
500330,Raymond Ltd.,INE301A01014,999.5
540065,RBL Bank Ltd,INE976G01028,558.65
532805,Redington India Ltd,INE891D01026,123.35
530517,Relaxo Footwears Ltd,INE131B01039,699.05
500111,Reliance Capital Ltd,INE013A01015,422.15
532712,Reliance Communications Ltd,INE330H01018,15.9
500325,Reliance Industries Ltd,INE002A01018,1007.5
500390,Reliance Infrastructure Ltd,INE036A01016,435.35
533107,Reliance Naval and Engineering Ltd,INE542F01012,14.25
532939,Reliance Power Ltd,INE614G01033,34.85
535322,Repco Home Finance Ltd.,INE612J01015,567.35
532955,Rural Electrification Corp Ltd,INE020B01018,116.5
539450,S H Kelkar and Company Ltd,INE500L01026,231.75
532710,Sadbhav Engineering Ltd,INE226H01026,324.8
500674,Sanofi India Ltd,INE058A01010,5086
505790,Schaeffler India Ltd,INE513A01014,5400
534139,Schneider Electric Infrastructure Ltd.,INE839M01018,97.6
540425,Shankara Building Products Ltd,INE274V01019,1682.65
538666,Sharda Cropchem Limited,INE221J01015,396.85
540203,Sheela Foam Ltd,INE916U01025,1490
530549,Shilpa Medicare Ltd,INE790G01031,390.2
523598,Shipping Corp of India Ltd,INE109A01011,66.5
532638,Shoppers Stop Ltd,INE498B01024,560.65
500387,Shree Cement Ltd,INE070A01015,16352.5
532670,Shree Renuka Sugars Ltd,INE087H01022,15.5
532498,Shriram City Union Finance Ltd.,INE722A01011,2292.3
511218,Shriram Transport Finance Co Ltd,INE721A01013,1485
500550,Siemens India Ltd,INE003A01024,1009.8
502742,Sintex Industries Ltd,INE429C01035,16.95
532795,Siti Networks Ltd,INE965H01011,15.47
533206,SJVN Ltd,INE002L01015,30.3
500472,SKF India Ltd,INE640A01023,1775.55
532784,Sobha Limited,INE671H01015,504.4
532725,Solar Industries India Ltd,INE343H01029,1174.15
531548,Somany Ceramics Ltd,INE355A01028,548.95
532221,Sonata Software Ltd,INE269A01021,322.2
532218,South Indian Bank Ltd,INE683A01023,24.8
500285,SpiceJet Ltd.,INE285B01017,111.7
523756,SREI Infrastructure Finance Ltd,INE872A01014,74.1
503806,SRF Ltd,INE647A01010,1880.15
500112,State Bank of India,INE062A01020,282.7
500113,Steel Authority of India Ltd,INE114A01011,86.35
532374,Sterlite Technologies Ltd.,INE089C01029,297.95
506655,Sudarshan Chemical Industries,INE659A01023,459.2
532872,Sun Pharma Advanced Research Co Ltd,INE232I01014,420.05
524715,Sun Pharmaceutical Industries Ltd,INE044A01036,559.65
532733,Sun TV Network Ltd,INE424H01027,912.75
520056,Sundaram Clayton Ltd,INE105A01035,4289.25
500403,Sundaram Fastners,INE387A01021,627.05
512179,Sunteck Realty Ltd,INE805D01034,393.45
532509,Suprajit Engineering Ltd,INE399C01030,266.95
509930,Supreme Industries,INE195A01028,1268.65
500405,Supreme Petrochem Ltd.,INE663A01017,290.15
530239,Suven Life Sciences Ltd,INE495B01038,233.45
532667,Suzlon Energy Ltd,INE040H01021,8.15
503310,Swan Energy Ltd.,INE665A01038,166.3
517385,Symphony Ltd,INE225D01027,1390.25
532276,Syndicate Bank,INE667A01018,51.35
539268,Syngene International Ltd,INE398R01022,586.5
532890,Take Solutions Ltd,INE142I01023,266.35
531426,Tamilnadu Newsprint & Papers,INE107A01015,282.15
500770,Tata Chemicals Ltd,INE092A01019,739.65
532301,Tata Coffee Ltd.,INE493A01027,119.7
500483,Tata Communications Ltd,INE151A01013,610.25
532540,Tata Consultancy Services Ltd,INE467B01029,1792.25
500408,Tata Elxsi Ltd,INE670A01012,1285.45
500800,Tata Global Beverages Ltd,INE192A01025,277.95
501301,Tata Investment Corp Ltd,INE672A01018,817.05
513434,Tata Metaliks Ltd.,INE056C01010,755
500570,Tata Motors Ltd,INE155A01022,305.75
570001,Tata Motors Ltd DVR,IN9155A01020,182.9
500400,Tata Power Co Ltd,INE245A01021,77.3
513010,Tata Sponge Iron Ltd.,INE674A01014,1112.45
500470,Tata Steel Ltd,INE081A01012,569.4
532755,Tech Mahindra Ltd,INE669C01036,698.8
533281,Techno Electric & Engineering Co. Ltd.,INE286K01024,296.6
540595,Tejas Networks Ltd,INE010J01012,308.65
533326,Texmaco Rail & Engineering Ltd.,INE621L01012,73.25
500411,Thermax Ltd,INE152A01029,1149.7
500413,Thomas Cook (India) Ltd,INE332A01027,285.7
539871,Thyrocare Technologies Ltd,INE594H01019,604.4
532856,Time Technoplast Ltd.,INE508G01029,138.9
522113,Timken India Ltd.,INE325A01013,759.75
532966,Titagarh Wagons Ltd,INE615H01020,101.1
500114,Titan Co Ltd,INE280A01028,905.3
500420,Torrent Pharmaceuticals Ltd,INE685A01028,1447.4
532779,Torrent Power Ltd,INE813H01021,257.95
500251,Trent Ltd.,INE849A01020,325.45
521064,Trident Ltd.,INE064C01014,59.8
533655,Triveni Turbine Limited,INE152M01016,113.05
517506,TTK Prestige Ltd,INE690A01010,5888
532515,TV Today Network,INE038F01029,460.1
532800,TV18 Broadcast Ltd,INE886H01027,57.1
532343,TVS Motor Co Ltd,INE494B01023,584.4
509243,TVS Srichakra Ltd,INE421C01016,3016.4
532505,UCO Bank,INE691A01018,20
500148,Uflex Ltd,INE516A01017,304
539874,Ujjivan Financial Services Ltd,INE334L01012,394.45
532538,UltraTech Cement Ltd,INE481G01011,3762.4
506690,Unichem Laboratories Ltd,INE351A01035,234.1
532477,Union Bank of India,INE692A01016,94.2
507878,Unitech Ltd,INE694A01020,4.84
532478,United Breweries Ltd,INE686F01025,1294.75
512070,UPL Ltd,INE628A01036,684.7
532953,V-Guard Industries Ltd,INE951I01027,215.25
534976,V-Mart Retail Limited,INE665J01013,2396.4
533269,VA Tech Wabag Ltd,INE956G01038,425.25
511431,Vakrangee Ltd,INE051B01021,43.35
502986,Vardhman Textiles Ltd.,INE825A01012,1229.3
540180,Varun Beverages Ltd,INE200M01013,771.95
500295,Vedanta Ltd,INE205A01025,240.15
523261,Venky's India Ltd,INE398A01010,2533.25
532401,Vijaya Bank,INE705A01016,57.1
524200,Vinati Organics Ltd,INE410B01029,1000.25
507880,VIP Industries Ltd,INE054A01027,457.35
500575,Voltas Ltd,INE226A01021,525.2
509966,VST Industries Ltd.,INE710A01016,3021.5
533023,WABCO India Ltd,INE342J01019,7394.05
532144,Welspun Corp Ltd,INE191B01025,133.1
514162,Welspun India Ltd.,INE192B01031,59
500238,Whirlpool of India Ltd,INE716A01013,1567.9
507685,Wipro Ltd,INE075A01022,266.75
532300,Wockhardt Ltd,INE049B01025,729
532648,Yes Bank Ltd,INE528G01027,337
505537,Zee Entertainment Enterprises Ltd,INE256A01028,554.6
504067,Zensar Technologies Ltd,INE520A01019,1244.25

