security_name, split_count, bonus_count, buyback_count, dividend_count, total_count
NOBPOL , 1 , - , - , - , 1
NOVAPUB , - , - , - , 1 , 1
NRAGRIND , - , - , - , 1 , 1
OBCL , - , - , - , 1 , 1
OLPCL , - , - , - , 1 , 1
OMAXAUTO , - , - , - , 1 , 1
ORIENTTR , 1 , - , - , - , 1
OROSMITHS , 1 , - , - , - , 1
OTCO , 1 , - , - , - , 1
PACT , 1 , - , - , - , 1
PANAFIC , - , - , - , 1 , 1
PANORAMUNI , - , - , - , 1 , 1
PERVASIVE , - , - , - , 1 , 1
PGINDST , 1 , - , - , - , 1
PILITA , 1 , - , - , - , 1
PITTIENG , 1 , - , - , - , 1
PITTILAM , - , - , - , 1 , 1
PMCFIN , - , 1 , - , - , 1
PML , - , - , - , 1 , 1
PNB , - , - , - , 1 , 1
POLARIS , - , - , - , 1 , 1
POLYCAB , - , - , - , 1 , 1
PPL , - , - , - , 1 , 1
PRAKASH , - , - , - , 1 , 1
PRAKASHCON , - , - , - , 1 , 1
PRATIBHA , - , - , - , 1 , 1
PREMPIPES , 1 , - , - , - , 1
PRICOL , - , - , - , 1 , 1
PRIME , - , - , - , 1 , 1
PRIMIND , 1 , - , - , - , 1
PROFINC , - , - , - , 1 , 1
PTIL , - , 1 , - , - , 1
PUNJABCHEM , - , - , - , 1 , 1
RADHIKAJWE , - , - , - , 1 , 1
RADIOCITY , 1 , - , - , - , 1
RAINBOWPAP , - , - , - , 1 , 1
RAJPUTANA , - , 1 , - , - , 1
RAJSREESUG , - , - , - , 1 , 1
RAMASIGNS , 1 , - , - , - , 1
RAPIDIN , - , - , - , 1 , 1
RASRESOR , - , - , - , 1 , 1
RDBRIL , - , - , - , 1 , 1
RDBRL , - , - , - , 1 , 1
REFNOL , - , - , - , 1 , 1
REGENCY , - , - , - , 1 , 1
RELHOME , - , - , - , 1 , 1
RELSTRUCT , - , - , - , 1 , 1
REMIELEK , - , - , - , 1 , 1
REMIPRO , - , - , - , 1 , 1
RESONANCE , - , - , - , 1 , 1
RGL , - , - , 1 , - , 1
RICOH , - , - , - , 1 , 1
RIR , - , - , - , 1 , 1
RMCHEM , - , 1 , - , - , 1
ROLTA , - , - , - , 1 , 1
RPEL , - , 1 , - , - , 1
RPOWER , - , - , - , 1 , 1
RRMETAL , - , - , - , 1 , 1
RUCHINFRA , - , - , - , 1 , 1
RUCHISOYA , - , - , - , 1 , 1
RUDRA , - , - , - , 1 , 1
RVNL , - , - , - , 1 , 1
SAIBABA , 1 , - , - , - , 1
SAMTEX , 1 , - , - , - , 1
SBBJ , - , - , - , 1 , 1
SCTL , - , 1 , - , - , 1
SDL , - , - , 1 , - , 1
SFCL , - , - , - , 1 , 1
SHAILY , - , - , - , 1 , 1
SHALBY , - , - , - , 1 , 1
SHARPINV , 1 , - , - , - , 1
SHASUNPHAR , - , - , - , 1 , 1
SHIVAAGRO , - , - , - , 1 , 1
SHRENUJ , - , - , - , 1 , 1
SHRGLTR , 1 , - , - , - , 1
SINNAR , 1 , - , - , - , 1
SIPROJECTS , - , - , - , 1 , 1
SKFL , 1 , - , - , - , 1
SMADL , 1 , - , - , - , 1
SMRUTHIORG , - , - , - , 1 , 1
SMSLIFE , - , - , - , 1 , 1
SNIM , 1 , - , - , - , 1
SNOWMAN , - , - , - , 1 , 1
SOFTSOL , - , - , - , 1 , 1
SOLARA , - , - , - , 1 , 1
SPECIALITY , - , - , - , 1 , 1
SRD , - , - , - , 1 , 1
SRDL , 1 , - , - , - , 1
SRIKPRIND , - , - , - , 1 , 1
SRL , - , - , - , 1 , 1
SRSFIN , 1 , - , - , - , 1
SRSLTD , - , 1 , - , - , 1
STARDELTA , - , - , - , 1 , 1
STARLIT , - , 1 , - , - , 1
STL , - , - , - , 1 , 1
SUMEETINDS , - , 1 , - , - , 1
SUPERTAN , - , - , - , 1 , 1
SURAJLTD , - , - , - , 1 , 1
SURANASOL , - , - , - , 1 , 1
SURANAT&P , - , - , - , 1 , 1
SYNDIBANK , - , - , - , 1 , 1
SYNTHFO , 1 , - , - , - , 1
TAALENT , - , - , - , 1 , 1
TAIIND , - , - , - , 1 , 1
TALWGYM , - , - , - , 1 , 1
TATAMOTORS , - , - , - , 1 , 1
TATAMTRDVR , - , - , - , 1 , 1
TEATIME , - , 1 , - , - , 1
TECHNOE , - , - , 1 , - , 1
TECHNOFAB , - , - , - , 1 , 1
TEJASNET , - , - , - , 1 , 1
THACKER , - , 1 , - , - , 1
TIGERLOGS , - , 1 , - , - , 1
TINNARUBR , - , - , - , 1 , 1
TISL , 1 , - , - , - , 1
TOKYOPLAST , - , - , - , 1 , 1
TORRCABS , - , - , - , 1 , 1
TOYAMIND , 1 , - , - , - , 1
TREEHOUSE , - , - , - , 1 , 1
TREJHARA , - , - , - , 1 , 1
TRIGYN , - , - , - , 1 , 1
TRIL , 1 , - , - , - , 1
UCOBANK , - , - , - , 1 , 1
UGROCAP , - , - , - , 1 , 1
UHZAVERI , - , - , - , 1 , 1
UMIYA , - , 1 , - , - , 1
UNICRSE , 1 , - , - , - , 1
UNITDCR , - , - , - , 1 , 1
UNITDSPR , 1 , - , - , - , 1
UPSURGE , - , - , - , 1 , 1
URJAGLOBA , 1 , - , - , - , 1
USHERAGRO , - , - , - , 1 , 1
UTLINDS , - , - , - , 1 , 1
UYFINCORP , - , - , - , 1 , 1
VARDHIND , - , - , - , 1 , 1
VARROC , - , - , - , 1 , 1
VASINFRA , - , - , - , 1 , 1
VIDEOIND , - , - , - , 1 , 1
VIJAYTX , - , - , - , 1 , 1
VIKASPROP , 1 , - , - , - , 1
VIMALOIL , - , - , - , 1 , 1
VIPCLOTHNG , - , - , - , 1 , 1
VISHAL , 1 , - , - , - , 1
VISVEN , - , - , - , 1 , 1
VITANAGRO , 1 , - , - , - , 1
VITESSE , - , 1 , - , - , 1
VOL , - , - , - , 1 , 1
VRFILMS , - , - , - , 1 , 1
VSL , - , - , - , 1 , 1
WELCON , 1 , - , - , - , 1
WEPSOLN , - , - , - , 1 , 1
WHITEORG , - , 1 , - , - , 1
WOCKPHARMA , - , - , - , 1 , 1
WOODSVILA , 1 , - , - , - , 1
YASHPPR , - , - , - , 1 , 1
ZBINTXPP , - , - , - , 1 , 1
ZEAL , - , 1 , - , - , 1
ZEEMEDIA , - , - , - , 1 , 1
ZGAEKWAR , 1 , - , - , - , 1
ZLEENCON , - , - , - , 1 , 1
ZNIVEMER , - , - , - , 1 , 1
ZODIACVEN , - , - , - , 1 , 1
ZSARACOM , - , - , 1 , - , 1
ZVINADTR , - , 1 , - , - , 1
20MICRONS , - , - , - , 2 , 2
21STCENMGM , - , - , - , 2 , 2
ABHIJIT , - , - , - , 2 , 2
ABIRLANUVO , - , - , - , 2 , 2
ACCELYA , - , - , - , 2 , 2
ACE* , - , - , - , 2 , 2
ADFFOODS , - , - , - , 2 , 2
AGARIND , - , - , - , 2 , 2
AHLUCONT , - , - , - , 2 , 2
AIMCOPEST , - , - , - , 2 , 2
AJMERA , - , - , - , 2 , 2
AKSCHEM , - , - , - , 2 , 2
ALEXANDER , - , 2 , - , - , 2
ALFAICA , - , - , - , 2 , 2
ALLSEC , - , - , - , 2 , 2
AMBITION , - , 2 , - , - , 2
AMDIND , - , - , - , 2 , 2
ANDHRABANK , - , - , - , 2 , 2
ANDHRAPET , - , - , - , 2 , 2
ANILPROD , - , - , - , 2 , 2
ANSALHSG , - , - , - , 2 , 2
APEX , - , - , - , 2 , 2
ASYL , - , 1 , - , 1 , 2
AUBANK , - , - , - , 2 , 2
AURIONPRO* , - , - , - , 2 , 2
AXTEL , - , - , - , 2 , 2
BAJAJHCARE , - , 1 , - , 1 , 2
BANDHANBNK , - , - , - , 2 , 2
BANKBARODA , - , - , - , 2 , 2
BBL , - , - , - , 2 , 2
BELLACASA , - , - , - , 2 , 2
BENGALT , - , - , - , 2 , 2
BHAGCHEM , - , - , - , 2 , 2
BNALTD , - , - , - , 2 , 2
BNRUDY , - , - , - , 2 , 2
BODHTREE , - , - , - , 2 , 2
BRAWN , - , - , - , 2 , 2
BRNL , - , - , - , 2 , 2
BRPL , - , - , - , 2 , 2
BSOFT , - , - , - , 2 , 2
BWPL , - , - , - , 2 , 2
CAMLINFINE , - , - , - , 2 , 2
CANBK , - , - , - , 2 , 2
CAPACITE , - , - , - , 2 , 2
CHEMFABALKA , - , - , - , 2 , 2
CHEMFALKAL , - , - , - , 2 , 2
CHOICEIN , - , - , - , 2 , 2
CIFL , - , - , - , 2 , 2
CLARIS , - , - , - , 2 , 2
CMC , - , - , - , 2 , 2
COMSYN , - , - , - , 2 , 2
CONFIPET , - , - , - , 2 , 2
CSLFINANCE , - , - , - , 2 , 2
CTL , - , - , - , 2 , 2
DAIKAFFI , - , - , - , 2 , 2
DALMIACEM , - , - , - , 2 , 2
DARSHANORNA , - , 1 , - , 1 , 2
DCM , - , - , - , 2 , 2
DEEPAKSP , - , - , - , 2 , 2
DELTRON , - , - , - , 2 , 2
DHANVARSHA , - , - , - , 2 , 2
DIAMOND , 1 , 1 , - , - , 2
DIAMONDYD , - , - , - , 2 , 2
DICIND , - , - , - , 2 , 2
DIXON , - , - , - , 2 , 2
DLINK , - , - , - , 2 , 2
DOLAT , - , - , - , 2 , 2
DOLLAR , - , - , - , 2 , 2
DRAGARWQ , - , - , - , 2 , 2
DSKULKARNI , - , - , - , 2 , 2
DUTRON , - , - , - , 2 , 2
DVL , - , - , - , 2 , 2
DWITIYA , 1 , - , - , 1 , 2
DYNAMIC , - , - , - , 2 , 2
EASTWEST , - , - , - , 2 , 2
EXPLEOSOL , - , - , 1 , 1 , 2
FINEORG , - , - , - , 2 , 2
FSC , - , - , - , 2 , 2
FSL , - , - , - , 2 , 2
GALLANTT , - , - , - , 2 , 2
GANONPRO , - , - , - , 2 , 2
GARFIBRES , - , - , - , 2 , 2
GEL , - , - , - , 2 , 2
GEOMETRIC , - , - , - , 2 , 2
GESHIP* , - , - , - , 2 , 2
GFLLIMITED , - , - , - , 2 , 2
GILADAFINS , - , - , - , 2 , 2
GITANJALI , - , - , - , 2 , 2
GLANCE , - , - , 1 , 1 , 2
GNA , - , - , - , 2 , 2
GNRL , - , - , - , 2 , 2
GODREJAGRO , - , - , - , 2 , 2
GRMOVER , - , - , - , 2 , 2
GROVY , - , - , - , 2 , 2
GRSE , - , - , - , 2 , 2
HBPOR , - , - , - , 2 , 2
HDFCAMC , - , - , - , 2 , 2
HDFCLIFE , - , - , - , 2 , 2
HFCL , - , - , - , 2 , 2
HGINFRA , - , - , - , 2 , 2
HIMGRANI , 1 , - , 1 , - , 2
HIMTEK , - , - , - , 2 , 2
HINDHARD , - , - , - , 2 , 2
HPCOTTON , - , - , - , 2 , 2
IDEA , - , - , - , 2 , 2
IDFCBANK , - , - , - , 2 , 2
IFCI , - , - , - , 2 , 2
IFGLREFRAC , - , - , - , 2 , 2
IL&FSTRANS , - , - , - , 2 , 2
INDORAMA , - , - , - , 2 , 2
INDOSTAR , - , - , - , 2 , 2
INDUSFINL , - , - , - , 2 , 2
INFINITE , - , 1 , 1 , - , 2
INFLAME , - , 1 , - , 1 , 2
INFORTEC , - , - , - , 2 , 2
INTECCAP , - , - , - , 2 , 2
INVPRECQ , - , - , - , 2 , 2
IRCON , - , - , - , 2 , 2
J&KBANK , - , - , - , 2 , 2
JAMESWARREN , - , - , 2 , - , 2
JINDHOT , - , - , - , 2 , 2
JMTAUTOLTD , 2 , - , - , - , 2
JUBILANT , - , - , - , 2 , 2
JUPITERIN , - , - , - , 2 , 2
JVLAGRO , - , - , - , 2 , 2
KEERTHI , - , - , - , 2 , 2
KENNAMET , - , - , - , 2 , 2
KESARPE , 1 , - , - , 1 , 2
KEYFINSER , - , - , - , 2 , 2
KHADIM , - , - , - , 2 , 2
KILITCH , - , - , - , 2 , 2
KPL , - , 1 , - , 1 , 2
KSB , - , - , - , 2 , 2
KSBPUMPS , - , - , - , 2 , 2
KULKPOWT , - , - , - , 2 , 2
LEHIL , - , - , - , 2 , 2
LINCPENQ , - , - , - , 2 , 2
LINDEINDIA , - , - , - , 2 , 2
LOKESHMACH , - , - , - , 2 , 2
LUPIN , - , - , - , 2 , 2
LYPSAGEMS , - , 1 , - , 1 , 2
MACH , - , - , - , 2 , 2
MACPLASQ , - , - , - , 2 , 2
MAHEPC , - , - , - , 2 , 2
MAHLOG , - , - , - , 2 , 2
MANALIPETC , - , - , - , 2 , 2
MARBU , - , - , - , 2 , 2
MASTERTR , 1 , - , - , 1 , 2
MATRIMONY , - , - , - , 2 , 2
MCLOUD , - , 1 , - , 1 , 2
MERCK , - , - , - , 2 , 2
MJCO , - , - , - , 2 , 2
MPILCORPL , - , - , - , 2 , 2
MRSS , - , 1 , - , 1 , 2
MUL , - , - , - , 2 , 2
NAHARINDUS , - , - , - , 2 , 2
NAHARINVE , - , - , - , 2 , 2
NAHARPOLY , - , - , - , 2 , 2
NATCAPSUQ , - , - , - , 2 , 2
NCC , - , - , - , 2 , 2
NDL , - , - , - , 2 , 2
NEWGEN , - , - , - , 2 , 2
NIITLTD , - , - , 1 , 1 , 2
NIKHILAD , - , - , - , 2 , 2
NRAGRINDQ , - , - , - , 2 , 2
OASIS , - , 1 , - , 1 , 2
OBEROIRLTY , - , - , - , 2 , 2
OMKARCHEM , - , - , - , 2 , 2
ORIENTBANK , - , - , - , 2 , 2
PARMCOS-B , - , - , - , 2 , 2
PATINTLOG , - , - , - , 2 , 2
PECOS , - , - , - , 2 , 2
PENINLAND , - , - , - , 2 , 2
PGIL , - , - , - , 2 , 2
PHL , - , - , - , 2 , 2
PICCADIL , - , 2 , - , - , 2
PODARPIGQ , - , - , - , 2 , 2
POEL , - , - , - , 2 , 2
POLYCHMP , - , - , - , 2 , 2
PRABHAT , - , - , - , 2 , 2
PRAKASHSTL , 1 , - , - , 1 , 2
PREMEXPLQ , - , - , - , 2 , 2
PRESSMN , - , - , - , 2 , 2
PRICOLLTD , - , - , - , 2 , 2
PRIMEURB , - , - , - , 2 , 2
PRITIKAUTO , - , - , - , 2 , 2
PRSMJOHNSN , - , - , - , 2 , 2
PSB , - , - , - , 2 , 2
RAMASTEEL , 1 , 1 , - , - , 2
RANEENGINE , - , - , - , 2 , 2
RASIELEC , 1 , - , - , 1 , 2
RAUNAQEPC , - , - , - , 2 , 2
RELCHEM , - , - , - , 2 , 2
REMSONSIND , - , - , - , 2 , 2
REPRO , - , - , - , 2 , 2
RIDDHI , - , - , - , 2 , 2
RIDDHICORP , - , 1 , - , 1 , 2
RIIL , - , - , - , 2 , 2
RJL , - , - , - , 2 , 2
ROLCOEN , - , - , - , 2 , 2
ROLLT , 2 , - , - , - , 2
RSSOFTWARE , - , - , - , 2 , 2
SAHYADRI , - , - , - , 2 , 2
SAIL , - , - , - , 2 , 2
SALAUTO , - , - , - , 2 , 2
SANDHAR , - , - , - , 2 , 2
SANTOSHIND , - , - , - , 2 , 2
SARUPINDUS , - , - , - , 2 , 2
SATINDLTD , - , - , - , 2 , 2
SATRAPROP , - , - , - , 2 , 2
SBILIFE , - , - , - , 2 , 2
SBT , - , - , - , 2 , 2
SCHAND , - , - , - , 2 , 2
SEAMECLTD , - , - , 1 , 1 , 2
SGRL , - , - , - , 2 , 2
SHANTAI , - , 1 , - , 1 , 2
SHILGRAV , - , - , - , 2 , 2
SHILPI , - , - , - , 2 , 2
SHIVAEXPO , - , - , - , 2 , 2
SHIVAMILLS , - , - , - , 2 , 2
SHUKRAPHAR , - , - , - , 2 , 2
SIRCG , - , - , - , 2 , 2
SJCORP , - , - , - , 2 , 2
SKC , - , 1 , - , 1 , 2
SKCIL , - , - , - , 2 , 2
SKYIND , - , - , - , 2 , 2
SMLISUZU , - , - , - , 2 , 2
SMLT , - , - , - , 2 , 2
SOMICONV , - , - , - , 2 , 2
SPAL , - , - , - , 2 , 2
SPICEISL , - , - , - , 2 , 2
SRESTHA , 1 , 1 , - , - , 2
STAMPEDE , 1 , 1 , - , - , 2
STARCEMENT , - , - , 1 , 1 , 2
STHINPA , - , - , - , 2 , 2
SUCHITRA , - , - , - , 2 , 2
SUNFLAG , - , - , - , 2 , 2
SUNILAGR , - , - , - , 2 , 2
SUPERSHAKT , - , 1 , - , 1 , 2
SWARAJAUTO , - , - , - , 2 , 2
SWIL , - , - , - , 2 , 2
TATAGLOBAL , - , - , - , 2 , 2
TATASTLLP , - , - , - , 2 , 2
TATATIMKEN , - , - , - , 2 , 2
TCFCFIN , - , - , - , 2 , 2
TCFCFINQ , - , - , - , 2 , 2
TEJNAKSH , - , 2 , - , - , 2
TERASOFT , - , - , - , 2 , 2
TEXINFRA , - , - , - , 2 , 2
TIMKEN , - , - , - , 2 , 2
TIRUFOAM , - , - , - , 2 , 2
TNPETRO , - , - , - , 2 , 2
TRITRADE , - , - , - , 2 , 2
TTFL , - , - , - , 2 , 2
TTL , - , - , - , 2 , 2
TULIVE , - , - , 2 , - , 2
UGARSUGAR , - , - , - , 2 , 2
UNIONBANK , - , - , - , 2 , 2
UNIVCABLES , - , - , - , 2 , 2
VAIBHAVGBL* , - , - , - , 2 , 2
VAKRANGEE , - , - , - , 2 , 2
VALSONQ , - , - , - , 2 , 2
VAMSHIRU , - , - , - , 2 , 2
VEERENRGY , - , - , - , 2 , 2
VEGETABLE , 1 , 1 , - , - , 2
VELJAN , - , - , - , 2 , 2
VIDLI , - , - , - , 2 , 2
VKJINFRA , 1 , 1 , - , - , 2
VYAPAR , - , - , 2 , - , 2
WALCHCAP , - , - , - , 2 , 2
WHBRADY , - , - , - , 2 , 2
WSFIN , - , - , - , 2 , 2
YSL , - , - , - , 2 , 2
ZENLABS , - , 1 , - , 1 , 2
ZICOM , - , - , - , 2 , 2
ZUARI , - , - , - , 2 , 2
7NR , - , 1 , - , 2 , 3
8KMILES , 1 , 1 , - , 1 , 3
ABCBEARS , - , - , - , 3 , 3
ACE , - , - , - , 3 , 3
ADCINDIA , - , - , - , 3 , 3
AIFL , - , - , - , 3 , 3
AMRITCORP , - , - , - , 3 , 3
AMRTCORP , - , - , - , 3 , 3
ANDREWYU , - , - , - , 3 , 3
ANSALBU , - , - , - , 3 , 3
ARNOLD , 1 , 1 , - , 1 , 3
ARROWTEX , - , - , - , 3 , 3
ATLANTA , - , - , - , 3 , 3
AUDICH , - , - , - , 3 , 3
AURIONPRO , - , - , - , 3 , 3
AVADHSUGAR , - , 1 , - , 2 , 3
BABA , - , - , 3 , - , 3
BAJAJCORP , - , - , - , 3 , 3
BAJAJST , - , - , - , 3 , 3
BANARBEADS , - , - , - , 3 , 3
BBARODA , - , - , - , 3 , 3
BBREALTY , - , - , - , 3 , 3
BCLIL , - , - , - , 3 , 3
BDL , - , - , - , 3 , 3
BLACKROSE , - , - , - , 3 , 3
BOCINDIA , - , - , - , 3 , 3
CAIRN , - , - , - , 3 , 3
CARNATIN , - , - , - , 3 , 3
CENTRUM , - , - , - , 3 , 3
CGCL , 1 , - , - , 2 , 3
CHAMANSEQ , 1 , - , - , 2 , 3
CHEMCRUX , - , - , - , 3 , 3
CHENNPETRO , - , - , - , 3 , 3
CHOLAHLDNG , - , - , - , 3 , 3
CMIFPE , - , - , - , 3 , 3
COCHINSHIP , - , - , 1 , 2 , 3
COMCL , - , - , - , 3 , 3
CONTROLPR , - , - , - , 3 , 3
COSYN , - , - , - , 3 , 3
CRAVATEX , - , - , - , 3 , 3
