sr_no,name,isin,bse_symbol,nse_symbol,avg_mcap,captype
46,Bosch Ltd,INE323A01026,BOSCHLTD,BOSCHLTD,66006,Large Cap
47,Avenue Supermarts Limited,INE192R01011,DMART,DMART,65828,Large Cap
48,Godrej Consumer Products Ltd.,INE102D01028,GODREJCP,GODREJCP,65244,Large Cap
49,Hindustan Petroleum Corporation Ltd,INE094A01015,HINDPETRO,HINDPETRO,64960,Large Cap
50,TATA STEEL LIMITED,INE081A01012,TATASTEEL,TATASTEEL,63640,Large Cap
51,"Shree Cements Ltd.,",INE070A01015,SHREECEM,SHREECEM,62831,Large Cap
52,JSW Steel Limited,INE019A01038,JSWSTEEL,JSWSTEEL,59705,Large Cap
53,ICICI Prudential Life Insurance Company Limited,INE726G01019,ICICIPRULI,ICICIPRULI,59511,Large Cap
54,Titan Company Limited,INE280A01028,TITAN,TITAN,58753,Large Cap
55,Dabur India Ltd.,INE016A01026,DABUR,DABUR,56607,Large Cap
56,Hindalco Industries Ltd.,INE038A01020,HINDALCO,HINDALCO,54296,Large Cap
57,Ambuja Cements Ltd.,INE079A01024,AMBUJACEM,AMBUJACEM,53808,Large Cap
58,"Britannia Industries Ltd.,",INE216A01022,BRITANNIA,BRITANNIA,52521,Large Cap
59,Zee Entertainment Enterprises Ltd.,INE256A01028,ZEEL,ZEEL,51465,Large Cap
60,INDIABULLS HOUSING FINANCE LIMITED,INE148I01020,IBULHSGFIN,IBULHSGFIN,51343,Large Cap
61,The New India Assurance Company Limited,INE470Y01017,NIACL,NIACL,51184,Large Cap
62,Cadila Healthcare Ltd.,INE010B01027,CADILAHC,CADILAHC,49336,Large Cap
63,Piramal Enterprises Limited,INE140A01024,PEL,PEL,47772,Large Cap
64,"Cipla Ltd.,",INE059A01026,CIPLA,CIPLA,46965,Large Cap
65,"Siemens Ltd.,",INE003A01024,SIEMENS,SIEMENS,45320,Large Cap
66,InterGlobe Aviation Limited,INE646L01027,INDIGO,INDIGO,44518,Large Cap
67,Lupin Ltd,INE326A01037,LUPIN$,LUPIN,43990,Large Cap
68,Tech Mahindra Limited,INE669C01036,TECHM,TECHM,43747,Large Cap
69,Aurobindo Pharma Ltd.,INE406A01037,AUROPHARMA,AUROPHARMA,42289,Large Cap
70,Pidilite Industries Ltd.,INE318A01026,PIDILITIND,PIDILITIND,42285,Large Cap
71,"Bharat Electronics Ltd.,",INE263A01024,BEL,BEL,42119,Large Cap
72,Aditya Birla Capital Ltd,INE674K01013,ABCAPITAL,ABCAPITAL,42085,Large Cap
73,Marico Limited,INE196A01026,MARICO,MARICO,40974,Large Cap
74,UPL Limited,INE628A01036,UPL,UPL,40616,Large Cap
75,NMDC Ltd,INE584A01023,NMDC,NMDC,39756,Large Cap
76,"Dr. Reddy's Laboratories Ltd.,",INE089A01023,DRREDDY,DRREDDY,38848,Large Cap
77,United Spirits Limited,INE854D01016,UNITDSPR,MCDOWELL-N,38807,Large Cap
78,Bank Of Baroda,INE028A01039,BANKBARODA,BANKBARODA,36207,Large Cap
79,DLF LIMITED,INE271C01023,DLF,DLF,35621,Large Cap
80,PETRONET LNG LTD.,INE347G01014,PETRONET,PETRONET,35520,Large Cap
81,Punjab National Bank,INE160A01022,PNB,PNB,33942,Large Cap
82,"Ashok Leyland Ltd.,",INE208A01029,ASHOKLEY,ASHOKLEY,33340,Large Cap
83,Power Finance Corporation Ltd,INE134E01011,PFC,PFC,33247,Large Cap
84,L&T FINANCE HOLDINGS LIMITED,INE498L01015,L&TFH,L&TFH,33097,Large Cap
85,"Bharat Heavy Electricals Ltd.,",INE257A01026,BHEL,BHEL,33001,Large Cap
86,ACC Ltd,INE012A01025,ACC,ACC,32739,Large Cap
87,SUN TV NETWORK LIMITED,INE424H01027,SUNTV,SUNTV,32558,Large Cap
88,Rural Electrification Corporation Limited,INE020B01018,RECLTD,RECLTD,32489,Large Cap
89,Lic Housing Finance Ltd.,INE115A01026,LICHSGFIN,LICHSGFIN,32463,Large Cap
90,Idea Cellular Ltd,INE669E01016,IDEA,IDEA,32417,Large Cap
91,ICICI Lombard General Insurance Company Limited ,INE765G01017,ICICIGI,ICICIGI,32390,Large Cap
92,Container Corporation Of India Ltd.,INE111A01017,CONCOR,CONCOR,31485,Large Cap
93,Havells India Limited,INE176B01034,HAVELLS,HAVELLS,31295,Large Cap
94,TVS Motor Company Ltd.,INE494B01023,TVSMOTOR,TVSMOTOR,31285,Large Cap
95,Oracle Financial Services Software Limited,INE881D01027,OFSS,OFSS,30955,Large Cap
96,Bajaj Holdings & Investment Limited,INE118A01012,BAJAJHLDNG,BAJAJHLDNG,30302,Large Cap
97,NHPC Limited,INE848E01016,NHPC,NHPC,29805,Large Cap
98,Bharat Forge Ltd,INE465A01025,BHARATFORG,BHARATFORG,29509,Large Cap
99,ABB India Limited,INE117A01022,ABB,ABB,29443,Large Cap
100,Vakrangee Limited,INE051B01021,VAKRANG,VAKRANGEE,29304,Large Cap
101,"Colgate-Palmolive (India) Ltd.,",INE259A01022,COLPAL,COLPAL,29255,Mid Cap
102,"M.R.F. Ltd.,",INE883A01011,MRF,MRF,28255,Mid Cap
103,"Steel Authority of India Ltd.,",INE114A01011,SAIL,SAIL,28079,Mid Cap
104,Procter & Gamble Hygiene & Health Care Ltd.,INE179A01014,PGHH,PGHH,27940,Mid Cap
105,Emami Ltd,INE548C01032,EMAMILTD,EMAMILTD,26534,Mid Cap
106,Kansai Nerolac Paints,INE531A01024,KANSAINER,KANSAINER,26042,Mid Cap
107,"Shriram Transport Finance Co. Ltd.,",INE721A01013,SRTRANSFIN,SRTRANSFIN,25760,Mid Cap
108,Dalmia Bharat Limited,INE439L01019,DALMIABHA,DALMIABHA,25117,Mid Cap
109,"Cummins India Ltd.,",INE298A01020,CUMMINSIND,CUMMINSIND,25069,Mid Cap
110,Berger Paints India Ltd,INE463A01038,BERGEPAINT,BERGEPAINT,24689,Mid Cap
111,Oil India Limited,INE274J01014,OIL,OIL,24622,Mid Cap
112,PNB Housing Finance Limited,INE572E01012,PNBHOUSING,PNBHOUSING,24546,Mid Cap
113,Mahindra & Mahindra Financial Services Limited,INE774D01024,M&MFIN,M&MFIN,24196,Mid Cap
114,Future Retail Ltd.,INE752P01024,FRETAIL,FRETAIL,24116,Mid Cap
115,United Breweries Ltd.,INE686F01025,UBL,UBL,24064,Mid Cap
116,Biocon Ltd.,INE376G01013,BIOCON,BIOCON,23463,Mid Cap
117,GlaxoSmithkline Consumer Healthcare Ltd.,INE264A01014,GSKCONS,GSKCONS,23229,Mid Cap
118,Divi's Laboratories Ltd.,INE361B01024,DIVISLAB,DIVISLAB,22770,Mid Cap
119,Tata Power Co. Ltd,INE245A01021,TATAPOWER,TATAPOWER,22709,Mid Cap
120,Alkem Laboratories Limited,INE540L01014,ALKEM,ALKEM,22589,Mid Cap
121,Rajesh Exports Ltd.,INE343B01030,RAJESHEXPO,RAJESHEXPO,22356,Mid Cap
122,Mangalore Refinery & Petrochemicals,INE103A01014,MRPL,MRPL,22339,Mid Cap
123,Edelweiss Financial Services Ltd.,INE532F01054,EDELWEISS,EDELWEISS,22217,Mid Cap
124,Federal Bank Ltd.,INE171A01029,FEDERALBNK,FEDERALBNK,22035,Mid Cap
125,Page Industries Ltd.,INE761H01022,PAGEIND,PAGEIND,21781,Mid Cap
126,Torrent Pharmaceuticals Ltd.,INE685A01028,TORNTPHARM,TORNTPHARM,21607,Mid Cap
127,Canara Bank,INE476A01014,CANBK,CANBK,21129,Mid Cap
128,GlaxoSmithkline Pharmaceuticals Ltd.,INE159A01016,GLAXO,GLAXO,20925,Mid Cap
129,RBL Bank Limited,INE976G01028,RBLBANK,RBLBANK,20852,Mid Cap
130,NBCC (India) Limited,INE095N01023,NBCC,NBCC,20844,Mid Cap
131,Godrej Industries Ltd.,INE233A01035,GODREJIND,GODREJIND,20439,Mid Cap
132,Indraprashtha Gas Ltd.,INE203G01027,IGL,IGL,19793,Mid Cap
133,IIFL Holdings Limited,INE530B01024,IIFL,IIFL,19462,Mid Cap
134,IDFC Bank Limited,INE092T01019,IDFCBANK,IDFCBANK,19411,Mid Cap
135,Castrol India Ltd,INE172A01027,CASTROLIND,CASTROLIND,19388,Mid Cap
136,Tata Communications Limited,INE151A01013,TATACOMM,TATACOMM,19286,Mid Cap
137,SUNDARAM FINANCE LTD,INE660A01013,SUNDARMFIN,SUNDARMFIN,19263,Mid Cap
138,Gillette India Ltd.,INE322A01010,GILLETTE,GILLETTE,18742,Mid Cap
139,MUTHOOT FINANCE LIMITED,INE414G01012,MUTHOOTFIN,MUTHOOTFIN,18731,Mid Cap
140,Bank of India,INE084A01016,BANKINDIA,BANKINDIA,18655,Mid Cap
141,Cholamandalam Investment and Finance Company Ltd,INE121A01016,CHOLAINV,CHOLAFIN,18579,Mid Cap
142,Motilal Oswal Financial Services Limited,INE338I01027,MOTILALOFS,MOTILALOFS,18399,Mid Cap
143,GRUH Finance Ltd,INE580B01029,GRUH,GRUH,18365,Mid Cap
144,"Voltas Ltd.,",INE226A01021,VOLTAS,VOLTAS,18261,Mid Cap
145,Adani Transmission Limited,INE931S01010,ADANITRANS,ADANITRANS,18177,Mid Cap
146,"Exide Industries Ltd.,",INE302A01020,EXIDEIND,EXIDEIND,17873,Mid Cap
147,"Balkrishna Industries Ltd.,",INE787D01026,BALKRISIND,BALKRISIND,17605,Mid Cap
148,Glenmark Pharmaceuticals ltd,INE935A01035,GLENMARK,GLENMARK,17306,Mid Cap
149,AU Small Finance Bank Limited,INE949L01017,AUBANK,AUBANK,17123,Mid Cap
150,"Dewan Housing Finance Corpn. Ltd.,",INE202B01012,DHFL,DHFL,17051,Mid Cap
151,Tata Chemicals Ltd,INE092A01019,TATACHEM,TATACHEM,16984,Mid Cap
152,The Ramco Cements Limited,INE331A01037,RAMCOCEM,RAMCOCEM,16739,Mid Cap
153,Whirlpool of India Ltd,INE716A01013,WHIRLPOOL,WHIRLPOOL,16637,Mid Cap
154,NLC India Limited,INE589A01014,NLCINDIA,NLCINDIA,16578,Mid Cap
155,3M India Ltd.,INE470A01017,3MINDIA,3MINDIA,16570,Mid Cap
156,Reliance Nippon Life Asset Management Limited,INE298J01013,RNAM,RNAM,16547,Mid Cap
157,Central Bank of India,INE483A01010,CENTRALBK,CENTRALBK,15902,Mid Cap
158,KIOCL Limited ,INE880L01014,KIOCL,KIOCL,15795,Mid Cap
159,Natco Pharma Ltd.,INE987B01026,NATCOPHARM,NATCOPHARM,15771,Mid Cap
160,Max Financial Services Limited,INE180A01020,MFSL,MFSL,15723,Mid Cap
161,"Apollo Hospitals Enterprises Ltd.,",INE437A01024,APOLLOHOSP,APOLLOHOSP,15717,Mid Cap
162,Indian Bank,INE562A01011,INDIANB,INDIANB,15549,Mid Cap
163,Reliance Capital Limited,INE013A01015,RELCAPITAL,RELCAPITAL,15395,Mid Cap
164,"National Aluminium Co. Ltd.,",INE139A01034,NATIONALUM,NATIONALUM,15064,Mid Cap
165,Endurance Technologies Limited,INE913H01037,ENDURANCE,ENDURANCE,15024,Mid Cap
166,Adani Enterprises Ltd.,INE423A01024,ADANIENT,ADANIENT,14954,Mid Cap
167,OBEROI REALTY LIMITED,INE093I01010,OBEROIREAL,OBEROIRLTY,14529,Mid Cap
168,Bayer CropScience Limited.,INE462A01022,BAYERCROP,,14506,Mid Cap
169,"Supreme Industries Ltd.,",INE195A01028,SUPREMEIND,SUPREMEIND,14503,Mid Cap
170,Larsen & Toubro Infotech Limited,INE214T01019,LTI,LTI,14482,Mid Cap
171,Crompton Greaves Consumer Electricals Limited,INE299U01018,CROMPTON,CROMPTON,14360,Mid Cap
172,"Century Textiles & Industries Ltd.,",INE055A01016,CENTURYTEX,CENTURYTEX,14189,Mid Cap
173,Shriram-City Union Finance Ltd.,INE722A01011,SHRIRAMCIT,SHRIRAMCIT,14119,Mid Cap
174,Jindal Steel & Power Ltd,INE749A01030,JINDALSTEL,JINDALSTEL,14045,Mid Cap
175,Tata Global Beverages Limited,INE192A01025,TATATEA,TATAGLOBAL,13782,Mid Cap
176,SJVN LIMITED,INE002L01015,SJVN,SJVN,13738,Mid Cap
177,Coromandel International Limited,INE169A01031,COROMANDEL,COROMANDEL,13652,Mid Cap
178,Housing &Urban Development Corporation Ltd.,INE031A01017,HUDCO,HUDCO,13587,Mid Cap
179,Apollo Tyres Ltd,INE438A01022,APOLLOTYRE,APOLLOTYRE,13438,Mid Cap
180,Honeywell Automation India Ltd.,INE671A01010,HONAUT,HONAUT,13359,Mid Cap
181,AIA Engineering Ltd.,INE212H01026,AIAENG,AIAENG,13357,Mid Cap
182,Godrej Properties Limited,INE484J01027,GODREJPROP,GODREJPROP,13354,Mid Cap
183,Info Edge (India) Ltd.,INE663F01024,NAUKRI,NAUKRI,13335,Mid Cap
184,Amara Raja Batteries Ltd,INE885A01032,AMARAJABAT,AMARAJABAT,13284,Mid Cap
185,CRISIL Ltd.,INE007A01025,CRISIL,CRISIL,13254,Mid Cap
186,IDBI Bank Ltd,INE008A01015,IDBI,IDBI,13161,Mid Cap
187,PC JEWELLER LIMITED,INE785M01013,PCJEWELLER,PCJEWELLER,12949,Mid Cap
188,Aditya Birla Fashion and Retail Limited,INE647O01011,ABFRL,ABFRL,12782,Mid Cap
189,Reliance Infrastructure Ltd,INE036A01016,RELINFRA,RELINFRA,12780,Mid Cap
190,"CESC Limited,",INE486A01013,CESC,CESC,12740,Mid Cap
191,Bharat Financial Inclusion Limited,INE180K01011,BHARATFIN,BHARATFIN,12715,Mid Cap
192,Indian Hotels Co. Ltd,INE053A01029,INDHOTEL,INDHOTEL,12655,Mid Cap
193,KRBL Ltd.,INE001B01026,KRBL,KRBL,12555,Mid Cap
194,Mphasis Limited,INE356A01018,MPHASIS,MPHASIS,12498,Mid Cap
195,Adani Power Limited,INE814H01011,ADANIPOWER,ADANIPOWER,12438,Mid Cap
196,JSW Energy Limited,INE121E01018,JSWENERGY,JSWENERGY,12323,Mid Cap
197,Quess Corp Limited,INE615P01015,QUESS,QUESS,11959,Mid Cap
198,TI Financial Holdings Limited,INE149A01033,TIFHL,TIFIN,11866,Mid Cap
199,WABCO India Ltd,INE342J01019,WABCOINDIA,WABCOINDIA,11682,Mid Cap
200,Thermax Ltd.,INE152A01029,THERMAX,THERMAX,11592,Mid Cap
201,JM Financial Limited,INE780C01023,JMFINANCIL,JMFINANCIL,11472,Mid Cap
202,Ajanta Pharma Ltd.,INE031B01049,AJANTPHARM,AJANTPHARM,11440,Mid Cap
203,Reliance Power Limited,INE614G01033,RPOWER,RPOWER,11427,Mid Cap
204,Gujarat Gas Limited,INE844O01022,GUJGAS,GUJGASLTD,11396,Mid Cap
205,Gujarat State Petronet Ltd.,INE246F01010,GSPL,GSPL,11094,Mid Cap
206,TORRENT POWER LIMITED,INE813H01021,TORNTPOWER,TORNTPOWER,11094,Mid Cap
207,PI Industries Limited,INE603J01030,PIIND,PIIND,11076,Mid Cap
208,Kajaria Ceramics Ltd,INE217B01036,KAJARIACER,KAJARIACER,11025,Mid Cap
209,City Union Bank Ltd,INE491A01021,CUB,CUB,10927,Mid Cap
210,Hatsun Agro Products Ltd.,INE473B01035,HATSUN,HATSUN,10901,Mid Cap
211,JUBILANT LIFE SCIENCES LIMITED,INE700A01033,JUBILANTORG,JUBILANT,10896,Mid Cap
212,Engineers India Ltd.,INE510A01028,ENGINERSIN,ENGINERSIN,10891,Mid Cap
213,Mahanagar Gas Limited,INE002S01010,MGL,MGL,10769,Mid Cap
214,Godrej Agrovet Limited,INE850D01014,GODREJAGRO,GODREJAGRO,10694,Mid Cap
215,GMR Infrastructure Limited,INE776C01039,GMRINFRA,GMRINFRA,10671,Mid Cap
216,Indiabulls Ventures Limited,INE274G01010,IBVENTURES,IBVENTURES,10660,Mid Cap
217,Union Bank of India,INE692A01016,UNIONBANK,UNIONBANK,10617,Mid Cap
218,Indiabulls Real Estate Limited,INE069I01010,IBREALEST,IBREALEST,10580,Mid Cap
219,Prestige Estates Projects Limited,INE811K01011,PRESTIGE,PRESTIGE,10531,Mid Cap
220,"Arvind Ltd.,",INE034A01011,ARVIND,ARVIND,10302,Mid Cap
221,Blue Dart Express Ltd.,INE233B01017,BLUEDART,BLUEDART,10128,Mid Cap
222,Symphony Limited,INE225D01027,SYMPHONY,SYMPHONY,10090,Mid Cap
223,"Sundaram Clayton Ltd.,",INE105A01035,SUNCLAYLTD,SUNCLAYLTD,10086,Mid Cap
224,Avanti Feeds ltd.,INE871C01020,AVANTI,AVANTIFEED,9990,Mid Cap
225,GE T&D India Limited,INE200A01026,GET&D,GET&D,9984,Mid Cap
226,Syngene International Limited,INE398R01022,SYNGENE,SYNGENE,9876,Mid Cap
227,Trent Ltd [Lakme Ltd],INE849A01020,TRENT,TRENT,9872,Mid Cap
228,Sanofi India Ltd,INE058A01010,SANOFI,SANOFI,9819,Mid Cap
229,Jubilant Foodworks Limited,INE797F01012,JUBLFOOD,JUBLFOOD,9778,Mid Cap
230,ALEMBIC PHARMACEUTICALS LIMITED,INE901L01018,APLLTD,APLLTD,9706,Mid Cap
231,"Sundram Fasteners Ltd.,",INE387A01021,SUNDRMFAST,SUNDRMFAST,9697,Mid Cap
232,Abbott India Ltd.,INE358A01014,ABBOTINDIA,,9685,Mid Cap
233,Dilip Buildcon Limited,INE917M01012,DBL,DBL,9663,Mid Cap
234,Sterlite Technologies Limited.,INE089C01029,STRTECH,STRTECH,9622,Mid Cap
235,Sun Pharma Advanced Research Company Ltd.,INE232I01014,SPARC,SPARC,9582,Mid Cap
236,IDFC LIMITED,INE043D01016,IDFC,IDFC,9528,Mid Cap
237,"SRF Ltd.,",INE647A01010,SRF,SRF,9458,Mid Cap
238,Varun Beverages Limited,INE200M01013,VBL,VBL,9457,Mid Cap
239,Future Consumer Limited,INE220J01025,FCONSUMER,FCONSUMER,9401,Mid Cap
240,Mahindra CIE Automotive Limited,INE536H01010,MAHFORG,MAHINDCIE,9150,Mid Cap
241,Bata India Limited,INE176A01028,BATAINDIA,BATAINDIA,9014,Mid Cap
242,Solar Industries India Limited,INE343H01029,SOLARINDS,SOLARINDS,8915,Mid Cap
243,"Bombay Burmah Trading Corpn. Ltd.,",INE050A01025,BBTC,BBTC,8786,Mid Cap
244,"Finolex Cables Ltd.,",INE235A01022,FINCABLES,FINCABLES,8767,Mid Cap
245,Gujarat Fluorochemicals Ltd.,INE538A01037,GUJFLUORO,GUJFLUORO,8745,Mid Cap
246,Astral Poly Technik Ltd,INE006I01046,ASTRAL,ASTRAL,8729,Mid Cap
247,"Thomas Cook (India) Ltd.,",INE332A01027,THOMASCOOK,THOMASCOOK,8710,Mid Cap
248,Akzo Nobel India Limited,INE133A01011,AKZOINDIA,AKZOINDIA,8589,Mid Cap
249,Eris Lifesciences Limited,INE406M01024,ERIS,ERIS,8588,Mid Cap
250,Manappuram Finance Limited,INE522D01027,MANAPPURAM,MANAPPURAM,8584,Mid Cap
251,V-Guard Industries Ltd.,INE951I01027,VGUARD,VGUARD,8579,Small Cap
252,L&T Technology Services Limited,INE010V01017,LTTS,LTTS,8518,Small Cap
253,Hexaware Technologies Ltd.,INE093A01033,HEXAWARE,HEXAWARE,8510,Small Cap
254,SUZLON ENERGY LTD.,INE040H01021,SUZLON,SUZLON,8478,Small Cap
255,Asahi India Glass Ltd.,INE439A01020,ASAHIINDIA,ASAHIINDIA,8449,Small Cap
256,"Pfizer Ltd.,",INE182A01018,PFIZER,PFIZER,8391,Small Cap
257,"Escorts Limited,",INE042A01014,ESCORTS,ESCORTS,8318,Small Cap
258,SKF India Ltd.,INE640A01023,SKFINDIA,SKFINDIA,8305,Small Cap
259,Dish TV India Limited,INE836F01026,DISHTV,DISHTV,8299,Small Cap
260,MindTree  Limited,INE018I01017,MINDTREE,MINDTREE,8278,Small Cap
261,Karur Vysya Bank Ltd.,INE036D01028,KARURVYSYA,KARURVYSYA,8210,Small Cap
262,SpiceJet Limited,INE285B01017,SPICEJET,,8146,Small Cap
263,Schaeffler India Limited,INE513A01014,SCHAEFFLER,SCHAEFFLER,8101,Small Cap
264,EIH Ltd,INE230A01023,EIHOTEL,EIHOTEL,8075,Small Cap
265,Strides Shasun Limited,INE939A01011,STAR,STAR,8044,Small Cap
266,ADVANTA LIMITED,INE517H01028,ADVANTA,,8024,Small Cap
267,"The Phoenix Mills Ltd.,",INE211B01039,PHOENIXLTD,PHOENIXLTD,7987,Small Cap
268,Finolex Industries Ltd.,INE183A01016,FINOLEXIND,FINPIPE,7938,Small Cap
269,KEC International Ltd. (formerly known as KEC Infrastructures Ltd.),INE389H01022,KEC,KEC,7937,Small Cap
270,Graphite India Ltd.,INE371A01025,GRAPHITE,GRAPHITE,7883,Small Cap
271,Infibeam Incorporation Limited,INE483S01020,INFIBEAM,INFIBEAM,7868,Small Cap
272,Minda Industries Ltd.,INE405E01023,MINDAIND,MINDAIND,7818,Small Cap
273,Birla Corporation Ltd.,INE340A01012,BIRLACORPN,BIRLACORPN,7789,Small Cap
274,IRB Infrastructure Developers Limited,INE821I01014,IRB,IRB,7711,Small Cap
275,Fortis Healthcare Ltd,INE061F01013,FORTIS,FORTIS,7703,Small Cap
276,DCM Shriram Limited,INE499A01024,DCMSHRIRAM,DCMSHRIRAM,7653,Small Cap
277,TTK Prestige Ltd.,INE690A01010,TTKPRESTIG,TTKPRESTIG,7599,Small Cap
278,OCL India Ltd,INE290B01025,OCL,OCL,7594,Small Cap
279,Aarti Industries Ltd,INE769A01020,AARTIIND,AARTIIND,7510,Small Cap
280,TV18 Broadcast Ltd.,INE886H01027,IBN18,TV18BRDCST,7479,Small Cap
281,Rain Industries Limited,INE855B01025,RAIN,RAIN,7456,Small Cap
282,Cochin Shipyard Limited,INE704P01017,COCHINSHIP,COCHINSHIP,7456,Small Cap
283,Welspun India Ltd,INE192B01031,WELSPUNIND,WELSPUNIND,7446,Small Cap
284,Aegis Logistics Ltd.,INE208C01025,AEGISLOG,AEGISCHEM,7343,Small Cap
285,BASF India Ltd,INE373A01013,BASF,BASF,7339,Small Cap
286,Wockhardt Ltd,INE049B01025,WOCKPHARMA,WOCKPHARMA,7255,Small Cap
287,"Can Fin Homes Ltd.,",INE477A01020,CANFINHOME,CANFINHOME,7170,Small Cap
288,"Ceat Ltd.,",INE482A01020,CEATLTD,CEATLTD,7158,Small Cap
289,Capital First Limited,INE688I01017,FCH,CAPF,7156,Small Cap
290,Vardhman Textiles Limted,INE825A01012,VTL,VTL,7153,Small Cap
291,Vijaya Bank,INE705A01016,VIJAYABANK,VIJAYABANK,7133,Small Cap
292,Sheela Foam Limited,INE916U01025,SFL,SFL,7059,Small Cap
293,Blue Star Ltd,INE472A01039,BLUESTARCO,BLUESTARCO,7040,Small Cap
294,J.K. CEMENT LTD,INE823G01014,JKCEMENT,JKCEMENT,7036,Small Cap
295,"Atul Limited.,",INE100A01010,ATUL,ATUL,7023,Small Cap
296,BEML Ltd,INE258A01016,BEML,BEML,7008,Small Cap
297,Dr. Lal Pathlabs Limited,INE600L01024,LALPATHLAB,LALPATHLAB,6888,Small Cap
298,Jyothy Laboratories Limited,INE668F01031,JYOTHYLAB,JYOTHYLAB,6885,Small Cap
299,Hindustan Copper Ltd.,INE531E01026,HINDCOPPER,HINDCOPPER,6847,Small Cap
300,Syndicate Bank,INE667A01018,SYNDIBANK,SYNDIBANK,6835,Small Cap
301,Jet Airways (India) Ltd,INE802G01018,JETAIRWAYS,JETAIRWAYS,6819,Small Cap
302,D.B.Corp Limited,INE950I01011,DBCORP,DBCORP,6773,Small Cap
