stock_symbol, isin_code, comp_name, action, qty, price, txn_date
MANAPPURAM,INE522D01027,MANAPPURAM FINANCE LIMITED,Buy,10,121,18-Apr-2018
MANAPPURAM,INE522D01027,MANAPPURAM FINANCE LIMITED,Buy,8,124,22-Apr-2019
MARICO,INE196A01026,MARICO LIMITED,Buy,4,315,12-Jun-2017
MARICO,INE196A01026,MARICO LIMITED,Buy,3,323,02-Jan-2018
MARICO,INE196A01026,MARICO LIMITED,Buy,3,372,02-Jan-2019
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Buy,10,806,28-Jan-2008
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Buy,20,763,21-Feb-2008
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Sell,28,582,11-Nov-2008
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Sell,1,1507,01-Jan-2013
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Sell,1,1565,11-Feb-2013
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Buy,1,7348,09-Jun-2017
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Buy,1,7647,05-Dec-2018
MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD,Buy,1,6561,18-Jun-2019
MCDOWELL-N,INE854D01024,UNITED SPIRITS LIMITED,Buy,1,1127,07-Oct-2008
MCDOWELL-N,INE854D01024,UNITED SPIRITS LIMITED,Sell,1,782,11-Nov-2008
MCDOWELL-N,INE854D01024,UNITED SPIRITS LIMITED,Buy,20,443,25-Jan-2017
MCDOWELL-N,INE854D01024,UNITED SPIRITS LIMITED,Buy,5,675,06-Dec-2017
MCDOWELL-N,INE854D01024,UNITED SPIRITS LIMITED,Buy,1,650,05-Dec-2018
MCDOWELL-N,INE854D01024,UNITED SPIRITS LIMITED,Buy,1,650,05-Dec-2018
MFSL,INE180A01020,MAX FINANCIAL SERVICES LIMITED,Buy,5,428,23-Sep-2019
MHRIL,INE998I01010,MAHINDRA HOLIDAYS & RESORTS IN,Buy,2,591,15-Jun-2017
MHRIL,INE998I01010,MAHINDRA HOLIDAYS & RESORTS IN,Buy,1,0,17-Jul-2017
MHRIL,INE998I01010,MAHINDRA HOLIDAYS & RESORTS IN,Buy,3,335,02-Jan-2018
MHRIL,INE998I01010,MAHINDRA HOLIDAYS & RESORTS IN,Buy,4,211,02-Jan-2019
MHRIL,INE998I01010,MAHINDRA HOLIDAYS & RESORTS IN,Buy,1,211,02-Jan-2019
MONSANTO,INE274B01011,MONSANTO INDIA LIMITED,Buy,1,2804,09-Jun-2017
MONSANTO,INE274B01011,MONSANTO INDIA LIMITED,Buy,1,2695,04-Apr-2018
MOTHERSUMI,INE775A01035,MOTHERSON SUMI SYSTEMS LIMITED,Buy,3,455,02-Jun-2017
MOTHERSUMI,INE775A01035,MOTHERSON SUMI SYSTEMS LIMITED,Buy,1,0,18-Jul-2017
MOTHERSUMI,INE775A01035,MOTHERSON SUMI SYSTEMS LIMITED,Buy,2,360,06-Dec-2017
MOTHERSUMI,INE775A01035,MOTHERSON SUMI SYSTEMS LIMITED,Buy,4,225,29-Oct-2018
MOTHERSUMI,INE775A01035,MOTHERSON SUMI SYSTEMS LIMITED,Buy,5,0,06-Nov-2018
MRF,INE883A01011,MRF LTD,Buy,1,62616,23-Oct-2017
MRF,INE883A01011,MRF LTD,Sell,1,65060,08-Nov-2017
MRF,INE883A01011,MRF LTD,Buy,1,57400,12-Mar-2019
MUTHOOTFIN,INE414G01012,MUTHOOT FINANCE LIMITED,Buy,2,410,02-Jun-2017
MUTHOOTFIN,INE414G01012,MUTHOOT FINANCE LIMITED,Buy,1,410,02-Jun-2017
MUTHOOTFIN,INE414G01012,MUTHOOT FINANCE LIMITED,Buy,1,508,01-Nov-2017
MUTHOOTFIN,INE414G01012,MUTHOOT FINANCE LIMITED,Buy,2,445,04-Dec-2018
NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,Buy,2,428,20-Jun-2008
NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,Buy,6,0,02-Jan-2013
NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,Sell,8,47,11-Feb-2013
NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,Buy,20,70,31-Jul-2017
NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,Buy,14,74,01-Sep-2017
NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,Buy,14,70,09-Nov-2018
NAUKRI,INE663F01024,INFO EDGE (INDIA) LIMITED,Buy,1,1025,12-Jun-2017
NAUKRI,INE663F01024,INFO EDGE (INDIA) LIMITED,Buy,1,1167,18-Sep-2017
NAUKRI,INE663F01024,INFO EDGE (INDIA) LIMITED,Buy,1,1179,03-Jul-2018
NBCC,INE095N01031,NBCC (INDIA) LIMITED,Buy,10,103,24-Aug-2017
NBCC,INE095N01031,NBCC (INDIA) LIMITED,Buy,10,103,04-Apr-2018
NBCC,INE095N01031,NBCC (INDIA) LIMITED,Buy,18,58,02-Jan-2019
NCC,INE868B01028,NCC LIMITED,Buy,12,91,15-Jun-2017
NCC,INE868B01028,NCC LIMITED,Buy,9,128,04-Apr-2018
NH,INE410P01011,NARAYANA HRUDAYALAYA LIMITED,Buy,4,326,14-Jun-2017
NH,INE410P01011,NARAYANA HRUDAYALAYA LIMITED,Buy,3,298,02-Jan-2018
NH,INE410P01011,NARAYANA HRUDAYALAYA LIMITED,Buy,5,193,02-Jan-2019
NHPC,INE848E01016,NHPC LIMITED,Buy,40,27,03-Oct-2017
NHPC,INE848E01016,NHPC LIMITED,Buy,40,25,09-Nov-2018
NIACL,INE470Y01017,THE NEW INDIA ASSURANCE CO LTD,Buy,2,739,13-Nov-2017
NIACL,INE470Y01017,THE NEW INDIA ASSURANCE CO LTD,Buy,2,0,09-Jul-2018
NIACL,INE470Y01017,THE NEW INDIA ASSURANCE CO LTD,Buy,5,198,04-Dec-2018
NIACL,INE470Y01017,THE NEW INDIA ASSURANCE CO LTD,Buy,25,101,26-Sep-2019
NILKAMAL,INE310A01015,NILKAMAL LIMITED,Buy,1,1968,14-Jun-2017
NILKAMAL,INE310A01015,NILKAMAL LIMITED,Buy,1,1580,03-Jul-2018
NILKAMAL,INE310A01015,NILKAMAL LIMITED,Buy,5,969,29-Jul-2019
NLCINDIA,INE589A01014,NLC INDIA LIMITED,Buy,12,93,03-Oct-2017
NLCINDIA,INE589A01014,NLC INDIA LIMITED,Buy,12,82,26-Oct-2018
NMDC,INE584A01023,NMDC LIMITED,Buy,10,127,31-Jul-2017
NMDC,INE584A01023,NMDC LIMITED,Buy,7,141,01-Feb-2018
NMDC,INE584A01023,NMDC LIMITED,Buy,11,97,02-Jan-2019
NTPC,INE733E01010,NTPC LIMITED,Buy,7,162,20-Jun-2008
NTPC,INE733E01010,NTPC LIMITED,Buy,4,154,26-Nov-2008
NTPC,INE733E01010,NTPC LIMITED,Buy,5,179,26-Feb-2009
NTPC,INE733E01010,NTPC LIMITED,Buy,3,231,04-Jan-2010
NTPC,INE733E01010,NTPC LIMITED,Buy,3,205,18-Feb-2010
NTPC,INE733E01010,NTPC LIMITED,Buy,3,204,25-Feb-2010
NTPC,INE733E01010,NTPC LIMITED,Sell,25,148,11-Feb-2013
NTPC,INE733E01010,NTPC LIMITED,Buy,16,120,31-Mar-2014
NTPC,INE733E01010,NTPC LIMITED,Buy,20,160,05-May-2017
NTPC,INE733E01010,NTPC LIMITED,Buy,6,176,06-Dec-2017
NTPC,INE733E01010,NTPC LIMITED,Buy,7,156,09-Nov-2018
NTPC,INE733E01010,NTPC LIMITED,Buy,9,0,28-Mar-2019
NTPC,INE733E01010,NTPC LIMITED,Buy,25,120,06-Nov-2019
OIL,INE274J01014,OIL INDIA LIMITED,Buy,4,276,19-Jul-2017
OIL,INE274J01014,OIL INDIA LIMITED,Buy,3,364,01-Feb-2018
OIL,INE274J01014,OIL INDIA LIMITED,Buy,3,0,06-Apr-2018
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,5,995,22-Feb-2008
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,2,954,04-Mar-2008
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Sell,5,1004,05-Aug-2008
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,1,694,26-Nov-2008
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,1,701,26-Feb-2009
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,12,0,02-Jan-2013
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Sell,16,308,11-Feb-2013
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,6,319,31-Mar-2014
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,3,0,26-Dec-2016
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,10,184,05-May-2017
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,6,177,06-Dec-2017
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,7,158,09-Nov-2018
ONGC,INE213A01029,OIL AND NATURAL GAS CORPORATIO,Buy,31,131,21-Nov-2019
PAGEIND,INE761H01022,PAGE INDUSTRIES LTD,Buy,1,17060,01-Aug-2017
PAGEIND,INE761H01022,PAGE INDUSTRIES LTD,Sell,1,20998,08-Nov-2017
PAGEIND,INE761H01022,PAGE INDUSTRIES LTD,Buy,1,24250,12-Mar-2019
PAPERPROD,INE275B01026,HUHTAMAKI PPL LIMITED,Buy,2,316,28-May-2018
PAPERPROD,INE275B01026,HUHTAMAKI PPL LIMITED,Buy,1,316,28-May-2018
PEL,INE140A01024,PIRAMAL ENTERPRISES LIMITED,Buy,1,2888,11-Jul-2017
PEL,INE140A01024,PIRAMAL ENTERPRISES LIMITED,Buy,1,2512,04-Apr-2018
PETRONET,INE347G01014,PETRONET LNG LIMITED,Buy,5,206,19-Jul-2017
PETRONET,INE347G01014,PETRONET LNG LIMITED,Buy,4,252,01-Feb-2018
PETRONET,INE347G01014,PETRONET LNG LIMITED,Buy,5,228,02-Jan-2019
PFC,INE134E01011,POWER FINANCE CORPORATION LTD,Buy,9,123,18-Jul-2017
PFC,INE134E01011,POWER FINANCE CORPORATION LTD,Buy,8,139,01-Nov-2017
PFC,INE134E01011,POWER FINANCE CORPORATION LTD,Buy,10,101,09-Nov-2018
PFIZER,INE182A01018,PFIZER LTD,Buy,5,640,25-Feb-2008
PFIZER,INE182A01018,PFIZER LTD,Sell,5,494,11-Nov-2008
PFIZER,INE182A01018,PFIZER LTD,Buy,1,1777,19-Sep-2017
PFIZER,INE182A01018,PFIZER LTD,Buy,1,3130,06-May-2019
PGHH,INE179A01014,PROCTER AND GAMBLE HYGIENE HEA,Buy,1,7950,09-Jun-2017
PGHL,INE199A01012,PROCTER AND GAMBLE HEALTH LTD,Buy,1,4700,23-Sep-2019
PIDILITIND,INE318A01026,PIDILITE INDUSTRIES LTD,Buy,2,784,02-Jun-2017
PIDILITIND,INE318A01026,PIDILITE INDUSTRIES LTD,Buy,1,960,04-Apr-2018
PIIND,INE603J01030,P I INDUSTRIES LTD,Buy,1,884,02-Feb-2018
PIIND,INE603J01030,P I INDUSTRIES LTD,Buy,1,869,02-Jan-2019
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,10,87,20-Jun-2008
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,5,109,18-Feb-2010
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,5,105,25-Feb-2010
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Sell,20,114,01-Jan-2013
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,5,178,26-Sep-2016
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,5,177,26-Oct-2016
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,5,194,28-Nov-2016
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,5,181,26-Dec-2016
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,4,204,27-Jan-2017
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,5,196,27-Feb-2017
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,6,190,09-Nov-2018
POWERGRID,INE752E01010,POWER GRID CORPORATION OF INDI,Buy,21,195,06-Nov-2019
PRESTIGE,INE811K01011,PRESTIGE ESTATES PROJECTS LIMI,Buy,4,252,08-Jun-2017
PRESTIGE,INE811K01011,PRESTIGE ESTATES PROJECTS LIMI,Buy,5,273,03-Jul-2018
PVR,INE191H01014,PVR LIMITED,Buy,1,1442,05-Jun-2017
PVR,INE191H01014,PVR LIMITED,Buy,1,1406,02-Jan-2018
PVR,INE191H01014,PVR LIMITED,Buy,1,1585,02-Jan-2019
QUESS,INE615P01015,QUESS CORP LIMITED,Buy,1,1006,01-Feb-2018
QUESS,INE615P01015,QUESS CORP LIMITED,Buy,1,690,02-Jan-2019
QUESS,INE615P01015,QUESS CORP LIMITED,Buy,4,454,05-Jul-2019
QUESS,INE615P01015,QUESS CORP LIMITED,Buy,2,454,05-Jul-2019
RALLIS,INE613A01020,RALLIS INDIA LTD,Buy,5,249,02-Jun-2017
RALLIS,INE613A01020,RALLIS INDIA LTD,Buy,5,233,04-Apr-2018
RALLIS,INE613A01020,RALLIS INDIA LTD,Buy,7,147,30-Apr-2019
RECLTD,INE020B01018,REC LIMITED,Buy,65,105,12-Mar-2008
RECLTD,INE020B01018,REC LIMITED,Sell,24,67,11-Nov-2008
RECLTD,INE020B01018,REC LIMITED,Sell,41,67,11-Nov-2008
RECLTD,INE020B01018,REC LIMITED,Buy,6,184,18-Jul-2017
RECLTD,INE020B01018,REC LIMITED,Buy,6,174,01-Nov-2017
RECLTD,INE020B01018,REC LIMITED,Buy,8,120,09-Nov-2018
RELAXO,INE131B01039,RELAXO FOOTWEARS LIMITED,Buy,1,480,29-Jun-2017
RELAXO,INE131B01039,RELAXO FOOTWEARS LIMITED,Buy,1,481,29-Jun-2017
RELAXO,INE131B01039,RELAXO FOOTWEARS LIMITED,Buy,2,670,02-Jan-2018
RELAXO,INE131B01039,RELAXO FOOTWEARS LIMITED,Buy,1,738,02-Jan-2019
RELAXO,INE131B01039,RELAXO FOOTWEARS LIMITED,Buy,5,0,05-Jul-2019
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,2128,20-Jun-2008
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,1074,26-Nov-2008
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,1256,26-Feb-2009
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,975,25-Feb-2010
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,3,0,02-Jan-2013
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Sell,7,869,11-Feb-2013
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,2,924,31-Mar-2014
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,947,15-Apr-2014
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,978,15-Jul-2014
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,950,16-Oct-2014
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,970,17-Nov-2014
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,874,15-Dec-2014
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,7,0,21-Sep-2017
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,953,27-Nov-2017
RELIANCE,INE002A01018,RELIANCE INDUSTRIES,Buy,1,1106,09-Nov-2018
SANOFI,INE058A01010,SANOFI INDIA LTD,Buy,1,4053,19-Sep-2017
SBILIFE,INE123W01016,SBI LIFE INSURANCE COMPANY LTD,Buy,2,718,03-Oct-2017
SBILIFE,INE123W01016,SBI LIFE INSURANCE COMPANY LTD,Buy,2,584,09-Nov-2018
SBIN,INE062A01020,STATE BANK OF INDIA,Buy,1,1440,06-Oct-2008
SBIN,INE062A01020,STATE BANK OF INDIA,Buy,1,1012,02-Dec-2008
SBIN,INE062A01020,STATE BANK OF INDIA,Buy,1,1944,18-Feb-2010
SBIN,INE062A01020,STATE BANK OF INDIA,Sell,2,2428,01-Jan-2013
SBIN,INE062A01020,STATE BANK OF INDIA,Sell,1,2288,11-Feb-2013
SBIN,INE062A01020,STATE BANK OF INDIA,Buy,10,192,31-Mar-2014
SBIN,INE062A01020,STATE BANK OF INDIA,Buy,10,296,05-May-2017
SBIN,INE062A01020,STATE BANK OF INDIA,Buy,4,286,09-Nov-2018
SCHAEFFLER,INE513A01014,SCHAEFFLER INDIA LIMITED,Buy,1,5538,07-Sep-2018
SCHAEFFLER,INE513A01014,SCHAEFFLER INDIA LIMITED,Buy,1,4005,25-Oct-2019
SFL,INE916U01025,SHEELA FOAM LIMITED,Buy,1,1608,02-Feb-2018
SHREECEM,INE070A01015,SHREE CEMENTS LTD,Buy,1,18418,19-Sep-2017
SHREECEM,INE070A01015,SHREE CEMENTS LTD,Sell,1,18424,08-Nov-2017
SHREECEM,INE070A01015,SHREE CEMENTS LTD,Buy,1,18138,12-Mar-2019
SIEMENS,INE003A01024,SIEMENS LTD,Buy,2,386,06-Oct-2008
SIEMENS,INE003A01024,SIEMENS LTD,Sell,2,312,11-Nov-2008
SIEMENS,INE003A01024,SIEMENS LTD,Buy,1,1385,05-Jun-2017
SIEMENS,INE003A01024,SIEMENS LTD,Buy,1,1258,02-Jan-2018
SIEMENS,INE003A01024,SIEMENS LTD,Buy,1,1057,02-Jan-2019
SIS,INE285J01010,SECURITY INTELLIGENCE SER LTD,Buy,1,877,17-May-2019
SKFINDIA,INE640A01023,SKF INDIA LIMITED,Buy,1,227,20-Jun-2008
SKFINDIA,INE640A01023,SKF INDIA LIMITED,Buy,3,227,20-Jun-2008
SKFINDIA,INE640A01023,SKF INDIA LIMITED,Sell,4,167,11-Nov-2008
SKFINDIA,INE640A01023,SKF INDIA LIMITED,Buy,1,1574,02-Jun-2017
SKFINDIA,INE640A01023,SKF INDIA LIMITED,Buy,1,1730,03-Jul-2018
SRTRANSFIN,INE721A01013,SHRIRAM TRANSPORT FINANCE CO,Buy,1,1062,03-Oct-2017
SRTRANSFIN,INE721A01013,SHRIRAM TRANSPORT FINANCE CO,Buy,1,1236,09-Nov-2018
SUNDARMFIN,INE660A01013,SUNDARAM FINANCE LTD,Buy,1,1571,07-Sep-2018
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,623,25-Apr-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,594,26-May-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,634,25-Jun-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,767,25-Jul-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,864,25-Aug-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,776,25-Sep-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,804,27-Oct-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,839,25-Nov-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,810,26-Dec-2014
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,755,10-Oct-2016
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,676,10-Nov-2016
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,678,12-Dec-2016
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,633,10-Jan-2017
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,660,10-Feb-2017
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,686,10-Mar-2017
SUNPHARMA,INE044A01036,SUN PHARMACEUTICAL INDUSTRIES,Buy,2,593,09-Nov-2018
SUPREMEIND,INE195A01028,SUPREME INDUSTRIES LTD,Buy,1,1157,02-Jun-2017
SUPREMEIND,INE195A01028,SUPREME INDUSTRIES LTD,Buy,1,1186,04-Apr-2018
TATACHEM,INE092A01019,TATA CHEMICALS LTD,Buy,3,192,06-Oct-2008
TATACHEM,INE092A01019,TATA CHEMICALS LTD,Sell,3,172,11-Nov-2008
TATACHEM,INE092A01019,TATA CHEMICALS LTD,Buy,2,640,02-Jun-2017
TATACHEM,INE092A01019,TATA CHEMICALS LTD,Buy,2,711,04-Apr-2018
TATACOFFEE,INE493A01027,TATA COFFEE LTD,Buy,8,134,16-Jun-2017
TATACOFFEE,INE493A01027,TATA COFFEE LTD,Buy,7,162,01-Nov-2017
TATACOFFEE,INE493A01027,TATA COFFEE LTD,Buy,11,98,09-Nov-2018
TATAELXSI,INE670A01012,TATA ELXSI LIMITED,Buy,6,201,03-Mar-2008
TATAELXSI,INE670A01012,TATA ELXSI LIMITED,Buy,9,201,03-Mar-2008
TATAELXSI,INE670A01012,TATA ELXSI LIMITED,Buy,10,194,04-Mar-2008
TATAELXSI,INE670A01012,TATA ELXSI LIMITED,Sell,25,103,11-Nov-2008
TATAELXSI,INE670A01012,TATA ELXSI LIMITED,Buy,1,965,29-Oct-2018
TATAGLOBAL,INE192A01025,TATA GLOBAL BEVERAGES LIMITED,Buy,1,682,06-Oct-2008
TATAGLOBAL,INE192A01025,TATA GLOBAL BEVERAGES LIMITED,Sell,1,537,11-Nov-2008
TATAGLOBAL,INE192A01025,TATA GLOBAL BEVERAGES LIMITED,Buy,7,156,02-Jun-2017
TATAGLOBAL,INE192A01025,TATA GLOBAL BEVERAGES LIMITED,Buy,5,227,01-Nov-2017
TATAGLOBAL,INE192A01025,TATA GLOBAL BEVERAGES LIMITED,Buy,5,213,09-Nov-2018
TATAINVEST,INE672A01018,TATA INVESTMENT CORPORATION LT,Buy,2,827,24-Aug-2018
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Buy,12,580,22-Jan-2008
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Sell,10,753,15-Feb-2008
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Buy,2,502,11-Jun-2008
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Buy,16,0,02-Jan-2013
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Sell,11,290,11-Feb-2013
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Sell,9,290,11-Feb-2013
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Buy,5,400,31-Mar-2014
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Buy,3,375,08-Sep-2017
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Buy,3,184,09-Oct-2018
TATAMOTORS,INE155A01022,TATA MOTORS LIMITED,Buy,6,171,29-Oct-2018
TATAPOWER,INE245A01021,TATA POWER CO LTD,Buy,1,821,07-Oct-2008
TATAPOWER,INE245A01021,TATA POWER CO LTD,Sell,1,743,14-Nov-2008
TATAPOWER,INE245A01021,TATA POWER CO LTD,Buy,13,82,02-Jun-2017
TATAPOWER,INE245A01021,TATA POWER CO LTD,Buy,12,84,04-Apr-2018
TATASTEEL,INE081A01012,TATA STEEL LIMITED,Buy,2,350,06-Oct-2008
TATASTEEL,INE081A01012,TATA STEEL LIMITED,Buy,3,180,14-Nov-2008
TATASTEEL,INE081A01012,TATA STEEL LIMITED,Sell,5,387,11-Feb-2013
TATASTEEL,INE081A01012,TATA STEEL LIMITED,Buy,11,469,25-Jan-2017
TATASTEEL,INE081A01012,TATA STEEL LIMITED,Buy,3,556,03-Jul-2018
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,10,826,28-Jan-2008
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Sell,8,530,25-Nov-2008
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Sell,1,1266,01-Jan-2013
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,2,0,02-Jan-2013
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Sell,1,1416,11-Feb-2013
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Sell,1,1416,11-Feb-2013
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Sell,1,1416,11-Feb-2013
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2114,31-Mar-2014
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2413,19-Sep-2016
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2359,18-Oct-2016
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2115,18-Nov-2016
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2270,19-Dec-2016
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2271,18-Jan-2017
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2450,20-Feb-2017
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,2487,20-Mar-2017
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,8,0,05-Jun-2018
TCS,INE467B01029,TATA CONSULTANCY SERVICES LTD,Buy,1,1925,09-Nov-2018
TECHM,INE669C01036,TECH MAHINDRA LIMITED,Buy,4,384,31-Jul-2017
TECHM,INE669C01036,TECH MAHINDRA LIMITED,Buy,2,616,01-Feb-2018
TECHM,INE669C01036,TECH MAHINDRA LIMITED,Buy,1,712,02-Jan-2019
THOMASCOOK,INE332A01027,THOMAS COOK (INDIA) LTD,Buy,5,220,15-Jun-2017
THOMASCOOK,INE332A01027,THOMAS COOK (INDIA) LTD,Buy,2,236,01-Feb-2018
THOMASCOOK,INE332A01027,THOMAS COOK (INDIA) LTD,Buy,3,236,01-Feb-2018
THOMASCOOK,INE332A01027,THOMAS COOK (INDIA) LTD,Buy,4,244,26-Apr-2019
THYROCARE,INE594H01019,THYROCARE TECHNOLOGIES LIMITED,Buy,1,532,12-Mar-2019
THYROCARE,INE594H01019,THYROCARE TECHNOLOGIES LIMITED,Buy,1,532,12-Mar-2019
TIINDIA,INE974X01010,TUBE INVESTMENTS OF INDIA LTD,Buy,5,239,04-Apr-2018
TIINDIA,INE974X01010,TUBE INVESTMENTS OF INDIA LTD,Buy,3,354,02-Jan-2019
TITAN,INE280A01028,TITAN COMPANY LIMITED,Buy,2,468,30-May-2017
TITAN,INE280A01028,TITAN COMPANY LIMITED,Buy,2,643,18-Sep-2017
TITAN,INE280A01028,TITAN COMPANY LIMITED,Buy,1,642,01-Nov-2017
TITAN,INE280A01028,TITAN COMPANY LIMITED,Buy,1,910,04-Apr-2018
TITAN,INE280A01028,TITAN COMPANY LIMITED,Buy,1,932,02-Jan-2019
TRENT,INE849A01020,TRENT LTD LAKME LTD,Buy,4,251,09-Jun-2017
TRENT,INE849A01020,TRENT LTD LAKME LTD,Buy,3,345,04-Apr-2018
TTKPRESTIG,INE690A01010,TTK PRESTIGE LTD,Buy,1,6364,18-Jul-2017
TVSMOTOR,INE494B01023,TVS MOTOR COMPANY LIMITED,Buy,2,550,16-Jun-2017
