stock_symbol, isin_code, comp_name, action, qty, price, txn_date
ADANIENT,INE423A01024,ADANI ENTERPRISES LIMITED,Buy,2,118,30-May-2017
ADANIENT,INE423A01024,ADANI ENTERPRISES LIMITED,Buy,1,118,30-May-2017
ADANIENT,INE423A01024,ADANI ENTERPRISES LIMITED,Buy,7,144,06-Dec-2017
ADANIENT,INE423A01024,ADANI ENTERPRISES LIMITED,Buy,3,165,09-Nov-2018
ADANIENT,INE423A01024,ADANI ENTERPRISES LIMITED,Buy,3,165,09-Nov-2018
ADANIGAS,INE399L01023,ADANI GAS LIMITED,Buy,17,72,04-Nov-2018
ADANIPORTS,INE742F01042,ADANI PORT AND SPECIAL ECONO,Buy,3,376,29-Sep-2017
ADANIPORTS,INE742F01042,ADANI PORT AND SPECIAL ECONO,Buy,1,363,03-Jul-2018
ADANIPORTS,INE742F01042,ADANI PORT AND SPECIAL ECONO,Buy,1,363,03-Jul-2018
ADANIPORTS,INE742F01042,ADANI PORT AND SPECIAL ECONO,Buy,1,363,03-Jul-2018
AEGISCHEM,INE208C01025,AEGIS LOGISTICS LTD,Buy,4,268,02-Feb-2018
AEGISCHEM,INE208C01025,AEGIS LOGISTICS LTD,Buy,5,204,02-Jan-2019
ALLCARGO,INE418H01029,ALLCARGO LOGISTICS LTD,Buy,5,190,02-Feb-2018
ALLCARGO,INE418H01029,ALLCARGO LOGISTICS LTD,Buy,10,108,02-Jan-2019
AMARAJABAT,INE885A01032,AMARA RAJA BATTERIES LTD,Buy,1,880,05-Jun-2017
AMARAJABAT,INE885A01032,AMARA RAJA BATTERIES LTD,Buy,2,752,03-Jul-2018
AMARAJABAT,INE885A01032,AMARA RAJA BATTERIES LTD,Buy,9,608,25-Jun-2019
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,25,120,04-Mar-2008
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,12,86,06-Jun-2008
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,12,81,09-Jun-2008
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Sell,39,59,11-Nov-2008
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,5,106,18-Feb-2010
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,5,104,25-Feb-2010
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Sell,20,202,01-Jan-2013
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,3,240,05-Jun-2017
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,1,240,05-Jun-2017
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,1,240,05-Jun-2017
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,4,269,02-Jan-2018
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,5,220,02-Jan-2019
AMBUJACEM,INE079A01024,AMBUJA CEMENTS LTD,Buy,45,187,07-Oct-2019
APOLLOHOSP,INE437A01024,APOLLO HOSPITALS ENTERPRISES L,Buy,5,1211,25-Jan-2017
APOLLOHOSP,INE437A01024,APOLLO HOSPITALS ENTERPRISES L,Buy,1,1155,06-Dec-2017
APOLLOHOSP,INE437A01024,APOLLO HOSPITALS ENTERPRISES L,Buy,1,1153,09-Nov-2018
APOLLOTYRE,INE438A01022,APOLLO TYRES LTD,Buy,5,248,02-Jun-2017
APOLLOTYRE,INE438A01022,APOLLO TYRES LTD,Buy,4,256,01-Feb-2018
ARVIND,INE034A01011,ARVIND LIMITED,Buy,3,411,18-Sep-2017
ARVIND,INE034A01011,ARVIND LIMITED,Buy,3,391,03-Jul-2018
ARVINDFASN,INE955V01021,ARVIND FASHIONS LIMITED,Buy,1,590,08-Mar-2019
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LIMITED,Buy,35,85,03-Mar-2008
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LIMITED,Sell,35,48,11-Nov-2008
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LIMITED,Buy,4,241,30-May-2017
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LIMITED,Buy,1,363,06-Dec-2017
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LIMITED,Buy,2,363,06-Dec-2017
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LIMITED,Buy,3,260,05-Dec-2018
ASAHIINDIA,INE439A01020,ASAHI INDIA GLASS LIMITED,Buy,2,260,05-Dec-2018
ASHOKLEY,INE208A01029,ASHOK LEYLAND LTD,Buy,9,114,29-Oct-2018
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,1177,22-Sep-2016
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,1135,24-Oct-2016
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,910,22-Nov-2016
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,854,22-Dec-2016
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,967,23-Jan-2017
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,1010,22-Feb-2017
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,1056,22-Mar-2017
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,1109,06-Dec-2017
ASIANPAINT,INE021A01026,ASIAN PAINTS INDIA LTD,Buy,1,1276,09-Nov-2018
ASTRAZEN,INE203A01020,ASTRAZENECA PHARMA INDIA LTD,Buy,1,2100,23-Sep-2019
AUROPHARMA,INE406A01037,AUROBINDO PHARMA LTD,Buy,2,738,18-Jul-2017
AUROPHARMA,INE406A01037,AUROBINDO PHARMA LTD,Buy,1,671,02-Jan-2018
AUROPHARMA,INE406A01037,AUROBINDO PHARMA LTD,Buy,1,787,22-Apr-2019
AVANTIFEED,INE871C01038,AVANTI FEEDS LTD,Buy,2,710,02-Jun-2017
AVANTIFEED,INE871C01038,AVANTI FEEDS LTD,Buy,2,1315,06-Dec-2017
AVANTIFEED,INE871C01038,AVANTI FEEDS LTD,Buy,2,0,06-Jul-2018
AVANTIFEED,INE871C01038,AVANTI FEEDS LTD,Buy,3,385,29-Oct-2018
BAJAJ-AUTO,INE917I01010,BAJAJ AUTO LIMITED,Buy,1,2820,16-Jun-2017
BAJAJ-AUTO,INE917I01010,BAJAJ AUTO LIMITED,Buy,1,2774,04-Apr-2018
BAJAJFINSV,INE918I01018,BAJAJ FINSERV LIMITED,Buy,1,5619,19-Sep-2017
BAJAJHLDNG,INE118A01012,BAJAJ HOLDINGS & INVESTMENT LI,Buy,1,2993,24-Aug-2018
BAJFINANCE,INE296A01024,BAJAJ FINANCE LIMITED,Buy,1,2932,24-Aug-2018
BALKRISIND,INE787D01026,BALKRISHNA INDUSTRIES LTD,Buy,1,1702,11-Jul-2017
BALKRISIND,INE787D01026,BALKRISHNA INDUSTRIES LTD,Buy,1,0,02-Jan-2018
BALKRISIND,INE787D01026,BALKRISHNA INDUSTRIES LTD,Buy,1,941,05-Dec-2018
BALRAMCHIN,INE119A01028,BALRAMPUR CHINI MILLS LTD,Buy,8,159,13-Nov-2017
BALRAMCHIN,INE119A01028,BALRAMPUR CHINI MILLS LTD,Buy,10,102,02-Jan-2019
BASF,INE373A01013,BASF INDIA LIMITED,Buy,1,1394,02-Jun-2017
BASF,INE373A01013,BASF INDIA LIMITED,Buy,1,1984,04-Apr-2018
BATAINDIA,INE176A01028,BATA INDIA LIMITED,Buy,2,548,30-May-2017
BATAINDIA,INE176A01028,BATA INDIA LIMITED,Buy,2,733,06-Dec-2017
BATAINDIA,INE176A01028,BATA INDIA LIMITED,Buy,1,1008,09-Nov-2018
BDL,INE171Z01018,BHARAT DYNAMICS LIMITED,Buy,3,351,17-Sep-2018
BEL,INE263A01024,BHARAT ELECTRONICS LTD,Buy,5,1430,25-Feb-2008
BEL,INE263A01024,BHARAT ELECTRONICS LTD,Buy,2,1340,04-Mar-2008
BEL,INE263A01024,BHARAT ELECTRONICS LTD,Sell,5,659,11-Nov-2008
BEL,INE263A01024,BHARAT ELECTRONICS LTD,Sell,2,659,11-Nov-2008
BEL,INE263A01024,BHARAT ELECTRONICS LTD,Buy,6,185,24-Aug-2017
BEL,INE263A01024,BHARAT ELECTRONICS LTD,Buy,7,146,04-Apr-2018
BEL,INE263A01024,BHARAT ELECTRONICS LTD,Buy,10,93,18-Apr-2019
BERGEPAINT,INE463A01038,BERGER PAINTS INDIA LTD,Buy,4,254,17-Jul-2017
BERGEPAINT,INE463A01038,BERGER PAINTS INDIA LTD,Buy,4,255,01-Feb-2018
BERGEPAINT,INE463A01038,BERGER PAINTS INDIA LTD,Buy,4,327,02-Jan-2019
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,5,793,03-Mar-2008
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,5,765,04-Mar-2008
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Sell,8,843,05-Aug-2008
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,1,638,26-Feb-2009
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,4,282,18-Feb-2010
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,277,25-Feb-2010
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,3,0,02-Jan-2013
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Sell,12,317,11-Feb-2013
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,6,320,31-Mar-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,3,328,21-Apr-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,341,20-May-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,336,20-Jun-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,338,21-Jul-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,375,20-Aug-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,416,22-Sep-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,400,20-Oct-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,401,20-Nov-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,347,22-Dec-2014
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,2,495,27-Nov-2017
BHARTIARTL,INE397D01024,BHARTI AIRTEL LTD,Buy,4,290,09-Nov-2018
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,Buy,1,1481,07-Oct-2008
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,Buy,4,0,02-Jan-2013
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,Sell,5,208,11-Feb-2013
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,Buy,10,127,24-Aug-2017
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,Buy,5,0,06-Oct-2017
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,Buy,12,86,04-Apr-2018
BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS LTD,Buy,14,73,02-Jan-2019
BIOCON,INE376G01013,BIOCON LIMITED,Buy,2,608,24-Aug-2018
BIOCON,INE376G01013,BIOCON LIMITED,Buy,2,0,21-Jun-2019
BLUEDART,INE233B01017,BLUE DART EXPRESS LTD,Buy,1,4426,30-May-2017
BLUEDART,INE233B01017,BLUE DART EXPRESS LTD,Buy,1,2845,09-Nov-2018
BLUEDART,INE233B01017,BLUE DART EXPRESS LTD,Buy,1,2695,20-Jun-2019
BLUESTARCO,INE472A01039,BLUE STAR LTD,Buy,1,732,28-Nov-2017
BLUESTARCO,INE472A01039,BLUE STAR LTD,Buy,2,576,09-Nov-2018
BOROSIL,INE666D01022,BOROSIL GLASS WORKS LTD.,Buy,1,174,23-Sep-2019
BOROSIL,INE666D01022,BOROSIL GLASS WORKS LTD.,Buy,11,174,23-Sep-2019
BOSCHLTD,INE323A01026,BOSCH LIMITED,Buy,1,24408,01-Aug-2017
BOSCHLTD,INE323A01026,BOSCH LIMITED,Sell,1,20790,08-Nov-2017
BOSCHLTD,INE323A01026,BOSCH LIMITED,Buy,1,19110,12-Mar-2019
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,2,306,06-Jun-2008
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,7,306,06-Jun-2008
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,1,306,06-Jun-2008
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,4,267,09-Jun-2008
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Sell,11,336,05-Aug-2008
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Sell,3,322,11-Nov-2008
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,1,580,25-Feb-2010
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,1,0,20-Jul-2012
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Sell,2,398,11-Feb-2013
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,2,645,22-Jun-2017
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,1,0,28-Jul-2017
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,2,500,02-Jan-2018
BPCL,INE029A01011,BHARAT PETROLEUM CORPN LTD,Buy,3,350,02-Jan-2019
BRIGADE,INE791I01019,BRIGADE ENTERPRISES LIMITED,Buy,4,268,08-Jun-2017
BRIGADE,INE791I01019,BRIGADE ENTERPRISES LIMITED,Buy,5,210,03-Jul-2018
BRIGADE,INE791I01019,BRIGADE ENTERPRISES LIMITED,Buy,3,188,09-Oct-2018
BRIGADE,INE791I01019,BRIGADE ENTERPRISES LIMITED,Buy,6,0,11-Sep-2019
BRITANNIA,INE216A01030,BRITANNIA INDUSTRIES LTD,Buy,2,1839,09-Jun-2017
BRITANNIA,INE216A01030,BRITANNIA INDUSTRIES LTD,Buy,2,2516,04-Apr-2018
BSE,INE118H01025,BSE LIMITED,Buy,1,983,28-Sep-2017
BSE,INE118H01025,BSE LIMITED,Buy,2,842,03-Jul-2018
BSE,INE118H01025,BSE LIMITED,Buy,2,658,08-Oct-2018
CADILAHC,INE010B01027,CADILA HEALTHCARE LIMITED,Buy,2,485,19-Sep-2017
CADILAHC,INE010B01027,CADILA HEALTHCARE LIMITED,Buy,3,383,03-Jul-2018
CARBORUNIV,INE120A01034,CARBORUNDUM UNIVERSAL LTD,Buy,4,328,17-Oct-2017
CARBORUNIV,INE120A01034,CARBORUNDUM UNIVERSAL LTD,Buy,3,358,09-Nov-2018
CARERATING,INE752H01013,CARE RATINGS LIMITED,Buy,1,1474,15-Jun-2017
CARERATING,INE752H01013,CARE RATINGS LIMITED,Buy,1,1368,01-Feb-2018
CARERATING,INE752H01013,CARE RATINGS LIMITED,Buy,1,984,03-Jun-2019
CARERATING,INE752H01013,CARE RATINGS LIMITED,Buy,1,920,20-Jun-2019
CARERATING,INE752H01013,CARE RATINGS LIMITED,Buy,1,920,20-Jun-2019
CARERATING,INE752H01013,CARE RATINGS LIMITED,Buy,4,920,20-Jun-2019
CARERATING,INE752H01013,CARE RATINGS LIMITED,Buy,1,920,20-Jun-2019
CASTROLIND,INE172A01027,CASTROL INDIA LIMITED,Buy,2,424,30-May-2017
CASTROLIND,INE172A01027,CASTROL INDIA LIMITED,Buy,4,394,06-Dec-2017
CASTROLIND,INE172A01027,CASTROL INDIA LIMITED,Buy,6,0,04-Jan-2018
CASTROLIND,INE172A01027,CASTROL INDIA LIMITED,Buy,7,147,09-Nov-2018
CASTROLIND,INE172A01027,CASTROL INDIA LIMITED,Buy,50,139,20-Jun-2019
CDSL,INE736A01011,CENTRAL DEPOSITORY SER IND LTD,Buy,3,341,28-Sep-2017
CDSL,INE736A01011,CENTRAL DEPOSITORY SER IND LTD,Buy,4,270,03-Jul-2018
CEATLTD,INE482A01020,CEAT LIMITED,Buy,1,1892,11-Jul-2017
CEATLTD,INE482A01020,CEAT LIMITED,Buy,1,1262,03-Jul-2018
CEATLTD,INE482A01020,CEAT LIMITED,Buy,1,1072,09-Oct-2018
CENTURYPLY,INE348B01021,CENTURY PLYBOARDS (INDIA) LTD,Buy,4,275,02-Jun-2017
CENTURYPLY,INE348B01021,CENTURY PLYBOARDS (INDIA) LTD,Buy,3,321,01-Feb-2018
CENTURYPLY,INE348B01021,CENTURY PLYBOARDS (INDIA) LTD,Buy,6,175,02-Jan-2019
CENTURYPLY,INE348B01021,CENTURY PLYBOARDS (INDIA) LTD,Buy,32,157,25-Jun-2019
CERA,INE739E01017,CERA SANITARYWARE LIMITED,Buy,1,3037,14-Jun-2017
CHOLAFIN,INE121A01024,CHOLAMANDALAM INVESTMENT AND F,Buy,5,295,24-Aug-2018
CHOLAHLDNG,INE149A01033,CHOLAMANDALAM FIN HOLDINGS LTD,Buy,2,683,02-Jun-2017
CHOLAHLDNG,INE149A01033,CHOLAMANDALAM FIN HOLDINGS LTD,Buy,2,622,03-Jul-2018
CIPLA,INE059A01026,CIPLA LIMITED,Buy,10,175,23-Jan-2008
CIPLA,INE059A01026,CIPLA LIMITED,Sell,5,227,05-Aug-2008
CIPLA,INE059A01026,CIPLA LIMITED,Sell,4,418,01-Jan-2013
CIPLA,INE059A01026,CIPLA LIMITED,Sell,1,395,11-Feb-2013
CIPLA,INE059A01026,CIPLA LIMITED,Buy,2,530,02-Jun-2017
CIPLA,INE059A01026,CIPLA LIMITED,Buy,2,607,02-Jan-2018
CIPLA,INE059A01026,CIPLA LIMITED,Buy,2,515,02-Jan-2019
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,4,360,01-Jan-2013
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,347,05-Feb-2013
COALINDIA,INE522F01014,COAL INDIA LIMITED,Sell,6,337,11-Feb-2013
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,7,289,31-Mar-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,3,279,07-Apr-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,3,295,05-May-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,392,05-Jun-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,397,07-Jul-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,357,05-Aug-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,372,05-Sep-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,343,07-Oct-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,351,05-Nov-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,2,356,05-Dec-2014
COALINDIA,INE522F01014,COAL INDIA LIMITED,Buy,4,271,27-Nov-2017
COLPAL,INE259A01022,COLGATE-PALMOLIVE (INDIA) LTD,Buy,1,1074,09-Jun-2017
COLPAL,INE259A01022,COLGATE-PALMOLIVE (INDIA) LTD,Buy,1,1092,04-Apr-2018
CONCOR,INE111A01025,CONTAINER CORPORATION OF INDIA,Buy,5,1724,26-Feb-2008
CONCOR,INE111A01025,CONTAINER CORPORATION OF INDIA,Buy,5,0,28-May-2008
CONCOR,INE111A01025,CONTAINER CORPORATION OF INDIA,Sell,10,665,11-Nov-2008
CONCOR,INE111A01025,CONTAINER CORPORATION OF INDIA,Buy,2,630,24-Aug-2017
CONCOR,INE111A01025,CONTAINER CORPORATION OF INDIA,Buy,2,623,04-Apr-2018
CONCOR,INE111A01025,CONTAINER CORPORATION OF INDIA,Buy,1,0,18-Feb-2019
COROMANDEL,INE169A01031,COROMANDEL INTERNATIONAL LIMIT,Buy,3,419,02-Jun-2017
COROMANDEL,INE169A01031,COROMANDEL INTERNATIONAL LIMIT,Buy,2,510,01-Nov-2017
COROMANDEL,INE169A01031,COROMANDEL INTERNATIONAL LIMIT,Buy,2,425,09-Nov-2018
COX&KINGS,INE008I01026,COX AND KINGS LIMITED,Buy,4,267,15-Jun-2017
COX&KINGS,INE008I01026,COX AND KINGS LIMITED,Buy,4,250,01-Feb-2018
CRISIL,INE007A01025,CRISIL LIMITED,Buy,1,1860,15-Jun-2017
CRISIL,INE007A01025,CRISIL LIMITED,Buy,1,1866,04-Apr-2018
CRISIL,INE007A01025,CRISIL LIMITED,Buy,1,1480,03-Jun-2019
CRISIL,INE007A01025,CRISIL LIMITED,Buy,2,1418,20-Jun-2019
CRISIL,INE007A01025,CRISIL LIMITED,Buy,2,1417,20-Jun-2019
CROMPTON,INE299U01018,CROMPTON GREAVES CONS ELEC LTD,Buy,4,257,28-Nov-2017
CROMPTON,INE299U01018,CROMPTON GREAVES CONS ELEC LTD,Buy,5,215,09-Nov-2018
CUMMINSIND,INE298A01020,CUMMINS INDIA LTD,Buy,1,938,30-May-2017
CUMMINSIND,INE298A01020,CUMMINS INDIA LTD,Buy,2,871,06-Dec-2017
CUMMINSIND,INE298A01020,CUMMINS INDIA LTD,Buy,1,774,09-Nov-2018
CUMMINSIND,INE298A01020,CUMMINS INDIA LTD,Buy,5,551,25-Oct-2019
CUMMINSIND,INE298A01020,CUMMINS INDIA LTD,Buy,8,551,25-Oct-2019
DABUR,INE016A01026,DABUR INDIA LTD,Buy,4,283,12-Jun-2017
DABUR,INE016A01026,DABUR INDIA LTD,Buy,3,349,02-Jan-2018
DABUR,INE016A01026,DABUR INDIA LTD,Buy,2,417,02-Jan-2019
DABUR,INE016A01026,DABUR INDIA LTD,Buy,1,417,02-Jan-2019
DCMSHRIRAM,INE499A01024,DCM SHRIRAM LIMITED,Buy,1,398,24-Oct-2018
DCMSHRIRAM,INE499A01024,DCM SHRIRAM LIMITED,Buy,2,398,24-Oct-2018
DELTACORP,INE124G01033,DELTA CORP LIMITED,Buy,4,254,18-Apr-2019
DISHTV,INE836F01026,DISH TV INDIA LIMITED,Buy,13,78,17-Jul-2017
DISHTV,INE836F01026,DISH TV INDIA LIMITED,Buy,15,75,01-Feb-2018
DISHTV,INE836F01026,DISH TV INDIA LIMITED,Buy,25,38,02-Jan-2019
DISHTV,INE836F01026,DISH TV INDIA LIMITED,Buy,40,23,28-Jan-2019
DLF,INE271C01023,DLF LIMITED,Buy,5,738,03-Mar-2008
DLF,INE271C01023,DLF LIMITED,Buy,5,686,04-Mar-2008
DLF,INE271C01023,DLF LIMITED,Buy,4,661,05-Mar-2008
DLF,INE271C01023,DLF LIMITED,Buy,3,488,09-Jun-2008
DLF,INE271C01023,DLF LIMITED,Buy,2,300,06-Oct-2008
DLF,INE271C01023,DLF LIMITED,Sell,16,282,11-Nov-2008
DLF,INE271C01023,DLF LIMITED,Buy,2,288,25-Feb-2010
DLF,INE271C01023,DLF LIMITED,Sell,5,273,11-Feb-2013
DLF,INE271C01023,DLF LIMITED,Buy,6,178,08-Jun-2017
DLF,INE271C01023,DLF LIMITED,Buy,4,254,02-Jan-2018
DMART,INE192R01011,AVENUE SUPERMARTS LTD DMART,Buy,1,1231,16-Oct-2017
DMART,INE192R01011,AVENUE SUPERMARTS LTD DMART,Buy,1,1427,09-Nov-2018
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Buy,10,570,28-Jan-2008
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Buy,3,504,11-Feb-2008
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Buy,1,504,11-Feb-2008
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Buy,1,504,11-Feb-2008
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Buy,5,504,12-Feb-2008
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Sell,18,590,05-Aug-2008
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Sell,2,420,11-Nov-2008
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Buy,1,2722,18-Jul-2017
DRREDDY,INE089A01023,DR REDDYS LABORATORIES LTD,Buy,1,2101,04-Apr-2018
EICHERMOT,INE066A01013,EICHER MOTORS LTD,Buy,1,32545,19-Sep-2017
EICHERMOT,INE066A01013,EICHER MOTORS LTD,Sell,1,31200,08-Nov-2017
EICHERMOT,INE066A01013,EICHER MOTORS LTD,Buy,1,22662,12-Mar-2019
EIDPARRY,INE126A01031,EID PARRY (INDIA) LTD,Buy,3,333,02-Jun-2017
EIDPARRY,INE126A01031,EID PARRY (INDIA) LTD,Buy,3,327,01-Feb-2018
EIDPARRY,INE126A01031,EID PARRY (INDIA) LTD,Buy,5,206,02-Jan-2019
EIHOTEL,INE230A01023,EIH LIMITED,Buy,8,134,09-Jun-2017
EIHOTEL,INE230A01023,EIH LIMITED,Buy,7,147,02-Jan-2018
EIHOTEL,INE230A01023,EIH LIMITED,Buy,6,189,02-Jan-2019
EMAMILTD,INE548C01032,EMAMI LIMITED,Buy,1,1112,12-Jun-2017
EMAMILTD,INE548C01032,EMAMI LIMITED,Buy,1,1301,02-Jan-2018
