+-------------+-----------+--------------+
| bhav_ticker | bhav_last |  bhav_isin   |
|    PURVA    |    42.8   | INE323I01011 |
|     PVR     |   1093.1  | INE191H01014 |
|  QGOLDHALF  |   2171.1  | INF082J01010 |
|    QUESS    |   379.35  | INE615P01015 |
|  QUICKHEAL  |   147.05  | INE306L01010 |
|    RADICO   |   405.85  | INE944F01028 |
|  RADIOCITY  |   18.75   | INE919I01024 |
|     RAIN    |   101.8   | INE855B01025 |
|  RAJESHEXPO |   453.0   | INE343B01030 |
|   RAJRATAN  |   313.5   | INE451D01011 |
|  RAJSREESUG |    12.7   | INE562B01019 |
|    RAJTV    |   34.15   | INE952H01027 |
|    RALLIS   |   283.1   | INE613A01020 |
|   RAMANEWS  |    13.9   | INE278B01020 |
|   RAMCOCEM  |   710.0   | INE331A01037 |
|   RAMCOIND  |   177.75  | INE614A01028 |
|   RAMCOSYS  |   368.4   | INE246B01019 |
|    RAMKY    |    28.9   | INE874I01013 |
|  RANEENGINE |   189.0   | INE222J01013 |
|  RANEHOLDIN |   444.0   | INE384A01010 |
|  RATNAMANI  |   1201.1  | INE703B01027 |
|   RAYMOND   |   263.7   | INE301A01014 |
|     RBL     |   574.85  | INE244J01017 |
|   RBLBANK   |   164.7   | INE976G01028 |
|     RCF     |    42.6   | INE027A01015 |
|    RECLTD   |    98.8   | INE020B01018 |
|  REDINGTON  |   117.0   | INE891D01026 |
|    REFEX    |   46.95   | INE056I01017 |
|    RELAXO   |   641.4   | INE131B01039 |
|  RELCAPITAL |    8.15   | INE013A01015 |
|   RELIANCE  |  2198.85  | INE002A01018 |
|   RELIGARE  |   41.85   | INE621H01010 |
|   RELINFRA  |   22.85   | INE036A01016 |
|  REMSONSIND |    77.0   | INE474C01015 |
|    RENUKA   |    9.1    | INE087H01022 |
|  REPCOHOME  |   163.15  | INE612J01015 |
|    REPRO    |   386.4   | INE461B01014 |
|  RESPONIND  |    96.1   | INE688D01026 |
|   REVATHI   |   430.0   | INE617A01013 |
|     RGL     |   241.6   | INE722H01016 |
|     RHFL    |    1.7    | INE217K01011 |
|   RICOAUTO  |   29.05   | INE209B01025 |
|     RIIL    |   368.6   | INE046A01015 |
|    RITES    |   246.45  | INE320J01015 |
|     RKDL    |    6.8    | INE722J01012 |
|   RKFORGE   |   300.0   | INE399G01015 |
|     RML     |   216.55  | INE050H01012 |
|    RNAVAL   |    2.95   | INE542F01012 |
|    ROLTA    |    5.05   | INE293A01013 |
|   ROSSARI   |   767.95  | INE02A801020 |
|  ROSSELLIND |   142.35  | INE847C01020 |
|    ROUTE    |   937.9   | INE450U01017 |
|   RPGLIFE   |   390.9   | INE105J01010 |
|    RPOWER   |    2.9    | INE614G01033 |
|   RPPINFRA  |    49.1   | INE324L01013 |
|  RSSOFTWARE |    21.2   | INE165B01029 |
|   RSYSTEMS  |   106.9   | INE411H01032 |
|   RTNINFRA  |    5.75   | INE834M01019 |
|   RTNPOWER  |    2.55   | INE399K01017 |
|  RUBYMILLS  |   160.0   | INE301D01026 |
|   RUCHIRA   |    50.0   | INE803H01014 |
|     RUPA    |   187.15  | INE895B01021 |
|    RUSHIL   |    80.0   | INE573K01017 |
|     RVNL    |    19.4   | INE415G01027 |
|   S&SPOWER  |    12.8   | INE902B01017 |
|  SABEVENTS  |    1.15   | INE860T01019 |
|    SABTN    |    1.45   | INE416A01036 |
|   SADBHAV   |    49.7   | INE226H01026 |
|   SADBHIN   |   17.25   | INE764L01010 |
|    SAFARI   |   385.5   | INE429E01023 |
|  SAGARDEEP  |   53.25   | INE976T01013 |
|    SAGCEM   |   503.0   | INE229C01013 |
|     SAIL    |    34.2   | INE114A01011 |
|    SAKAR    |    74.0   | INE732S01012 |
|  SAKHTISUG  |    8.1    | INE623A01011 |
|   SAKSOFT   |   392.5   | INE667G01015 |
|    SAKUMA   |    5.85   | INE190H01024 |
|   SALASAR   |   197.0   | INE170V01019 |
|    SALONA   |    54.7   | INE498E01010 |
|   SALSTEEL  |    2.7    | INE658G01014 |
|  SALZERELEC |   91.45   | INE457F01013 |
|   SAMBHAAV  |    1.95   | INE699B01027 |
|    SANCO    |   13.35   | INE782L01012 |
|   SANDESH   |   490.5   | INE583B01015 |
|   SANDHAR   |   235.3   | INE278H01035 |
|  SANGAMIND  |    47.1   | INE495C01010 |
|  SANGHIIND  |    25.4   | INE999B01013 |
|  SANGHVIMOV |    77.5   | INE989A01024 |
|  SANGINITA  |    71.4   | INE753W01010 |
|    SANOFI   |   8480.0  | INE058A01010 |
|   SARDAEN   |   224.0   | INE385C01013 |
|   SAREGAMA  |   564.65  | INE979A01017 |
|  SARLAPOLY  |    18.4   | INE453D01025 |
|    SASKEN   |   704.5   | INE231F01020 |
|  SASTASUNDR |   82.15   | INE019J01013 |
|    SATIA    |   116.75  | INE170E01023 |
|    SATIN    |    54.5   | INE836B01017 |
|   SBICARD   |   812.45  | INE018E01016 |
|  SBIETFQLTY |   103.51  | INF200KA1WX6 |
|   SBILIFE   |   795.45  | INE123W01016 |
|     SBIN    |   182.25  | INE062A01020 |
|  SCHAEFFLER |   3581.0  | INE513A01014 |
|    SCHAND   |    69.0   | INE807K01035 |
|  SCHNEIDER  |    77.7   | INE839M01018 |
|     SCI     |    53.3   | INE109A01011 |
|     SDBL    |    51.5   | INE480C01012 |
|  SEAMECLTD  |   394.0   | INE497B01018 |
|    SELAN    |   106.5   | INE818A01017 |
|   SEPOWER   |    2.3    | INE735M01018 |
|   SEQUENT   |   145.9   | INE807F01027 |
|  SESHAPAPER |   142.0   | INE630A01024 |
|  SETF10GILT |   198.57  | INF200KA1JT1 |
|   SETFGOLD  |   4470.0  | INF200K01099 |
|  SETFNIF50  |   114.5   | INF200KA1FS1 |
|  SETFNIFBK  |   209.15  | INF200KA1580 |
|   SETFNN50  |   274.28  | INF200KA1598 |
|  SETUINFRA  |    0.7    | INE023M01027 |
|   SEYAIND   |    65.8   | INE573R01012 |
|     SFL     |   1360.0  | INE916U01025 |
|     SGL     |    8.3    | INE353H01010 |
|  SHAHALLOYS |    7.0    | INE640C01011 |
|  SHAKTIPUMP |   171.3   | INE908D01010 |
|    SHALBY   |    80.5   | INE597J01018 |
|  SHALPAINTS |    64.2   | INE849C01026 |
|   SHANKARA  |   331.5   | INE274V01019 |
|  SHANTIGEAR |    95.3   | INE631A01022 |
|  SHARDACROP |   257.6   | INE221J01015 |
|  SHARDAMOTR |   864.65  | INE597I01010 |
|  SHAREINDIA |   105.0   | INE932X01018 |
|  SHARIABEES |   290.4   | INF732E01128 |
|   SHEMAROO  |    56.0   | INE363M01019 |
|     SHIL    |    82.9   | INE05AN01011 |
|  SHILPAMED  |   566.0   | INE790G01031 |
|  SHIRPUR-G  |    7.8    | INE196B01016 |
|  SHIVAMAUTO |   15.65   | INE637H01024 |
|  SHIVAMILLS |    22.5   | INE644Y01017 |
|   SHIVATEX  |    85.0   | INE705C01020 |
|     SHK     |   81.25   | INE500L01026 |
|  SHOPERSTOP |   166.0   | INE498B01024 |
|  SHREDIGCEM |   46.95   | INE232A01011 |
|   SHREECEM  |  18902.0  | INE070A01015 |
|  SHREEPUSHK |   113.0   | INE712K01011 |
|  SHREERAMA  |    7.4    | INE879A01019 |
|   SHRENIK   |    48.0   | INE632X01022 |
|  SHREYANIND |   73.35   | INE231C01019 |
|  SHRIRAMCIT |   917.0   | INE722A01011 |
|  SHRIRAMEPC |    3.5    | INE964H01014 |
|  SHYAMCENT  |    4.4    | INE979R01011 |
|   SICAGEN   |    11.0   | INE176J01011 |
|    SICAL    |    10.3   | INE075B01012 |
|   SIEMENS   |   1207.0  | INE003A01024 |
|    SIGIND   |   18.35   | INE529F01035 |
|    SILINV   |   145.0   | INE923A01015 |
|  SILLYMONKS |    28.0   | INE203Y01012 |
|   SIMBHALS  |    6.75   | INE748T01016 |
|  SIMPLEXINF |   29.55   | INE059B01024 |
|    SINTEX   |    2.0    | INE429C01035 |
|    SIRCA    |   261.0   | INE792Z01011 |
|     SIS     |   374.7   | INE285J01028 |
|   SITINET   |    1.7    | INE965H01011 |
|    SIYSIL   |   136.3   | INE076B01028 |
|     SJVN    |   21.85   | INE002L01015 |
|   SKFINDIA  |  1437.65  | INE640A01023 |
|     SKIL    |    3.3    | INE429F01012 |
|   SKIPPER   |   47.15   | INE439E01022 |
|  SKMEGGPROD |    36.7   | INE411D01015 |
|  SMARTLINK  |   70.95   | INE178C01020 |
|   SMLISUZU  |   392.7   | INE294B01019 |
|   SMSLIFE   |   626.9   | INE320X01016 |
|  SMSPHARMA  |    88.7   | INE812G01025 |
|   SNOWMAN   |    33.3   | INE734N01019 |
|    SOBHA    |   233.3   | INE671H01015 |
|    SOLARA   |   963.0   | INE624Z01016 |
|  SOLARINDS  |   1025.0  | INE343H01029 |
|  SOMANYCERA |   181.9   | INE355A01028 |
|   SOMATEX   |    2.8    | INE314C01013 |
|  SOMICONVEY |   20.45   | INE323J01019 |
|  SONATSOFTW |   328.55  | INE269A01021 |
|  SORILINFRA |    60.2   | INE034H01016 |
|     SOTL    |   681.0   | INE035D01012 |
|  SOUTHBANK  |    6.7    | INE683A01023 |
|  SOUTHWEST  |   26.35   | INE980Y01015 |
|     SPAL    |   114.9   | INE212I01016 |
|   SPANDANA  |   524.0   | INE572J01011 |
|    SPARC    |   168.05  | INE232I01014 |
|  SPECIALITY |   32.95   | INE247M01014 |
|   SPENCERS  |   75.55   | INE020801028 |
|     SPIC    |   18.75   | INE147A01011 |
|   SPICEJET  |   46.55   | INE285B01017 |
|    SPLIL    |   27.35   | INE978G01016 |
|  SPMLINFRA  |    8.95   | INE937A01023 |
|     SPTL    |    2.15   | INE501W01021 |
|    SREEL    |   132.0   | INE099F01013 |
|   SREINFRA  |    6.7    | INE872A01014 |
|     SRF     |  4104.25  | INE647A01010 |
|  SRHHYPOLTD |   167.55  | INE917H01012 |
|   SRIPIPES  |   163.9   | INE943C01027 |
|     SRPL    |   37.95   | INE008Z01012 |
|  SRTRANSFIN |   590.0   | INE721A01013 |
|     SSWL    |   419.5   | INE802C01017 |
|     STAR    |   657.0   | INE939A01011 |
|  STARCEMENT |    83.0   | INE460H01021 |
|  STARPAPER  |    89.6   | INE733A01018 |
|   STCINDIA  |    54.1   | INE655A01013 |
|  STEELCITY  |   30.65   | INE395H01011 |
|  STEELXIND  |    35.7   | INE503B01013 |
|     STEL    |    54.7   | INE577L01016 |
|  STERTOOLS  |   170.85  | INE334A01023 |
|   STRTECH   |   143.35  | INE089C01029 |
|    SUBEX    |    11.7   | INE754A01014 |
|    SUBROS   |   236.5   | INE287B01021 |
|  SUDARSCHEM |   454.0   | INE659A01023 |
|  SUMEETINDS |    1.95   | INE235C01010 |
|   SUMICHEM  |   294.25  | INE258G01013 |
|    SUMIT    |    9.45   | INE748Z01013 |
|  SUMMITSEC  |   392.0   | INE519C01017 |
|  SUNCLAYLTD |   1650.0  | INE105A01035 |
|   SUNDARAM  |    1.15   | INE108E01023 |
|  SUNDARMFIN |   1324.5  | INE660A01013 |
|  SUNDARMHLD |    59.1   | INE202Z01029 |
|  SUNDRMBRAK |   232.3   | INE073D01013 |
|  SUNDRMFAST |   400.25  | INE387A01021 |
|   SUNFLAG   |    41.4   | INE947A01014 |
|  SUNPHARMA  |   489.3   | INE044A01036 |
|   SUNTECK   |   262.9   | INE805D01034 |
|    SUNTV    |   458.05  | INE424H01027 |
|  SUPERHOUSE |    82.0   | INE712B01010 |
|  SUPERSPIN  |    3.65   | INE662A01027 |
|   SUPPETRO  |   244.5   | INE663A01017 |
|   SUPRAJIT  |   173.35  | INE399C01030 |
|  SUPREMEIND |  1384.95  | INE195A01028 |
|  SURANASOL  |    7.0    | INE272L01022 |
|  SURANAT&P  |    4.0    | INE130B01031 |
|  SURYALAXMI |   17.05   | INE713B01026 |
|  SURYAROSNI |   195.0   | INE335A01012 |
|  SUTLEJTEX  |    25.5   | INE645H01027 |
|    SUVEN    |    49.2   | INE495B01038 |
|  SUVENPHAR  |   384.0   | INE03QK01018 |
|    SUZLON   |    3.1    | INE040H01021 |
|  SWANENERGY |   115.0   | INE665A01038 |
|  SWARAJENG  |   1425.0  | INE277A01016 |
|   SWSOLAR   |   237.9   | INE00M201021 |
|   SYMPHONY  |   862.95  | INE225D01027 |
|    SYNCOM   |    1.6    | INE602K01014 |
|   SYNGENE   |   576.0   | INE398R01022 |
|  TAINWALCHM |    43.0   | INE123C01018 |
|    TAJGVK   |   121.7   | INE586B01026 |
|     TAKE    |    45.4   | INE142I01023 |
|  TALBROAUTO |   105.9   | INE187D01011 |
|    TANLA    |   262.5   | INE483C01032 |
|    TARMAT   |    38.5   | INE924H01018 |
|  TASTYBITE  |  10450.0  | INE488B01017 |
|   TATACHEM  |   289.55  | INE092A01019 |
|  TATACOFFEE |   101.5   | INE493A01027 |
|   TATACOMM  |   821.6   | INE151A01013 |
|  TATACONSUM |   509.8   | INE192A01025 |
|  TATAELXSI  |   1277.0  | INE670A01012 |
|  TATAINVEST |   829.0   | INE672A01018 |
|  TATAMETALI |   505.0   | INE056C01010 |
|  TATAMOTORS |   127.0   | INE155A01022 |
|  TATAMTRDVR |    59.2   | IN9155A01020 |
|  TATAPOWER  |    52.9   | INE245A01021 |
|  TATASTEEL  |   350.75  | INE081A01012 |
|  TATASTLBSL |   20.45   | INE824B01021 |
|  TATASTLLP  |   314.5   | INE674A01014 |
|     TBZ     |   36.15   | INE760L01018 |
|     TCI     |   234.0   | INE688A01022 |
|  TCIDEVELOP |   297.0   | INE662L01016 |
|    TCIEXP   |   767.0   | INE586V01016 |
|  TCIFINANCE |    4.25   | INE911B01018 |
|  TCNSBRANDS |   385.0   | INE778U01029 |
|   TCPLPACK  |   376.9   | INE822C01015 |
|     TCS     |  2417.75  | INE467B01029 |
|  TDPOWERSYS |   111.2   | INE419M01019 |
|  TEAMLEASE  |   2160.0  | INE985S01024 |
|    TECHIN   |    2.55   | INE778A01021 |
|    TECHM    |   774.45  | INE669C01036 |
|   TECHNOE   |   196.75  | INE285K01026 |
|   TEJASNET  |    71.6   | INE010J01012 |
|   TERASOFT  |   25.65   | INE482B01010 |
|   TEXINFRA  |   35.55   | INE435C01024 |
|  TEXMOPIPES |   13.95   | INE141K01013 |
|   TEXRAIL   |   25.05   | INE621L01012 |
|   TFCILTD   |    35.7   | INE305A01015 |
|     TFL     |    3.35   | INE804H01012 |
|  TGBHOTELS  |    4.75   | INE797H01018 |
|  THANGAMAYL |   429.0   | INE085J01014 |
|  THEINVEST  |   138.6   | INE924D01017 |
|  THEMISMED  |   317.5   | INE083B01016 |
|   THERMAX   |   732.55  | INE152A01029 |
|  THOMASCOOK |    29.7   | INE332A01027 |
|  THYROCARE  |   760.0   | INE594H01019 |
|      TI     |    16.6   | INE133E01013 |
|  TIDEWATER  |   4193.7  | INE484C01022 |
|     TIIL    |   347.0   | INE545H01011 |
|   TIINDIA   |   569.05  | INE974X01010 |
|   TIJARIA   |    5.7    | INE440L01017 |
|     TIL     |   136.45  | INE806C01018 |
|   TIMESGTY  |   22.75   | INE289C01025 |
|  TIMETECHNO |    37.0   | INE508G01029 |
|    TIMKEN   |   1051.0  | INE325A01013 |
|   TINPLATE  |   129.95  | INE422C01014 |
|  TIPSINDLTD |   246.5   | INE716B01011 |
|  TIRUMALCHM |    70.8   | INE338A01024 |
|  TIRUPATIFL |    25.5   | INE319Y01016 |
|    TITAN    |   1109.9  | INE280A01028 |
|    TMRVL    |    8.7    | INE759V01019 |
|   TNPETRO   |   36.15   | INE148A01019 |
|     TNPL    |   102.0   | INE107A01015 |
|  TOKYOPLAST |    60.0   | INE932C01012 |
|  TORNTPHARM |  2721.05  | INE685A01028 |
|  TORNTPOWER |   310.6   | INE813H01021 |
|    TOTAL    |   39.25   | INE336X01012 |
|  TOUCHWOOD  |   45.95   | INE486Y01013 |
|  TPLPLASTEH |   105.5   | INE413G01014 |
|  TREEHOUSE  |    7.25   | INE040M01013 |
|   TREJHARA  |   16.55   | INE00CA01015 |
|    TRENT    |   633.7   | INE849A01020 |
|     TRF     |    77.5   | INE391D01019 |
|   TRIDENT   |    6.7    | INE064C01022 |
|    TRIGYN   |    47.3   | INE948A01012 |
|     TRIL    |    9.2    | INE763I01026 |
|  TRITURBINE |    70.4   | INE152M01016 |
|   TRIVENI   |    72.3   | INE256C01024 |
|  TTKHLTCARE |   455.0   | INE910C01018 |
|  TTKPRESTIG |   6070.0  | INE690A01010 |
|     TTL     |    33.0   | INE592B01016 |
|     TTML    |    2.95   | INE517B01013 |
|  TV18BRDCST |    28.9   | INE886H01027 |
|   TVSELECT  |    90.5   | INE236G01019 |
|   TVSMOTOR  |   447.0   | INE494B01023 |
|  TVSSRICHAK |  1376.45  | INE421C01016 |
|   TVTODAY   |   202.4   | INE038F01029 |
|     TWL     |    39.4   | INE615H01020 |
|     UBL     |   953.2   | INE686F01025 |
|   UCALFUEL  |   111.95  | INE139B01016 |
|   UCOBANK   |    12.2   | INE691A01018 |
|    UFLEX    |   310.0   | INE516A01017 |
|     UFO     |    73.0   | INE527H01019 |
|  UGARSUGAR  |    14.6   | INE071E01023 |
|    UJAAS    |    3.7    | INE899L01022 |
|   UJJIVAN   |   205.2   | INE334L01012 |
|  UJJIVANSFB |    32.0   | INE551W01018 |
|  ULTRACEMCO |   3865.0  | INE481G01011 |
|  UMANGDAIRY |    41.9   | INE864B01027 |
|   UMESLTD   |    1.1    | INE240C01028 |
|  UNICHEMLAB |   246.5   | INE351A01035 |
|    UNIDT    |   255.1   | INE961D01019 |
|   UNIENTER  |   61.15   | INE037A01022 |
|  UNIONBANK  |    24.3   | INE692A01016 |
|  UNITEDTEA  |   340.0   | INE458F01011 |
|   UNIVASTU  |    34.0   | INE562X01013 |
|  UNIVCABLES |   135.4   | INE279A01012 |
|     UPL     |   502.2   | INE628A01036 |
|     URJA    |    2.85   | INE550C01020 |
|   USHAMART  |    24.9   | INE228A01035 |
|  UTIBANKETF |   209.15  | INF789F1AUN8 |
|  UTINEXT50  |   274.69  | INF789FC1N82 |
|  UTINIFTETF |  1177.35  | INF789FB1X41 |
|  UTISENSETF |   409.99  | INF789FB1X58 |
|   UTISXN50  |   293.7   | INF789F1AHR6 |
|   UTTAMSTL  |    5.65   | INE699A01011 |
|  UTTAMSUGAR |    78.9   | INE786F01031 |
|     UVSL    |    0.5    | INE292A01023 |
|   V2RETAIL  |    49.8   | INE945H01013 |
|  VADILALIND |   780.0   | INE694D01016 |
|  VAIBHAVGBL |   1837.0  | INE884A01019 |
|   VAISHALI  |    40.6   | INE972X01014 |
|  VAKRANGEE  |    27.1   | INE051B01021 |
|  VARDHACRLC |   29.35   | INE116G01013 |
|  VARDMNPOLY |    7.25   | INE835A01011 |
|    VARROC   |   306.35  | INE665L01035 |
|   VASCONEQ  |    8.75   | INE893I01013 |
|   VASWANI   |    5.0    | INE590L01019 |
|     VBL     |   697.3   | INE200M01013 |
|     VEDL    |   137.0   | INE205A01025 |
|   VENKEYS   |   1403.9  | INE398A01010 |
|    VERTOZ   |   152.9   | INE188Y01015 |
|   VESUVIUS  |   885.1   | INE386A01015 |
|     VETO    |   43.35   | INE918N01018 |
|    VGUARD   |   164.65  | INE951I01027 |
|     VHL     |   1245.0  | INE701A01023 |
|   VIDHIING  |   109.9   | INE632C01026 |
|   VIJIFIN   |    0.55   | INE159N01027 |
|  VIKASMCORP |    8.15   | INE161L01027 |
|  VIKASPROP  |    2.8    | INE767B01022 |
|   VIKASWSP  |    3.85   | INE706A01022 |
|  VINATIORGA |   1277.0  | INE410B01037 |
|  VINDHYATEL |   780.0   | INE707A01012 |
|  VINYLINDIA |    97.7   | INE250B01029 |
|  VIPCLOTHNG |    9.75   | INE450G01024 |
|    VIPIND   |   295.15  | INE054A01027 |
|   VIPULLTD  |    13.2   | INE946H01037 |
|  VISAKAIND  |   294.0   | INE392A01013 |
|    VISHAL   |   320.05  | INE755Q01025 |
|  VISHWARAJ  |   101.0   | INE430N01014 |
|  VIVIMEDLAB |    19.4   | INE526G01021 |
|  VLSFINANCE |    55.8   | INE709A01018 |
|    VMART    |   2025.0  | INE665J01013 |
|   VOLTAMP   |   980.5   | INE540H01012 |
|    VOLTAS   |   668.0   | INE226A01021 |
|    VRLLOG   |   160.25  | INE366I01010 |
|     VSSL    |    78.4   | INE050M01012 |
|    VSTIND   |   3404.2  | INE710A01016 |
|  VSTTILLERS |   1705.0  | INE764D01017 |
|     VTL     |   778.8   | INE825A01012 |
|    WABAG    |   190.55  | INE956G01038 |
|  WABCOINDIA |   5850.0  | INE342J01019 |
|  WALCHANNAG |    46.5   | INE711A01022 |
|  WATERBASE  |    98.2   | INE054C01015 |
|  WEBELSOLAR |    18.8   | INE855C01015 |
|  WEIZMANIND |    29.0   | INE080A01014 |
|   WELCORP   |   102.9   | INE191B01025 |
|    WELENT   |    61.1   | INE625G01013 |
|    WELINV   |   232.0   | INE389K01018 |
|  WELSPUNIND |   62.35   | INE192B01031 |
|    WENDT    |   3275.0  | INE274C01019 |
|   WESTLIFE  |   373.2   | INE274F01020 |
|    WHEELS   |   403.0   | INE715A01015 |
|  WHIRLPOOL  |  2075.15  | INE716A01013 |
|  WILLAMAGOR |   16.15   | INE210A01017 |
|  WINDMACHIN |    14.1   | INE052A01021 |
|    WIPRO    |   313.9   | INE075A01022 |
|  WOCKPHARMA |   276.0   | INE049B01025 |
|   WONDERLA  |   150.35  | INE066O01014 |
|    WORTH    |   43.15   | INE196Y01018 |
|  WSTCSTPAPR |   171.25  | INE976A01021 |
|  XCHANGING  |    93.0   | INE692G01013 |
|  XPROINDIA  |    21.7   | INE445C01015 |
|   YESBANK   |    13.4   | INE528G01035 |
|     ZEEL    |   197.3   | INE256A01028 |
|   ZEELEARN  |   12.05   | INE565L01011 |
|  ZENITHEXPO |   40.15   | INE058B01018 |
|  ZENSARTECH |   197.65  | INE520A01027 |
|    ZENTEC   |    76.4   | INE251B01027 |
|  ZODIACLOTH |   99.55   | INE206B01013 |
|  ZODJRDMKJ  |    24.3   | INE077B01018 |
|     ZOTA    |   146.0   | INE358U01012 |
|    ZUARI    |   82.65   | INE840M01016 |
|  ZUARIGLOB  |    45.4   | INE217A01012 |
|  ZYDUSWELL  |   1851.0  | INE768C01010 |
+-------------+-----------+--------------+
