comp_name, isin, plan_1k, demat_1k, tbd_1k, tbd_pct, last_txn_date, days, type, captype, sc_crank, sc_prank, sc_cmp, sc_iv, sc_graham
Housing urban development corporation,INE031A01017,2,2,0,0,03-Jul-2018,290,Buy,Mid Cap,11,6,56,291,72
Hero motocorp,INE158A01026,5,7,-2,-40,03-Jul-2018,290,Buy,Large Cap,1005,6,3164,3772,1625
Ceat,INE482A01020,2,4,-2,-100,09-Oct-2018,192,Buy,Small Cap,221,6,1362,1434,1056
Petronet lng,INE347G01014,4,3,1,25,02-Jan-2019,107,Buy,Large Cap,245,6,238,303,152
Bharti infratel,INE121J01017,0,2,-2,0,09-Nov-2018,161,Buy,Large Cap,24,4,271,192,169
Kaveri seed company,INE455I01029,3,2,1,33,02-Jan-2019,107,Buy,Small Cap,1421,3,620,642,374
Ti financial holdings,INE149A01033,2,3,-1,-50,03-Jul-2018,290,Buy,Mid Cap,248,3,561,561,357
Hcl technologies,INE860A01027,5,2,3,60,03-Jul-2018,290,Buy,Large Cap,385,1,1087,1060,635
Essel propack,INE255A01020,2,2,0,0,09-Oct-2018,192,Buy,Small Cap,155,1,113,101,73
Mahindra mahindra,INE101A01026,0,6,-6,0,05-Dec-2018,135,Buy,Large Cap,0,0,0,0,0
Glaxosmithkline pharmaceuticals,INE159A01016,2,3,-1,-50,21-Sep-2018,210,Buy,Mid Cap,0,0,0,0,0
Pi industries,INE603J01030,3,2,1,33,02-Jan-2019,107,Buy,Mid Cap,0,0,0,0,0
Sun tv network,INE424H01027,0,0,0,0,,0,,Large Cap,0,0,0,0,0
Thyrocare technologies,INE594H01019,2,1,1,50,12-Mar-2019,38,Buy,Small Cap,0,0,0,0,0
Shree renuka sugars,INE087H01022,2,1,1,50,28-Jun-2018,295,Buy,Micro Cap,0,0,0,0,0
Aditya birla fashion retail,INE647O01011,2,2,0,0,04-Apr-2018,380,Buy,Mid Cap,0,0,0,0,0
Multi commodity exchange,INE745G01035,2,1,1,50,26-Jul-2018,267,Buy,Small Cap,0,0,0,0,0
Entertainment network,INE265F01028,2,1,1,50,13-Mar-2019,37,Buy,Small Cap,0,0,0,0,0
Ge power,INE878A01011,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Bayer cropscience /,INE462A01022,5,5,0,0,09-Jun-2017,679,Buy,Mid Cap,0,0,0,0,0
Astral poly technik,INE006I01046,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Larsen toubro infotech,INE214T01019,2,2,0,0,28-May-2018,326,Buy,Mid Cap,0,0,0,0,0
Hindustan construction co,INE549A01026,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
Ashok leyland,INE208A01029,2,1,1,50,29-Oct-2018,172,Buy,Large Cap,0,0,0,0,0
Finolex industries,INE183A01016,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Hindustan unilever,INE030A01027,20,4,16,80,05-Dec-2018,135,Buy,Large Cap,0,0,0,0,0
National aluminium co,INE139A01034,2,4,-2,-100,09-Nov-2018,161,Buy,Mid Cap,0,0,0,0,0
Tvs srichakra,INE421C01016,2,2,0,0,26-Oct-2018,175,Buy,Micro Cap,0,0,0,0,0
Bankbaroda,INE028A01039,2,1,1,50,18-Sep-2018,213,Buy,Large Cap,0,0,0,0,0
Cochin shipyard,INE704P01017,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Idea cellular,INE669E01016,5,5,0,0,25-Mar-2019,25,Buy,Large Cap,0,0,0,0,0
Schneider electric infrastructure,INE839M01018,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
Great eastern shipping co,INE017A01032,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Tata motors,INE155A01022,0,-1,6,120,29-Oct-2018,172,Buy,Large Cap,0,0,0,0,0
Yes bank,INE528G01027,0,0,0,0,,0,,Large Cap,0,0,0,0,0
Beml,INE258A01016,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Godrej industries,INE233A01035,3,2,1,33,09-Nov-2018,161,Buy,Mid Cap,0,0,0,0,0
Gulf oil lubricants,INE635Q01029,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Bharat dynamics,INE171Z01018,2,1,1,50,17-Sep-2018,214,Buy,Small Cap,0,0,0,0,0
Bharat forge,INE465A01025,0,0,0,0,,0,,Large Cap,0,0,0,0,0
Aditya birla capital,INE674K01013,0,0,0,0,,0,,Large Cap,0,0,0,0,0
La opala rg,INE059D01020,0,0,0,0,,0,,Small Cap,0,0,0,0,0
National fertilizers,INE870D01012,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
Minda industries,INE405E01023,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Tech mahindra,INE669C01036,5,3,2,40,02-Jan-2019,107,Buy,Large Cap,257,0,740,541,424
Central depository services,INE736A01011,2,2,0,0,03-Jul-2018,290,Buy,Small Cap,0,0,0,0,0
Shriram city union finance,INE722A01011,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Steel authority,INE114A01011,0,0,0,0,,0,,Large Cap,0,0,0,0,0
Zydus wellness,INE768C01010,2,0,2,100,,0,,Small Cap,0,0,0,0,0
Icici prudential life insurance company,INE726G01019,5,3,2,40,04-Dec-2018,136,Buy,Large Cap,0,0,0,0,0
Apar industries,INE372A01015,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Dr reddys laboratories,INE089A01023,5,4,1,20,04-Apr-2018,380,Buy,Large Cap,0,0,0,0,0
India tourism development corporation,INE353K01014,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Rural electrification corporation,INE020B01018,5,6,-1,-20,09-Nov-2018,161,Buy,Mid Cap,0,0,0,0,0
Dcm shriram,INE499A01024,3,1,2,67,24-Oct-2018,177,Buy,Small Cap,0,0,0,0,0
Cholamandalam investment finance company,INE121A01016,2,1,1,50,24-Aug-2018,238,Buy,Mid Cap,0,0,0,0,0
Tata elxsi,INE670A01012,2,3,-1,-50,29-Oct-2018,172,Buy,Small Cap,0,0,0,0,0
Glaxosmithkline consumer healthcare,INE264A01014,5,5,0,0,19-Sep-2017,577,Buy,Mid Cap,0,0,0,0,0
Procter gamble hygiene health care,INE179A01014,6,8,-2,-33,09-Jun-2017,679,Buy,Large Cap,0,0,0,0,0
Dewan housing finance corporation,INE202B01012,2,2,0,0,04-Feb-2019,74,Buy,Mid Cap,0,0,0,0,0
Delta corp,INE124G01033,2,1,1,50,18-Apr-2019,1,Buy,Small Cap,0,0,0,0,0
The new assurance company,INE470Y01017,5,2,3,60,04-Dec-2018,136,Buy,Large Cap,0,0,0,0,0
Network18 media investments,INE870H01013,2,1,1,50,13-Mar-2019,37,Buy,Small Cap,0,0,0,0,0
Sundaram clayton,INE105A01035,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Mcleod russel,INE942G01012,0,0,0,0,,0,,Micro Cap,0,0,0,0,0
Indian oil corporation,INE242A01010,5,3,2,40,02-Jan-2019,107,Buy,Large Cap,0,0,0,0,0
Hdfc standard life insurance company,INE795G01014,5,2,3,60,04-Dec-2018,136,Buy,Large Cap,0,0,0,0,0
Ge t&d,INE200A01026,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Johnson controls hitachi air conditioning,INE782A01015,2,2,0,0,17-Oct-2017,549,Buy,Small Cap,0,0,0,0,0
Mahindra mahindra financial services,INE774D01024,3,2,1,33,04-Dec-2018,136,Buy,Mid Cap,0,0,0,0,0
Raymond,INE301A01014,0,0,0,0,,0,,Small Cap,0,0,0,0,0
-,INE999A01015,2,2,0,0,04-Apr-2018,380,Buy,Micro Cap,0,0,0,0,0
Inox leisure,INE312H01016,2,1,1,50,13-Mar-2019,37,Buy,Micro Cap,0,0,0,0,0
Sml isuzu,INE294B01019,0,0,0,0,,0,,Nano Cap,0,0,0,0,0
Hindustan petroleum corporation,INE094A01015,3,4,-1,-33,09-Oct-2018,192,Buy,Large Cap,0,0,0,0,0
Kotak mahindra bank,INE237A01028,2,2,0,0,04-Apr-2018,380,Buy,Large Cap,0,0,0,0,0
Crompton greaves consumer electricals,INE299U01018,2,2,0,0,09-Nov-2018,161,Buy,Mid Cap,0,0,0,0,0
L&t finance holdings,INE498L01015,2,1,1,50,28-May-2018,326,Buy,Large Cap,0,0,0,0,0
Aia engineering,INE212H01026,0,0,0,0,,0,,Mid Cap,0,0,0,0,0
Aster dm healthcare,INE914M01019,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Hatsun agro product,INE473B01035,2,1,1,50,05-Sep-2018,226,Buy,Mid Cap,0,0,0,0,0
Bajaj electricals,INE193E01025,0,0,0,0,,0,,Small Cap,0,0,0,0,0
Upl,INE628A01036,2,5,-3,-150,25-Jan-2017,814,Buy,Large Cap,147,-1,704,502,417
Akzo nobel,INE133A01011,2,4,-2,-100,03-Jul-2018,290,Buy,Small Cap,346,-2,1723,1016,763
Cadila healthcare,INE010B01027,3,2,1,33,03-Jul-2018,290,Buy,Large Cap,175,-2,409,297,204
Venkys,INE398A01010,2,2,0,0,22-Sep-2017,574,Buy,Small Cap,152,-2,2544,1413,1364
Thomas cook,INE332A01027,2,2,0,0,01-Feb-2018,442,Buy,Small Cap,259,-15,243,472,937
Coal,INE522F01014,5,10,-5,-100,27-Nov-2017,508,Buy,Large Cap,250,-17,282,-272,108
Engineers,INE510A01028,5,2,3,60,03-Jul-2018,290,Buy,Mid Cap,1020,-17,125,-225,71
Ambuja cements,INE079A01024,3,3,0,0,02-Jan-2019,107,Buy,Large Cap,238,-18,227,-4710,159
Zee learn,INE565L01011,2,4,-2,-100,28-Jan-2019,81,Buy,Nano Cap,142,-21,39,0,21
Godfrey phillips,INE260B01028,2,1,1,50,29-Jun-2018,294,Buy,Small Cap,470,-22,950,-26924,569
Bharat heavy electricals,INE257A01026,5,4,1,20,02-Jan-2019,107,Buy,Large Cap,221,-24,75,-35,69
Hsil,INE415A01038,2,2,0,0,04-Apr-2018,380,Buy,Micro Cap,142,-26,302,-2773,204
Mahindra cie automotive,INE536H01010,2,1,1,50,28-May-2018,326,Buy,Small Cap,219,-28,281,0,145
Acc,INE012A01025,3,5,-2,-67,09-Nov-2018,161,Buy,Mid Cap,238,-28,1554,-4498,783
L&t technology services,INE010V01017,2,1,1,50,28-May-2018,326,Buy,Mid Cap,536,-28,1633,0,521
Lupin,INE326A01037,5,10,-5,-100,09-Nov-2018,161,Buy,Large Cap,149,-29,959,-41,125
Tube investments,INE974X01010,2,2,0,0,02-Jan-2019,107,Buy,Small Cap,147,-31,296,0,124
Shipping corporation,INE109A01011,3,3,0,0,18-Apr-2019,1,Buy,Small Cap,-69,-34,51,0,62
Godrej consumer products,INE102D01028,5,2,3,60,25-Sep-2018,206,Buy,Large Cap,114,-35,591,-4099,217
Cipla,INE059A01026,5,2,3,60,02-Jan-2019,107,Buy,Large Cap,236,-37,656,-4149,271
Sun pharmaceutical industries,INE044A01036,10,12,-2,-20,09-Nov-2018,161,Buy,Large Cap,232,-40,650,-3366,249
Quess corp,INE615P01015,3,2,1,33,02-Jan-2019,107,Buy,Mid Cap,218,-44,920,162,301
Icici bank,INE090A01021,5,6,-1,-20,04-Dec-2018,136,Buy,Large Cap,-91,-44,323,-1298,160
Asahi glass,INE439A01020,2,5,-3,-150,05-Dec-2018,135,Buy,Small Cap,150,-45,334,0,88
Future retail,INE752P01024,2,2,0,0,01-Feb-2018,442,Buy,Mid Cap,111,-46,570,0,27
Ultratech cement,INE481G01011,10,16,-6,-60,05-Dec-2018,135,Buy,Large Cap,143,-53,4096,-55740,1256
Blue dart express,INE233B01017,4,7,-3,-75,09-Nov-2018,161,Buy,Small Cap,233,-54,3193,-8200,606
Sbi life insurance company,INE123W01016,5,3,2,40,09-Nov-2018,161,Buy,Large Cap,18,-58,673,0,134
Bharti airtel,INE397D01024,10,11,-1,-10,09-Nov-2018,161,Buy,Large Cap,17,-61,377,-619,142
Apollo hospitals enterprise,INE437A01024,10,8,2,20,09-Nov-2018,161,Buy,Mid Cap,146,-61,1105,-3558,336
Future lifestyle fashions,INE452O01016,2,2,0,0,01-Feb-2018,442,Buy,Small Cap,145,-71,413,0,99
Coffee day enterprises,INE335K01011,2,2,0,0,04-Apr-2018,380,Buy,Small Cap,7,-73,311,0,132
Shoppers stop,INE498B01024,2,2,0,0,01-Feb-2018,442,Buy,Small Cap,111,-84,609,0,253
Grasim industries,INE047A01021,3,3,0,0,09-Nov-2018,161,Buy,Large Cap,37,-92,1020,3248,1083
Apollo tyres,INE438A01022,2,2,0,0,01-Feb-2018,442,Buy,Mid Cap,218,-92,231,934,247
Tata investment corporation,INE672A01018,2,2,0,0,24-Aug-2018,238,Buy,Small Cap,26,-94,773,1700,642
Hindustan zinc,INE267A01025,5,3,2,40,02-Jan-2019,107,Buy,Large Cap,303,-94,286,596,210
Biocon,INE376G01013,2,1,1,50,24-Aug-2018,238,Buy,Large Cap,233,-94,640,-11639,117
Bajaj auto,INE917I01010,5,6,-1,-20,04-Apr-2018,380,Buy,Large Cap,4771,-98,2868,7081,1597
Infosys,INE009A01021,10,11,-1,-10,11-Sep-2018,220,Buy,Large Cap,25,-98,743,1122,361
Coromandel international,INE169A01031,2,3,-1,-50,09-Nov-2018,161,Buy,Mid Cap,150,-98,398,709,242
Gail,INE129A01019,4,2,2,50,10-Apr-2018,374,Buy,Large Cap,257,-98,370,2169,299
Wipro,INE075A01022,5,7,-2,-40,15-Mar-2019,35,Buy,Large Cap,237,-99,329,873,210
Greenply industries,INE461C01038,2,1,1,50,28-Jun-2018,295,Buy,Small Cap,157,-100,187,780,135
Shriram transport finance co,INE721A01013,3,2,1,33,09-Nov-2018,161,Buy,Large Cap,-89,-103,1177,11717,986
Godrej properties,INE484J01027,2,2,0,0,03-Jul-2018,290,Buy,Mid Cap,12,-104,658,-1241,120
Allcargo logistics,INE418H01029,2,2,0,0,02-Jan-2019,107,Buy,Small Cap,225,-112,112,2344,111
Indian hotels co,INE053A01029,10,11,-1,-10,09-Nov-2018,161,Buy,Mid Cap,45,-118,127,0,31
Adani ports special economic zone,INE742F01042,5,2,3,60,03-Jul-2018,290,Buy,Large Cap,144,-123,376,305,203
Nilkamal,INE310A01015,2,4,-2,-100,03-Jul-2018,290,Buy,Micro Cap,235,-123,1768,980,1025
Krbl,INE001B01026,2,2,0,0,03-Jul-2018,290,Buy,Mid Cap,159,-124,378,213,202
Iifl holdings,INE530B01024,3,1,2,67,07-Sep-2018,224,Buy,Mid Cap,-88,-124,646,378,340
Somany ceramics,INE355A01028,2,2,0,0,29-Oct-2018,172,Buy,Micro Cap,145,-125,427,358,228
Interglobe aviation,INE646L01027,5,3,2,40,09-Nov-2018,161,Buy,Large Cap,224,-127,883,658,397
Motherson sumi systems,INE775A01035,2,3,-1,-50,06-Nov-2018,164,Buy,Large Cap,151,-128,291,147,116
Ncc,INE868B01028,2,2,0,0,04-Apr-2018,380,Buy,Small Cap,37,-128,88,44,67
Monsanto,INE274B01011,5,5,0,0,04-Apr-2018,380,Buy,Small Cap,360,-130,2782,2268,969
Century plyboards,INE348B01021,3,3,0,0,02-Jan-2019,107,Buy,Small Cap,152,-132,204,132,82
Hdfc bank,INE040A01026,20,18,2,10,04-Dec-2018,136,Buy,Large Cap,-92,-133,2012,1529,785
Indusind bank,INE095A01012,2,2,0,0,23-Aug-2018,239,Buy,Large Cap,-96,-134,1828,1052,762
Eveready industries,INE128A01029,2,3,-1,-50,09-Nov-2018,161,Buy,Micro Cap,141,-134,235,67,96
Maruti suzuki,INE585B01010,20,19,1,5,05-Dec-2018,135,Buy,Large Cap,257,-136,8494,5458,2963
Aegis logistics,INE208C01025,2,2,0,0,02-Jan-2019,107,Buy,Small Cap,235,-136,208,78,75
Voltas,INE226A01021,2,3,-1,-50,09-Nov-2018,161,Buy,Mid Cap,296,-138,586,391,220
Tvs motor company,INE494B01023,5,3,2,40,03-Jul-2018,290,Buy,Large Cap,236,-144,579,314,143
Eicher motors,INE066A01013,30,24,6,20,12-Mar-2019,38,Buy,Large Cap,758,-144,28812,10173,6905
Blue star,INE472A01039,2,2,0,0,09-Nov-2018,161,Buy,Small Cap,224,-146,656,367,191
Bajaj finance,INE296A01024,3,3,0,0,24-Aug-2018,238,Buy,Large Cap,14,-158,2594,1187,582
Varun beverages,INE200M01013,5,3,2,40,02-Jan-2019,107,Buy,Mid Cap,126,-158,815,246,202
Prestige estates projects,INE811K01011,5,2,3,60,03-Jul-2018,290,Buy,Mid Cap,15,-221,218,798,184
Castrol,INE172A01027,2,3,-1,-50,09-Nov-2018,161,Buy,Mid Cap,851,-221,155,294,48
Rallis,INE613A01020,2,2,0,0,04-Apr-2018,380,Buy,Small Cap,283,-222,197,396,114
Care ratings,INE752H01013,2,3,-1,-50,01-Feb-2018,442,Buy,Small Cap,24,-223,1279,2291,507
Reliance industries,INE002A01018,20,8,12,60,09-Nov-2018,161,Buy,Large Cap,140,-224,1253,1531,787
Larsen toubro,INE018A01030,20,8,12,60,05-Dec-2018,135,Buy,Large Cap,120,-224,1352,1567,742
Tata global beverages,INE192A01025,5,3,2,40,09-Nov-2018,161,Buy,Mid Cap,239,-225,223,722,148
Mrf,INE883A01011,60,55,5,8,12-Mar-2019,38,Buy,Large Cap,224,-226,69143,80459,39230
Vst industries,INE710A01016,2,3,-1,-50,29-Jun-2018,294,Buy,Small Cap,24,-228,3386,6156,1111
Bajaj finserv,INE918I01018,3,6,-3,-100,19-Sep-2017,577,Buy,Large Cap,7,-230,6413,8739,2720
Balkrishna industries,INE787D01026,2,3,-1,-50,05-Dec-2018,135,Buy,Mid Cap,335,-231,1159,1276,461
Skf,INE640A01023,2,4,-2,-100,03-Jul-2018,290,Buy,Small Cap,298,-232,1752,2890,715
Amara raja batteries,INE885A01032,1,2,-1,-100,03-Jul-2018,290,Buy,Mid Cap,362,-232,825,1314,338
Arvind,INE034A01011,3,2,1,33,03-Jul-2018,290,Buy,Mid Cap,142,-232,386,730,205
Glenmark pharmaceuticals,INE935A01035,3,2,1,33,03-Jul-2018,290,Buy,Mid Cap,143,-232,673,2006,328
Mahindra holidays resorts,INE998I01010,5,3,2,40,02-Jan-2019,107,Buy,Small Cap,3809,-232,245,837,107
Tata consultancy services,INE467B01029,20,19,1,5,09-Nov-2018,161,Buy,Large Cap,1083,-232,2044,2504,623
Zee entertainment enterprises,INE256A01028,5,8,-3,-60,28-Jan-2019,81,Buy,Large Cap,238,-234,464,542,171
Supreme industries,INE195A01028,2,2,0,0,04-Apr-2018,380,Buy,Mid Cap,255,-235,1144,2428,373
Housing development finance corporation,INE001A01036,10,13,-3,-30,04-Dec-2018,136,Buy,Large Cap,-86,-235,1878,2855,800
Kajaria ceramics,INE217B01036,2,3,-1,-50,09-Nov-2018,161,Buy,Small Cap,240,-235,418,386,170
Exide industries,INE302A01020,1,2,-1,-100,05-Dec-2018,135,Buy,Mid Cap,442,-236,270,702,110
Itc,INE154A01025,20,7,13,65,09-Nov-2018,161,Buy,Large Cap,431,-236,307,584,97
Carborundum universal,INE120A01034,2,2,0,0,09-Nov-2018,161,Buy,Small Cap,265,-237,388,323,158
Vrl logistics,INE366I01010,2,2,0,0,01-Feb-2018,442,Buy,Small Cap,233,-237,295,315,119
Grindwell norton,INE536A01023,2,2,0,0,09-Nov-2018,161,Buy,Small Cap,416,-238,517,1034,176
Cera sanitaryware,INE739E01017,2,3,-1,-50,14-Jun-2017,674,Buy,Small Cap,253,-238,2566,2620,919
Icra,INE725G01011,5,4,1,20,22-Jun-2017,666,Buy,Small Cap,1553,-239,3679,4369,1274
Nbcc,INE095N01031,5,3,2,40,02-Jan-2019,107,Buy,Mid Cap,2376,-239,67,112,21
Container corporation,INE111A01025,3,4,-1,-33,18-Feb-2019,60,Buy,Large Cap,15940,-240,631,4589,311
Siemens,INE003A01024,5,4,1,20,02-Jan-2019,107,Buy,Large Cap,564,-242,945,1884,428
Crisil,INE007A01025,3,4,-1,-33,04-Apr-2018,380,Buy,Mid Cap,508,-243,1737,4549,412
Sanofi,INE058A01010,2,4,-2,-100,19-Sep-2017,577,Buy,Mid Cap,768,-245,6586,8050,1873
Pfizer,INE182A01018,2,3,-1,-50,19-Sep-2017,577,Buy,Mid Cap,1693,-246,3577,8764,1093
Bosch,INE323A01026,20,23,-3,-15,12-Mar-2019,38,Buy,Large Cap,1021,-246,21050,34227,6140
Colgate palmolive,INE259A01022,2,2,0,0,04-Apr-2018,380,Buy,Large Cap,24,-247,1107,2798,195
Abbott,INE358A01014,2,4,-2,-100,19-Sep-2017,577,Buy,Mid Cap,400,-249,8449,5666,1962
Godrej agrovet,INE850D01014,2,2,0,0,09-Nov-2018,161,Buy,Mid Cap,231,-251,576,526,153
Wabco,INE342J01019,2,7,-5,-250,07-Sep-2018,224,Buy,Mid Cap,488,-251,7005,7723,1714
Icici lombard general insurance company,INE765G01017,5,3,2,40,03-Jul-2018,290,Buy,Large Cap,13,-252,897,611,222
Schaeffler,INE513A01014,2,6,-4,-200,07-Sep-2018,224,Buy,Small Cap,1136,-252,5480,40222,1877
Shree cement,INE070A01015,18,18,0,0,12-Mar-2019,38,Buy,Large Cap,233,-255,16879,32773,4562
Dr lal path labs,INE600L01024,2,2,0,0,03-Jul-2018,290,Buy,Small Cap,527,-255,986,625,220
Endurance technologies,INE913H01037,2,1,1,50,07-Sep-2018,224,Buy,Mid Cap,245,-255,1461,1170,331
Havells,INE176B01034,2,3,-1,-50,03-Jul-2018,290,Buy,Large Cap,273,-256,647,797,135
Ifb industries,INE559A01017,2,2,0,0,09-Nov-2018,161,Buy,Small Cap,244,-257,1100,833,264
Kansai nerolac paints,INE531A01024,5,3,2,40,02-Jan-2019,107,Buy,Mid Cap,24,-258,480,404,114
Vip industries,INE054A01027,5,3,2,40,02-Jan-2019,107,Buy,Small Cap,994,-258,522,262,96
Pvr,INE191H01014,5,4,1,20,02-Jan-2019,107,Buy,Small Cap,145,-258,1392,963,392
Marico,INE196A01026,5,3,2,40,02-Jan-2019,107,Buy,Large Cap,289,-259,344,340,57
Eih,INE230A01023,3,3,0,0,02-Jan-2019,107,Buy,Mid Cap,235,-260,167,110,60
Dabur,INE016A01026,5,3,2,40,02-Jan-2019,107,Buy,Large Cap,257,-260,454,579,79
Asian paints,INE021A01026,10,9,1,10,09-Nov-2018,161,Buy,Large Cap,315,-261,1291,1553,221
Ttk prestige,INE690A01010,5,6,-1,-20,18-Jul-2017,640,Buy,Small Cap,368,-262,6829,26914,1667
Whirlpool,INE716A01013,2,3,-1,-50,04-Apr-2018,380,Buy,Mid Cap,322,-263,1611,1149,323
Bata,INE176A01028,5,4,1,20,09-Nov-2018,161,Buy,Small Cap,313,-264,1038,3058,229
Pidilite industries,INE318A01026,2,3,-1,-50,04-Apr-2018,380,Buy,Large Cap,300,-265,1101,938,181
Berger paints,INE463A01038,3,3,0,0,02-Jan-2019,107,Buy,Mid Cap,254,-267,303,311,52
V guard industries,INE951I01027,2,1,1,50,19-Apr-2018,365,Buy,Small Cap,354,-268,199,195,37
Titan company,INE280A01028,5,5,0,0,02-Jan-2019,107,Buy,Large Cap,255,-268,826,1388,136
Relaxo footwears,INE131B01039,5,3,2,40,02-Jan-2019,107,Buy,Small Cap,250,-268,836,460,146
Sheela foam,INE916U01025,2,2,0,0,02-Feb-2018,441,Buy,Small Cap,239,-271,1738,795,287
