Scrip Code,COMPANY,ISIN No.,Close Price
532504,Navin Fluorine International Ltd.,INE048G01026,672.05
539332,Navkar Corporation Ltd,INE278M01019,126.85
508989,Navneet Education Ltd,INE060A01024,122.45
534309,NBCC (India) Ltd,INE095N01031,72.35
500294,NCC Ltd/India,INE868B01028,99.8
500790,Nestle India Ltd,INE239A01016,10885.15
532798,Network 18 Media & Investments Ltd,INE870H01013,43.1
533098,NHPC Ltd,INE848E01016,25
532541,NIIT Technologies Ltd,INE591G01017,1334.95
523385,Nilkamal Ltd,INE310A01015,1795.95
513683,NLC India Ltd,INE589A01014,77.9
526371,NMDC Ltd,INE584A01023,101.8
500730,NOCIL Ltd.,INE163A01018,172.65
532555,NTPC Ltd,INE733E01010,156.95
533273,Oberoi Realty Ltd,INE093I01010,479.6
500312,Oil & Natural Gas Corp Ltd,INE213A01029,166.35
533106,Oil India Ltd,INE274J01014,207.9
532880,Omaxe Ltd,INE800H01010,221.45
532466,Oracle Financial Services Software Ltd,INE881D01027,4016.15
535754,Orient Cement Ltd,INE876N01018,116.2
500315,Oriental Bank Of Commerce,INE141A01014,77.85
532827,Page Industries Ltd,INE761H01022,33240.1
539889,Parag Milk Foods Ltd,INE883N01014,300.9
534809,PC Jeweller Ltd.,INE785M01013,101.05
533179,Persistent Systems Ltd,INE262H01013,868.35
532522,Petronet LNG Ltd,INE347G01014,222.15
500680,Pfizer Ltd (India),INE182A01018,2895.35
506590,Phillips Carbon Black Ltd,INE602A01023,263.8
503100,Phoenix Mills Ltd,INE211B01039,651.45
523642,PI Industries Ltd,INE603J01030,782.35
500331,Pidilite Industries Ltd,INE318A01026,1122.7
500302,Piramal Enterprises Ltd,INE140A01024,2837.25
540173,PNB Housing Finance Ltd,INE572E01012,1278.8
539150,PNC Infratech Ltd,INE195J01029,167.4
532810,Power Finance Corp Ltd,INE134E01011,83.3
532898,Power Grid Corp of India Ltd,INE752E01010,187.2
533274,Prestige Estates Projects Ltd,INE811K01011,253.05
500338,Prism Johnson Ltd,INE010A01011,105.4
500459,Procter & Gamble Hygiene & Health Care Ltd,INE179A01014,10811.05
533344,PTC India Financial Services Ltd,INE560K01014,16.5
532524,PTC India Ltd,INE877F01012,83.1
532461,Punjab National Bank,INE160A01022,79.9
532689,PVR Ltd,INE191H01014,1313.35
539978,Quess Corp Ltd,INE615P01015,1018.9
532497,Radico Khaitan Ltd,INE944F01028,417.6
500339,Rain Industries Limited,INE855B01025,208.15
531500,Rajesh Exports Ltd,INE343B01030,670.4
500355,Rallis India Ltd,INE613A01020,193.4
500260,Ramco Cements Ltd,INE331A01037,665.9
524230,Rashtriya Chemicals & Fertilizers Ltd.,INE027A01015,68.35
520111,Ratnamani Metals & Tubes Ltd,INE703B01027,849.7
500330,Raymond Ltd.,INE301A01014,762.4
540065,RBL Bank Ltd,INE976G01028,563.9
532805,Redington India Ltd,INE891D01026,90.3
530517,Relaxo Footwears Ltd,INE131B01039,845.35
500111,Reliance Capital Ltd,INE013A01015,436.8
532712,Reliance Communications Ltd,INE330H01018,20.69
500325,Reliance Industries Ltd,INE002A01018,1210.95
500390,Reliance Infrastructure Ltd,INE036A01016,409
533107,Reliance Naval and Engineering Ltd,INE542F01012,18.06
540767,Reliance Nippon Life Asset Management Ltd,INE298J01013,230.3
532939,Reliance Power Ltd,INE614G01033,32.8
535322,Repco Home Finance Ltd.,INE612J01015,611.2
532955,Rural Electrification Corp Ltd,INE020B01018,112.35
539450,S H Kelkar and Company Ltd,INE500L01026,204.75
532710,Sadbhav Engineering Ltd,INE226H01026,270.2
500674,Sanofi India Ltd,INE058A01010,6347.45
540719,SBI Life Insurance Company Ltd,INE123W01016,658.25
505790,Schaeffler India Ltd,INE513A01014,5393.2
534139,Schneider Electric Infrastructure Ltd.,INE839M01018,93.3
540673,Security and Intelligence Services (India) Ltd,INE285J01010,1102.4
540425,Shankara Building Products Ltd,INE274V01019,1637.85
538666,Sharda Cropchem Limited,INE221J01015,383.1
540203,Sheela Foam Ltd,INE916U01025,1601.05
530549,Shilpa Medicare Ltd,INE790G01031,422.7
523598,Shipping Corp of India Ltd,INE109A01011,58.25
532638,Shoppers Stop Ltd,INE498B01024,542.65
500387,Shree Cement Ltd,INE070A01015,17276.65
532498,Shriram City Union Finance Ltd.,INE722A01011,2006.5
511218,Shriram Transport Finance Co Ltd,INE721A01013,1320.2
500550,Siemens India Ltd,INE003A01024,1007.35
533206,SJVN Ltd,INE002L01015,29.4
500472,SKF India Ltd,INE640A01023,1712.7
532784,Sobha Limited,INE671H01015,494
532725,Solar Industries India Ltd,INE343H01029,1247.75
531548,Somany Ceramics Ltd,INE355A01028,477.65
532221,Sonata Software Ltd,INE269A01021,325.9
532218,South Indian Bank Ltd,INE683A01023,17.95
500285,SpiceJet Ltd.,INE285B01017,88.7
523756,SREI Infrastructure Finance Ltd,INE872A01014,50.05
503806,SRF Ltd,INE647A01010,1932.4
540575,Star Cement Ltd,INE460H01021,111.2
500112,State Bank of India,INE062A01020,294.7
500113,Steel Authority of India Ltd,INE114A01011,77.25
532374,Sterlite Technologies Ltd.,INE089C01029,362.75
506655,Sudarshan Chemical Industries,INE659A01023,434
532872,Sun Pharma Advanced Research Co Ltd,INE232I01014,383.95
524715,Sun Pharmaceutical Industries Ltd,INE044A01036,601.65
532733,Sun TV Network Ltd,INE424H01027,779.9
520056,Sundaram Clayton Ltd,INE105A01035,4145
500403,Sundaram Fastners,INE387A01021,644.15
512179,Sunteck Realty Ltd,INE805D01034,462.9
532509,Suprajit Engineering Ltd,INE399C01030,258.2
509930,Supreme Industries,INE195A01028,1180.05
500405,Supreme Petrochem Ltd.,INE663A01017,274.55
530239,Suven Life Sciences Ltd,INE495B01038,236.35
532667,Suzlon Energy Ltd,INE040H01021,7.17
503310,Swan Energy Ltd.,INE665A01038,157.85
517385,Symphony Ltd,INE225D01027,1090.95
532276,Syndicate Bank,INE667A01018,38.6
539268,Syngene International Ltd,INE398R01022,577.35
532890,Take Solutions Ltd,INE142I01023,208.15
531426,Tamilnadu Newsprint & Papers,INE107A01015,286.2
500770,Tata Chemicals Ltd,INE092A01019,673.2
532301,Tata Coffee Ltd.,INE493A01027,110.8
500483,Tata Communications Ltd,INE151A01013,566.1
532540,Tata Consultancy Services Ltd,INE467B01029,2001.25
500408,Tata Elxsi Ltd,INE670A01012,1434.35
500800,Tata Global Beverages Ltd,INE192A01025,237.55
501301,Tata Investment Corp Ltd,INE672A01018,796.95
513434,Tata Metaliks Ltd.,INE056C01010,620.55
500570,Tata Motors Ltd,INE155A01022,248.7
570001,Tata Motors Ltd DVR,IN9155A01020,135.4
500400,Tata Power Co Ltd,INE245A01021,68.75
500470,Tata Steel Ltd,INE081A01012,578.9
539658,TeamLease Services Ltd,INE985S01024,2553.15
532755,Tech Mahindra Ltd,INE669C01036,671.15
540595,Tejas Networks Ltd,INE010J01012,284.75
533326,Texmaco Rail & Engineering Ltd.,INE621L01012,70.45
540769,The New India Assurance Company Ltd,INE470Y01017,267.65
500411,Thermax Ltd,INE152A01029,1035.1
500413,Thomas Cook (India) Ltd,INE332A01027,256.35
539871,Thyrocare Technologies Ltd,INE594H01019,612.7
504973,TI Financial Holdings Ltd.,INE149A01033,610.8
532856,Time Technoplast Ltd.,INE508G01029,145.35
522113,Timken India Ltd.,INE325A01013,709.4
500114,Titan Co Ltd,INE280A01028,925.9
500420,Torrent Pharmaceuticals Ltd,INE685A01028,1713.15
532779,Torrent Power Ltd,INE813H01021,228.4
500251,Trent Ltd.,INE849A01020,359.2
521064,Trident Ltd.,INE064C01014,59.15
533655,Triveni Turbine Limited,INE152M01016,118.85
517506,TTK Prestige Ltd,INE690A01010,6166.9
532515,TV Today Network,INE038F01029,434.8
532800,TV18 Broadcast Ltd,INE886H01027,47.9
532343,TVS Motor Co Ltd,INE494B01023,519.35
509243,TVS Srichakra Ltd,INE421C01016,2877.05
532505,UCO Bank,INE691A01018,18.8
500148,Uflex Ltd,INE516A01017,294.9
539874,Ujjivan Financial Services Ltd,INE334L01012,344.95
532538,UltraTech Cement Ltd,INE481G01011,4296.25
506690,Unichem Laboratories Ltd,INE351A01035,220.25
532477,Union Bank of India,INE692A01016,85.3
532478,United Breweries Ltd,INE686F01025,1334.9
512070,UPL Ltd,INE628A01036,610.05
532953,V-Guard Industries Ltd,INE951I01027,214.7
534976,V-Mart Retail Limited,INE665J01013,2872.45
533269,VA Tech Wabag Ltd,INE956G01038,396.35
502986,Vardhman Textiles Ltd.,INE825A01012,1152.6
540180,Varun Beverages Ltd,INE200M01013,783.45
500295,Vedanta Ltd,INE205A01025,215.1
523261,Venky's India Ltd,INE398A01010,2984.2
532401,Vijaya Bank,INE705A01016,61.1
524200,Vinati Organics Ltd,INE410B01029,1353.85
507880,VIP Industries Ltd,INE054A01027,579.45
500575,Voltas Ltd,INE226A01021,614.95
509966,VST Industries Ltd.,INE710A01016,2990.35
533023,WABCO India Ltd,INE342J01019,6746.4
532144,Welspun Corp Ltd,INE191B01025,126.9
514162,Welspun India Ltd.,INE192B01031,63.05
500238,Whirlpool of India Ltd,INE716A01013,1754.75
507685,Wipro Ltd,INE075A01022,284.4
532300,Wockhardt Ltd,INE049B01025,609.95
532648,Yes Bank Ltd,INE528G01027,381.75
505537,Zee Entertainment Enterprises Ltd,INE256A01028,513.65
504067,Zensar Technologies Ltd,INE520A01019,1259.4
531335,Zydus Wellness Ltd,INE768C01010,1415.4
