comp_id, comp_name, action, qty, price, txn_date
SOBDEV,SOBHA LIMITED,Buy,3,387,08-Jun-2017
PIIND,P I INDUSTRIES LTD,Buy,1,883,02-Feb-2018
ZEEENT,ZEE ENTERTAINMENT ENTERPRISES,Buy,1,568,06-Dec-2017
BAYIND,BAYER CROPSCIENCE LIMITED,Buy,1,4716,09-Jun-2017
BALIND,BALKRISHNA INDUSTRIES LTD,Buy,1,0,02-Jan-2018
STABAN,STATE BANK OF INDIA,Buy,10,295,05-May-2017
WESDEV,WESTLIFE DEVELOPMENT LTD,Buy,4,238,08-Sep-2017
HCLTEC,HCL TECHNOLOGIES LIMITED,Buy,1,843,27-Feb-2017
HINZIN,HINDUSTAN ZINC LTD,Buy,3,307,02-Jan-2018
QUECOR,QUESS CORP LIMITED,Buy,1,1006,01-Feb-2018
GILIND,GILLETTE INDIA LTD,Buy,1,4863,12-Jun-2017
PFIZER,PFIZER LTD,Buy,1,1776,19-Sep-2017
CNKLIM,COX & KINGS LIMITED,Buy,4,249,01-Feb-2018
INFEDG,INFO EDGE (INDIA) LIMITED,Buy,1,1166,18-Sep-2017
WIPRO,WIPRO LTD,Buy,11,0,21-Jun-2017
CORINT,COROMANDEL INTERNATIONAL LIMIT,Buy,2,509,01-Nov-2017
MARUTI,MARUTI SUZUKI INDIA LTD,Buy,1,7347,09-Jun-2017
HDFC,HOUSING DEVELOPMENT FINANCE CO,Buy,1,1661,06-Dec-2017
VSTTIL,VSTTILLERS TRACTORS LTD,Buy,1,2034,12-Jun-2017
ADIBIR,ADITYA BIRLA NUVO LIMITED,Sell,1,588,14-Nov-2008
JSWSTE,JSW STEEL LIMITED,Buy,5,244,06-Dec-2017
SUZENE,SUZLON ENERGY LIMITED,Sell,22,18,01-Jan-2013
INDHOT,INDIAN HOTELS CO LTD,Buy,6,123,06-Dec-2017
KAJCER,KAJARIA CERAMICS LTD,Buy,1,679,01-Nov-2017
NILLIM,NILKAMAL LIMITED,Buy,1,1968,14-Jun-2017
BAAUTO,BAJAJ AUTO LIMITED,Buy,1,2774,04-Apr-2018
VARBEV,VARUN BEVERAGES LIMITED,Buy,2,706,02-Jan-2018
APOHOS,APOLLO HOSPITALS ENTERPRISES L,Buy,1,1154,06-Dec-2017
BERPAI,BERGER PAINTS INDIA LTD,Buy,4,255,01-Feb-2018
WHIIND,WHIRLPOOL OF INDIA LTD,Buy,1,1525,04-Apr-2018
VEDLIM,VEDANTA LIMITED,Buy,20,255,25-Jan-2017
CRISIL,CRISIL LIMITED,Buy,1,1865,04-Apr-2018
JUBFOO,JUBILANT FOODWORKS LIMITED,Buy,1,2061,01-Feb-2018
BRIENT,BRIGADE ENTERPRISES LIMITED,Buy,4,268,08-Jun-2017
TALWAL,TALWALKARS BETTER VALUE FITNES,Buy,4,310,01-Feb-2018
NATMIN,NMDC LIMITED,Buy,7,141,01-Feb-2018
RAJEXP,RAJESH EXPORTS LIMITED,Buy,2,709,04-Apr-2018
COLPAL,COLGATE-PALMOLIVE (INDIA) LTD,Buy,1,1091,04-Apr-2018
MRFTYR,MRF LTD,Sell,1,65059,08-Nov-2017
KRBL,KRBL LIMITED,Buy,2,485,22-Sep-2017
HINPET,HINDUSTAN PETROLEUM CORP,Buy,3,406,02-Jan-2018
SANOFI,SANOFI INDIA LTD,Buy,1,4052,19-Sep-2017
PETLNG,PETRONET LNG LIMITED,Buy,4,252,01-Feb-2018
INDIBA,INDIAN BANK,Sell,21,137,11-Nov-2008
LARTOU,LARSEN AND TOUBRO LIMITED,Buy,1,1313,04-Apr-2018
PREEST,PRESTIGE ESTATES PROJECTS LIMI,Buy,4,252,08-Jun-2017
SCI,SHIPPING CORP OF INDIA LT,Buy,15,67,04-Apr-2018
RELFOO,RELAXO FOOTWEARS LIMITED,Buy,2,669,02-Jan-2018
BRIIND,BRITANNIA INDUSTRIES LTD,Buy,1,5031,04-Apr-2018
JKPAP,JK PAPER LIMITED,Buy,10,105,02-Jun-2017
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2486,20-Mar-2017
BATIND,BATA INDIA LIMITED,Buy,2,732,06-Dec-2017
FUTRE,FUTURE RETAIL LIMITED,Buy,2,558,01-Feb-2018
CADHEA,CADILA HEALTHCARE LIMITED,Buy,2,485,19-Sep-2017
GLEPHA,GLENMARK PHARMACEUTICALS LTD,Buy,2,614,19-Sep-2017
INDCEM,INDIA CEMENTS LTD,Sell,12,86,11-Nov-2008
KSBPUM,KSB PUMPS LIMITED,Buy,1,786,04-Apr-2018
DRREDD,DR REDDY'S LABORATORIES LTD,Buy,1,2100,04-Apr-2018
NAGCON,NCC LIMITED,Buy,9,128,04-Apr-2018
SATCOM,SATYAM COMPUTER SERVICES LTD,Sell,4,106,01-Jan-2013
CROGR,CROMPTON GREAVES CONS ELEC LTD,Buy,4,256,28-Nov-2017
CARUNI,CARBORUNDUM UNIVERSAL LTD,Buy,4,328,17-Oct-2017
ASIGRA,ASIAN GRANITO INDIA LIMITED,Buy,2,532,02-Feb-2018
TATCHE,TATA CHEMICALS LTD,Buy,2,711,04-Apr-2018
ALLLOG,ALLCARGO LOGISTICS LTD,Buy,5,189,02-Feb-2018
SBIGOL,SBI-ETF GOLD,Buy,1,2792,09-Apr-2018
LUPIN,LUPIN LIMITED,Buy,1,1468,28-Feb-2017
HINLEV,HINDUSTAN UNILEVER LIMITED,Buy,1,1354,04-Apr-2018
ONGC,OIL AND NATURAL GAS CORPORATIO,Buy,6,177,06-Dec-2017
KANNER,KANSAI NEROLAC PAINTS,Buy,2,560,02-Jan-2018
DISHTV,DISH TV INDIA LIMITED,Buy,15,74,01-Feb-2018
GOLDEX,RELIANCE ETF GOLD BEES,Buy,1,2683,17-Oct-2017
NESIND,NESTLE INDIA LIMITED,Buy,1,6634,09-Jun-2017
ORIBAN,ORIENTAL BANK OF COMMERCE,Sell,27,149,11-Nov-2008
UNIP,UPL LIMITED,Buy,7,736,25-Jan-2017
HDFGOL,HDFC GOLD ETF,Buy,1,2632,15-Dec-2017
TITIND,TITAN COMPANY LIMITED,Buy,1,910,04-Apr-2018
CAIIND,CAIRN INDIA LIMITED,Sell,2,316,11-Feb-2013
AMARAJ,AMARA RAJA BATTERIES LTD,Buy,1,879,05-Jun-2017
APOTYR,APOLLO TYRES LTD,Buy,4,255,01-Feb-2018
UNIBAN,UNION BANK OF INDIA,Sell,21,149,05-Aug-2008
THOCOO,THOMAS COOK (INDIA) LTD,Buy,3,236,01-Feb-2018
ARVLIM,ARVIND LIMITED,Buy,3,411,18-Sep-2017
ICILOM,ICICI LOMBARD GEN INSURANCE CO,Buy,2,677,27-Sep-2017
BHA22,ICICI PRUD MF BHARAT 22 ETF,Buy,278,35,27-Nov-2017
SBILIF,SBI LIFE INSURANCE COMPANY LTD,Buy,2,718,03-Oct-2017
EIDPAR,EID PARRY (INDIA) LTD,Buy,3,326,01-Feb-2018
ABBIND,ABBOTT INDIA LIMITED,Buy,1,4088,19-Sep-2017
HSILIM,HSIL LIMITED,Buy,3,396,04-Apr-2018
ADAPOR,ADANI PORT AND SPECIAL ECONO,Buy,3,376,29-Sep-2017
NTPC,NTPC LIMITED,Buy,6,176,06-Dec-2017
RALIND,RALLIS INDIA LTD,Buy,5,232,04-Apr-2018
GODPRO,GODREJ PROPERTIES LIMITED,Buy,2,520,08-Jun-2017
BALCHI,BALRAMPUR CHINI MILLS LTD,Buy,8,159,13-Nov-2017
ACC,ACC LIMITED,Buy,1,1831,01-Nov-2017
HINDAL,HINDALCO INDUSTRIES LIMITED,Buy,4,244,01-Sep-2017
AEGLOG,AEGIS LOGISTICS LTD,Buy,4,268,02-Feb-2018
SHRCEM,SHREE CEMENTS LTD,Sell,1,18424,08-Nov-2017
PUNBAN,PUNJAB NATIONAL BANK,Sell,1,863,11-Feb-2013
VENIND,VENKYS INDIA LIMITED,Buy,1,2089,22-Sep-2017
MAHLO,MAHINDRA LOGISTICS LIMITED,Buy,2,475,02-Feb-2018
CONCOR,CONTAINER CORPORATION OF INDIA,Buy,1,1245,04-Apr-2018
RELPOW,RELIANCE POWER LIMITED,Sell,182,118,11-Nov-2008
UNISPI,UNITED SPIRITS LIMITED,Buy,1,3377,06-Dec-2017
KOTMAH,KOTAK MAHINDRA BANK LTD,Buy,1,1098,04-Apr-2018
SHEFOA,SHEELA FOAM LIMITED,Buy,1,1608,02-Feb-2018
SKFIND,SKF INDIA LIMITED,Buy,1,1574,02-Jun-2017
VIJBAN,VIJAYA BANK,Sell,67,29,11-Nov-2008
MUTFIN,MUTHOOT FINANCE LIMITED,Buy,1,507,01-Nov-2017
CDSL,CENTRAL DEPOSITORY SER IND LTD,Buy,3,340,28-Sep-2017
PIRENT,PIRAMAL ENTERPRISES LIMITED,Buy,1,2512,04-Apr-2018
JAIASS,JAIPRAKASH ASSOCIATES LIMITED,Sell,19,72,11-Feb-2013
KOTGOL,KOTAK  GOLD ETF,Buy,6,251,20-Dec-2017
ADIFAS,ADITYA BIRLA FASHION & RTL LTD,Buy,7,149,04-Apr-2018
HITHOM,JOHNSON CONTROLS HITACHI AIR I,Buy,1,2064,17-Oct-2017
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,195,27-Feb-2017
IFBIND,IFB INDUSTRIES LIMITED,Buy,1,1359,28-Nov-2017
ANSPRO,ANSAL PROPERTIES & INFRASTRUCT,Sell,20,45,11-Nov-2008
FUTLIF,FUTURE LIFESTYLE FASHIONS LTD,Buy,3,385,01-Feb-2018
INFTEC,INFOSYS LTD,Buy,1,1022,17-Mar-2017
JAIIRR,JAIN IRRIGATION SYSTEMS LTD,Buy,10,114,29-Nov-2017
HDFSTA,HDFC STANDARD LIFE INS CO LTD,Buy,3,345,17-Nov-2017
BSE,BSE LIMITED,Buy,1,982,28-Sep-2017
KOTNIF,KOTAK MAHINDRA MF - NIFTY ETF,Buy,9,105,15-Mar-2018
BANBAR,BANK OF BARODA,Sell,3,290,11-Nov-2008
CERSAN,CERA SANITARYWARE LIMITED,Buy,1,3037,14-Jun-2017
GODCON,GODREJ CONSUMER PRODUCTS LTD,Buy,1,935,25-Sep-2017
AKZNOB,AKZO NOBEL INDIA LIMITED,Buy,1,1810,17-Jul-2017
ASAIND,ASAHI INDIA GLASS LIMITED,Buy,2,362,06-Dec-2017
BHAELE,BHARAT ELECTRONICS LTD,Buy,7,145,04-Apr-2018
TATELX,TATA ELXSI LIMITED,Sell,25,103,11-Nov-2008
OMALIM,OMAXE LIMITED,Sell,70,64,11-Nov-2008
CANBAN,CANARA BANK,Sell,19,190,11-Nov-2008
EICMOT,EICHER MOTORS LTD,Sell,1,31200,08-Nov-2017
BAFINS,BAJAJ FINSERV LIMITED,Buy,1,5618,19-Sep-2017
IDBI,IDBI BANK LIMITED,Sell,25,88,05-Aug-2008
SOMCER,SOMANY CERAMICS LIMITED,Buy,1,857,13-Nov-2017
CENBAN,CENTRAL BANK OF INDIA,Sell,60,39,11-Nov-2008
UNITEC,UNITECH LTD,Sell,19,35,01-Jan-2013
GODAGR,GODREJ AGROVET LIMITED,Buy,2,590,16-Oct-2017
CHAFER,CHAMBAL FERTILISERS & CHEMICAL,Buy,7,144,16-Oct-2017
BLUDAR,BLUE DART EXPRESS LTD,Buy,1,4426,30-May-2017
CARE,CARE RATINGS LIMITED,Buy,1,1367,01-Feb-2018
CASIND,CASTROL INDIA LIMITED,Buy,6,0,04-Jan-2018
TVSMOT,TVS MOTOR COMPANY LIMITED,Buy,2,609,01-Sep-2017
GODIND,GODREJ INDUSTRIES LIMITED,Buy,2,609,16-Oct-2017
PCJEW,PC JEWELLER LIMITED,Buy,4,255,02-Aug-2017
EIHLIM,EIH LIMITED,Buy,7,146,02-Jan-2018
INDHO,INDIABULLS HOUSING FINANCE LTD,Buy,1,1242,03-Oct-2017
STEIND,STERLITE INDUSTRIES (INDIA) LT,Sell,4,103,11-Feb-2013
ITC,ITC LIMITED,Buy,6,265,02-Nov-2017
ALLBAN,ALLAHABAD BANK,Sell,23,54,11-Nov-2008
3MIND,3M INDIA LIMITED,Sell,1,15582,08-Nov-2017
RURELE,RURAL ELECTRIFICATION CORPORAT,Buy,6,174,01-Nov-2017
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,Buy,12,88,19-Sep-2017
PURPRO,PURAVANKARA LIMITED,Buy,7,149,04-Apr-2018
SAIL,STEEL AUTHORITY OF INDIA LTD,Sell,20,91,29-Dec-2017
CEAT,CEAT LIMITED,Buy,1,1891,11-Jul-2017
GLACON,GLAXOSMITHKLINE CONSUMER HEALT,Buy,1,5069,19-Sep-2017
KAVSEE,KAVERI SEED COMPANY LTD,Buy,2,499,02-Feb-2018
BHAINF,BHARTI INFRATEL LIMITED,Buy,3,409,03-Oct-2017
ICIMID,ICICI PRU MIDCAP SELECT ETF,Buy,14,69,07-Mar-2018
VIPIND,VIP INDUSTRIES LTD,Buy,3,346,02-Jan-2018
COALIN,COAL INDIA LIMITED,Buy,4,270,27-Nov-2017
EMALIM,EMAMI LIMITED,Buy,1,1300,02-Jan-2018
ICIBAN,ICICI BANK LIMITED,Buy,5,301,06-Dec-2017
TATSTE,TATA STEEL LIMITED,Buy,11,469,25-Jan-2017
TTKPRE,TTK PRESTIGE LTD,Buy,1,6364,18-Jul-2017
PARDE,PARSVNATH DEVELOPERS LIMITED,Sell,7,48,11-Nov-2008
OILIND,OIL INDIA LIMITED,Buy,3,0,06-Apr-2018
RELINF,RELIANCE INFRASTRUCTURE LTD,Sell,1,606,11-Nov-2008
UTGOLD,UTI GOLD ETF,Buy,1,2756,10-Apr-2018
IDECEL,IDEA CELLULAR LTD,Buy,11,96,01-Nov-2017
SIEMEN,SIEMENS LTD,Buy,1,1258,02-Jan-2018
HOTLEE,HOTEL LEELA VENTURE LIMITED,Sell,25,23,11-Nov-2008
IVRPRI,IVRCL Assets & Holdings Limite,Sell,10,36,20-Nov-2008
CIPLA,CIPLA LIMITED,Buy,2,607,02-Jan-2018
AMBCE,AMBUJA CEMENTS LTD,Buy,4,268,02-Jan-2018
INDTOU,INDIA TOURISM DEVELOPMENT CORP,Sell,2,516,27-Dec-2017
DABIND,DABUR INDIA LTD,Buy,3,349,02-Jan-2018
FORHEA,FORTIS HEALTHCARE LIMITED,Buy,1,130,04-Apr-2018
TRENT,TRENT LTD (LAKME LTD),Buy,3,345,04-Apr-2018
FUTSUP,FUTURE SUPPLY CHAIN SOL LTD,Buy,2,672,02-Feb-2018
MAHHOL,MAHINDRA HOLIDAYS & RESORTS IN,Buy,3,334,02-Jan-2018
AURPHA,AUROBINDO PHARMA LTD,Buy,1,671,02-Jan-2018
TECMAH,TECH MAHINDRA LIMITED,Buy,2,616,01-Feb-2018
NHPC,NHPC LIMITED,Buy,40,27,03-Oct-2017
ABB,ABB INDIA LIMITED,Buy,1,1399,02-Jan-2018
ULTCEM,ULTRATECH CEMENT LIMITED,Buy,3,3665,25-Jan-2017
BHEL,BHARAT HEAVY ELECTRICALS LTD,Buy,12,86,04-Apr-2018
TUBINV,TI FINANCIAL HOLDINGS LIMITED,Buy,2,683,02-Jun-2017
NEYLIG,NLC INDIA LIMITED,Buy,12,93,03-Oct-2017
HONAUT,HONEYWELL AUTOMATION INDIA LTD,Sell,1,14951,08-Nov-2017
BHAPET,BHARAT PETROLEUM CORPN LTD,Buy,2,499,02-Jan-2018
TATMOT,TATA MOTORS LIMITED,Buy,3,374,08-Sep-2017
EXIIND,EXIDE INDUSTRIES LTD,Buy,5,221,16-Jun-2017
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Sell,11,76,01-Jan-2013
HDFBAN,HDFC BANK LIMITED,Buy,1,1412,14-Mar-2017
INTAVI,INTERGLOBE AVIATION LIMITED,Buy,1,1257,01-Nov-2017
BASF,BASF INDIA LIMITED,Buy,1,1983,04-Apr-2018
COFDAY,COFFEE DAY ENTERPRISES LTD,Buy,4,301,04-Apr-2018
ICRLIM,ICRA LIMITED,Buy,1,4139,22-Jun-2017
FUTVEN,FUTURE CONSUMER LIMITED,Buy,20,57,02-Feb-2018
PVRLIM,PVR LIMITED,Buy,1,1406,02-Jan-2018
TATPOW,TATA POWER CO LTD,Buy,12,83,04-Apr-2018
FUTRET,FUTURE ENTERPRISES LIMITED,Sell,3,253,11-Nov-2008
PAGIND,PAGE INDUSTRIES LTD,Sell,1,20997,08-Nov-2017
VRLLOG,VRL LOGISTICS LIMITED,Buy,3,439,01-Feb-2018
MAHMAH,MAHINDRA & MAHINDRA LIMITED,Buy,2,0,28-Dec-2017
EVEIND,EVEREADY INDUSTRIES INDIA LTD,Buy,3,339,01-Nov-2017
ADAENT,ADANI ENTERPRISES LIMITED,Buy,7,143,06-Dec-2017
HAVIND,HAVELLS INDIA LIMITED,Buy,3,477,31-Jul-2017
