Stock Symbol,Company Name,Action,Quantity,Transaction Price,Transaction Date
ONGC,OIL AND NATURAL GAS CORPORATIO,Buy,6,318.95,31-Mar-2014
ONGC,OIL AND NATURAL GAS CORPORATIO,Buy,3,0.00,26-Dec-2016
ONGC,OIL AND NATURAL GAS CORPORATIO,Buy,10,183.50,05-May-2017
ONGC,OIL AND NATURAL GAS CORPORATIO,Buy,6,177.30,06-Dec-2017
ORIBAN,ORIENTAL BANK OF COMMERCE,Buy,14,207.30,07-Mar-2008
ORIBAN,ORIENTAL BANK OF COMMERCE,Buy,6,163.45,06-Jun-2008
ORIBAN,ORIENTAL BANK OF COMMERCE,Buy,7,151.95,09-Jun-2008
ORIBAN,ORIENTAL BANK OF COMMERCE,Sell,27,149.00,11-Nov-2008
PAGIND,PAGE INDUSTRIES LTD,Buy,1,17060.00,01-Aug-2017
PAGIND,PAGE INDUSTRIES LTD,Sell,1,20997.55,08-Nov-2017
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,24,298.00,05-Feb-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,6,298.00,05-Feb-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,10,269.00,08-Feb-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,10,260.00,11-Feb-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,11,243.00,04-Mar-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,1,243.00,04-Mar-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,10,237.70,05-Mar-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,7,181.70,06-Jun-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,3,181.70,06-Jun-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Buy,10,170.40,09-Jun-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Sell,1,48.20,11-Nov-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Sell,84,48.20,11-Nov-2008
PARDE,PARSVNATH DEVELOPERS LIMITED,Sell,7,48.20,11-Nov-2008
PCJEW,PC JEWELLER LIMITED,Buy,4,255.25,02-Aug-2017
PETLNG,PETRONET LNG LIMITED,Buy,5,206.00,19-Jul-2017
PETLNG,PETRONET LNG LIMITED,Buy,4,252.15,01-Feb-2018
PFIZER,PFIZER LTD,Buy,5,640.00,25-Feb-2008
PFIZER,PFIZER LTD,Sell,5,494.00,11-Nov-2008
PFIZER,PFIZER LTD,Buy,1,1776.95,19-Sep-2017
PIDIND,PIDILITE INDUSTRIES LTD,Buy,2,784.50,02-Jun-2017
PIDIND,PIDILITE INDUSTRIES LTD,Buy,1,960.40,04-Apr-2018
PIIND,P I INDUSTRIES LTD,Buy,1,883.85,02-Feb-2018
PIRENT,PIRAMAL ENTERPRISES LIMITED,Buy,1,2887.60,11-Jul-2017
PIRENT,PIRAMAL ENTERPRISES LIMITED,Buy,1,2512.00,04-Apr-2018
POWFIN,POWER FINANCE CORPORATION LTD,Buy,9,123.15,18-Jul-2017
POWFIN,POWER FINANCE CORPORATION LTD,Buy,8,138.95,01-Nov-2017
POWGRI,POWER GRID CORPORATION OF INDI,Buy,10,87.15,20-Jun-2008
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,108.60,18-Feb-2010
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,105.45,25-Feb-2010
POWGRI,POWER GRID CORPORATION OF INDI,Sell,20,113.70,01-Jan-2013
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,177.95,26-Sep-2016
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,176.70,26-Oct-2016
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,193.55,28-Nov-2016
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,180.85,26-Dec-2016
POWGRI,POWER GRID CORPORATION OF INDI,Buy,4,203.65,27-Jan-2017
POWGRI,POWER GRID CORPORATION OF INDI,Buy,5,195.85,27-Feb-2017
PREEST,PRESTIGE ESTATES PROJECTS LIMI,Buy,4,252.15,08-Jun-2017
PROGAM,PROCTER & GAMBLE HYGIENE & HEA,Buy,1,7950.00,09-Jun-2017
PUNBAN,PUNJAB NATIONAL BANK,Buy,6,507.90,04-Mar-2008
PUNBAN,PUNJAB NATIONAL BANK,Buy,2,425.85,09-Jun-2008
PUNBAN,PUNJAB NATIONAL BANK,Sell,6,510.30,05-Aug-2008
PUNBAN,PUNJAB NATIONAL BANK,Sell,2,471.25,14-Nov-2008
PUNBAN,PUNJAB NATIONAL BANK,Buy,1,854.80,05-Feb-2010
PUNBAN,PUNJAB NATIONAL BANK,Sell,1,863.65,11-Feb-2013
PURPRO,PURAVANKARA LIMITED,Buy,10,312.00,11-Feb-2008
PURPRO,PURAVANKARA LIMITED,Sell,10,56.60,11-Nov-2008
PURPRO,PURAVANKARA LIMITED,Buy,10,66.20,08-Jun-2017
PURPRO,PURAVANKARA LIMITED,Buy,1,66.20,08-Jun-2017
PURPRO,PURAVANKARA LIMITED,Buy,5,66.20,08-Jun-2017
PURPRO,PURAVANKARA LIMITED,Buy,7,149.60,04-Apr-2018
PVRLIM,PVR LIMITED,Buy,1,1442.50,05-Jun-2017
PVRLIM,PVR LIMITED,Buy,1,1406.00,02-Jan-2018
QUECOR,QUESS CORP LIMITED,Buy,1,1006.50,01-Feb-2018
RAJEXP,RAJESH EXPORTS LIMITED,Buy,14,72.55,20-Jun-2008
RAJEXP,RAJESH EXPORTS LIMITED,Buy,20,27.20,14-Nov-2008
RAJEXP,RAJESH EXPORTS LIMITED,Sell,34,23.75,19-Nov-2008
RAJEXP,RAJESH EXPORTS LIMITED,Buy,2,727.55,02-Aug-2017
RAJEXP,RAJESH EXPORTS LIMITED,Buy,2,709.50,04-Apr-2018
RALIND,RALLIS INDIA LTD,Buy,5,249.35,02-Jun-2017
RALIND,RALLIS INDIA LTD,Buy,5,232.70,04-Apr-2018
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Buy,12,549.00,22-Jan-2008
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Buy,5,516.80,04-Mar-2008
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Sell,13,244.10,11-Nov-2008
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Buy,3,167.10,18-Feb-2010
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Buy,1,156.45,25-Feb-2010
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Buy,3,156.45,25-Feb-2010
RELCOM,RELIANCE COMMUNICATIONS LIMITE,Sell,11,76.20,01-Jan-2013
RELFOO,RELAXO FOOTWEARS LIMITED,Buy,1,480.00,29-Jun-2017
RELFOO,RELAXO FOOTWEARS LIMITED,Buy,1,480.90,29-Jun-2017
RELFOO,RELAXO FOOTWEARS LIMITED,Buy,2,669.95,02-Jan-2018
RELGOL,RELIANCE SHARES GOLD ETF,Buy,1,2689.00,09-May-2016
RELGOL,RELIANCE SHARES GOLD ETF,Buy,1,2572.45,09-Jun-2016
RELGOL,RELIANCE SHARES GOLD ETF,Buy,1,2754.95,11-Jul-2016
RELGOL,RELIANCE SHARES GOLD ETF,Buy,1,2691.50,09-Aug-2016
RELGOL,RELIANCE SHARES GOLD ETF,Buy,1,2738.00,09-Sep-2016
RELGOL,RELIANCE SHARES GOLD ETF,Buy,1,2706.95,10-Oct-2016
RELGOL,RELIANCE SHARES GOLD ETF,Sell,6,2713.00,04-Nov-2016
RELIND,RELIANCE INDUSTRIES,Buy,1,2128.00,20-Jun-2008
RELIND,RELIANCE INDUSTRIES,Buy,1,1074.00,26-Nov-2008
RELIND,RELIANCE INDUSTRIES,Buy,1,1256.20,26-Feb-2009
RELIND,RELIANCE INDUSTRIES,Buy,1,974.80,25-Feb-2010
RELIND,RELIANCE INDUSTRIES,Buy,3,0.00,02-Jan-2013
RELIND,RELIANCE INDUSTRIES,Sell,7,868.90,11-Feb-2013
RELIND,RELIANCE INDUSTRIES,Buy,2,923.50,31-Mar-2014
RELIND,RELIANCE INDUSTRIES,Buy,1,946.95,15-Apr-2014
RELIND,RELIANCE INDUSTRIES,Buy,1,977.75,15-Jul-2014
RELIND,RELIANCE INDUSTRIES,Buy,1,950.25,16-Oct-2014
RELIND,RELIANCE INDUSTRIES,Buy,1,969.85,17-Nov-2014
RELIND,RELIANCE INDUSTRIES,Buy,1,873.90,15-Dec-2014
RELIND,RELIANCE INDUSTRIES,Buy,7,0.00,21-Sep-2017
RELIND,RELIANCE INDUSTRIES,Buy,1,952.90,27-Nov-2017
RELINF,RELIANCE INFRASTRUCTURE LTD,Buy,1,633.00,07-Oct-2008
RELINF,RELIANCE INFRASTRUCTURE LTD,Sell,1,606.10,11-Nov-2008
RELPOW,RELIANCE POWER LIMITED,Buy,17,430.00,11-Feb-2008
RELPOW,RELIANCE POWER LIMITED,Buy,3,419.50,03-Mar-2008
RELPOW,RELIANCE POWER LIMITED,Buy,5,405.00,04-Mar-2008
RELPOW,RELIANCE POWER LIMITED,Buy,5,394.50,04-Mar-2008
RELPOW,RELIANCE POWER LIMITED,Buy,10,378.00,05-Mar-2008
RELPOW,RELIANCE POWER LIMITED,Buy,80,352.70,07-Mar-2008
RELPOW,RELIANCE POWER LIMITED,Buy,72,0.00,14-Jun-2008
RELPOW,RELIANCE POWER LIMITED,Sell,10,113.80,11-Nov-2008
RELPOW,RELIANCE POWER LIMITED,Sell,182,118.50,11-Nov-2008
RURELE,RURAL ELECTRIFICATION CORPORAT,Buy,65,105.00,12-Mar-2008
RURELE,RURAL ELECTRIFICATION CORPORAT,Sell,24,67.15,11-Nov-2008
RURELE,RURAL ELECTRIFICATION CORPORAT,Sell,41,67.15,11-Nov-2008
RURELE,RURAL ELECTRIFICATION CORPORAT,Buy,6,183.55,18-Jul-2017
RURELE,RURAL ELECTRIFICATION CORPORAT,Buy,6,174.10,01-Nov-2017
SAIL,STEEL AUTHORITY OF INDIA LTD,Buy,5,153.55,20-Jun-2008
SAIL,STEEL AUTHORITY OF INDIA LTD,Sell,5,92.65,01-Jan-2013
SAIL,STEEL AUTHORITY OF INDIA LTD,Buy,20,61.10,24-Aug-2017
SAIL,STEEL AUTHORITY OF INDIA LTD,Sell,20,91.90,29-Dec-2017
SANOFI,SANOFI INDIA LTD,Buy,1,4052.90,19-Sep-2017
SATCOM,SATYAM COMPUTER SERVICES LTD,Buy,5,405.00,12-Feb-2008
SATCOM,SATYAM COMPUTER SERVICES LTD,Sell,5,265.30,14-Nov-2008
SATCOM,SATYAM COMPUTER SERVICES LTD,Buy,4,165.65,17-Dec-2008
SATCOM,SATYAM COMPUTER SERVICES LTD,Buy,294,169.75,18-Dec-2008
SATCOM,SATYAM COMPUTER SERVICES LTD,Sell,162,120.40,24-Dec-2008
SATCOM,SATYAM COMPUTER SERVICES LTD,Sell,132,120.40,24-Dec-2008
SATCOM,SATYAM COMPUTER SERVICES LTD,Sell,4,106.65,01-Jan-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2967.00,05-Feb-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2870.00,05-Mar-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2829.00,05-Apr-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2659.50,06-May-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2629.45,13-May-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2608.60,05-Jun-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2539.00,05-Jul-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2719.00,05-Aug-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2971.80,05-Sep-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2863.70,07-Oct-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2924.00,05-Nov-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2925.70,05-Dec-2013
SBIGOL,SBI-ETF GOLD,Buy,1,2825.70,06-Jan-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2829.70,05-Feb-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2917.90,05-Mar-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2724.95,07-Apr-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2868.90,05-May-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2550.00,05-Jun-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2644.90,07-Jul-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2647.45,05-Aug-2014
SBIGOL,SBI-ETF GOLD,Buy,2,2690.90,11-Aug-2014
SBIGOL,SBI-ETF GOLD,Buy,2,2691.70,11-Aug-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2691.95,11-Aug-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2690.85,11-Aug-2014
SBIGOL,SBI-ETF GOLD,Buy,4,2692.80,11-Aug-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2590.90,05-Sep-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2543.60,07-Oct-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2460.00,05-Nov-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2479.30,05-Dec-2014
SBIGOL,SBI-ETF GOLD,Buy,1,2799.60,09-May-2016
SBIGOL,SBI-ETF GOLD,Buy,2,2799.45,09-May-2016
SBIGOL,SBI-ETF GOLD,Buy,3,2799.40,09-May-2016
SBIGOL,SBI-ETF GOLD,Buy,1,2792.00,09-Apr-2018
SBILIF,SBI LIFE INSURANCE COMPANY LTD,Buy,2,718.40,03-Oct-2017
SCI,SHIPPING CORP OF INDIA LT,Buy,12,94.45,24-Aug-2017
SCI,SHIPPING CORP OF INDIA LT,Buy,15,67.40,04-Apr-2018
SHEFOA,SHEELA FOAM LIMITED,Buy,1,1608.00,02-Feb-2018
SHOSTO,SHOPPERS STOP LIMITED,Buy,3,339.50,14-Jun-2017
SHOSTO,SHOPPERS STOP LIMITED,Buy,2,519.90,01-Feb-2018
SHRCEM,SHREE CEMENTS LTD,Buy,1,18418.45,19-Sep-2017
SHRCEM,SHREE CEMENTS LTD,Sell,1,18424.25,08-Nov-2017
SHRTRA,SHRIRAM TRANSPORT FINANCE CO,Buy,1,1062.05,03-Oct-2017
SIEMEN,SIEMENS LTD,Buy,2,385.85,06-Oct-2008
SIEMEN,SIEMENS LTD,Sell,2,312.00,11-Nov-2008
SIEMEN,SIEMENS LTD,Buy,1,1385.10,05-Jun-2017
SIEMEN,SIEMENS LTD,Buy,1,1258.00,02-Jan-2018
SKFIND,SKF INDIA LIMITED,Buy,1,227.00,20-Jun-2008
SKFIND,SKF INDIA LIMITED,Buy,3,227.00,20-Jun-2008
SKFIND,SKF INDIA LIMITED,Sell,4,167.00,11-Nov-2008
SKFIND,SKF INDIA LIMITED,Buy,1,1574.15,02-Jun-2017
SOBDEV,SOBHA LIMITED,Buy,3,387.00,08-Jun-2017
SOMCER,SOMANY CERAMICS LIMITED,Buy,1,857.85,13-Nov-2017
STABAN,STATE BANK OF INDIA,Buy,1,1440.00,06-Oct-2008
STABAN,STATE BANK OF INDIA,Buy,1,1011.80,02-Dec-2008
STABAN,STATE BANK OF INDIA,Buy,1,1943.50,18-Feb-2010
STABAN,STATE BANK OF INDIA,Sell,2,2427.55,01-Jan-2013
STABAN,STATE BANK OF INDIA,Sell,1,2288.30,11-Feb-2013
STABAN,STATE BANK OF INDIA,Buy,10,191.53,31-Mar-2014
STABAN,STATE BANK OF INDIA,Buy,10,295.50,05-May-2017
STEIND,STERLITE INDUSTRIES (INDIA) LT,Buy,1,765.50,20-Jun-2008
STEIND,STERLITE INDUSTRIES (INDIA) LT,Buy,3,0.00,02-Jan-2013
STEIND,STERLITE INDUSTRIES (INDIA) LT,Sell,4,103.00,11-Feb-2013
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,622.55,25-Apr-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,593.80,26-May-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,633.90,25-Jun-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,766.85,25-Jul-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,863.50,25-Aug-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,775.55,25-Sep-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,804.40,27-Oct-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,839.05,25-Nov-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,809.50,26-Dec-2014
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,754.70,10-Oct-2016
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,676.25,10-Nov-2016
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,678.30,12-Dec-2016
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,633.00,10-Jan-2017
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,659.90,10-Feb-2017
SUNPHA,SUN PHARMACEUTICAL INDUSTRIES,Buy,1,686.45,10-Mar-2017
SUPIND,SUPREME INDUSTRIES LTD,Buy,1,1157.00,02-Jun-2017
SUPIND,SUPREME INDUSTRIES LTD,Buy,1,1186.45,04-Apr-2018
SUZENE,SUZLON ENERGY LIMITED,Buy,4,243.00,20-Jun-2008
SUZENE,SUZLON ENERGY LIMITED,Buy,10,54.35,14-Nov-2008
SUZENE,SUZLON ENERGY LIMITED,Sell,14,46.75,20-Nov-2008
SUZENE,SUZLON ENERGY LIMITED,Buy,14,38.15,02-Dec-2008
SUZENE,SUZLON ENERGY LIMITED,Buy,8,68.95,25-Feb-2010
SUZENE,SUZLON ENERGY LIMITED,Sell,22,18.75,01-Jan-2013
TALWAL,TALWALKARS BETTER VALUE FITNES,Buy,4,277.95,09-Jun-2017
TALWAL,TALWALKARS BETTER VALUE FITNES,Buy,4,310.95,01-Feb-2018
TATCHE,TATA CHEMICALS LTD,Buy,3,192.00,06-Oct-2008
TATCHE,TATA CHEMICALS LTD,Sell,3,172.50,11-Nov-2008
TATCHE,TATA CHEMICALS LTD,Buy,2,640.05,02-Jun-2017
TATCHE,TATA CHEMICALS LTD,Buy,2,711.15,04-Apr-2018
TATCO,TATA COFFEE LTD,Buy,8,134.00,16-Jun-2017
TATCO,TATA COFFEE LTD,Buy,7,162.45,01-Nov-2017
TATELX,TATA ELXSI LIMITED,Buy,6,201.00,03-Mar-2008
TATELX,TATA ELXSI LIMITED,Buy,9,201.00,03-Mar-2008
TATELX,TATA ELXSI LIMITED,Buy,10,194.00,04-Mar-2008
TATELX,TATA ELXSI LIMITED,Sell,25,103.00,11-Nov-2008
TATGLO,TATA GLOBAL BEVERAGES LIMITED,Buy,1,682.00,06-Oct-2008
TATGLO,TATA GLOBAL BEVERAGES LIMITED,Sell,1,537.00,11-Nov-2008
TATGLO,TATA GLOBAL BEVERAGES LIMITED,Buy,7,156.35,02-Jun-2017
TATGLO,TATA GLOBAL BEVERAGES LIMITED,Buy,5,227.10,01-Nov-2017
TATMOT,TATA MOTORS LIMITED,Buy,12,580.00,22-Jan-2008
TATMOT,TATA MOTORS LIMITED,Sell,10,753.00,15-Feb-2008
TATMOT,TATA MOTORS LIMITED,Buy,2,501.60,11-Jun-2008
TATMOT,TATA MOTORS LIMITED,Buy,16,0.00,02-Jan-2013
TATMOT,TATA MOTORS LIMITED,Sell,11,289.90,11-Feb-2013
TATMOT,TATA MOTORS LIMITED,Sell,9,289.90,11-Feb-2013
TATMOT,TATA MOTORS LIMITED,Buy,5,399.85,31-Mar-2014
TATMOT,TATA MOTORS LIMITED,Buy,3,374.60,08-Sep-2017
TATPOW,TATA POWER CO LTD,Buy,1,821.00,07-Oct-2008
TATPOW,TATA POWER CO LTD,Sell,1,743.00,14-Nov-2008
TATPOW,TATA POWER CO LTD,Buy,13,81.55,02-Jun-2017
TATPOW,TATA POWER CO LTD,Buy,12,83.55,04-Apr-2018
TATSTE,TATA STEEL LIMITED,Buy,2,349.75,06-Oct-2008
TATSTE,TATA STEEL LIMITED,Buy,3,179.90,14-Nov-2008
TATSTE,TATA STEEL LIMITED,Sell,5,386.70,11-Feb-2013
TATSTE,TATA STEEL LIMITED,Buy,11,469.00,25-Jan-2017
TCS,TATA CONSULTANCY SERVICES LTD,Buy,10,826.50,28-Jan-2008
TCS,TATA CONSULTANCY SERVICES LTD,Sell,8,529.50,25-Nov-2008
TCS,TATA CONSULTANCY SERVICES LTD,Sell,1,1266.40,01-Jan-2013
TCS,TATA CONSULTANCY SERVICES LTD,Buy,2,0.00,02-Jan-2013
TCS,TATA CONSULTANCY SERVICES LTD,Sell,1,1416.00,11-Feb-2013
TCS,TATA CONSULTANCY SERVICES LTD,Sell,1,1416.00,11-Feb-2013
TCS,TATA CONSULTANCY SERVICES LTD,Sell,1,1416.00,11-Feb-2013
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2113.80,31-Mar-2014
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2413.25,19-Sep-2016
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2358.60,18-Oct-2016
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2114.55,18-Nov-2016
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2269.85,19-Dec-2016
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2271.00,18-Jan-2017
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2449.95,20-Feb-2017
TCS,TATA CONSULTANCY SERVICES LTD,Buy,1,2486.95,20-Mar-2017
TECMAH,TECH MAHINDRA LIMITED,Buy,4,383.70,31-Jul-2017
TECMAH,TECH MAHINDRA LIMITED,Buy,2,616.05,01-Feb-2018
THOCOO,THOMAS COOK (INDIA) LTD,Buy,5,219.90,15-Jun-2017
THOCOO,THOMAS COOK (INDIA) LTD,Buy,2,236.15,01-Feb-2018
THOCOO,THOMAS COOK (INDIA) LTD,Buy,3,236.15,01-Feb-2018
TITIND,TITAN COMPANY LIMITED,Buy,2,467.75,30-May-2017
TITIND,TITAN COMPANY LIMITED,Buy,2,643.15,18-Sep-2017
TITIND,TITAN COMPANY LIMITED,Buy,1,641.90,01-Nov-2017
TITIND,TITAN COMPANY LIMITED,Buy,1,910.00,04-Apr-2018
TRENT,TRENT LTD (LAKME LTD),Buy,4,250.75,09-Jun-2017
TRENT,TRENT LTD (LAKME LTD),Buy,3,345.35,04-Apr-2018
TTKPRE,TTK PRESTIGE LTD,Buy,1,6364.10,18-Jul-2017
TUBIN,TUBE INVESTMENTS OF INDIA LTD,Buy,5,239.20,04-Apr-2018
TUBINV,TI FINANCIAL HOLDINGS LIMITED,Buy,2,683.20,02-Jun-2017
TVSMOT,TVS MOTOR COMPANY LIMITED,Buy,2,550.00,16-Jun-2017
TVSMOT,TVS MOTOR COMPANY LIMITED,Buy,2,609.00,01-Sep-2017
ULTCEM,ULTRATECH CEMENT LIMITED,Buy,4,629.00,06-Jun-2008
ULTCEM,ULTRATECH CEMENT LIMITED,Sell,4,347.00,11-Nov-2008
ULTCEM,ULTRATECH CEMENT LIMITED,Buy,3,3665.00,25-Jan-2017
UNIBAN,UNION BANK OF INDIA,Buy,21,138.80,07-Mar-2008
UNIBAN,UNION BANK OF INDIA,Sell,21,149.05,05-Aug-2008
UNIBR,UNITED BREWERIES LTD,Buy,1,795.30,30-May-2017
UNIBR,UNITED BREWERIES LTD,Buy,1,1061.35,01-Nov-2017
UNIP,UPL LIMITED,Buy,7,736.90,25-Jan-2017
UNISPI,UNITED SPIRITS LIMITED,Buy,1,1127.00,07-Oct-2008
UNISPI,UNITED SPIRITS LIMITED,Sell,1,782.00,11-Nov-2008
UNISPI,UNITED SPIRITS LIMITED,Buy,4,2216.85,25-Jan-2017
UNISPI,UNITED SPIRITS LIMITED,Buy,1,3377.00,06-Dec-2017
UNITEC,UNITECH LTD,Buy,10,326.00,11-Feb-2008
UNITEC,UNITECH LTD,Sell,8,417.10,15-Feb-2008
UNITEC,UNITECH LTD,Buy,8,325.90,04-Mar-2008
UNITEC,UNITECH LTD,Buy,6,188.85,09-Jun-2008
UNITEC,UNITECH LTD,Buy,5,101.70,06-Oct-2008
UNITEC,UNITECH LTD,Sell,21,47.85,14-Nov-2008
UNITEC,UNITECH LTD,Buy,19,27.00,26-Nov-2008
UNITEC,UNITECH LTD,Sell,19,35.00,01-Jan-2013
UTGOLD,UTI GOLD ETF,Buy,1,1178.99,23-Oct-2008
UTGOLD,UTI GOLD ETF,Buy,2,1177.00,23-Oct-2008
UTGOLD,UTI GOLD ETF,Buy,1,1692.90,10-Dec-2009
UTGOLD,UTI GOLD ETF,Buy,1,2564.90,13-May-2013
UTGOLD,UTI GOLD ETF,Buy,1,2612.00,12-Aug-2014
UTGOLD,UTI GOLD ETF,Buy,8,2611.95,12-Aug-2014
UTGOLD,UTI GOLD ETF,Buy,1,2613.20,12-Aug-2014
UTGOLD,UTI GOLD ETF,Buy,4,2613.65,12-Aug-2014
UTGOLD,UTI GOLD ETF,Buy,1,2610.00,12-Aug-2014
UTGOLD,UTI GOLD ETF,Buy,4,2724.95,09-May-2016
UTGOLD,UTI GOLD ETF,Buy,1,2724.95,09-May-2016
UTGOLD,UTI GOLD ETF,Buy,5,2725.50,28-Oct-2016
UTGOLD,UTI GOLD ETF,Buy,1,2649.95,17-Apr-2017
UTGOLD,UTI GOLD ETF,Buy,1,2543.90,15-May-2017
UTGOLD,UTI GOLD ETF,Buy,1,2588.90,15-Jun-2017
UTGOLD,UTI GOLD ETF,Buy,1,2513.70,17-Jul-2017
UTGOLD,UTI GOLD ETF,Buy,1,2550.00,16-Aug-2017
UTGOLD,UTI GOLD ETF,Buy,1,2683.90,15-Sep-2017
UTGOLD,UTI GOLD ETF,Buy,1,2673.00,16-Oct-2017
UTGOLD,UTI GOLD ETF,Buy,3,2669.90,17-Oct-2017
UTGOLD,UTI GOLD ETF,Buy,1,2634.80,15-Nov-2017
UTGOLD,UTI GOLD ETF,Buy,1,2566.25,15-Dec-2017
UTGOLD,UTI GOLD ETF,Buy,1,2756.00,10-Apr-2018
VARBEV,VARUN BEVERAGES LIMITED,Buy,2,527.45,21-Jun-2017
VARBEV,VARUN BEVERAGES LIMITED,Buy,2,706.90,02-Jan-2018
VEDLIM,VEDANTA LIMITED,Buy,20,255.90,25-Jan-2017
VENIND,VENKYS INDIA LIMITED,Buy,1,2089.10,22-Sep-2017
VIJBAN,VIJAYA BANK,Buy,5,53.95,07-Mar-2008
VIJBAN,VIJAYA BANK,Buy,50,53.95,07-Mar-2008
VIJBAN,VIJAYA BANK,Buy,12,43.10,11-Jun-2008
VIJBAN,VIJAYA BANK,Sell,67,29.00,11-Nov-2008
VIPIND,VIP INDUSTRIES LTD,Buy,5,199.10,02-Jun-2017
VIPIND,VIP INDUSTRIES LTD,Buy,1,198.95,02-Jun-2017
VIPIND,VIP INDUSTRIES LTD,Buy,3,346.35,02-Jan-2018
VOLTAS,VOLTAS LTD,Buy,2,500.00,02-Jun-2017
VOLTAS,VOLTAS LTD,Buy,2,563.00,01-Nov-2017
VRLLOG,VRL LOGISTICS LIMITED,Buy,3,327.95,05-Jun-2017
VRLLOG,VRL LOGISTICS LIMITED,Buy,3,439.90,01-Feb-2018
VSTTIL,VSTTILLERS TRACTORS LTD,Buy,1,2034.45,12-Jun-2017
WESDEV,WESTLIFE DEVELOPMENT LTD,Buy,4,238.00,08-Sep-2017
WHIIND,WHIRLPOOL OF INDIA LTD,Buy,1,1171.45,02-Jun-2017
