comp_name, isin, plan_1k, demat_1k, tbd_1k, tbd_pct, last_txn_date, days, type, captype, sc_crank, sc_prank, sc_cmp, sc_iv, sc_graham
Shoppers stop,INE498B01024,2,2,0,0,01-Feb-2018,195,Buy,Small Cap,12,8,547,0,0
Jk tyre industries,INE573A01042,2,2,0,0,01-Feb-2018,195,Buy,Small Cap,12,6,122,0,75
Future consumer,INE220J01025,2,1,1,50,02-Feb-2018,194,Buy,Mid Cap,13,8,49,0,0
Tata steel,INE081A01012,5,6,-1,-20,03-Jul-2018,43,Buy,Large Cap,13,17,553,0,1357
Zee learn,INE565L01011,2,2,0,0,01-Nov-2017,287,Buy,Nano Cap,13,3,35,0,19
Uflex,INE516A01017,2,1,1,50,28-May-2018,79,Buy,Micro Cap,14,21,255,662,727
Bharti airtel,INE397D01024,10,9,1,10,27-Nov-2017,261,Buy,Large Cap,14,2,363,2959,146
Cox kings,INE008I01026,2,2,0,0,01-Feb-2018,195,Buy,Small Cap,14,11,208,134,312
Housing urban development corporation,INE031A01017,2,2,0,0,03-Jul-2018,43,Buy,Mid Cap,14,13,55,161,67
Reliance industries,INE002A01018,20,7,13,65,27-Nov-2017,261,Buy,Large Cap,14,9,965,1208,770
Grasim industries,INE047A01021,3,2,1,33,16-Oct-2017,303,Buy,Large Cap,14,6,969,4535,822
Lic housing finance,INE115A01026,5,2,3,60,01-Nov-2017,287,Buy,Mid Cap,15,11,476,472,479
Mahindra cie automotive,INE536H01010,2,1,1,50,28-May-2018,79,Buy,Small Cap,15,2,261,0,145
General insurance corporation of,INE481Y01014,10,2,8,80,25-Oct-2017,294,Buy,Large Cap,15,8,760,0,700
Eveready industries,INE128A01029,2,2,0,0,01-Nov-2017,287,Buy,Micro Cap,16,0,224,0,90
Sobha,INE671H01015,2,2,0,0,03-Jul-2018,43,Buy,Small Cap,16,6,477,-1580,394
Icici lombard general insurance company,INE765G01017,5,3,2,40,03-Jul-2018,43,Buy,Large Cap,16,0,703,0,208
Tata power co,INE245A01021,2,2,0,0,04-Apr-2018,133,Buy,Mid Cap,16,15,71,0,109
Jain irrigation systems,INE175A01038,2,1,1,50,29-Nov-2017,259,Buy,Small Cap,16,12,76,-370,92
Icici bank,INE090A01021,5,5,0,0,06-Dec-2017,252,Buy,Large Cap,16,6,272,735,210
Balrampur chini mills,INE119A01028,2,1,1,50,13-Nov-2017,275,Buy,Micro Cap,16,16,63,7,130
Hdfc bank,INE040A01026,20,15,5,25,14-Mar-2017,519,Buy,Large Cap,17,-5,2124,1614,785
Shriram transport finance co,INE721A01013,3,1,2,67,03-Oct-2017,316,Buy,Large Cap,17,7,1152,84289,925
United spirits,INE854D01024,10,13,-3,-30,06-Dec-2017,252,Buy,Large Cap,17,0,629,-4093,77
Jsw steel,INE019A01038,5,2,3,60,06-Dec-2017,252,Buy,Large Cap,17,5,310,183,260
Eid parry,INE126A01031,3,2,1,33,01-Feb-2018,195,Buy,Small Cap,17,19,217,345,348
Hindalco industries,INE038A01020,5,3,2,40,03-Jul-2018,43,Buy,Large Cap,17,6,220,-269,177
Indiabulls housing finance,INE148I01020,3,1,2,67,03-Oct-2017,316,Buy,Large Cap,17,3,1132,289,825
Brigade enterprises,INE791I01019,2,2,0,0,03-Jul-2018,43,Buy,Small Cap,18,3,205,147,173
Godrej consumer products,INE102D01028,5,2,3,60,03-Jul-2018,43,Buy,Large Cap,18,0,606,2774,219
Housing development finance corporation,INE001A01036,10,11,-1,-10,06-Dec-2017,252,Buy,Large Cap,18,1,1931,2484,991
Rajesh exports,INE343B01030,2,4,-2,-100,04-Apr-2018,133,Buy,Mid Cap,18,7,575,0,475
Tube investments of,INE974X01010,2,1,1,50,04-Apr-2018,133,Buy,Small Cap,18,2,234,0,118
Glenmark pharmaceuticals,INE935A01035,3,2,1,33,03-Jul-2018,43,Buy,Mid Cap,18,2,583,462,347
Prestige estates projects,INE811K01011,5,2,3,60,03-Jul-2018,43,Buy,Mid Cap,18,0,275,163,176
Adani ports special economic zone,INE742F01042,5,2,3,60,03-Jul-2018,43,Buy,Large Cap,18,0,362,198,202
Narayana hrudayalaya,INE410P01011,3,2,1,33,02-Jan-2018,225,Buy,Small Cap,18,-7,236,144,53
Manappuram finance,INE522D01027,2,1,1,50,18-Apr-2018,119,Buy,Small Cap,18,7,99,15,93
Apollo tyres,INE438A01022,2,2,0,0,01-Feb-2018,195,Buy,Mid Cap,18,5,252,195,200
Pc jeweller,INE785M01013,2,2,0,0,03-Jul-2018,43,Buy,Mid Cap,19,16,126,153,180
Piramal enterprises,INE140A01024,5,5,0,0,04-Apr-2018,133,Buy,Large Cap,19,5,2453,1759,2658
Ifb industries,INE559A01017,2,1,1,50,28-Nov-2017,260,Buy,Small Cap,19,-1,1191,1939,251
Power grid corporation of,INE752E01010,5,5,0,0,27-Feb-2017,534,Buy,Large Cap,19,11,182,161,198
Power finance corporation,INE134E01011,5,2,3,60,01-Nov-2017,287,Buy,Mid Cap,19,21,72,-168,283
Bharat heavy electricals,INE257A01026,5,3,2,40,04-Apr-2018,133,Buy,Large Cap,19,8,68,-26,67
Hsil,INE415A01038,2,2,0,0,04-Apr-2018,133,Buy,Micro Cap,19,4,329,-6537,222
Muthoot finance,INE414G01012,5,2,3,60,01-Nov-2017,287,Buy,Mid Cap,19,12,409,1139,446
Quess corp,INE615P01015,3,1,2,67,01-Feb-2018,195,Buy,Mid Cap,19,-4,1106,225,197
Vedanta,INE205A01025,5,5,0,0,25-Jan-2017,567,Buy,Large Cap,20,21,221,256,410
Nhpc,INE848E01016,3,1,2,67,03-Oct-2017,316,Buy,Mid Cap,20,19,23,-66,42
Arvind,INE034A01011,3,2,1,33,03-Jul-2018,43,Buy,Mid Cap,20,1,389,445,203
Tata coffee,INE493A01027,5,2,3,60,01-Nov-2017,287,Buy,Micro Cap,20,15,118,190,122
Larsen toubro,INE018A01030,20,7,13,65,04-Apr-2018,133,Buy,Large Cap,20,4,1254,4079,731
Ti financial holdings,INE149A01033,2,3,-1,-50,03-Jul-2018,43,Buy,Mid Cap,20,1,636,795,359
Godrej properties,INE484J01027,2,2,0,0,03-Jul-2018,43,Buy,Mid Cap,20,-7,706,529,150
Ntpc,INE733E01010,10,7,3,30,06-Dec-2017,252,Buy,Large Cap,21,16,152,1540,191
Sbi life insurance company,INE123W01016,5,1,4,80,03-Oct-2017,316,Buy,Large Cap,21,0,665,0,132
Avenue supermarts,INE192R01011,2,1,1,50,16-Oct-2017,303,Buy,Large Cap,21,-8,1546,477,145
Sheela foam,INE916U01025,2,2,0,0,02-Feb-2018,194,Buy,Small Cap,21,-8,1493,683,275
Sbi life insurance company,INE123W01016,5,1,4,80,03-Oct-2017,316,Buy,Large Cap,21,0,665,0,132
Ceat,INE482A01020,2,3,-1,-50,03-Jul-2018,43,Buy,Small Cap,21,7,1269,1315,913
Aurobindo pharma,INE406A01037,5,2,3,60,02-Jan-2018,225,Buy,Large Cap,21,1,616,151,433
Nlc,INE589A01014,3,1,2,67,03-Oct-2017,316,Buy,Mid Cap,21,17,75,62,132
Ultratech cement,INE481G01011,10,12,-2,-20,25-Jan-2017,567,Buy,Large Cap,21,0,3936,-53665,1323
Bse,INE118H01025,2,3,-1,-50,03-Jul-2018,43,Buy,Small Cap,21,17,861,12478,1381
Lupin,INE326A01037,5,9,-4,-80,28-Feb-2017,533,Buy,Large Cap,22,-2,923,101,198
Basf,INE373A01013,2,3,-1,-50,04-Apr-2018,133,Buy,Small Cap,22,0,1904,0,632
Info edge,INE663F01024,5,3,2,40,03-Jul-2018,43,Buy,Mid Cap,22,8,1230,0,0
Dlf,INE271C01023,5,9,-4,-80,02-Jan-2018,225,Buy,Large Cap,22,11,181,-28275,303
Jubilant foodworks,INE797F01012,2,3,-1,-50,03-Jul-2018,43,Buy,Mid Cap,22,0,1417,-3338,168
Indian hotels co,INE053A01029,10,10,0,0,06-Dec-2017,252,Buy,Mid Cap,22,0,127,0,26
Apollo hospitals enterprise,INE437A01024,10,7,3,30,06-Dec-2017,252,Buy,Mid Cap,22,1,1048,4791,321
Bharat petroleum corporation,INE029A01011,4,2,2,50,02-Jan-2018,225,Buy,Large Cap,22,12,372,139,377
Tata chemicals,INE092A01019,2,3,-1,-50,04-Apr-2018,133,Buy,Mid Cap,22,14,693,564,1020
Asahi glass,INE439A01020,2,3,-1,-50,06-Dec-2017,252,Buy,Small Cap,23,0,336,0,65
Pvr,INE191H01014,5,3,2,40,02-Jan-2018,225,Buy,Small Cap,23,-8,1377,656,374
Thomas cook,INE332A01027,2,2,0,0,01-Feb-2018,195,Buy,Small Cap,23,11,279,-8999,876
Greenply industries,INE461C01038,2,1,1,50,28-Jun-2018,48,Buy,Small Cap,23,2,222,177,137
Oil natural gas corporation,INE213A01029,5,3,2,40,06-Dec-2017,252,Buy,Large Cap,23,19,206,-495,385
Nbcc,INE095N01031,5,2,3,60,04-Apr-2018,133,Buy,Mid Cap,23,-1,69,80,22
Whirlpool of,INE716A01013,2,3,-1,-50,04-Apr-2018,133,Buy,Mid Cap,23,-6,1500,1208,300
Oil natural gas corporation,INE213A01029,3,3,0,0,06-Dec-2017,252,Buy,Large Cap,23,19,206,-495,385
Venkys,INE398A01010,2,2,0,0,22-Sep-2017,327,Buy,Small Cap,23,0,2327,1292,1286
Future lifestyle fashions,INE452O01016,2,2,0,0,01-Feb-2018,195,Buy,Small Cap,24,0,413,0,108
Coromandel international,INE169A01031,2,2,0,0,01-Nov-2017,287,Buy,Mid Cap,24,4,433,-933,249
Somany ceramics,INE355A01028,2,1,1,50,13-Nov-2017,275,Buy,Micro Cap,24,-2,475,257,216
Kaveri seed company,INE455I01029,3,1,2,67,02-Feb-2018,194,Buy,Small Cap,24,5,552,571,366
United breweries,INE686F01025,5,2,3,60,01-Nov-2017,287,Buy,Mid Cap,24,-1,1144,1733,186
Relaxo footwears,INE131B01039,5,2,3,60,02-Jan-2018,225,Buy,Small Cap,24,-7,704,449,138
Motherson sumi systems,INE775A01035,2,2,0,0,06-Dec-2017,252,Buy,Large Cap,25,-4,294,102,110
Cera sanitaryware,INE739E01017,2,3,-1,-50,14-Jun-2017,427,Buy,Small Cap,25,-3,2722,1692,911
Varun beverages,INE200M01013,5,2,3,60,02-Jan-2018,225,Buy,Mid Cap,25,-4,753,227,166
Allcargo logistics,INE418H01029,2,1,1,50,02-Feb-2018,194,Buy,Small Cap,26,10,117,-461,112
Nilkamal,INE310A01015,2,4,-2,-100,03-Jul-2018,43,Buy,Micro Cap,26,1,1618,897,971
Sun pharmaceutical industries,INE044A01036,10,11,-1,-10,10-Mar-2017,523,Buy,Large Cap,26,-5,567,303,200
Godrej agrovet,INE850D01014,2,1,1,50,16-Oct-2017,303,Buy,Mid Cap,26,-2,609,621,113
Upl,INE628A01036,2,5,-3,-150,25-Jan-2017,567,Buy,Large Cap,26,3,623,373,406
Zee entertainment enterprises,INE256A01028,5,6,-1,-20,06-Dec-2017,252,Buy,Large Cap,26,-1,552,647,163
V guard industries,INE951I01027,2,1,1,50,19-Apr-2018,118,Buy,Small Cap,26,-7,189,125,36
Ttk prestige,INE690A01010,5,6,-1,-20,18-Jul-2017,393,Buy,Small Cap,26,0,5845,0,2117
Krbl,INE001B01026,2,2,0,0,03-Jul-2018,43,Buy,Mid Cap,27,1,311,148,203
Amara raja batteries,INE885A01032,1,2,-1,-100,03-Jul-2018,43,Buy,Mid Cap,27,-4,773,731,334
Blue star,INE472A01039,2,1,1,50,28-Nov-2017,260,Buy,Small Cap,27,1,646,0,181
Blue dart express,INE233B01017,4,4,0,0,30-May-2017,442,Buy,Small Cap,27,0,3609,21623,614
Petronet lng,INE347G01014,4,2,2,50,01-Feb-2018,195,Buy,Large Cap,27,4,219,374,145
Kansai nerolac paints,INE531A01024,5,2,3,60,02-Jan-2018,225,Buy,Mid Cap,27,-5,473,399,112
Care ratings,INE752H01013,2,3,-1,-50,01-Feb-2018,195,Buy,Small Cap,27,3,1241,2520,525
Wipro,INE075A01022,5,6,-1,-20,21-Jun-2017,420,Buy,Large Cap,27,8,264,701,205
Century plyboards,INE348B01021,3,2,1,33,01-Feb-2018,195,Buy,Small Cap,27,-7,244,183,79
Colgate palmolive,INE259A01022,2,2,0,0,04-Apr-2018,133,Buy,Large Cap,27,2,1149,2813,177
Abb,INE117A01022,5,3,2,40,02-Jan-2018,225,Buy,Mid Cap,27,-7,1182,742,284
Emami,INE548C01032,5,2,3,60,29-Jun-2018,47,Buy,Mid Cap,27,0,521,981,83
Aegis logistics,INE208C01025,2,1,1,50,02-Feb-2018,194,Buy,Small Cap,27,-4,214,78,58
Tata global beverages,INE192A01025,5,2,3,60,01-Nov-2017,287,Buy,Mid Cap,27,4,271,904,148
Kajaria ceramics,INE217B01036,2,2,0,0,01-Nov-2017,287,Buy,Small Cap,27,-2,460,289,173
Bharat electronics,INE263A01024,5,7,-2,-40,04-Apr-2018,133,Buy,Large Cap,27,8,102,123,69
Tvs motor company,INE494B01023,5,3,2,40,03-Jul-2018,43,Buy,Large Cap,27,-3,571,616,142
Akzo nobel,INE133A01011,2,4,-2,-100,03-Jul-2018,43,Buy,Small Cap,28,1,1875,4784,763
Havells,INE176B01034,2,3,-1,-50,03-Jul-2018,43,Buy,Large Cap,28,-1,546,674,124
Voltas,INE226A01021,2,2,0,0,01-Nov-2017,287,Buy,Mid Cap,28,-2,517,570,215
Carborundum universal,INE120A01034,2,1,1,50,17-Oct-2017,302,Buy,Small Cap,28,1,319,-1176,148
Infosys,INE009A01021,10,11,-1,-10,03-Jul-2018,43,Buy,Large Cap,28,5,1284,1900,701
Cipla,INE059A01026,5,1,4,80,02-Jan-2018,225,Buy,Large Cap,28,0,627,-1920,262
Asian paints,INE021A01026,10,8,2,20,06-Dec-2017,252,Buy,Large Cap,28,-1,1321,1655,208
Ambuja cements,INE079A01024,3,2,1,33,02-Jan-2018,225,Buy,Large Cap,28,8,207,-4311,158
Trent,INE849A01020,2,2,0,0,04-Apr-2018,133,Buy,Mid Cap,28,-5,310,305,63
Exide industries,INE302A01020,1,1,0,0,16-Jun-2017,425,Buy,Mid Cap,28,0,261,471,108
Interglobe aviation,INE646L01027,5,2,3,60,01-Nov-2017,287,Buy,Large Cap,28,1,1076,256,453
Vst industries,INE710A01016,2,3,-1,-50,29-Jun-2018,47,Buy,Small Cap,28,4,2890,37286,1109
Vrl logistics,INE366I01010,2,2,0,0,01-Feb-2018,195,Buy,Small Cap,28,1,339,-3477,127
Siemens,INE003A01024,5,3,2,40,02-Jan-2018,225,Buy,Large Cap,29,1,972,1970,415
Cadila healthcare,INE010B01027,3,2,1,33,03-Jul-2018,43,Buy,Large Cap,29,0,387,344,183
Gail,INE129A01019,4,2,2,50,10-Apr-2018,127,Buy,Large Cap,29,8,346,23156,296
Eih,INE230A01023,3,2,1,33,02-Jan-2018,225,Buy,Mid Cap,29,2,163,-13024,45
Godfrey phillips,INE260B01028,2,1,1,50,29-Jun-2018,47,Buy,Small Cap,29,5,719,-1580,484
Hero motocorp,INE158A01026,5,7,-2,-40,03-Jul-2018,43,Buy,Large Cap,29,7,3506,4181,1567
Vip industries,INE054A01027,5,2,3,60,02-Jan-2018,225,Buy,Small Cap,29,1,413,1538,87
Essel propack,INE255A01020,2,1,1,50,26-Jun-2018,50,Buy,Small Cap,29,3,109,97,70
Balkrishna industries,INE787D01026,2,2,0,0,02-Jan-2018,225,Buy,Mid Cap,29,-2,1149,1266,427
Titan company,INE280A01028,5,4,1,20,04-Apr-2018,133,Buy,Large Cap,29,0,838,2412,130
Dr lal path labs,INE600L01024,2,2,0,0,03-Jul-2018,43,Buy,Small Cap,29,-7,920,524,215
Maruti suzuki,INE585B01010,20,11,9,45,09-Jun-2017,432,Buy,Large Cap,29,-2,9347,4739,2891
Bata,INE176A01028,5,3,2,40,06-Dec-2017,252,Buy,Small Cap,29,0,835,2461,212
Avanti feeds,INE871C01038,2,4,-2,-100,06-Dec-2017,252,Buy,Mid Cap,29,1,494,159,250
Acc,INE012A01025,3,4,-1,-33,01-Nov-2017,287,Buy,Mid Cap,29,4,1390,-4021,769
L&t technology services,INE010V01017,2,1,1,50,28-May-2018,79,Buy,Mid Cap,29,2,1222,0,465
Bajaj auto,INE917I01010,5,6,-1,-20,04-Apr-2018,133,Buy,Large Cap,30,5,2967,7289,1522
Container corporation of,INE111A01025,3,4,-1,-33,04-Apr-2018,133,Buy,Large Cap,30,2,636,-20751,314
Abbott,INE358A01014,2,4,-2,-100,19-Sep-2017,330,Buy,Mid Cap,30,-6,7169,4808,1840
Coal,INE522F01014,5,10,-5,-100,27-Nov-2017,261,Buy,Large Cap,30,6,270,-485,114
Dabur,INE016A01026,5,2,3,60,02-Jan-2018,225,Buy,Large Cap,30,0,377,476,75
Britannia industries,INE216A01022,5,9,-4,-80,04-Apr-2018,133,Buy,Large Cap,30,-8,6307,2695,761
Tech mahindra,INE669C01036,5,3,2,40,01-Feb-2018,195,Buy,Large Cap,30,3,647,529,423
Hindustan zinc,INE267A01025,5,2,3,60,02-Jan-2018,225,Buy,Large Cap,30,11,274,746,216
Rallis,INE613A01020,2,2,0,0,04-Apr-2018,133,Buy,Small Cap,30,4,185,372,109
Marico,INE196A01026,5,2,3,60,02-Jan-2018,225,Buy,Large Cap,30,-5,346,290,59
Grindwell norton,INE536A01023,2,1,1,50,17-Oct-2017,302,Buy,Small Cap,30,1,525,4019,170
Crisil,INE007A01025,3,4,-1,-33,04-Apr-2018,133,Buy,Mid Cap,30,2,1793,4695,394
Gillette,INE322A01010,2,5,-3,-150,12-Jun-2017,429,Buy,Mid Cap,30,-4,6544,3825,585
Cummins,INE298A01020,2,3,-1,-50,06-Dec-2017,252,Buy,Mid Cap,30,2,656,1754,304
Tata consultancy services,INE467B01029,20,17,3,15,05-Jun-2018,71,Buy,Large Cap,30,-1,1880,2304,582
Itc,INE154A01025,20,6,14,70,02-Nov-2017,286,Buy,Large Cap,30,1,273,518,93
Supreme industries,INE195A01028,2,2,0,0,04-Apr-2018,133,Buy,Mid Cap,30,0,1102,2160,338
Berger paints,INE463A01038,3,2,1,33,01-Feb-2018,195,Buy,Mid Cap,30,-5,290,247,51
Monsanto,INE274B01011,5,5,0,0,04-Apr-2018,133,Buy,Small Cap,30,-2,2863,1797,929
Skf,INE640A01023,2,4,-2,-100,03-Jul-2018,43,Buy,Small Cap,31,1,1712,8752,730
Nmdc,INE584A01023,5,2,3,60,01-Feb-2018,195,Buy,Large Cap,31,19,103,-90,150
Pfizer,INE182A01018,2,3,-1,-50,19-Sep-2017,330,Buy,Mid Cap,31,1,2565,6285,1037
Engineers,INE510A01028,5,2,3,60,03-Jul-2018,43,Buy,Mid Cap,31,8,123,-166,82
Pidilite industries,INE318A01026,2,3,-1,-50,04-Apr-2018,133,Buy,Large Cap,31,-7,1063,763,193
Nestle,INE239A01016,5,7,-2,-40,09-Jun-2017,432,Buy,Large Cap,31,1,9957,57097,1118
Icra,INE725G01011,5,4,1,20,22-Jun-2017,419,Buy,Small Cap,31,0,3421,5366,1181
Castrol,INE172A01027,2,2,0,0,04-Jan-2018,223,Buy,Mid Cap,31,4,161,304,44
Hcl technologies,INE860A01027,5,2,3,60,03-Jul-2018,43,Buy,Large Cap,31,5,931,518,649
Mahindra holidays resorts,INE998I01010,5,2,3,60,02-Jan-2018,225,Buy,Small Cap,31,1,312,1087,117
Sanofi,INE058A01010,2,4,-2,-100,19-Sep-2017,330,Buy,Mid Cap,31,-1,5209,6366,1766
