security_name, dividend_amount, dividend_count
SOLIMAC , 1.1 , 1
TATASTEEL , 10.0 , 1
AMJLAND , 0.2 , 1
CCL , 2.5 , 1
HITECHCORP , 0.9 , 1
INDIANHUME , 3.4 , 1
JSWSTEEL , 3.2 , 1
PDMJEPAPER , 0.1 , 1
ROLCOEN , 0.5 , 1
ASHOKLEY , 2.4 , 1
BATAINDIA , 4.0 , 1
GOACARBON , 10.0 , 1
IMFA , 10.0 , 1
LUMAXIND , 23.0 , 1
ZEEL , 2.9 , 1
CEATLTD , 11.5 , 1
SESHAPAPER , 15.0 , 1
TATASTLLP , 20.0 , 1
ULTRACEMCO , 10.5 , 1
BOROSIL , 2.5 , 1
GREENPLY , 0.6 , 1
INDHOTEL , 0.4 , 1
KARURVYSYA , 0.6 , 1
KOTAKBANK , 0.7 , 1
KTKBANK , 3.0 , 1
MENNPIS , 0.6 , 1
SHREYAS , 1.5 , 1
ATUL , 12.0 , 1
BANDHANBNK , 1.0 , 1
BIRLACORPN , 6.5 , 1
DLINKINDIA , 0.5 , 1
GEPIL , 3.0 , 1
GICRE , 13.5 , 1
KIRLOSBROS , 2.5 , 1
M&M , 7.5 , 1
ONWARDTEC , 1.0 , 1
RAJGLOWIR , 1.5 , 1
SALAUTO , 4.5 , 1
TATAPOWER , 1.3 , 1
GLAXO , 35.0 , 1
LAXMIMACH , 40.0 , 1
NAVNETEDUL , 1.5 , 1
SKFINDIA , 12.0 , 1
ATISHAY , 0.6 , 1
BIMETAL , 9.0 , 1
DRREDDY , 20.0 , 1
JYOTHYLAB , 0.5 , 1
TATAELXSI , 11.0 , 1
TIRUMALCHM , 20.0 , 1
ALFREDHE , 2.5 , 1
ATFL , 2.5 , 1
DIXON , 2.0 , 1
EMPIND , 25.0 , 1
EVERESTIND , 6.5 , 1
GEOJITFSL , 2.0 , 1
GET&D , 1.8 , 1
JKCEMENT , 10.0 , 1
NOCIL , 2.5 , 1
PONNIERODE , 1.0 , 1
SYNGENE , 1.0 , 1
TRITONV , 15.0 , 1
VINATIORGA , 4.5 , 1
APLLTD , 4.0 , 1
APOLLOTYRE , 3.0 , 1
GRINDWELL , 5.0 , 1
INDUSINDBK , 7.5 , 1
KAIRA , 6.5 , 1
KELENRG , 2.5 , 1
MCCHRLS-B , 10.0 , 1
NATPEROX , 65.0 , 1
NOVARTIND , 10.0 , 1
PTL , 2.0 , 1
SHARDUL , 0.6 , 1
SOLARINDS , 6.0 , 1
SUPER , 2.5 , 1
ZYDUSWELL , 8.0 , 1
APCOTEXIND , 6.0 , 1
ASTEC , 1.5 , 1
ASTRAMICRO , 1.2 , 1
BIOCON , 1.0 , 1
BOMDYEING , 1.0 , 1
BOMOXY-B1 , 10.0 , 1
CGCL , 0.3 , 1
CROMPTON , 1.8 , 1
DFM , 5.0 , 1
EXCELCROP , 8.8 , 1
EXPLEOSOL , 20.0 , 1
GAEL , 0.9 , 1
GOODRICKE , 4.5 , 1
JCHAC , 1.5 , 1
KALYANIFRG , 3.5 , 1
KITEX , 0.8 , 1
M&MFIN , 4.0 , 1
MAHLIFE , 6.0 , 1
PEL , 25.0 , 1
PNBHOUSING , 9.0 , 1
RPGLIFE , 2.4 , 1
SAREGAMA , 3.0 , 1
SHOPERSTOP , 0.8 , 1
SUDARSCHEM , 1.0 , 1
UNICHEMLAB , 5.0 , 1
WABCOINDIA , 8.0 , 1
ZUARIGLOB , 1.0 , 1
ALKYLAMINE , 7.0 , 1
BLUEDART , 12.5 , 1
CENTURYTEX , 6.5 , 1
CORALFINAC , 0.2 , 1
GICHSGFIN , 5.5 , 1
KCP , 1.0 , 1
KEC , 2.4 , 1
MANUGRAPH , 0.6 , 1
REDINGTON , 2.4 , 1
TTKPRESTIG , 30.0 , 1
BIRLACABLE , 1.0 , 1
EIHOTEL , 0.9 , 1
EIMCOELECO , 5.0 , 1
GODREJAGRO , 4.5 , 1
IDFC , 0.8 , 1
IDFCFIRSTB , 0.8 , 1
JAYSHREETEA , 0.5 , 1
JENBURPH , 6.0 , 1
KRITIIND , 0.1 , 1
KRITINUT , 0.2 , 1
MAHEPC , 0.5 , 1
MPSLTD , 12.0 , 1
STARCEMENT , 1.0 , 1
TASTYBIT , 2.0 , 1
TBZ , 0.8 , 1
TITAN , 3.8 , 1
UNIVCABLES , 1.5 , 1
VGUARD , 0.7 , 1
VINDHYATEL , 10.0 , 1
MODRNSH , 0.5 , 1
SNL , 5.0 , 1
THANGAMAYL , 3.5 , 1
UFLEX , 2.0 , 1
ADORFO , 3.0 , 1
AKZOINDIA , 22.0 , 1
CITADEL , 0.5 , 1
DEEPAKNI , 1.3 , 1
EIHAHOTELS , 4.5 , 1
JOSTS , 2.0 , 1
MAGMA , 0.8 , 1
MAHLOG , 1.5 , 1
MEP , 0.3 , 1
MHRIL , 4.0 , 1
SOBHA , 7.0 , 1
ADANIPORTS , 2.0 , 1
BASF , 3.0 , 1
BBTC , 1.0 , 1
BERGEPAINT , 1.8 , 1
COSMOFILMS , 6.0 , 1
DYNAMIND , 1.5 , 1
ELNET , 1.5 , 1
EVEREADY , 1.5 , 1
FSL , 1.5 , 1
GUJHOTE , 3.5 , 1
INDIAGLYCO , 4.0 , 1
INDPRUD , 25.0 , 1
JLMORI , 1.0 , 1
KOVAI , 3.0 , 1
MAKERSL , 1.0 , 1
MODERN , 0.3 , 1
MPHASIS , 20.0 , 1
NITTAGELA , 2.5 , 1
PAUSHAKLTD , 3.0 , 1
RAMCOCEM , 3.0 , 1
RAMCOIND , 0.5 , 1
RASOI , 10.0 , 1
RBLBANK , 2.1 , 1
SICAGEN , 0.6 , 1
SINCLAIR , 4.0 , 1
SUBROS , 1.1 , 1
SWISSGLA , 2.0 , 1
TAJGVK , 0.6 , 1
TECHM , 14.0 , 1
THERMAX , 6.0 , 1
TIL , 3.5 , 1
ULTRAMAR , 4.2 , 1
UNIABEXAL , 1.5 , 1
WIMPLAST , 7.0 , 1
ADANIENT , 0.4 , 1
ALEMBICLTD , 0.2 , 1
ANUHPHR , 2.8 , 1
BRITANNIA , 25.0 , 1
HONAUT , 32.0 , 1
INSECTICID , 2.0 , 1
MANALIPETC , 0.5 , 1
TRENT , 1.1 , 1
YSL , 30.0 , 1
ALLSEC , 5.0 , 1
ASAHIINDIA , 1.5 , 1
AUBANK , 0.5 , 1
AVANTI , 6.0 , 1
BOMBCYC , 5.0 , 1
DCMSRMIND , 4.0 , 1
DHANUKA , 3.5 , 1
DHUNTEAIND , 8.0 , 1
HAWKINCOOK , 70.0 , 1
JMCPROJECT , 3.0 , 1
KALPATPOWR , 2.5 , 1
LUPIN , 5.0 , 1
NBVENTURES , 1.5 , 1
NCC , 1.0 , 1
NITINCAST , 1.0 , 1
SAURASHCEM , 1.0 , 1
TNPETRO , 0.5 , 1
TRANSPEK , 9.0 , 1
WEIZFOREX , 1.0 , 1
WEIZMANIND , 0.5 , 1
WONDERLA , 1.5 , 1
ABMKNO , 1.2 , 1
CADILAHC , 3.5 , 1
DAICHI , 2.5 , 1
DISAQ , 2.5 , 1
GOODYEAR , 13.0 , 1
GSKCONS , 75.0 , 1
LAKSELEC , 10.0 , 1
NESCO , 2.3 , 1
PANCARBON , 10.0 , 1
QUICKHEAL , 3.0 , 1
AARTIDRUGS , 1.0 , 1
APARINDS , 9.5 , 1
BNRSEC , 1.2 , 1
DHUNINV , 1.5 , 1
EMAMIPAP , 1.2 , 1
EXCELINDUS , 12.5 , 1
GALAXYSURF , 7.0 , 1
INEOSSTYRO , 4.0 , 1
INVPRECQ , 2.5 , 1
IRB , 2.5 , 1
IVP , 2.0 , 1
KHAICHEM , 0.1 , 1
MCLEODRUSS , 0.5 , 1
NEWGEN , 2.0 , 1
NRBBEARING , 1.2 , 1
RATNAMANI , 6.0 , 1
SHK , 1.8 , 1
SKIPPER , 1.6 , 1
SMLISUZU , 1.5 , 1
STEELCAS , 1.4 , 1
SWELECTES , 4.0 , 1
TATACOMM , 4.5 , 1
TVSELECT , 1.5 , 1
UFO , 12.5 , 1
WABAG , 4.0 , 1
ZWELCAST , 2.0 , 1
ADORWELD , 5.0 , 1
AUTOAXLES , 13.5 , 1
BAJAJELEC , 3.5 , 1
BRIGADE , 2.0 , 1
CHEMBOND , 1.9 , 1
CHEVIOT , 1.0 , 1
DAIKAFFI , 1.2 , 1
DECCANCE , 3.0 , 1
DOLAT , 0.1 , 1
DVL , 3.5 , 1
EICHERMOT , 110.0 , 1
ELGIEQUIP , 1.2 , 1
FAIRCHEM , 1.5 , 1
FEDERALBNK , 1.0 , 1
FOMEHOT , 1.0 , 1
GANDHITUBE , 9.0 , 1
GESHIP* , 7.2 , 1
GODREJIND , 1.8 , 1
HERCULES , 1.2 , 1
IGARASHI , 6.0 , 1
INDIGO , 6.0 , 1
IPCALAB , 1.0 , 1
JTEKTINDIA , 0.5 , 1
KABRAEXTRU , 2.0 , 1
KEYFINSER , 2.5 , 1
KIRLOSIND , 21.0 , 1
KUANTUM , 2.5 , 1
LAOPALA , 1.1 , 1
MADHAV , 0.2 , 1
MATRIMONY , 1.5 , 1
NACLIND , 0.1 , 1
PLASTIBLEN , 2.5 , 1
PRSMJOHNSN , 0.5 , 1
RAJPALAYAM , 4.0 , 1
SAFARIND , 0.5 , 1
SAMBANDAM , 2.0 , 1
SAYAJIIND , 3.8 , 1
SHAILY , 7.5 , 1
SHILCTECH , 2.0 , 1
SHREYANIND , 1.8 , 1
STARPAPER , 2.5 , 1
TAMBOLI , 0.7 , 1
TFCILTD , 2.0 , 1
THYROCARE , 5.0 , 1
TIMKEN , 1.0 , 1
TTKHEALTH , 5.0 , 1
WIREFABR , 0.6 , 1
DREDGECORP , 2.0 , 1
HONDAPOWER , 9.0 , 1
ICRA , 30.0 , 1
MPILCORPL , 1.5 , 1
POLYSPIN , 1.2 , 1
VOLTAMP , 15.0 , 1
VOLTAS , 4.0 , 1
BAYERCROP , 18.0 , 1
COCHINSHIP , 12.0 , 1
DATAMATICS , 0.2 , 1
KRBL , 2.3 , 1
MYSORPETRO , 2.0 , 1
NELCAST , 1.0 , 1
OFSS , 130.0 , 1
SURYALA , 1.5 , 1
WPIL , 4.0 , 1
TCFCFINQ , 1.5 , 1
BRPL , 0.5 , 1
GRPLTD , 1.2 , 1
JKPAPER , 2.5 , 1
MOTHERSUMI , 2.2 , 1
PODDAR , 1.5 , 1
AKCAPIT , 6.0 , 1
LICHSGFIN , 6.8 , 1
LUMAXTECH , 2.0 , 1
ORIENTCEM , 0.8 , 1
UPL , 8.0 , 1
WSTCSTPAPR , 4.0 , 1
KSL , 5.0 , 1
CIPLA , 3.0 , 1
JKTYRE , 1.5 , 1
MEERA , 1.2 , 1
AHLEAST , 2.5 , 1
AINFRA , 0.1 , 1
ASALCBR , 1.0 , 1
ASHIANA , 0.2 , 1
BENARAS , 15.0 , 1
BLISSGVS , 1.0 , 1
CERA , 12.0 , 1
CHENNPETRO , 18.5 , 1
CLEDUCATE , 1.0 , 1
CPL , 0.2 , 1
CTCL , 0.3 , 1
ELIXIR , 1.2 , 1
FSC , 1.0 , 1
GEL , 1.0 , 1
IFGLEXPOR , 2.0 , 1
INDOBORAX , 1.5 , 1
LKPSEC , 0.1 , 1
LT , 16.0 , 1
MARUTI , 80.0 , 1
MAZDALTD , 8.1 , 1
MUNJALAU , 1.2 , 1
OMAXE , 0.7 , 1
ORVENPR , 2.0 , 1
PANAMAPET , 1.2 , 1
PRICOLLTD , 1.0 , 1
PRIMAPLA , 2.0 , 1
SOMANYCERA , 2.7 , 1
SURYAAMBA , 1.0 , 1
VIMTALABS , 2.0 , 1
BALFC , 0.5 , 1
ELCIDIN , 15.0 , 1
IGPL , 4.0 , 1
KAJARIACER , 3.0 , 1
MALLCOM , 2.0 , 1
VINYLINDIA , 2.4 , 1
ZFSTEERING , 8.0 , 1
BALAMINES , 2.6 , 1
BSOFT , 2.4 , 1
DARSHANORNA , 0.2 , 1
ECLERX , 1.0 , 1
FLFL , 1.2 , 1
GRNLAMIND , 2.5 , 1
HERITGFOOD , 2.0 , 1
INDAGIV , 0.5 , 1
IVC , 0.6 , 1
KPRMILL , 0.8 , 1
L&TFH , 1.0 , 1
PANAENERG , 7.0 , 1
STERTOOLS , 2.0 , 1
VBL , 2.5 , 1
ARVIND , 2.4 , 1
DRAGARWQ , 1.2 , 1
HINDCOMPOS , 0.5 , 1
INDIAHOME , 0.2 , 1
LGBBROSLTD , 4.5 , 1
PIDILITIND , 6.0 , 1
ZODIACLOTH , 1.0 , 1
ABCBEARS , 0.6 , 1
BALAJITELE , 0.4 , 1
BELLACASA , 0.5 , 1
BNKCAP , 1.5 , 1
COMFINTE , 0.0 , 1
COMPEAU , 1.0 , 1
CUB , 0.3 , 1
DYNAMATECH , 2.0 , 1
ESCORTS , 2.0 , 1
GFLLIMITED , 3.5 , 1
GNFC , 7.5 , 1
GRAUWEIL , 0.6 , 1
GRAVITA , 0.7 , 1
HSCL , 0.1 , 1
HSIL , 4.0 , 1
ITHL , 4.2 , 1
JBMA , 2.0 , 1
JOINDRE , 0.8 , 1
JOONKTOLL , 0.5 , 1
KIOCL , 0.8 , 1
KSE , 60.0 , 1
MAITHANALL , 3.0 , 1
MCX , 17.0 , 1
MITSU , 0.5 , 1
POEL , 1.2 , 1
PRESSMN , 1.4 , 1
RUPA , 3.0 , 1
SARDAEN , 5.0 , 1
SILINV , 1.5 , 1
SUTLEJTEX , 1.3 , 1
TCPLPACK , 3.7 , 1
ALBERTDA , 5.5 , 1
CAPACITE , 1.0 , 1
CHAMBLFERT , 1.9 , 1
CREST , 0.5 , 1
ICICIBANK , 1.5 , 1
ORIENTREF , 2.5 , 1
RADICO , 1.0 , 1
JAYBARMARU , 2.5 , 1
JBCHEPHARM , 2.0 , 1
BENGALASM , 10.0 , 1
ENDURANCE , 4.0 , 1
IONEXCHANG , 3.5 , 1
JK AGRI , 4.0 , 1
TEXINFRA , 0.2 , 1
TEXRAIL , 0.2 , 1
VIRAT , 1.5 , 1
ALFAICA , 1.0 , 1
KHADIM , 1.0 , 1
MANGCHEFER , 1.0 , 1
PFIZER , 20.0 , 1
PFS , 0.2 , 1
PTC , 4.0 , 1
YUKEN , 2.0 , 1
7NR , 0.1 , 1
APCL , 2.0 , 1
ARMANFIN , 1.0 , 1
BAPACK , 0.5 , 1
GARFIBRES , 4.5 , 1
ICIL , 0.4 , 1
JKLAKSHMI , 0.8 , 1
MACPLASQ , 1.0 , 1
MANGLMCEM , 0.5 , 1
MANPASAND , 0.5 , 1
MEHAI , 0.1 , 1
RPPINFRA , 0.5 , 1
SKYIND , 0.5 , 1
STHINPA , 1.0 , 1
SUNILAGR , 0.5 , 1
BLUECHIPT , 1.8 , 1
DIVISLAB , 10.0 , 1
GARNETINT , 0.5 , 1
GRASIM , 6.2 , 1
HGINFRA , 0.5 , 1
INDOCO , 1.0 , 1
MERCURYLAB , 1.5 , 1
NAVBLDR , 0.1 , 1
RELCHEMQ , 1.0 , 1
RISHIROOP , 1.2 , 1
SHUKRAPHAR , 0.5 , 1
TVTODAY , 2.2 , 1
ALPHAGEO , 8.0 , 1
BGWTATO , 0.8 , 1
FORCEMOT , 10.0 , 1
JAYSYN , 0.1 , 1
LINCPENQ , 1.5 , 1
RJSHAH , 1.5 , 1
SHEMAROO , 1.6 , 1
SWANENERGY , 0.1 , 1
WINDMACHIN , 1.0 , 1
ZIMLAB , 1.0 , 1
BALMLAWRIE , 10.0 , 1
BLIL , 24.0 , 1
DOLLAR , 1.6 , 1
FILTRA , 1.5 , 1
ISFT , 2.0 , 1
KCPSUGIND , 0.1 , 1
ECOPLAST , 1.5 , 1
GIPCL , 2.7 , 1
KANORICHEM , 1.5 , 1
LUDLOWJUT , 2.0 , 1
RSWM , 2.0 , 1
TRITURBINE , 0.6 , 1
ADVENZYMES , 0.5 , 1
AMRITCORP , 8.0 , 1
BODALCHEM , 0.8 , 1
CENTURYPLY , 1.0 , 1
ELECTCAST , 0.3 , 1
GNA , 2.0 , 1
KIRANVYPAR , 2.5 , 1
NBCC , 0.6 , 1
PILANIINVS , 25.0 , 1
PNBGILTS , 1.0 , 1
POKARNA , 0.6 , 1
RAMRAT , 1.2 , 1
SHYAM , 1.8 , 1
SINTEX , 0.1 , 1
SUMEDHA , 1.0 , 1
SUNFLAG , 0.5 , 1
VENKYS , 8.0 , 1
WHIRLPOOL , 4.0 , 1
ZSOUTGAS , 25.0 , 1
ZSWASTSA , 1.0 , 1
CRAVATEX , 1.0 , 1
DEEPAKFERT , 6.0 , 1
DIANATEA , 0.2 , 1
GANECOS , 1.5 , 1
GOWRALE , 1.0 , 1
HMVL , 1.2 , 1
IWP , 1.2 , 1
KAMAHOLD , 15.0 , 1
KRL , 1.0 , 1
MARBU , 0.5 , 1
SPAL , 0.5 , 1
SURYAROSNI , 2.0 , 1
UBL , 2.0 , 1
ZGOVPOOX , 1.0 , 1
20MICRONS , 0.3 , 1
AHMDSTE , 0.5 , 1
ARROWGREEN , 2.0 , 1
ASIANTILES , 1.3 , 1
BODHTREE , 0.8 , 1
COMPUSOFT , 0.1 , 1
GATI , 0.9 , 1
GUJINTRX , 1.5 , 1
IEX , 22.0 , 1
MARATHON , 2.0 , 1
MARVINY , 1.0 , 1
NAHARCAP , 1.5 , 1
NAHARPOLY , 0.5 , 1
NAHARSPING , 0.5 , 1
ONMOBILE , 1.5 , 1
PBMPOLY , 3.5 , 1
PIXTRANS , 2.5 , 1
PRESTIGE , 1.2 , 1
SAMKRG , 5.0 , 1
VICTMILL , 50.0 , 1
ZODJRDMKJ , 0.5 , 1
BANARISUG , 10.0 , 1
BLS , 0.5 , 1
CAPRIHANS , 1.5 , 1
CONCOR , 3.8 , 1
EMMBI , 0.5 , 1
GSFC , 2.2 , 1
HPCOTTON , 1.0 , 1
INDGELA , 2.0 , 1
INDIACEM , 0.8 , 1
JAGRAN , 3.0 , 1
KAKATCEM , 3.0 , 1
KANCOTEA , 1.0 , 1
KANPRPLA , 1.8 , 1
KEI , 1.0 , 1
LAKSHMIMIL , 9.0 , 1
LAMBODHARA , 1.0 , 1
LANCORHOL , 0.2 , 1
MAGNAELQ , 2.0 , 1
METALCO , 1.0 , 1
NATPLAS , 1.0 , 1
NIRLON , 0.8 , 1
PARAGMILK , 0.8 , 1
PHOENIXLTD , 2.6 , 1
PODARPIGQ , 3.5 , 1
PRIYALT , 1.0 , 1
RADIXIND , 1.0 , 1
SANCTRN , 0.9 , 1
SMSPHARMA , 0.2 , 1
SRIPIPES , 6.0 , 1
SUPERHOUSE , 1.0 , 1
TNPL , 5.0 , 1
UMANGDAIR , 0.2 , 1
MANINFRA , 1.3 , 1
AHLUCONT , 0.3 , 1
AKSHOPTFBR , 0.3 , 1
AMNPLST , 0.3 , 1
ANDHRSUGAR , 10.0 , 1
APEX , 2.0 , 1
APMIN , 1.0 , 1
APOLLOHOSP , 5.0 , 1
AREXMIS , 2.0 , 1
ARIES , 2.3 , 1
AVADHSUGAR , 1.0 , 1
BAJAJST , 3.0 , 1
BRAWN , 1.0 , 1
BRIGHTBR , 2.0 , 1
CREATIVE , 10.0 , 1
DLF , 0.8 , 1
DYNPRO , 1.5 , 1
FAIRDSY , 1.2 , 1
FINCABLES , 4.0 , 1
FOODSIN , 0.3 , 1
GANESHHOUC , 1.8 , 1
GANONPRO , 0.0 , 1
GARWARPOLY , 2.0 , 1
GENUSPOWER , 0.4 , 1
GINISILK , 0.5 , 1
GOLDCORP , 0.5 , 1
GULFPETRO , 0.8 , 1
HIMATSEIDE , 2.5 , 1
HINDALCO , 1.2 , 1
HISARMET , 1.0 , 1
HUIL , 1.0 , 1
INDOAMIN , 1.0 , 1
INDRAMEDCO , 1.5 , 1
INTLCONV , 0.1 , 1
JISLDVREQS , 1.0 , 1
JISLJALEQS , 1.0 , 1
JUBILANT , 3.0 , 1
KALLAM , 0.2 , 1
KAMDHENU , 1.0 , 1
KIFS , 0.9 , 1
LOHIASEC , 0.2 , 1
LUHARUKA , 0.0 , 1
MINDTECK , 1.0 , 1
MMTC , 0.2 , 1
MUKESHB , 1.2 , 1
MUNJALSHOW , 4.5 , 1
NATCAPSUQ , 1.0 , 1
NGIND , 3.5 , 1
NIITTECH , 15.0 , 1
NITINSPIN , 1.2 , 1
OAL , 2.0 , 1
ORIENTLTD , 1.2 , 1
PCCOSMA , 3.0 , 1
PONDYOXIDE , 3.0 , 1
RAJOOENG , 0.2 , 1
RAPICUT , 1.8 , 1
RELCAPITAL , 11.0 , 1
RELHOME , 1.0 , 1
RELINFRA , 9.5 , 1
RKFORGE , 1.0 , 1
RUBFILA , 1.0 , 1
RUSHIL , 0.5 , 1
SADBHAV , 1.0 , 1
SALZER , 1.6 , 1
SHASHIJIT , 0.2 , 1
SHRIDINE , 1.5 , 1
SIMPLEXCAS , 0.5 , 1
SMIFS , 1.0 , 1
STAR , 2.0 , 1
TIGLOB , 0.5 , 1
TIMETECHNO , 0.8 , 1
TPLPLAST , 3.5 , 1
VADILALIND , 1.2 , 1
VADILENT , 0.8 , 1
VFL , 0.0 , 1
VHL , 5.0 , 1
VLSFINANCE , 1.0 , 1
VTL , 15.0 , 1
ZEELEARN , 0.1 , 1
AJMERA , 3.3 , 1
ARFIN , 2.0 , 1
ASHOKALC , 1.0 , 1
ASIIL , 0.3 , 1
BALPHARMA , 1.0 , 1
BANSWRAS , 1.0 , 1
BASML , 1.6 , 1
CGVAK , 0.5 , 1
DHPIND , 2.5 , 1
HARLETH , 0.8 , 1
HINDUJAVEN , 17.5 , 1
HTMEDIA , 0.4 , 1
IGL , 2.0 , 1
KOTHARIPRO , 1.5 , 1
LEHIL , 0.5 , 1
MAGADHSUGAR , 1.0 , 1
NIPPOBATRY , 20.0 , 1
ORIBEVER , 0.8 , 1
ORIENTBELL , 0.5 , 1
PGIL , 2.0 , 1
REMSONSIND , 1.3 , 1
RISHDIGA , 2.0 , 1
SAHLIBHFI , 1.2 , 1
SAKTHIFIN , 1.0 , 1
SHIVAMILLS , 1.4 , 1
SHIVTEX , 1.6 , 1
SUCROSA , 0.1 , 1
TALBROAUTO , 1.5 , 1
ULTRACAB , 0.1 , 1
VISHNU , 1.0 , 1
ACKNIT , 1.5 , 1
ANSALBU , 0.5 , 1
ARIHCAPM , 0.8 , 1
ASTAR , 1.5 , 1
AXTEL , 1.5 , 1
BDH , 2.2 , 1
BHARATSE , 1.0 , 1
CHOKSI , 0.8 , 1
DAAWAT , 0.1 , 1
DEEPIND , 1.5 , 1
FORBESCO , 2.5 , 1
FRONTSEC , 0.5 , 1
GENCON , 0.1 , 1
GODFRYPHLP , 8.0 , 1
GTPL , 1.0 , 1
HIGHGROUND , 0.1 , 1
JAICORPLTD , 0.5 , 1
JINDRILL , 0.5 , 1
KAMADGIRI , 2.0 , 1
KILPEST , 0.5 , 1
MAHSEAMLES , 6.0 , 1
MANORG , 1.0 , 1
MIRZAINT , 0.9 , 1
NCLIND , 1.5 , 1
PREMCO , 3.0 , 1
PURVA , 1.6 , 1
REPCOHOME , 2.2 , 1
SAPPL , 0.8 , 1
SCHAND , 1.5 , 1
SIMPLEXINF , 0.5 , 1
STANROS , 6.0 , 1
SUNPHARMA , 2.0 , 1
TIPSINDLTD , 1.0 , 1
VIAANINDUS , 0.1 , 1
63MOONS , 2.0 , 1
ACE* , 0.5 , 1
ACRYSIL , 5.0 , 1
AGIIL , 1.0 , 1
AMBIKCO , 25.0 , 1
ANDREWYU , 0.0 , 1
ARROWTEX , 1.5 , 1
BAMBINO , 1.6 , 1
BLACKROSE , 0.1 , 1
BNALTD , 3.0 , 1
CAPPL , 2.0 , 1
CHEMCRUX , 0.2 , 1
COMFINCAP , 0.2 , 1
COMPUAGE , 0.4 , 1
CORALAB , 2.0 , 1
COX&KINGS , 1.0 , 1
DBL , 1.0 , 1
DENORA , 1.0 , 1
DIAMONDYD , 1.0 , 1
DONEAR , 0.2 , 1
EASTWEST , 0.1 , 1
ELECON , 0.2 , 1
ENIL , 1.0 , 1
FLUIDOM , 1.8 , 1
FREDUN , 0.6 , 1
GALLANTT , 0.2 , 1
GENESYS , 0.1 , 1
GUJGAS , 4.0 , 1
HALDYNGL , 0.3 , 1
HBLPOWER , 0.2 , 1
HIMTEK , 0.4 , 1
HINDCOPPER , 0.2 , 1
HINDTIN , 1.0 , 1
HPL , 1.0 , 1
INDLMETER , 0.5 , 1
INDSILHYD , 0.7 , 1
ITL , 0.5 , 1
JAYUSH , 3.0 , 1
JINDALSAW , 1.2 , 1
JKIL , 2.0 , 1
JUBLFOOD , 2.5 , 1
KANCHI , 2.0 , 1
KEMP , 1.0 , 1
KGDENIM , 0.8 , 1
KILITCH , 0.5 , 1
KKALPANAIND , 0.2 , 1
KRIINFRA , 0.2 , 1
KTIL , 1.0 , 1
LOYALTEX , 5.0 , 1
LUXIND , 2.0 , 1
MOHOTAIND , 0.1 , 1
MONTECARLO , 12.0 , 1
NIKHILAD , 1.0 , 1
