sr_no,name,isin,bse_symbol,nse_symbol,avg_mcap,captype
65,UNITED SPIRITS LIMITED,INE854D01024,UNITDSPR,MCDOWELL-N,48469,Large Cap
66,AMBUJA CEMENTS LTD.,INE079A01024,AMBUJACEM,AMBUJACEM,47237,Large Cap
67,"CIPLA LTD.,",INE059A01026,CIPLA,CIPLA,46806,Large Cap
68,PIRAMAL ENTERPRISES LIMITED,INE140A01024,PEL,PEL,45870,Large Cap
69,"ASHOK LEYLAND LTD.,",INE208A01029,ASHOKLEY,ASHOKLEY,41371,Large Cap
70,MARICO LIMITED,INE196A01026,MARICO,MARICO,41086,Large Cap
71,CADILA HEALTHCARE LTD.,INE010B01027,CADILAHC,CADILAHC,40733,Large Cap
72,"SIEMENS LTD.,",INE003A01024,SIEMENS,SIEMENS,40201,Large Cap
73,NMDC LTD,INE584A01023,NMDC,NMDC,39854,Large Cap
74,DLF LIMITED,INE271C01023,DLF,DLF,39281,Large Cap
75,LUPIN LTD,INE326A01037,LUPIN$,LUPIN,37106,Large Cap
76,UPL LIMITED,INE628A01036,UPL,UPL,36887,Large Cap
77,BIOCON LTD.,INE376G01013,BIOCON,BIOCON,36655,Large Cap
78,SUN TV NETWORK LIMITED,INE424H01027,SUNTV,SUNTV,36464,Large Cap
79,"DR. REDDY'S LABORATORIES LTD.,",INE089A01023,DRREDDY,DRREDDY,36148,Large Cap
80,AUROBINDO PHARMA LTD.,INE406A01037,AUROPHARMA,AUROPHARMA,35550,Large Cap
81,BANK OF BARODA,INE028A01039,BANKBARODA,BANKBARODA,35201,Large Cap
82,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED ,INE765G01017,ICICIGI,ICICIGI,35103,Large Cap
83,"BHARAT ELECTRONICS LTD.,",INE263A01024,BEL,BEL,34980,Large Cap
84,HINDUSTAN AERONAUTICS LIMITED,INE066F01012,HAL,HAL,34934,Large Cap
85,PETRONET LNG LTD.,INE347G01014,PETRONET,PETRONET,34792,Large Cap
86,ADITYA BIRLA CAPITAL LTD,INE674K01013,ABCAPITAL,ABCAPITAL,34582,Large Cap
87,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,INE881D01027,OFSS,OFSS,34339,Large Cap
88,"STEEL AUTHORITY OF INDIA LTD.,",INE114A01011,SAIL,SAIL,33647,Large Cap
89,HAVELLS INDIA LIMITED,INE176B01034,HAVELLS,HAVELLS,33334,Large Cap
90,BHARAT FORGE LTD,INE465A01025,BHARATFORG,BHARATFORG,33220,Large Cap
91,"SHRIRAM TRANSPORT FINANCE CO. LTD.,",INE721A01013,SRTRANSFIN,SRTRANSFIN,32936,Large Cap
92,CONTAINER CORPORATION OF INDIA LTD.,INE111A01025,CONCOR,CONCOR,32318,Large Cap
93,L&T FINANCE HOLDINGS LIMITED,INE498L01015,L&TFH,L&TFH,32105,Large Cap
94,"BHARAT HEAVY ELECTRICALS LTD.,",INE257A01026,BHEL,BHEL,32013,Large Cap
95,"M.R.F. LTD.,",INE883A01011,MRF,MRF,31141,Large Cap
96,IDEA CELLULAR LTD,INE669E01016,IDEA,IDEA,30924,Large Cap
97,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,INE179A01014,PGHH,PGHH,30661,Large Cap
98,BAJAJ HOLDINGS & INVESTMENT LIMITED,INE118A01012,BAJAJHLDNG,BAJAJHLDNG,30643,Large Cap
99,TVS MOTOR COMPANY LTD.,INE494B01023,TVSMOTOR,TVSMOTOR,30633,Large Cap
100,"COLGATE-PALMOLIVE (INDIA) LTD.,",INE259A01022,COLPAL,COLPAL,30608,Large Cap
101,UNITED BREWERIES LTD.,INE686F01025,UBL,UBL,29337,Mid Cap
102,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,INE774D01024,M&MFIN,M&MFIN,29124,Mid Cap
103,ACC LTD,INE012A01025,ACC,ACC,29023,Mid Cap
104,DIVI'S LABORATORIES LTD.,INE361B01024,DIVISLAB,DIVISLAB,28917,Mid Cap
105,ABB INDIA LIMITED,INE117A01022,ABB,ABB,28907,Mid Cap
106,PUNJAB NATIONAL BANK,INE160A01022,PNB,PNB,28610,Mid Cap
107,NHPC LIMITED,INE848E01016,NHPC,NHPC,28582,Mid Cap
108,FUTURE RETAIL LTD.,INE752P01024,FRETAIL,FRETAIL,27904,Mid Cap
109,KANSAI NEROLAC PAINTS,INE531A01024,KANSAINER,KANSAINER,26866,Mid Cap
110,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,INE264A01014,GSKCONS,GSKCONS,26570,Mid Cap
111,LIC HOUSING FINANCE LTD.,INE115A01026,LICHSGFIN,LICHSGFIN,26345,Mid Cap
112,OIL INDIA LIMITED,INE274J01014,OIL,OIL,26082,Mid Cap
113,PAGE INDUSTRIES LTD.,INE761H01022,PAGEIND,PAGEIND,26078,Mid Cap
114,RURAL ELECTRIFICATION CORPORATION LIMITED,INE020B01018,RECLTD,RECLTD,26021,Mid Cap
115,BERGER PAINTS INDIA LTD,INE463A01038,BERGEPAINT,BERGEPAINT,25789,Mid Cap
116,EDELWEISS FINANCIAL SERVICES LTD.,INE532F01054,EDELWEISS,EDELWEISS,25699,Mid Cap
117,EMAMI LTD,INE548C01032,EMAMILTD,EMAMILTD,25176,Mid Cap
118,POWER FINANCE CORPORATION LTD,INE134E01011,PFC,PFC,25048,Mid Cap
119,DALMIA BHARAT LIMITED,INE439L01019,DALMIABHA,DALMIABHA,24996,Mid Cap
120,LARSEN & TOUBRO INFOTECH LIMITED,INE214T01019,LTI,LTI,24710,Mid Cap
121,ALKEM LABORATORIES LIMITED,INE540L01014,ALKEM,ALKEM,24600,Mid Cap
122,IIFL HOLDINGS LIMITED,INE530B01024,IIFL,IIFL,23276,Mid Cap
123,TORRENT PHARMACEUTICALS LTD.,INE685A01028,TORNTPHARM,TORNTPHARM,23181,Mid Cap
124,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LTD,INE121A01016,CHOLAINV,CHOLAFIN,23112,Mid Cap
125,JINDAL STEEL & POWER LTD,INE749A01030,JINDALSTEL,JINDALSTEL,22991,Mid Cap
126,TATA POWER CO. LTD,INE245A01021,TATAPOWER,TATAPOWER,22811,Mid Cap
127,3M INDIA LTD.,INE470A01017,3MINDIA,3MINDIA,22224,Mid Cap
128,"BALKRISHNA INDUSTRIES LTD.,",INE787D01026,BALKRISIND,BALKRISIND,22141,Mid Cap
129,GRUH FINANCE LTD,INE580B01029,GRUH,GRUH,21963,Mid Cap
130,"CUMMINS INDIA LTD.,",INE298A01020,CUMMINSIND,CUMMINSIND,21618,Mid Cap
131,GILLETTE INDIA LTD.,INE322A01010,GILLETTE,GILLETTE,21394,Mid Cap
132,RAJESH EXPORTS LTD.,INE343B01030,RAJESHEXPO,RAJESHEXPO,21298,Mid Cap
133,RBL BANK LIMITED,INE976G01028,RBLBANK,RBLBANK,21222,Mid Cap
134,PNB HOUSING FINANCE LIMITED,INE572E01012,PNBHOUSING,PNBHOUSING,20749,Mid Cap
135,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,INE159A01016,GLAXO,GLAXO,20595,Mid Cap
136,INDRAPRASHTHA GAS LTD.,INE203G01027,IGL,IGL,20204,Mid Cap
137,VAKRANGEE LIMITED,INE051B01021,VAKRANG,VAKRANGEE,19910,Mid Cap
138,"EXIDE INDUSTRIES LTD.,",INE302A01020,EXIDEIND,EXIDEIND,19862,Mid Cap
139,"VOLTAS LTD.,",INE226A01021,VOLTAS,VOLTAS,19762,Mid Cap
140,ADANI TRANSMISSION LIMITED,INE931S01010,ADANITRANS,ADANITRANS,19728,Mid Cap
141,GODREJ INDUSTRIES LTD.,INE233A01035,GODREJIND,GODREJIND,19512,Mid Cap
142,MANGALORE REFINERY & PETROCHEMICALS,INE103A01014,MRPL,MRPL,19398,Mid Cap
143,SUNDARAM FINANCE LTD,INE660A01013,SUNDARMFIN,SUNDARMFIN,19361,Mid Cap
144,WHIRLPOOL OF INDIA LTD,INE716A01013,WHIRLPOOL,WHIRLPOOL,19349,Mid Cap
145,AU SMALL FINANCE BANK LIMITED,INE949L01017,AUBANK,AUBANK,18831,Mid Cap
146,CASTROL INDIA LTD,INE172A01027,CASTROLIND,CASTROLIND,18672,Mid Cap
147,IDBI BANK LTD,INE008A01015,IDBI,IDBI,18589,Mid Cap
148,FEDERAL BANK LTD.,INE171A01029,FEDERALBNK,FEDERALBNK,18518,Mid Cap
149,CANARA BANK,INE476A01014,CANBK,CANBK,18513,Mid Cap
150,TATA CHEMICALS LTD,INE092A01019,TATACHEM,TATACHEM,18401,Mid Cap
151,NBCC (INDIA) LIMITED,INE095N01031,NBCC,NBCC,18245,Mid Cap
152,"DEWAN HOUSING FINANCE CORPN. LTD.,",INE202B01012,DHFL,DHFL,18199,Mid Cap
153,THE RAMCO CEMENTS LIMITED,INE331A01037,RAMCOCEM,RAMCOCEM,18169,Mid Cap
154,TATA COMMUNICATIONS LIMITED,INE151A01013,TATACOMM,TATACOMM,17901,Mid Cap
155,MPHASIS LIMITED,INE356A01018,MPHASIS,MPHASIS,17875,Mid Cap
156,ENDURANCE TECHNOLOGIES LIMITED,INE913H01037,ENDURANCE,ENDURANCE,17760,Mid Cap
157,TATA GLOBAL BEVERAGES LIMITED,INE192A01025,TATATEA,TATAGLOBAL,17553,Mid Cap
158,ADANI ENTERPRISES LTD.,INE423A01024,ADANIENT,ADANIENT,17539,Mid Cap
159,OBEROI REALTY LIMITED,INE093I01010,OBEROIREAL,OBEROIRLTY,17286,Mid Cap
160,KIOCL LIMITED ,INE880L01014,KIOCL,KIOCL,16802,Mid Cap
161,IDFC BANK LIMITED,INE092T01019,IDFCBANK,IDFCBANK,16714,Mid Cap
162,GODREJ PROPERTIES LIMITED,INE484J01027,GODREJPROP,GODREJPROP,16690,Mid Cap
163,MUTHOOT FINANCE LIMITED,INE414G01012,MUTHOOTFIN,MUTHOOTFIN,16503,Mid Cap
164,INDIAN HOTELS CO. LTD,INE053A01029,INDHOTEL,INDHOTEL,16299,Mid Cap
165,CENTRAL BANK OF INDIA,INE483A01010,CENTRALBK,CENTRALBK,16194,Mid Cap
166,BANK OF INDIA,INE084A01016,BANKINDIA,BANKINDIA,16121,Mid Cap
167,"SUPREME INDUSTRIES LTD.,",INE195A01028,SUPREMEIND,SUPREMEIND,16034,Mid Cap
168,INDIAN BANK,INE562A01011,INDIANB,INDIANB,15941,Mid Cap
169,GLENMARK PHARMACEUTICALS LTD,INE935A01035,GLENMARK,GLENMARK,15862,Mid Cap
170,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,INE338I01027,MOTILALOFS,MOTILALOFS,15737,Mid Cap
171,HONEYWELL AUTOMATION INDIA LTD.,INE671A01010,HONAUT,HONAUT,15718,Mid Cap
172,RELIANCE NIPPON LIFE ASSET MANAGEMENT LIMITED,INE298J01013,RNAM,RNAM,15713,Mid Cap
173,APOLLO TYRES LTD,INE438A01022,APOLLOTYRE,APOLLOTYRE,15658,Mid Cap
174,QUESS CORP LIMITED,INE615P01015,QUESS,QUESS,15613,Mid Cap
175,INDIABULLS VENTURES LIMITED,INE274G01010,IBVENTURES,IBVENTURES,15401,Mid Cap
176,NATCO PHARMA LTD.,INE987B01026,NATCOPHARM,NATCOPHARM,15306,Mid Cap
177,JUBILANT FOODWORKS LIMITED,INE797F01012,JUBLFOOD,JUBLFOOD,15250,Mid Cap
178,BHARAT FINANCIAL INCLUSION LIMITED,INE180K01011,BHARATFIN,BHARATFIN,15241,Mid Cap
179,INFO EDGE (INDIA) LTD.,INE663F01024,NAUKRI,NAUKRI,15220,Mid Cap
180,"APOLLO HOSPITALS ENTERPRISES LTD.,",INE437A01024,APOLLOHOSP,APOLLOHOSP,15149,Mid Cap
181,BAYER CROPSCIENCE LIMITED.,INE462A01022,BAYERCROP,,15077,Mid Cap
182,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED,INE299U01018,CROMPTON,CROMPTON,14941,Mid Cap
183,NLC INDIA LIMITED,INE589A01014,NLCINDIA,NLCINDIA,14872,Mid Cap
184,GRAPHITE INDIA LTD.,INE371A01025,GRAPHITE,GRAPHITE,14697,Mid Cap
185,COROMANDEL INTERNATIONAL LIMITED,INE169A01031,COROMANDEL,COROMANDEL,14651,Mid Cap
186,WABCO INDIA LTD,INE342J01019,WABCOINDIA,WABCOINDIA,14340,Mid Cap
187,SHRIRAM-CITY UNION FINANCE LTD.,INE722A01011,SHRIRAMCIT,SHRIRAMCIT,14176,Mid Cap
188,"NATIONAL ALUMINIUM CO. LTD.,",INE139A01034,NATIONALUM,NATIONALUM,14112,Mid Cap
189,MINDTREE  LIMITED,INE018I01017,MINDTREE,MINDTREE,14046,Mid Cap
190,AIA ENGINEERING LTD.,INE212H01026,AIAENG,AIAENG,14029,Mid Cap
191,HOUSING &URBAN DEVELOPMENT CORPORATION LTD.,INE031A01017,HUDCO,HUDCO,13963,Mid Cap
192,THERMAX LTD.,INE152A01029,THERMAX,THERMAX,13876,Mid Cap
193,AMARA RAJA BATTERIES LTD,INE885A01032,AMARAJABAT,AMARAJABAT,13870,Mid Cap
194,DILIP BUILDCON LIMITED,INE917M01012,DBL,DBL,13554,Mid Cap
195,SJVN LIMITED,INE002L01015,SJVN,SJVN,13496,Mid Cap
196,CRISIL LTD.,INE007A01025,CRISIL,CRISIL,13461,Mid Cap
197,MAX FINANCIAL SERVICES LIMITED,INE180A01020,MFSL,MFSL,13247,Mid Cap
198,STERLITE TECHNOLOGIES LIMITED.,INE089C01029,STRTECH,STRTECH,13244,Mid Cap
199,JUBILANT LIFE SCIENCES LIMITED,INE700A01033,JUBILANTORG,JUBILANT,13186,Mid Cap
200,"CESC LIMITED,",INE486A01013,CESC,CESC,13118,Mid Cap
201,JSW ENERGY LIMITED,INE121E01018,JSWENERGY,JSWENERGY,13027,Mid Cap
202,"CENTURY TEXTILES & INDUSTRIES LTD.,",INE055A01016,CENTURYTEX,CENTURYTEX,13016,Mid Cap
203,L&T TECHNOLOGY SERVICES LIMITED,INE010V01017,LTTS,LTTS,12857,Mid Cap
204,ABBOTT INDIA LTD.,INE358A01014,ABBOTINDIA,,12764,Mid Cap
205,TI FINANCIAL HOLDINGS LIMITED,INE149A01033,TIFHL,TIFIN,12673,Mid Cap
206,VARUN BEVERAGES LIMITED,INE200M01013,VBL,VBL,12424,Mid Cap
207,ICICI SECURITIES LIMITED,INE763G01038,ISEC,ISEC,12366,Mid Cap
208,GODREJ AGROVET LIMITED,INE850D01014,GODREJAGRO,GODREJAGRO,12288,Mid Cap
209,TORRENT POWER LIMITED,INE813H01021,TORNTPOWER,TORNTPOWER,12179,Mid Cap
210,"SUNDRAM FASTENERS LTD.,",INE387A01021,SUNDRMFAST,SUNDRMFAST,12168,Mid Cap
211,PC JEWELLER LIMITED,INE785M01013,PCJEWELLER,PCJEWELLER,12154,Mid Cap
212,SYMPHONY LIMITED,INE225D01027,SYMPHONY,SYMPHONY,12042,Mid Cap
213,KRBL LTD.,INE001B01026,KRBL,KRBL,12012,Mid Cap
214,SYNGENE INTERNATIONAL LIMITED,INE398R01022,SYNGENE,SYNGENE,11973,Mid Cap
215,PI INDUSTRIES LIMITED,INE603J01030,PIIND,PIIND,11954,Mid Cap
216,RELIANCE INFRASTRUCTURE LTD,INE036A01016,RELINFRA,RELINFRA,11926,Mid Cap
217,CITY UNION BANK LTD,INE491A01021,CUB,CUB,11856,Mid Cap
218,HEG LTD.,INE545A01016,HEG,HEG,11831,Mid Cap
219,HEXAWARE TECHNOLOGIES LTD.,INE093A01033,HEXAWARE,HEXAWARE,11724,Mid Cap
220,GUJARAT GAS LIMITED,INE844O01022,GUJGAS,GUJGASLTD,11684,Mid Cap
221,JM FINANCIAL LIMITED,INE780C01023,JMFINANCIL,JMFINANCIL,11650,Mid Cap
222,ADITYA BIRLA FASHION AND RETAIL LIMITED,INE647O01011,ABFRL,ABFRL,11628,Mid Cap
223,RELIANCE POWER LIMITED,INE614G01033,RPOWER,RPOWER,11457,Mid Cap
224,RELIANCE CAPITAL LIMITED,INE013A01015,RELCAPITAL,RELCAPITAL,11445,Mid Cap
225,SANOFI INDIA LTD,INE058A01010,SANOFI,SANOFI,11435,Mid Cap
226,GMR INFRASTRUCTURE LIMITED,INE776C01039,GMRINFRA,GMRINFRA,11422,Mid Cap
227,HATSUN AGRO PRODUCTS LTD.,INE473B01035,HATSUN,HATSUN,11407,Mid Cap
228,AJANTA PHARMA LTD.,INE031B01049,AJANTPHARM,AJANTPHARM,11292,Mid Cap
229,"SRF LTD.,",INE647A01010,SRF,SRF,11243,Mid Cap
230,RAIN INDUSTRIES LIMITED,INE855B01025,RAIN,RAIN,11200,Mid Cap
231,FUTURE CONSUMER LIMITED,INE220J01025,FCONSUMER,FCONSUMER,11161,Mid Cap
232,PRESTIGE ESTATES PROJECTS LIMITED,INE811K01011,PRESTIGE,PRESTIGE,11117,Mid Cap
233,TRENT LTD [LAKME LTD],INE849A01020,TRENT,TRENT,11031,Mid Cap
234,GUJARAT STATE PETRONET LTD.,INE246F01010,GSPL,GSPL,10818,Mid Cap
235,"ESCORTS LIMITED,",INE042A01014,ESCORTS,ESCORTS,10803,Mid Cap
236,ASTRAL POLY TECHNIK LTD,INE006I01046,ASTRAL,ASTRAL,10735,Mid Cap
237,ADANI POWER LIMITED,INE814H01011,ADANIPOWER,ADANIPOWER,10729,Mid Cap
238,"ARVIND LTD.,",INE034A01011,ARVIND,ARVIND,10636,Mid Cap
239,ERIS LIFESCIENCES LIMITED,INE406M01024,ERIS,ERIS,10618,Mid Cap
240,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,INE232I01014,SPARC,SPARC,10504,Mid Cap
241,"FINOLEX CABLES LTD.,",INE235A01022,FINCABLES,FINCABLES,10486,Mid Cap
242,"PFIZER LTD.,",INE182A01018,PFIZER,PFIZER,10470,Mid Cap
243,TV18 BROADCAST LTD.,INE886H01027,IBN18,TV18BRDCST,10350,Mid Cap
244,DISH TV INDIA LIMITED,INE836F01026,DISHTV,DISHTV,10293,Mid Cap
245,UNION BANK OF INDIA,INE692A01016,UNIONBANK,UNIONBANK,10221,Mid Cap
246,"BOMBAY BURMAH TRADING CORPN. LTD.,",INE050A01025,BBTC,BBTC,10180,Mid Cap
247,MINDA INDUSTRIES LTD.,INE405E01023,MINDAIND,MINDAIND,10155,Mid Cap
248,AVANTI FEEDS LTD.,INE871C01038,AVANTI,AVANTIFEED,10074,Mid Cap
249,ENGINEERS INDIA LTD.,INE510A01028,ENGINERSIN,ENGINERSIN,10022,Mid Cap
250,EIH LTD,INE230A01023,EIHOTEL,EIHOTEL,9984,Mid Cap
251,SOLAR INDUSTRIES INDIA LIMITED,INE343H01029,SOLARINDS,SOLARINDS,9849,Small Cap
252,KEC INTERNATIONAL LTD. (FORMERLY KNOWN AS KEC INFRASTRUCTURES LTD.),INE389H01022,KEC,KEC,9823,Small Cap
253,ALEMBIC PHARMACEUTICALS LIMITED,INE901L01018,APLLTD,APLLTD,9778,Small Cap
254,"SUNDARAM CLAYTON LTD.,",INE105A01035,SUNCLAYLTD,SUNCLAYLTD,9761,Small Cap
255,AARTI INDUSTRIES LTD,INE769A01020,AARTIIND,AARTIIND,9760,Small Cap
256,"THOMAS COOK (INDIA) LTD.,",INE332A01027,THOMASCOOK,THOMASCOOK,9750,Small Cap
257,GE T&D INDIA LIMITED,INE200A01026,GET&D,GET&D,9704,Small Cap
258,V-GUARD INDUSTRIES LTD.,INE951I01027,VGUARD,VGUARD,9694,Small Cap
259,BATA INDIA LIMITED,INE176A01028,BATAINDIA,BATAINDIA,9667,Small Cap
260,"THE PHOENIX MILLS LTD.,",INE211B01039,PHOENIXLTD,PHOENIXLTD,9608,Small Cap
261,INDIABULLS REAL ESTATE LIMITED,INE069I01010,IBREALEST*,IBREALEST,9550,Small Cap
262,BLUE DART EXPRESS LTD.,INE233B01017,BLUEDART,BLUEDART,9479,Small Cap
263,MANAPPURAM FINANCE LIMITED,INE522D01027,MANAPPURAM,MANAPPURAM,9446,Small Cap
264,MAHANAGAR GAS LIMITED,INE002S01010,MGL,MGL,9337,Small Cap
265,KAJARIA CERAMICS LTD,INE217B01036,KAJARIACER,KAJARIACER,9337,Small Cap
266,SKF INDIA LTD.,INE640A01023,SKFINDIA,SKFINDIA,9230,Small Cap
267,SCHAEFFLER INDIA LIMITED,INE513A01014,SCHAEFFLER,SCHAEFFLER,8999,Small Cap
268,GUJARAT FLUOROCHEMICALS LTD.,INE538A01037,GUJFLUORO,GUJFLUORO,8899,Small Cap
269,MAHINDRA CIE AUTOMOTIVE LIMITED,INE536H01010,MAHFORG,MAHINDCIE,8894,Small Cap
270,BASF INDIA LTD,INE373A01013,BASF,BASF,8866,Small Cap
271,AEGIS LOGISTICS LTD.,INE208C01025,AEGISLOG,AEGISCHEM,8838,Small Cap
272,AKZO NOBEL INDIA LIMITED,INE133A01011,AKZOINDIA,AKZOINDIA,8817,Small Cap
273,ASTER DM HEALTHCARE LIMITED,INE914M01019,ASTERDM,ASTERDM,8715,Small Cap
274,SECURITY AND INTELLIGENCE SERVICES (INDIA) LIMITED,INE285J01010,SIS,SIS,8623,Small Cap
275,INFIBEAM INCORPORATION LIMITED,INE483S01020,INFIBEAM,INFIBEAM,8547,Small Cap
