Stock Symbol,Company Name,ISIN Code,Action,Quantity,Transaction Price,Brokerage,Transaction Charges,StampDuty,Segment,STT Paid/Not Paid,Remarks,Transaction Date,Exchange,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,1,843.80,17.25,0.03,1.00,Rolling,STT Paid,icicidirect,24-Jan-2017,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,1,843.25,17.25,0.03,1.00,Rolling,STT Paid,icicidirect,27-Feb-2017,NSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,1,928.20,27.52,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
HCLTEC,HCL TECHNOLOGIES LIMITED,INE860A01027,Buy,7,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,17-Dec-2019,NSE,
HDFAMC,HDFC ASSET MANAGEMENT CO LTD,INE127D01025,Buy,13,1100.00,0.00,0.00,0.00,Rolling,STT Paid,icicidirect,02-Aug-2018,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,1,1096.80,28.09,NA,NA,Rolling,STT Paid,icicidirect,20-Jun-2008,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,4,0.00,0.00,0.00,0.00,Rolling,STT Paid,manual,02-Jan-2013,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,1,640.00,16.85,0.02,0.00,Rolling,STT Paid,icicidirect,05-Feb-2013,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Sell,6,656.60,39.33,0.14,7.81,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,6,374.78,39.33,0.08,0.00,Rolling,STT Paid,icicidirect,31-Mar-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,363.25,16.85,0.03,0.07,Rolling,STT Paid,icicidirect,30-Apr-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,402.48,16.85,0.03,0.08,Rolling,STT Paid,icicidirect,02-Jun-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,413.40,16.85,0.03,0.08,Rolling,STT Paid,icicidirect,30-Jun-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,418.80,16.85,0.03,0.08,Rolling,STT Paid,icicidirect,31-Jul-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,422.65,16.85,0.03,0.08,Rolling,STT Paid,icicidirect,01-Sep-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,432.00,16.85,0.03,0.09,Rolling,STT Paid,icicidirect,30-Sep-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,455.25,16.85,0.03,0.09,Rolling,STT Paid,icicidirect,31-Oct-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,478.50,16.85,0.04,0.10,Rolling,STT Paid,icicidirect,01-Dec-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,476.28,16.85,0.04,0.10,Rolling,STT Paid,icicidirect,31-Dec-2014,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,630.30,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,14-Oct-2016,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,642.78,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,15-Nov-2016,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,589.95,17.25,0.04,1.00,Rolling,STT Paid,icicidirect,14-Dec-2016,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,619.50,17.25,0.05,0.00,Rolling,STT Paid,icicidirect,16-Jan-2017,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,654.13,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,14-Feb-2017,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,706.25,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,14-Mar-2017,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,2,1043.95,41.31,0.06,0.30,Rolling,STT Paid,icicidirect,04-Dec-2018,NSE,
HDFBAN,HDFC BANK LIMITED,INE040A01034,Buy,10,1230.00,108.90,0.27,0.00,Rolling,STT Paid,icicidirect,04-Feb-2020,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1386.60,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,20-Sep-2016,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1363.90,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,20-Oct-2016,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1221.90,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,21-Nov-2016,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1250.10,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,20-Dec-2016,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1241.65,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,20-Jan-2017,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1393.20,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,20-Feb-2017,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1458.85,17.25,0.05,1.00,Rolling,STT Paid,icicidirect,20-Mar-2017,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1661.75,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,06-Dec-2017,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1945.00,41.31,0.08,0.60,Rolling,STT Paid,icicidirect,04-Dec-2018,BSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1994.00,17.65,0.04,0.00,Rolling,STT Paid,icicidirect,11-Oct-2019,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,3,1993.85,52.96,0.13,1.20,Rolling,STT Paid,icicidirect,11-Oct-2019,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,2,1645.30,41.31,0.07,0.00,Rolling,STT Paid,icicidirect,27-Apr-2020,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,1,1714.10,15.18,0.06,0.00,Rolling,STT Paid,icicidirect,29-Sep-2020,NSE,
HDFC,HOUSING DEVELOPMENT FINANCE CO,INE001A01036,Buy,3,1714.10,45.54,0.18,1.03,Rolling,STT Paid,icicidirect,29-Sep-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2777.90,23.86,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-May-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2764.95,23.85,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-Jun-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2872.00,24.77,0.01,1.00,Rolling,STT Not Paid,icicidirect,25-Jul-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2929.00,25.26,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-Aug-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2929.95,25.27,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-Sep-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2816.00,24.29,0.01,1.00,Rolling,STT Not Paid,icicidirect,24-Oct-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2733.80,23.58,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-Nov-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2586.00,22.30,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-Dec-2016,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2729.90,23.55,0.01,0.00,Rolling,STT Not Paid,icicidirect,23-Jan-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2723.90,23.49,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-Feb-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2680.00,23.12,0.01,1.00,Rolling,STT Not Paid,icicidirect,23-Mar-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2743.90,23.67,0.01,0.00,Rolling,STT Not Paid,icicidirect,17-Apr-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2628.80,22.67,0.00,0.30,Rolling,STT Not Paid,icicidirect,15-May-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2668.60,23.02,0.00,0.00,Rolling,STT Not Paid,icicidirect,15-Jun-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2603.90,23.05,0.00,0.00,Rolling,STT Not Paid,icicidirect,17-Jul-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2674.80,23.67,0.00,0.30,Rolling,STT Not Paid,icicidirect,16-Aug-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2788.00,24.67,0.00,0.00,Rolling,STT Not Paid,icicidirect,15-Sep-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2776.45,24.57,0.00,0.00,Rolling,STT Not Paid,icicidirect,16-Oct-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,10,2764.65,244.68,0.04,0.00,Rolling,STT Not Paid,icicidirect,17-Oct-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,2,2764.70,48.94,0.01,0.00,Rolling,STT Not Paid,icicidirect,17-Oct-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2723.00,24.10,0.00,0.00,Rolling,STT Not Paid,icicidirect,15-Nov-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2632.85,23.30,0.00,0.00,Rolling,STT Not Paid,icicidirect,15-Dec-2017,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,7,2879.90,178.52,0.60,0.00,Rolling,STT Not Paid,icicidirect,19-Apr-2018,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,5,2880.00,127.52,0.43,0.00,Rolling,STT Not Paid,icicidirect,19-Apr-2018,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2879.85,25.50,0.09,1.80,Rolling,STT Not Paid,icicidirect,19-Apr-2018,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,5,2880.00,127.52,0.43,0.00,Rolling,STT Not Paid,icicidirect,19-Apr-2018,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,2956.00,26.18,0.11,0.00,Rolling,STT Not Paid,icicidirect,07-Jun-2019,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3130.90,27.73,0.11,0.00,Rolling,STT Not Paid,icicidirect,08-Jul-2019,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3349.00,29.66,0.12,0.00,Rolling,STT Not Paid,icicidirect,07-Aug-2019,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3467.95,30.71,0.08,0.30,Rolling,STT Not Paid,icicidirect,09-Sep-2019,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3461.95,30.65,0.08,0.00,Rolling,STT Not Paid,icicidirect,07-Oct-2019,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3478.30,30.80,0.08,0.30,Rolling,STT Not Paid,icicidirect,07-Nov-2019,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3398.00,30.09,0.07,0.00,Rolling,STT Not Paid,icicidirect,09-Dec-2019,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3630.00,32.14,0.08,0.00,Rolling,STT Not Paid,icicidirect,07-Jan-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3646.55,32.29,0.08,0.00,Rolling,STT Not Paid,icicidirect,07-Feb-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,3965.65,35.11,0.09,0.30,Rolling,STT Not Paid,icicidirect,09-Mar-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,4069.90,36.03,0.09,0.30,Rolling,STT Not Paid,icicidirect,07-Apr-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,4198.00,37.17,0.09,0.00,Rolling,STT Not Paid,icicidirect,07-May-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,4170.00,36.93,0.14,0.00,Rolling,STT Not Paid,icicidirect,08-Jun-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,4356.95,38.59,0.15,0.36,Rolling,STT Not Paid,icicidirect,07-Jul-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,5029.90,44.55,0.17,0.26,Rolling,STT Not Paid,icicidirect,07-Aug-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,4569.80,40.47,0.16,0.33,Rolling,STT Not Paid,icicidirect,07-Sep-2020,NSE,
HDFGOL,HDFC GOLD ETF,INF179K01CN1,Buy,1,4518.90,40.02,0.16,0.34,Rolling,STT Not Paid,icicidirect,07-Oct-2020,NSE,
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,Buy,3,345.95,30.62,0.03,0.30,Rolling,STT Paid,icicidirect,17-Nov-2017,NSE,
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,Buy,3,397.20,35.16,0.05,0.00,Rolling,STT Paid,icicidirect,04-Dec-2018,BSE,
HDFSTA,HDFC LIFE INSURANCE COM LTD,INE795G01014,Buy,16,502.00,71.13,0.28,0.00,Rolling,STT Paid,icicidirect,17-Jun-2020,NSE,
HEICEM,HEIDELBERG CEMENT INDIA LTD,INE578A01017,Buy,1,133.80,3.95,0.00,0.00,Rolling,STT Paid,icicidirect,26-Oct-2018,NSE,
HEICEM,HEIDELBERG CEMENT INDIA LTD,INE578A01017,Buy,7,133.85,27.65,0.03,0.00,Rolling,STT Paid,icicidirect,26-Oct-2018,NSE,
HEICEM,HEIDELBERG CEMENT INDIA LTD,INE578A01017,Buy,7,177.85,11.57,0.04,0.00,Rolling,STT Paid,icicidirect,21-Jul-2020,NSE,
HEICEM,HEIDELBERG CEMENT INDIA LTD,INE578A01017,Buy,18,177.85,29.76,0.11,0.67,Rolling,STT Paid,icicidirect,21-Jul-2020,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,1,867.00,24.35,0.03,0.09,Rolling,STT Paid,icicidirect,07-Oct-2008,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Sell,1,720.00,20.22,0.03,0.07,Rolling,STT Paid,icicidirect,14-Nov-2008,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,1,3769.00,40.25,0.14,0.00,Rolling,STT Paid,icicidirect,09-Jun-2017,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,1,3471.95,41.32,0.10,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,1,2825.65,41.32,0.10,0.30,Rolling,STT Paid,icicidirect,03-Jun-2019,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,4,2588.90,91.69,0.23,0.00,Rolling,STT Paid,icicidirect,11-Oct-2019,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,2,1992.80,35.29,0.09,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
HERHON,HERO MOTOCORP LIMITED,INE158A01026,Buy,4,1992.70,70.57,0.18,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
HINAER,HINDUSTAN AERONAUTICS LIMITED,INE066F01012,Buy,1,907.00,26.90,0.77,0.30,Rolling,STT Paid,icicidirect,12-Sep-2018,BSE,
HINAER,HINDUSTAN AERONAUTICS LIMITED,INE066F01012,Buy,4,540.00,19.12,0.05,0.00,Rolling,STT Paid,icicidirect,12-Mar-2020,NSE,
HINAER,HINDUSTAN AERONAUTICS LIMITED,INE066F01012,Buy,16,540.00,76.50,0.19,0.00,Rolling,STT Paid,icicidirect,12-Mar-2020,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Buy,6,160.45,27.04,NA,NA,Rolling,STT Paid,icicidirect,20-Jun-2008,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Buy,10,56.40,15.84,0.02,0.06,Rolling,STT Paid,icicidirect,14-Nov-2008,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Sell,16,111.60,39.33,0.06,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Buy,5,197.10,28.33,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jun-2017,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Buy,4,244.00,28.80,0.03,0.30,Rolling,STT Paid,icicidirect,01-Sep-2017,NSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Buy,5,223.55,33.11,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
HINDAL,HINDALCO INDUSTRIES LIMITED,INE038A01020,Buy,20,117.40,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,5,188.00,14.05,NA,NA,Rolling,STT Paid,icicidirect,28-Jan-2008,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,5,188.00,14.05,NA,NA,Rolling,STT Paid,icicidirect,28-Jan-2008,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Sell,5,240.10,28.09,NA,NA,Rolling,STT Paid,icicidirect,05-Aug-2008,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,3,243.10,20.11,0.03,0.07,Rolling,STT Paid,icicidirect,18-Feb-2010,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,3,237.10,19.61,0.02,0.07,Rolling,STT Paid,icicidirect,25-Feb-2010,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Sell,10,530.10,44.67,0.19,0.00,Rolling,STT Paid,icicidirect,01-Jan-2013,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Sell,1,461.25,12.96,0.02,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,3,606.00,39.33,0.07,0.00,Rolling,STT Paid,icicidirect,31-Mar-2014,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,3,954.05,40.25,0.10,0.60,Rolling,STT Paid,icicidirect,05-May-2017,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,1,1354.40,39.96,0.04,0.00,Rolling,STT Paid,icicidirect,04-Apr-2018,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,1,1834.00,41.31,0.06,0.00,Rolling,STT Paid,icicidirect,05-Dec-2018,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,7,1953.75,121.09,0.30,0.90,Rolling,STT Paid,icicidirect,27-Dec-2019,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,4,1250.00,0.00,0.00,0.00,Rolling,STT Not Paid,gsk merger,01-Apr-2020,NSE,
HINLEV,HINDUSTAN UNILEVER LIMITED,INE030A01027,Buy,2,2052.15,41.33,0.14,0.62,Rolling,STT Paid,icicidirect,29-Sep-2020,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,12,285.00,28.82,NA,NA,Rolling,STT Paid,icicidirect,04-Mar-2008,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,10,226.50,28.09,NA,NA,Rolling,STT Paid,icicidirect,06-Jun-2008,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,5,192.40,27.02,NA,NA,Rolling,STT Paid,icicidirect,09-Jun-2008,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Sell,4,201.80,22.67,0.03,0.08,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Sell,23,216.80,42.02,0.17,0.50,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,2,527.40,30.33,0.04,0.00,Rolling,STT Paid,icicidirect,22-Jun-2017,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,24-Jul-2017,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,3,406.25,35.96,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,6,176.05,31.17,0.05,0.30,Rolling,STT Paid,icicidirect,09-Oct-2018,BSE,
HINPET,HINDUSTAN PETROLEUM CORP,INE094A01015,Buy,50,205.25,90.86,0.23,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,10,621.00,52.33,NA,NA,Rolling,STT Paid,icicidirect,22-Feb-2008,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Sell,7,363.00,28.09,0.09,0.25,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,27,0.00,0.00,0.00,0.00,Rolling,STT Paid,manual,02-Jan-2013,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Sell,30,123.85,39.33,0.13,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,5,238.20,34.24,0.04,0.00,Rolling,STT Paid,icicidirect,02-Jun-2017,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,3,307.65,27.23,0.03,0.00,Rolling,STT Paid,icicidirect,02-Jan-2018,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,4,273.00,32.22,0.05,0.00,Rolling,STT Paid,icicidirect,02-Jan-2019,BSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,30,230.30,61.19,0.25,0.00,Rolling,STT Paid,icicidirect,20-Jun-2019,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,55,165.35,80.52,0.20,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
HINZIN,HINDUSTAN ZINC LTD,INE267A01025,Buy,5,165.30,7.32,0.02,0.00,Rolling,STT Paid,icicidirect,11-Mar-2020,NSE,
HITHOM,JOHNSON CONTROLS HITACHI AIR I,INE782A01015,Buy,1,2064.95,41.31,0.07,0.00,Rolling,STT Paid,icicidirect,17-Oct-2017,NSE,
HONAUT,HONEYWELL AUTOMATION INDIA LTD,INE671A01010,Buy,1,12398.00,109.79,0.40,0.60,Rolling,STT Paid,icicidirect,02-Aug-2017,NSE,
HONAUT,HONEYWELL AUTOMATION INDIA LTD,INE671A01010,Sell,1,14951.00,132.40,0.49,0.00,Rolling,STT Paid,icicidirect,08-Nov-2017,NSE,
HONAUT,HONEYWELL AUTOMATION INDIA LTD,INE671A01010,Buy,1,22690.00,200.93,0.67,0.00,Rolling,STT Paid,icicidirect,12-Mar-2019,BSE,
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,INE031A01017,Buy,12,88.15,31.21,0.03,0.00,Rolling,STT Paid,icicidirect,19-Sep-2017,NSE,
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,INE031A01017,Buy,20,55.25,32.60,0.03,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,NSE,
HUDCO,HOUSING URBAN DEV CO LTD HUDCO,INE031A01017,Buy,100,24.10,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,13-Mar-2020,NSE,
HUHPPL,HUHTAMAKI PPL LIMITED,INE275B01026,Buy,2,315.95,18.64,0.02,0.00,Rolling,STT Paid,icicidirect,28-May-2018,NSE,
HUHPPL,HUHTAMAKI PPL LIMITED,INE275B01026,Buy,1,315.90,9.32,0.01,0.00,Rolling,STT Paid,icicidirect,28-May-2018,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,4,950.80,32.05,NA,NA,Rolling,STT Paid,icicidirect,04-Mar-2008,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,2,747.70,28.09,NA,NA,Rolling,STT Paid,icicidirect,09-Jun-2008,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Sell,4,441.60,28.09,0.06,0.18,Rolling,STT Paid,icicidirect,11-Nov-2008,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Sell,1,1153.40,32.40,0.04,0.00,Rolling,STT Paid,icicidirect,01-Jan-2013,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Sell,1,1121.80,31.51,0.04,0.00,Rolling,STT Paid,icicidirect,11-Feb-2013,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,10,249.29,39.33,0.09,0.00,Rolling,STT Paid,icicidirect,31-Mar-2014,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,1,0.00,0.00,0.00,0.00,Rolling,STT Not Paid,icicidirect,29-Jun-2017,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,5,301.85,41.31,0.05,0.00,Rolling,STT Paid,icicidirect,06-Dec-2017,NSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,3,358.50,31.74,0.05,0.00,Rolling,STT Paid,icicidirect,04-Dec-2018,BSE,
ICIBAN,ICICI BANK LIMITED,INE090A01021,Buy,20,339.85,60.18,0.15,0.00,Rolling,STT Paid,icicidirect,05-May-2020,NSE,
ICILOM,ICICI LOMBARD GEN INSURANCE CO,INE765G01017,Buy,2,677.50,39.98,0.04,0.30,Rolling,STT Paid,icicidirect,27-Sep-2017,NSE,
ICILOM,ICICI LOMBARD GEN INSURANCE CO,INE765G01017,Buy,2,697.25,41.28,0.77,0.00,Rolling,STT Paid,icicidirect,03-Jul-2018,BSE,
ICILOM,ICICI LOMBARD GEN INSURANCE CO,INE765G01017,Buy,2,1361.65,24.12,0.09,0.00,Rolling,STT Paid,icicidirect,17-Jun-2020,NSE,
