comp_name, ticker, isin, plan_units_1k, rank, captype, mcap
Kalpataru power transmission, KALPATPOWR, INE220B01022, 0, 299, Small Cap, 7132
Vijaya bank, VIJAYABANK, INE705A01016, 0, 300, Small Cap, 7066
Jk cement, JKCEMENT, INE823G01014, 0, 301, Small Cap, 7027
Gujarat narmada valley fertco, GNFC, INE113A01013, 0, 302, Small Cap, 7022
Jet airways, JETAIRWAYS, INE802G01018, 0, 304, Small Cap, 6991
Jyothy laboratories, JYOTHYLAB, INE668F01031, 0, 305, Small Cap, 6983
Cochin shipyard, COCHINSHIP, INE704P01017, 0, 306, Small Cap, 6968
Hindustan copper, HINDCOPPER, INE531E01026, 0, 308, Small Cap, 6912
Bajaj corp, BAJAJCORP, INE933K01021, 0, 309, Small Cap, 6904
Syndicate bank, SYNDIBANK, INE667A01018, 0, 310, Small Cap, 6887
Indian overseas bank, IOB, INE565A01014, 0, 315, Small Cap, 6758
Birla corporation, BIRLACORPN, INE340A01012, 0, 316, Small Cap, 6627
Gujarat pipavav port, GPPL, INE517F01014, 0, 317, Small Cap, 6595
Sadbhav engineering, SADBHAV, INE226H01026, 0, 319, Small Cap, 6491
Capital first, FCH, INE688I01017, 0, 320, Small Cap, 6385
Himadri speciality chemical, HSCL, INE019C01026, 0, 323, Small Cap, 6327
Welspun, WELSPUNIND, INE192B01031, 0, 324, Small Cap, 6293
Iti, ITI, INE248A01017, 0, 325, Small Cap, 6252
Persistent systems, PERSISTENT, INE262H01013, 0, 326, Small Cap, 6211
Raymond, RAYMOND, INE301A01014, 0, 327, Small Cap, 6182
Reliance communications, RCOML, INE330H01018, 0, 328, Small Cap, 6129
Suzlon energy, SUZLON, INE040H01021, 0, 329, Small Cap, 6124
Prism johnson, PRSMJOHNSN, INE010A01011, 0, 330, Small Cap, 5976
Sunteck realty, SUNTECK, INE805D01034, 0, 331, Small Cap, 5906
Can fin homes, CANFINHOME, INE477A01020, 0, 332, Small Cap, 5884
Mmtc, MMTC, INE123F01029, 0, 333, Small Cap, 5866
Redington, REDINGTON, INE891D01026, 0, 334, Small Cap, 5820
Ge power, GEPIL, INE878A01011, 0, 335, Small Cap, 5781
Bajaj electricals, BAJAJELEC, INE193E01025, 0, 337, Small Cap, 5728
Niit technologies, NIITTECH, INE591G01017, 0, 338, Small Cap, 5727
Lemon tree hotels, LEMONTREE, INE970X01018, 0, 340, Small Cap, 5662
Dbcorp, DBCORP, INE950I01011, 0, 341, Small Cap, 5652
Moil, MOIL, INE490G01020, 0, 343, Small Cap, 5541
Strides shasun, STAR, INE939A01011, 0, 345, Small Cap, 5529
Dcb bank, DCBBANK, INE503A01015, 0, 346, Small Cap, 5511
Great eastern shipping co, GESHIP, INE017A01032, 0, 347, Small Cap, 5473
Network 18 media investments, NETWORK18, INE870H01013, 0, 348, Small Cap, 5449
Laurus labs, LAURUSLABS, INE947Q01010, 0, 349, Small Cap, 5369
Star cement, STARCEMENT, INE460H01021, 0, 350, Small Cap, 5343
Bombay dyeing mfg co, BOMDYEING, INE032A01023, 0, 352, Small Cap, 5313
Dishman carbogen amcis, DCAL, INE385W01011, 0, 353, Small Cap, 5312
Eclerx services, ECLERX, INE738I01010, 0, 354, Small Cap, 5306
Gujarat alkalis chemicals, GUJALKALI, INE186A01019, 0, 355, Small Cap, 5263
Timken, TATATIMKEN, INE325A01013, 0, 357, Small Cap, 5238
Jagran prakashan, JAGRAN, INE199G01027, 0, 358, Small Cap, 5158
Chennai petroleum corporation, CHENNPETRO, INE178A01016, 0, 359, Small Cap, 5143
Indostar capital finance, INDOSTAR, INE896L01010, 0, 360, Small Cap, 5140
Galaxy surfactants, GALAXYSURF, INE600K01018, 0, 361, Small Cap, 5134
Equitas holdings, EQUITAS, INE988K01017, 0, 362, Small Cap, 5134
Gujarat state fertilizers chem, GSFC, INE026A01025, 0, 363, Small Cap, 5111
Kpr mill, KPRMILL, INE930H01023, 0, 364, Small Cap, 5107
Cg power industrial solutions, CGPOWER, INE067A01029, 0, 367, Small Cap, 4991
Radico khaitan, RADICO, INE944F01028, 0, 368, Small Cap, 4966
Isgec heavy engineering, ISGEC, INE858B01011, 0, 369, Small Cap, 4961
Kirloskar oil engines, KIRLOSENG, INE146L01010, 0, 370, Small Cap, 4956
Apl apollo tubes, APLAPOLLO, INE702C01019, 0, 371, Small Cap, 4854
Beml, BEML, INE258A01016, 0, 372, Small Cap, 4787
South n bank, SOUTHBANK, INE683A01023, 0, 373, Small Cap, 4785
Indian energy exchange, IEX, INE022Q01012, 0, 374, Small Cap, 4778
Jk lakshmi cement, JKLAKSHMI, INE786A01032, 0, 377, Small Cap, 4753
Zydus wellness, ZYDUSWELL, INE768C01010, 0, 378, Small Cap, 4737
Vinati organics, VINATIORGA, INE410B01029, 0, 379, Small Cap, 4704
Zensar technologies, ZENSARTECH, INE520A01019, 0, 380, Small Cap, 4701
Polaris consulting services, POLARIS, INE763A01023, 0, 381, Small Cap, 4697
Sadbhav infrastructure project, SADBHIN, INE764L01010, 0, 382, Small Cap, 4663
Kpit technologies, KPIT, INE836A01035, 0, 385, Small Cap, 4621
Ujjivan financial services, UJJIVAN, INE334L01012, 0, 386, Small Cap, 4611
Ratnamani metals tubes, RATNAMANI, INE703B01027, 0, 388, Small Cap, 4572
Gulf oil lubricants, GULFOILLUB, INE635Q01029, 0, 389, Small Cap, 4571
Ashoka buildcon, ASHOKA, INE442H01029, 0, 390, Small Cap, 4567
India cements, INDIACEM, INE383A01012, 0, 391, Small Cap, 4562
Elgi equipments, ELGIEQUIP, INE285A01027, 0, 392, Small Cap, 4556
Adani green energy, ADANIGREEN, INE364U01010, 0, 393, Small Cap, 4543
Forbes company, FORBESCO, INE518A01013, 0, 394, Small Cap, 4540
Sital leasing finance, , INE341O01029, 0, 395, Small Cap, 4524
Jaiprakash associates, JPASSOCIAT, INE455F01025, 0, 397, Small Cap, 4506
Swan energy, SWANENERGY, INE665A01038, 0, 399, Small Cap, 4485
Rashtriya chemicals fertilizers, RCF, INE027A01015, 0, 400, Small Cap, 4485
Fdc, FDC, INE258B01022, 0, 401, Small Cap, 4481
Lux industries, LUXIND, INE150G01020, 0, 402, Small Cap, 4478
Pnc infratech, PNCINFRA, INE195J01029, 0, 405, Small Cap, 4424
Uco bank, UCOBANK, INE691A01018, 0, 406, Small Cap, 4423
Jindal stainless, JSL, INE220G01021, 0, 407, Small Cap, 4351
Caplin point laboratories, CAPPL, INE475E01026, 0, 408, Small Cap, 4340
Jindal stainless, JSLHISAR, INE455T01018, 0, 409, Small Cap, 4302
Gujarat mineral development corpora, GMDCLTD, INE131A01031, 0, 410, Small Cap, 4288
Allahabad bank, ALBK, INE428A01015, 0, 412, Small Cap, 4282
Oriental bankcommerce, ORIENTBANK, INE141A01014, 0, 413, Small Cap, 4218
Corporation bank, CORPBANK, INE112A01023, 0, 414, Small Cap, 4212
Teamlease services, TEAMLEASE, INE985S01024, 0, 415, Small Cap, 4198
Magma fincorp, MAGMA, INE511C01022, 0, 417, Small Cap, 4176
Knr constructions, KNRCON, INE634I01029, 0, 418, Small Cap, 4175
Srei infrastructure finance, SREINFRA, INE872A01014, 0, 419, Small Cap, 4174
Andhra bank, ANDHRABANK, INE434A01013, 0, 420, Small Cap, 4151
Manpasand beverages, MANPASAND, INE122R01018, 0, 423, Small Cap, 4118
Omaxe, OMAXE, INE800H01010, 0, 424, Small Cap, 4100
Linde, BOCINDIA, INE473A01011, 0, 425, Small Cap, 4070
Phillips carbon black, PHILIPCARB, INE602A01023, 0, 426, Small Cap, 4023
Shankara building products, SHANKARA, INE274V01019, 0, 427, Small Cap, 4008
Nesco, NESCO, INE317F01035, 0, 429, Small Cap, 4002
Jindal saw, JINDALSAW, INE324A01024, 0, 430, Small Cap, 3963
Suprajit engineering, SUPRAJIT, INE399C01030, 0, 431, Small Cap, 3958
Minda corporation, MINDACORP, INE842C01021, 0, 432, Small Cap, 3955
Dixon technologies, DIXON, INE935N01012, 0, 433, Small Cap, 3936
Welspun corp, WELSPUNGUJR, INE191B01025, 0, 434, Small Cap, 3935
Techno electric engineering co, TECHNO, INE286K01024, 0, 435, Small Cap, 3932
Firstsource solutions, FSL, INE684F01012, 0, 436, Small Cap, 3931
Ccl products, CCL, INE421D01022, 0, 437, Small Cap, 3889
Force motors, FORCEMOT, INE451A01017, 0, 441, Small Cap, 3837
India tourism development corporati, ITDC, INE353K01014, 0, 442, Small Cap, 3837
Shilpa medicare, SHILPAMED, INE790G01031, 0, 443, Small Cap, 3836
Time technoplast, TIMETECHNO, INE508G01029, 0, 444, Small Cap, 3792
S h kelkar company, SHK, INE500L01026, 0, 445, Small Cap, 3779
Navin fluorine international, NAVINFLUOR, INE048G01026, 0, 446, Small Cap, 3746
Triveni turbine, TRITURBINE, INE152M01016, 0, 447, Small Cap, 3731
Repco home finance, REPCOHOME, INE612J01015, 0, 448, Small Cap, 3726
Sharda cropchem, SHARDACROP, INE221J01015, 0, 449, Small Cap, 3677
Sintex plastics technology, SINTEXPLAST, INE501W01021, 0, 451, Small Cap, 3661
Gayatri projects, GAYAPROJ, INE336H01023, 0, 452, Small Cap, 3653
Shriram pistons rings, SHRIPISTON, INE526E01018, 0, 453, Small Cap, 3640
Ifci, IFCI, INE039A01010, 0, 455, Small Cap, 3630
Karnataka bank, KTKBANK, INE614B01018, 0, 457, Small Cap, 3626
V mart retail, VMART, INE665J01013, 0, 459, Small Cap, 3569
Excel crop care, EXCELCROP, INE223G01017, 0, 460, Small Cap, 3565
Himachal futuristic communications, HFCL$, INE548A01028, 0, 461, Small Cap, 3558
Himatsingka seide, HIMATSEIDE, INE049A01027, 0, 462, Small Cap, 3552
Trident, TRIDENT, INE064C01014, 0, 463, Small Cap, 3532
Rane holdings, RANEHOLDIN, INE384A01010, 0, 464, Small Cap, 3497
Jammu kashmir bank, J&KBANK, INE168A01041, 0, 465, Small Cap, 3493
Amber enterprises, AMBER, INE371P01015, 0, 466, Small Cap, 3476
Heidelbergcement, HEIDELBERG, INE578A01017, 0, 468, Small Cap, 3440
Deepak nitrite, DEEPAKNI, INE288B01029, 0, 469, Small Cap, 3431
Rupa company, RUPA, INE895B01021, 0, 470, Small Cap, 3405
Jamna auto industries, JAMNAAUTO, INE039C01032, 0, 471, Small Cap, 3391
Thyrocare technologies, THYROCARE, INE594H01019, 0, 472, Small Cap, 3389
Sonata software, SONATSOFTW, INE269A01021, 0, 474, Small Cap, 3383
Entertainment network, ENIL, INE265F01028, 0, 476, Small Cap, 3354
Just dial, JUSTDIAL, INE599M01018, 0, 478, Small Cap, 3347
Heritage foods, HERITGFOOD, INE978A01027, 0, 479, Small Cap, 3336
Navneet education, NAVNETEDUL, INE060A01024, 0, 480, Small Cap, 3302
Reliance home finance, RELHOME, INE217K01011, 0, 481, Small Cap, 3297
Mas financial services, MASFIN, INE348L01012, 0, 482, Small Cap, 3296
Nocil, NOCIL, INE163A01018, 0, 483, Small Cap, 3251
La opala rg, LAOPALA, INE059D01020, 0, 484, Small Cap, 3246
Supreme petrochem, SUPPETRO, INE663A01017, 0, 485, Small Cap, 3243
Maharashtra seamless, MAHSEAMLES, INE271B01025, 0, 486, Small Cap, 3210
Sudarshan chemical indus, SUDARSCHEM, INE659A01023, 0, 487, Small Cap, 3208
Kei industries, KEI, INE878B01027, 0, 488, Small Cap, 3205
Tejas networks, TEJASNET, INE010J01012, 0, 490, Small Cap, 3171
Greaves cotton, GREAVESCOT, INE224A01026, 0, 491, Small Cap, 3167
Dhanuka agritech, DHANUKA, INE435G01025, 0, 492, Small Cap, 3120
Jaiprakash power ventures, JPHYDRO, INE351F01018, 0, 493, Small Cap, 3091
Siyaram silk mills, SIYSIL, INE076B01028, 0, 494, Small Cap, 3079
Deepak fertilizers &petrochemicals, DEEPAKFERT, INE501A01019, 0, 495, Small Cap, 3021
Dena bank, DENABANK, INE077A01010, 0, 496, Small Cap, 3020
Prakash industries, PRAKASH, INE603A01013, 0, 497, Small Cap, 3010
Prataap snacks, DIAMONDYD, INE393P01035, 0, 498, Small Cap, 2949
Merck, MERCK, INE199A01012, 0, 499, Small Cap, 2942
Apar industries, APARINDS, INE372A01015, 0, 500, Small Cap, 2928
Summary, -, -, 1113, large 58 %, mid 24 %, small 19 %
Ideal, -, -, 100, large 65-70 %, mid 20 %, small 10-15 %
