security_name, split_count, bonus_count, buyback_count, dividend_count, total_count
BESTEAST , - , - , - , 1 , 1
BGWTATO , - , - , - , 1 , 1
BHAGCHEM , - , - , - , 1 , 1
BHAGYNAGAR , - , - , - , 1 , 1
BHARAT , - , - , - , 1 , 1
BHARATAGRI , - , - , - , 1 , 1
BHARATRAS , - , - , - , 1 , 1
BHARATSE , - , - , - , 1 , 1
BHARTIARTL , - , - , - , 1 , 1
BHEL , - , - , - , 1 , 1
BIHARCAU , - , - , - , 1 , 1
BIL , - , - , - , 1 , 1
BIMETAL , - , - , - , 1 , 1
BINANIIND , - , - , - , 1 , 1
BIRLACABLE , - , - , - , 1 , 1
BIRLACORPN , - , - , - , 1 , 1
BLIL , - , - , - , 1 , 1
BLISSGVS , - , - , - , 1 , 1
BLOOM , - , - , - , 1 , 1
BLUECHIPT , - , - , - , 1 , 1
BLUEDART , - , - , - , 1 , 1
BLUESTINFO , - , - , - , 1 , 1
BMAL , - , - , - , 1 , 1
BNKCAP , - , - , - , 1 , 1
BNRSEC , - , - , - , 1 , 1
BNRUDY , - , - , - , 1 , 1
BOCINDIA , - , - , - , 1 , 1
BOMBCYC , - , - , - , 1 , 1
BOMDYEING , - , - , - , 1 , 1
BOMOXY-B1 , - , - , - , 1 , 1
BOSCHLTD , - , - , - , 1 , 1
BRIGHTBR , - , - , - , 1 , 1
BRITANNIA , - , - , - , 1 , 1
BSL , - , - , - , 1 , 1
BWPL , - , - , - , 1 , 1
CAIRN , - , - , - , 1 , 1
CAMLINFINE , - , - , - , 1 , 1
CANBK , - , - , - , 1 , 1
CANFINHOME , - , - , - , 1 , 1
CAPITALT , - , - , - , 1 , 1
CAPRIHANS , - , - , - , 1 , 1
CARNATIN , - , - , - , 1 , 1
CCLINTER , - , - , - , 1 , 1
CEEJAY , - , - , - , 1 , 1
CEINSYSTECH , - , - , - , 1 , 1
CENTENKA , - , - , - , 1 , 1
CENTRALBK , - , - , - , 1 , 1
CENTURYTEX , - , - , - , 1 , 1
CERA , - , - , - , 1 , 1
CGVAK , - , - , - , 1 , 1
CHAMANSEQ , 1 , - , - , - , 1
CHAMBLFERT , - , - , - , 1 , 1
CHEMFALKAL , - , - , - , 1 , 1
CHOICEIN , - , - , - , 1 , 1
CHOKSI , - , - , - , 1 , 1
CILSEC , - , - , - , 1 , 1
CIPLA , - , - , - , 1 , 1
CITIZYN , 1 , - , - , - , 1
CLNINDIA , - , - , 1 , - , 1
CMAHENDRA , - , 1 , - , - , 1
CMI , - , - , - , 1 , 1
COALINDIA , - , - , - , 1 , 1
COMCL , - , - , - , 1 , 1
COMFINCAP , - , - , - , 1 , 1
COMFINTE , - , - , - , 1 , 1
COMPEAU , - , - , - , 1 , 1
COMPUSOFT , - , - , - , 1 , 1
CORALAB , - , - , - , 1 , 1
CORALFINAC , - , - , - , 1 , 1
COROMANDEL , - , - , - , 1 , 1
CORPBANK , - , - , - , 1 , 1
COSCO , - , - , - , 1 , 1
COX&KINGS , - , - , - , 1 , 1
CRAVATEX , - , - , - , 1 , 1
CREST , - , - , - , 1 , 1
CYBERTECH , - , - , - , 1 , 1
DAAWAT , - , - , - , 1 , 1
DAIKAFFI , - , - , - , 1 , 1
DALMIACEM , - , - , - , 1 , 1
DCMSRMIND , - , - , - , 1 , 1
DEEPAKNI , - , - , - , 1 , 1
DEEPAKSP , - , - , - , 1 , 1
DEEPIND , - , - , - , 1 , 1
DELTACORP , - , - , - , 1 , 1
DENABANK , - , - , - , 1 , 1
DENORA , - , - , - , 1 , 1
DFM , - , - , - , 1 , 1
DHABRIYA , - , 1 , - , - , 1
DHINDIA , - , - , - , 1 , 1
DHPIND , - , - , - , 1 , 1
DHUNINV , - , - , - , 1 , 1
DHUNTEAIND , - , - , - , 1 , 1
DIANATEA , - , - , - , 1 , 1
DILIGENT , 1 , - , - , - , 1
DISA , - , - , - , 1 , 1
DIVSHKT , - , - , - , 1 , 1
DLINK , - , - , - , 1 , 1
DLINKINDIA , - , - , - , 1 , 1
DONEAR , - , - , - , 1 , 1
DPL , - , - , - , 1 , 1
DRAGARW , - , - , - , 1 , 1
DREDGECORP , - , - , - , 1 , 1
DRREDDY , - , - , - , 1 , 1
DSKULKARNI , - , - , - , 1 , 1
DUPHARIN , - , - , - , 1 , 1
DUTRON , - , - , - , 1 , 1
DYNAMIND , - , - , - , 1 , 1
DYNPRO , - , - , - , 1 , 1
EICHERMOT , - , - , - , 1 , 1
EIDPARRY , - , - , - , 1 , 1
EIMCOELECO , - , - , - , 1 , 1
ELANTAS , - , - , - , 1 , 1
ELECON , - , - , - , 1 , 1
ELECTCAST , - , - , - , 1 , 1
ELFTRDG , - , - , - , 1 , 1
ELGIEQUIP , - , - , - , 1 , 1
ELNET , - , - , - , 1 , 1
EMAMILTD , - , - , - , 1 , 1
EMAMIPAP , - , - , - , 1 , 1
EMCO , - , - , - , 1 , 1
EMKAY , - , - , - , 1 , 1
EMMBI , - , - , - , 1 , 1
ENCASH , - , - , - , 1 , 1
ENERGYDEV , - , - , - , 1 , 1
ENIL , - , - , - , 1 , 1
ESABINDIA , - , - , - , 1 , 1
ESCORTS , - , - , - , 1 , 1
ESSELPRO , - , - , - , 1 , 1
EVEREADY , - , - , - , 1 , 1
EVERESTIND , - , - , - , 1 , 1
EXCELCROP , - , - , - , 1 , 1
EXCELINDUS , - , - , - , 1 , 1
FAIRCHEM , - , - , - , 1 , 1
FCH , - , - , - , 1 , 1
FEDDERELEC , - , - , - , 1 , 1
FEL , - , - , - , 1 , 1
FELDVR , - , - , - , 1 , 1
FINCABLES , - , - , - , 1 , 1
FINEYE , - , - , - , 1 , 1
FINOLEXIND , - , - , - , 1 , 1
FLEXFO , - , - , - , 1 , 1
FLEXITUFF , - , - , - , 1 , 1
FLFL , - , - , - , 1 , 1
FLORENCE , - , - , - , 1 , 1
FLUIDOM , - , - , - , 1 , 1
FOMEHOT , - , - , - , 1 , 1
FOODSIN , - , - , - , 1 , 1
FRONTCAP , - , - , - , 1 , 1
FRONTSEC , - , - , - , 1 , 1
FRSHTRP , - , - , - , 1 , 1
FULFORD , - , - , - , 1 , 1
FUTSOL , - , - , - , 1 , 1
GAEL , - , - , - , 1 , 1
GANDHITUBE , - , - , - , 1 , 1
GANECOS , - , - , - , 1 , 1
GANESHHOUC , - , - , - , 1 , 1
GANONPRO , - , - , - , 1 , 1
GARNETINT , - , - , - , 1 , 1
GARWALLROP , - , - , - , 1 , 1
GATI , - , - , - , 1 , 1
GAYAPROJ , - , - , - , 1 , 1
GEE , - , - , - , 1 , 1
GENESYS , - , - , - , 1 , 1
GENUSPOWER , - , - , - , 1 , 1
GEPIL , - , - , - , 1 , 1
GET&D , - , - , - , 1 , 1
GHCL , - , - , - , 1 , 1
GICHSGFIN , - , - , - , 1 , 1
GILADAFINS , - , - , - , 1 , 1
GIPCL , - , - , - , 1 , 1
GLANCE , - , - , - , 1 , 1
GLAXO , - , - , - , 1 , 1
GLENMARK , - , - , - , 1 , 1
GLOSTER , - , - , - , 1 , 1
GMBREW , - , - , - , 1 , 1
GMDCLTD , - , - , - , 1 , 1
GNRL , - , - , - , 1 , 1
GOACARBON , - , - , - , 1 , 1
GOCLCORP , - , - , - , 1 , 1
GODFRYPHLP , - , - , - , 1 , 1
GODREJPROP , - , - , - , 1 , 1
GOLKUNDIA , - , - , - , 1 , 1
GOODYEAR , - , - , - , 1 , 1
GOWRALE , - , - , - , 1 , 1
GPIL , - , - , - , 1 , 1
GRASIM , - , - , - , 1 , 1
GRAVITA , - , - , - , 1 , 1
GRNLAMIND , - , - , - , 1 , 1
GRPLTD , - , - , - , 1 , 1
GRUH , - , - , - , 1 , 1
GSFC , - , - , - , 1 , 1
GSKCONS , - , - , - , 1 , 1
GSPL , - , - , - , 1 , 1
GUFICBIO , - , - , - , 1 , 1
GUJALKALI , - , - , - , 1 , 1
GUJAPOLLO , - , - , - , 1 , 1
GUJAUTO , - , - , - , 1 , 1
GUJGAS , - , - , - , 1 , 1
GUJHOTE , - , - , - , 1 , 1
GUJINTRX , - , - , - , 1 , 1
HALDYNGL , - , - , - , 1 , 1
HARLETH , - , - , - , 1 , 1
HARYANATEX , - , - , - , 1 , 1
HAWKINCOOK , - , - , - , 1 , 1
HBLPOWER , - , - , - , 1 , 1
HBPOR , - , - , - , 1 , 1
HDFCBANK , - , - , - , 1 , 1
HEG , - , - , - , 1 , 1
HERCULES , - , - , - , 1 , 1
HERITGFOOD , - , - , - , 1 , 1
HILTON , - , - , - , 1 , 1
HIMGRANI , - , - , 1 , - , 1
HINDALCO , - , - , - , 1 , 1
HINDALUMI , - , - , - , 1 , 1
HINDCOMPOS , - , - , - , 1 , 1
HINDCOPPER , - , - , - , 1 , 1
HINDTIN , - , - , - , 1 , 1
HISARMET , - , - , - , 1 , 1
HITECHCORP , - , - , - , 1 , 1
HMVL , - , - , - , 1 , 1
HONAUT , - , - , - , 1 , 1
HONDAPOWER , - , - , - , 1 , 1
HSIL , - , - , - , 1 , 1
HTMEDIA , - , - , - , 1 , 1
ICICIBANK , - , - , - , 1 , 1
ICIL , - , - , - , 1 , 1
ICRA , - , - , - , 1 , 1
IDBI , - , - , - , 1 , 1
IDEA , - , - , - , 1 , 1
IDFC , - , - , - , 1 , 1
IFSL , - , - , - , 1 , 1
IGL , - , - , - , 1 , 1
IGPL , - , - , - , 1 , 1
IIFL , - , - , - , 1 , 1
IITL , - , - , - , 1 , 1
IL&FSTRANS , - , - , - , 1 , 1
IMFA , - , - , - , 1 , 1
INANI , - , - , - , 1 , 1
INCAP , - , - , - , 1 , 1
INDGELA , - , - , - , 1 , 1
INDIANB , - , - , - , 1 , 1
INDIANCARD , - , - , - , 1 , 1
INDIANVSH , - , - , - , 1 , 1
INDLMETER , - , - , - , 1 , 1
INDOBORAX , - , - , - , 1 , 1
INDORAMA , - , - , - , 1 , 1
INDOTHAI , - , - , - , 1 , 1
INDPRUD , - , - , - , 1 , 1
INDRAMEDCO , - , - , - , 1 , 1
INDSILHYD , - , - , - , 1 , 1
INDTERRAIN , 1 , - , - , - , 1
INDUSFINL , - , - , - , 1 , 1
INDUSINDBK , - , - , - , 1 , 1
INEOSSTYRO , - , - , - , 1 , 1
INFORTEC , - , - , - , 1 , 1
INFRATEL , - , - , - , 1 , 1
INNOVTEC , - , - , - , 1 , 1
INTECCAP , - , - , - , 1 , 1
INTLCOMB , - , - , - , 1 , 1
INTLCONV , - , - , - , 1 , 1
INTRGLB , - , - , - , 1 , 1
IONEXCHANG , - , - , - , 1 , 1
IPCALAB , - , - , - , 1 , 1
ISFT , - , - , - , 1 , 1
ITC , - , - , - , 1 , 1
ITDC , - , - , - , 1 , 1
ITDCEM , 1 , - , - , - , 1
ITHL , - , - , - , 1 , 1
ITL , - , - , - , 1 , 1
IVC , - , - , - , 1 , 1
IVP , - , - , - , 1 , 1
J&KBANK , - , - , - , 1 , 1
JACKSON , 1 , - , - , - , 1
JAGRAN , - , - , - , 1 , 1
JAGSNPHARM , - , - , - , 1 , 1
JAICORPLTD , - , - , - , 1 , 1
JAYAGROGN , - , - , - , 1 , 1
JAYBARMARU , - , - , - , 1 , 1
JAYSHREETEA , - , - , - , 1 , 1
JAYSYN , - , - , - , 1 , 1
JBFIND , - , - , - , 1 , 1
JBMA , - , - , - , 1 , 1
JCHAC , - , - , - , 1 , 1
JETKING , - , - , - , 1 , 1
JINDALPOLY , - , - , - , 1 , 1
JINDALSAW , - , - , - , 1 , 1
JINDHOT , - , - , - , 1 , 1
JINDRILL , - , - , - , 1 , 1
JINDWORLD , - , - , - , 1 , 1
JISLDVREQS , - , - , - , 1 , 1
JISLJALEQS , - , - , - , 1 , 1
JK AGRI , - , - , - , 1 , 1
JKCEMENT , - , - , - , 1 , 1
JKLAKSHMI , - , - , - , 1 , 1
JKTYRE , - , - , - , 1 , 1
JLMORI , - , - , - , 1 , 1
JMCPROJECT , - , - , - , 1 , 1
JMDVL , - , - , - , 1 , 1
JMTAUTOLTD , 1 , - , - , - , 1
JOINDRE , - , - , - , 1 , 1
JOONKTOLL , - , - , - , 1 , 1
JOSTS , - , - , - , 1 , 1
JSWENERGY , - , - , - , 1 , 1
JSWSTEEL , - , - , - , 1 , 1
JTEKTINDIA , - , - , - , 1 , 1
JUBILANTORG , - , - , - , 1 , 1
JUBLFOOD , - , - , - , 1 , 1
JUPITERIN , - , - , - , 1 , 1
JVLAGRO , - , - , - , 1 , 1
KAIRA , - , - , - , 1 , 1
KAJARIACER , - , - , - , 1 , 1
KAKATCEM , - , - , - , 1 , 1
KALLAM , - , - , - , 1 , 1
KAMADGIRI , - , - , - , 1 , 1
KAMDHENU , - , - , - , 1 , 1
KANCHI , - , - , - , 1 , 1
KANORICHEM , - , - , - , 1 , 1
KANSAINER , - , - , - , 1 , 1
KAUSAMBI , 1 , - , - , - , 1
KAYCEEI , - , - , - , 1 , 1
KBIL , - , - , - , 1 , 1
KCPSUGIND , - , - , - , 1 , 1
KEI , - , - , - , 1 , 1
KELENRG , - , - , - , 1 , 1
KEMP , - , - , - , 1 , 1
KEYCORPSER , - , - , - , 1 , 1
KGDENIM , - , - , - , 1 , 1
KHAICHEM , - , - , - , 1 , 1
KHOOBSURAT , 1 , - , - , - , 1
KIFS , - , - , - , 1 , 1
KIRANVYPAR , - , - , - , 1 , 1
KKALPANAIND , 1 , - , - , - , 1
KOLTEPATIL , - , - , - , 1 , 1
KPIT , - , - , - , 1 , 1
KRETTOSYS , - , 1 , - , - , 1
KRIINFRA , - , - , - , 1 , 1
KRITIIND , - , - , - , 1 , 1
KSE , - , - , - , 1 , 1
KTIL , - , - , - , 1 , 1
KTKBANK , - , - , - , 1 , 1
KUANTUM , - , - , - , 1 , 1
KULKPOWT , - , - , - , 1 , 1
KWALITY , - , - , - , 1 , 1
L&TFH , - , - , - , 1 , 1
LAKSELEC , - , - , - , 1 , 1
LAKSHMIMIL , - , - , - , 1 , 1
LAKSHVILAS , - , - , - , 1 , 1
LAOPALA , - , - , - , 1 , 1
LAXMIMACH , - , - , - , 1 , 1
LEEL , - , - , - , 1 , 1
LIBERTSHOE , - , - , - , 1 , 1
LICHSGFIN , - , - , - , 1 , 1
LINCOPH , - , - , - , 1 , 1
LINCPEN , - , - , - , 1 , 1
LOHIASEC , - , - , - , 1 , 1
LOKESHMACH , - , - , - , 1 , 1
LOOKS , - , 1 , - , - , 1
LOVABLE , - , - , - , 1 , 1
LOYALTEX , - , - , - , 1 , 1
LT , - , - , - , 1 , 1
LUDLOWJUT , - , - , - , 1 , 1
LUPIN$ , - , - , - , 1 , 1
LUXIND , - , - , - , 1 , 1
LYPSAGEMS , - , - , - , 1 , 1
M&M , - , - , - , 1 , 1
M&MFIN , - , - , - , 1 , 1
MACK , - , - , - , 1 , 1
MACPLAS , - , - , - , 1 , 1
MADHAV , - , - , - , 1 , 1
MADHUCON , - , - , - , 1 , 1
MAFATIND , - , - , - , 1 , 1
MAGMA , - , - , - , 1 , 1
MAGNAEL , - , - , - , 1 , 1
MAHABANK , - , - , - , 1 , 1
MAHAVIRIND , 1 , - , - , - , 1
MAHLIFE , - , - , - , 1 , 1
MAHSEAMLES , - , - , - , 1 , 1
MAKERSL , - , - , - , 1 , 1
MALAR , - , - , - , 1 , 1
MANAKSIA , - , - , - , 1 , 1
MANALIPE , - , - , - , 1 , 1
MANDHANA , - , - , - , 1 , 1
MANGCHEFER , - , - , - , 1 , 1
MANGLMCEM , - , - , - , 1 , 1
MANINDS , - , - , - , 1 , 1
MANUGRAPH , - , - , - , 1 , 1
MANVIJAY , - , 1 , - , - , 1
MARIS , - , - , - , 1 , 1
MARKSANS , - , - , - , 1 , 1
MARUTI , - , - , - , 1 , 1
MAXHEIGHTS , - , - , - , 1 , 1
MAZDALTD , - , - , - , 1 , 1
MCLEODRUSS , - , - , - , 1 , 1
MCX , - , - , - , 1 , 1
MEGH , - , - , - , 1 , 1
MEP , - , - , - , 1 , 1
MERCATOR , - , - , - , 1 , 1
MERCURYLAB , - , - , - , 1 , 1
MFLINDIA , 1 , - , - , - , 1
MHRIL , - , - , - , 1 , 1
MINDTECK , - , - , - , 1 , 1
MIRZAINT , - , - , - , 1 , 1
MMTC , - , - , - , 1 , 1
MODERN , - , - , - , 1 , 1
MODRNSH , - , - , - , 1 , 1
MOHOTAIND , - , - , - , 1 , 1
MONEYMAST , - , - , - , 1 , 1
MONEYMATF , - , - , - , 1 , 1
MONTECARLO , - , - , - , 1 , 1
MORARJEE , - , - , - , 1 , 1
MORGANITE , - , - , - , 1 , 1
MPHASIS , - , - , - , 1 , 1
MUDUNURU , 1 , - , - , - , 1
MUKESHB , - , - , - , 1 , 1
MULTIIN , - , - , - , 1 , 1
MYSORPETRO , - , - , - , 1 , 1
NACLIND , - , - , - , 1 , 1
NAGARCON , - , - , - , 1 , 1
NAHARCAP , - , - , - , 1 , 1
NAHARSPING , - , - , - , 1 , 1
NATCAPSU , - , - , - , 1 , 1
NATPEROX , - , - , - , 1 , 1
NATPLAS , - , - , - , 1 , 1
NAVBLDR , - , - , - , 1 , 1
NBCC , - , - , - , 1 , 1
NBVENTURES , - , - , - , 1 , 1
NCLIND , - , - , - , 1 , 1
NECLIFE , - , - , - , 1 , 1
NEULANDLAB , - , - , - , 1 , 1
NFL , - , - , - , 1 , 1
NGIND , - , - , - , 1 , 1
NIITTECH , - , - , - , 1 , 1
NILA , - , - , - , 1 , 1
NIPPOBATRY , - , - , - , 1 , 1
NIRLON , - , - , - , 1 , 1
NITINFIRE , - , - , - , 1 , 1
NITINSPIN , - , - , - , 1 , 1
NITTAGELA , - , - , - , 1 , 1
NOBPOL , 1 , - , - , - , 1
NOCIL , - , - , - , 1 , 1
NOVARTIND , - , - , - , 1 , 1
OAL , - , - , - , 1 , 1
OFSS , - , - , - , 1 , 1
OKANCOTEA , - , - , - , 1 , 1
OLPCL , - , - , - , 1 , 1
OMAXE , - , - , - , 1 , 1
OMKARCHEM , - , - , - , 1 , 1
ONMOBILE , - , - , - , 1 , 1
ORIBEVER , - , - , - , 1 , 1
ORIENTABRA , - , - , - , 1 , 1
ORIENTBANK , - , - , - , 1 , 1
ORIENTBELL , - , - , - , 1 , 1
ORIENTCEM , - , - , - , 1 , 1
ORIENTHOT , - , - , - , 1 , 1
ORIENTLTD , - , - , - , 1 , 1
ORIENTPPR , - , - , - , 1 , 1
ORIENTREF , - , - , - , 1 , 1
ORISSAMINE , - , - , - , 1 , 1
PAISALO , - , - , - , 1 , 1
PANAENERG , - , - , - , 1 , 1
PANAFIC , - , - , - , 1 , 1
PANAMAPET , - , - , - , 1 , 1
PANCARBON , - , - , - , 1 , 1
PANCHSHEEL , - , - , - , 1 , 1
PANORAMUNI , - , - , - , 1 , 1
PAPERPROD , - , - , - , 1 , 1
PARMCOS-B , - , - , - , 1 , 1
PATELROD , - , - , - , 1 , 1
PATELSAI , - , - , - , 1 , 1
PAUSHAKLTD , - , - , - , 1 , 1
PBMPOLY , - , - , - , 1 , 1
PCCOSMA , - , - , - , 1 , 1
PCJEWELLER , - , - , - , 1 , 1
PENINLAND , - , - , - , 1 , 1
PETRONET , - , - , - , 1 , 1
PFIZER , - , - , - , 1 , 1
PFS , - , - , - , 1 , 1
PGFOIL , - , - , - , 1 , 1
PGHH , - , - , - , 1 , 1
PHILIPCARB , - , - , - , 1 , 1
PHL , - , - , - , 1 , 1
PICCADIL , - , 1 , - , - , 1
PINCON , - , 1 , - , - , 1
PITTIENG , 1 , - , - , - , 1
PITTILAM , - , - , - , 1 , 1
PIXTRANS , - , - , - , 1 , 1
PMCFIN , - , 1 , - , - , 1
PNB , - , - , - , 1 , 1
PNBGILTS , - , - , - , 1 , 1
PNCINFRA , - , - , - , 1 , 1
PODARPIG , - , - , - , 1 , 1
PODDAR , - , - , - , 1 , 1
POEL , - , - , - , 1 , 1
POKARNA , - , - , - , 1 , 1
POLARIS , - , - , - , 1 , 1
POLYCHEM , - , - , - , 1 , 1
POLYPLEX , - , - , - , 1 , 1
PONDYOXIDE , - , - , - , 1 , 1
POWERMECH , - , - , - , 1 , 1
PRATIBHA , - , - , - , 1 , 1
PRECAM , - , - , - , 1 , 1
PRIMEPRO , - , - , - , 1 , 1
PRIYALT , - , - , - , 1 , 1
PSB , - , - , - , 1 , 1
PTC , - , - , - , 1 , 1
PTL , - , - , - , 1 , 1
PURVA , - , - , - , 1 , 1
PVR , - , - , - , 1 , 1
RADICO , - , - , - , 1 , 1
RAIN , - , - , - , 1 , 1
RAINBOWPAP , - , - , - , 1 , 1
RAJGLOWIR , - , - , - , 1 , 1
RAJPACK , - , - , - , 1 , 1
RAJTV , - , - , - , 1 , 1
RALLIS , - , - , - , 1 , 1
RANEENGINE , - , - , - , 1 , 1
RAPICUT , - , - , - , 1 , 1
RASOI , - , - , - , 1 , 1
RASRESOR , - , - , - , 1 , 1
RAUNAQEPC , - , - , - , 1 , 1
RAYMOND , - , - , - , 1 , 1
RCF , - , - , - , 1 , 1
RDBRIL , - , - , - , 1 , 1
RDBRL , - , - , - , 1 , 1
REDINGTON , - , - , - , 1 , 1
RELCAPITAL , - , - , - , 1 , 1
RELCHEM , - , - , - , 1 , 1
RELIANCEINF , - , - , - , 1 , 1
RELINFRA , - , - , - , 1 , 1
REMIELEK , - , - , - , 1 , 1
REMIPRO , - , - , - , 1 , 1
REPCOHOME , - , - , - , 1 , 1
REPRO , - , - , - , 1 , 1
RESONANCE , - , - , - , 1 , 1
RICOH , - , - , - , 1 , 1
RIDDHI , - , - , - , 1 , 1
RISHDIGA , - , - , - , 1 , 1
RISHIROOP , - , - , - , 1 , 1
RJSHAH , - , - , - , 1 , 1
RKFORGE , - , - , - , 1 , 1
RODIUM , - , - , - , 1 , 1
ROLLT , 1 , - , - , - , 1
ROLTA , - , - , - , 1 , 1
ROTO , - , - , - , 1 , 1
RPOWER , - , - , - , 1 , 1
RPPINFRA , - , - , - , 1 , 1
RSSOFTWARE , - , - , - , 1 , 1
RSWM , - , - , - , 1 , 1
RUBFILA , - , - , - , 1 , 1
RUCHINFRA , - , - , - , 1 , 1
RUCHIRA , - , - , - , 1 , 1
RUCHISOYA , - , - , - , 1 , 1
RUSHIL , - , - , - , 1 , 1
SABTN , - , - , - , 1 , 1
SACHEMT , - , - , - , 1 , 1
SADBHAV , - , - , - , 1 , 1
SAFARIND , - , - , - , 1 , 1
SAHLIBHFI , - , - , - , 1 , 1
SAHYADRI , - , - , - , 1 , 1
SAIL , - , - , - , 1 , 1
SAKSOFT , - , - , - , 1 , 1
SAKTHIFIN , - , - , - , 1 , 1
SALZER , - , - , - , 1 , 1
SAMBANDAM , - , - , - , 1 , 1
SAMTEX , 1 , - , - , - , 1
SANCTRN , - , - , - , 1 , 1
SANDUMA , - , - , - , 1 , 1
SANGAMIND , - , - , - , 1 , 1
SAPPL , - , - , - , 1 , 1
SAREGAMA , - , - , - , 1 , 1
SARUPINDUS , - , - , - , 1 , 1
SATIA , - , - , - , 1 , 1
SATRAPROP , - , - , - , 1 , 1
SBIN , - , - , - , 1 , 1
SBT , - , - , - , 1 , 1
SDBL , - , - , - , 1 , 1
SDL , - , - , 1 , - , 1
SELAN , - , - , - , 1 , 1
SEQUENT , 1 , - , - , - , 1
SESHAPAPER , - , - , - , 1 , 1
SFCL , - , - , - , 1 , 1
SHAKTIPUMP , - , - , - , 1 , 1
SHANTIGEAR , - , - , - , 1 , 1
SHARPINV , 1 , - , - , - , 1
SHASUNPHAR , - , - , - , 1 , 1
SHAWGELTIN , - , - , - , 1 , 1
SHEMAROO , - , - , - , 1 , 1
SHHARICH , - , - , - , 1 , 1
SHILGRAV , - , - , - , 1 , 1
SHILPI , - , - , - , 1 , 1
SHIVTEX , - , - , - , 1 , 1
SHK , - , - , - , 1 , 1
SHREEPUSHK , - , - , - , 1 , 1
SHRENUJ , - , - , - , 1 , 1
SHREYANIND , - , - , - , 1 , 1
SHREYAS , - , - , - , 1 , 1
SHRIDINE , - , - , - , 1 , 1
SHRISTI , - , - , - , 1 , 1
