Manvijay development company ltd , 1 ,  1:1
Rajputana investment and finance ltd , 1 ,  9:5
Stampede capital limited , 1 ,  1:4
La opala rg ltd. , 1 ,  1:1
Mahindra holidays & resorts india ltd. , 1 ,  1:2
Kanpur plastipack ltd. , 1 ,  1:2
Insecticides (india) ltd. , 1 ,  1:2
Eclerx services ltd. , 1 ,  1:3
Bil energy systems ltd. , 1 ,  1:1
Damodar industries ltd.-$ , 1 ,  1:4
Starlit power systems ltd , 1 ,  1:4
Jash dealmark ltd , 1 ,  1:1
Hatsun agro product ltd. , 1 ,  2:5
Apcotex industries ltd. , 1 ,  1:1
Nbcc (india) ltd , 1 ,  1:2
Ruby mills ltd. , 1 ,  1:1
Kretto syscon ltd , 1 ,  2:5
Antariksh industries ltd , 1 ,  3:1
Dewan housing finance corporation ltd. , 1 ,  1:1
Pmc fincorp limited , 1 ,  1:1
Asi industries ltd , 1 ,  1:4
Mbl infrastructures ltd , 1 ,  1:1
Ram minerals and chemicals ltd , 1 ,  4:1
Atishay ltd , 1 ,  1:4
Munjal auto industries ltd. , 1 ,  1:1
Balmer lawrie & co.ltd. , 1 ,  3:1
Poly medicure ltd. , 1 ,  1:1
Majestic research services and solutions ltd , 1 ,  1:1
Moil ltd. , 1 ,  1:1
Bajaj finance limited , 1 ,  1:1
Yash chemex ltd , 1 ,  3:2
Sanwaria consumer ltd-$ , 1 ,  1:1
Hisar metal industries ltd.-$ , 1 ,  1:2
Talbros engineering ltd , 1 ,  1:1
Tata elxsi ltd. , 1 ,  1:1
Wim plast ltd.-$ , 1 ,  1:1
Biocon ltd. , 1 ,  2:1
Manpasand beverages ltd , 1 ,  1:1
Wipro ltd. , 1 ,  1:1
Vishal bearings ltd , 1 ,  1:4
Suyog telematics ltd , 1 ,  1:5
Oceanaa biotek industries ltd , 1 ,  7:10
Oasis tradelink ltd , 1 ,  1:3
Castrol india ltd. , 1 ,  1:1
Vegetable products ltd , 1 ,  9:5
Rural electrification corporation ltd. , 1 ,  1:1
C. mahendra exports ltd. , 1 ,  1:1
Arfin india ltd , 1 ,  2:1
Atharv enterprises ltd. , 1 ,  1:1
Kellton tech solutions ltd. , 1 ,  1:1
Rama steel tubes ltd , 1 ,  4:1
Nava bharat ventures ltd. , 1 ,  1:1
Berger paints india ltd. , 1 ,  2:5
Orbit exports ltd. , 1 ,  1:1
Kesar terminals & infrastructure ltd. , 1 ,  1:25
Larsen & toubro ltd. , 1 ,  1:2
Looks health services limited , 1 ,  3:4
Shantai industries ltd , 1 ,  2:1
Arnold holdings ltd , 1 ,  5:1
Bharat forge ltd. , 1 ,  1:1
Srs ltd. , 1 ,  1:1
Lypsa gems & jewellery ltd , 1 ,  2:5
G.m.breweries ltd. , 1 ,  1:4
High ground enterprise ltd , 1 ,  1:10
Muthoot capital services ltd. , 1 ,  1:10
Vakrangee limited-$ , 1 ,  1:1
Autoriders international ltd. , 1 ,  1:1
Divi's laboratories ltd. , 1 ,  1:1
Garnet international ltd. , 1 ,  2:1
Symphony limited , 1 ,  1:1
Itc ltd. , 1 ,  1:2
Kwality pharmaceuticals ltd , 1 ,  1:1
Allcargo logistics ltd. , 1 ,  1:1
City union bank ltd. , 1 ,  1:10
V-guard industries ltd. , 1 ,  2:5
Thacker & co.ltd. , 1 ,  32:21
Mangalam seeds ltd , 1 ,  1:1
Vkj infradevelopers ltd , 1 ,  1:3
Plastiblends india ltd.-$ , 1 ,  1:1
Frontier capital ltd , 1 ,  1:3
Abans enterprises ltd , 1 ,  7:1
Associated alcohols & breweries ltd. , 1 ,  1:1
Millitoons entertainment ltd , 1 ,  1:1
Filtra consultants and engineers ltd , 1 ,  3:2
Marathon nextgen realty ltd. , 1 ,  1:2
Mangal credit and fincorp ltd. , 1 ,  5:1
Mindtree ltd. , 1 ,  1:1
Chaman lal setia exports ltd.-$ , 1 ,  1:10
Shivam autotech ltd. , 1 ,  1:1
Dhabriya polywood ltd , 1 ,  1:4
Relaxo footwears ltd.-$ , 1 ,  1:1
Bharat heavy electricals ltd. , 1 ,  1:2
Pc jeweller ltd. , 1 ,  1:1
Fair deal filaments ltd.-$ , 1 ,  1:10
Lancor holdings ltd. , 1 ,  1:1
Maithan alloys ltd. , 1 ,  1:1
Akme star housing finance ltd , 1 ,  1:1
Infosys ltd. , 1 ,  1:1
Federal bank ltd. , 1 ,  1:1
Kothari products ltd. , 1 ,  1:2
Mahindra & mahindra ltd. , 1 ,  1:1
Gpt infraprojects ltd. , 1 ,  1:1
Tejnaksh healthcare ltd , 1 ,  1:1
Kotak mahindra bank ltd. , 1 ,  1:1
Tea time ltd. , 1 ,  093200    
Fiberweb (india) ltd. , 1 ,  1:1
Kavit industries limited , 1 ,  1:3
Menon bearings ltd.-$ , 1 ,  1:5
Ultracab (india) ltd , 1 ,  1:2
Engineers india ltd. , 1 ,  1:1
Balkrishna industries ltd.-$ , 1 ,  1:1
Infinite computer solutions (india) ltd , 1 ,  1:26
Pincon spirit ltd , 2 ,  1:1, 1:1
Motherson sumi systems ltd. , 2 ,  1:2, 1:2
Oil india ltd. , 2 ,  1:3, 1:2
Bharat electronics ltd. , 2 ,  2:1, 1:10
Gail (india) ltd. , 2 ,  1:3, 1:3
Bharat petroleum corporation ltd. , 2 ,  1:1, 1:2
Visagar polytex ltd. , 2 ,  10:1, 1:3
Indian oil corporation ltd. , 2 ,  1:1, 1:1
Ambition mica ltd , 2 ,  1:1, 1:2
Hindustan petroleum corporation ltd. , 2 ,  2:1, 1:2
Piccadily agro industries ltd. , 2 ,  1:1, 1:1
