comp_name, ticker, isin, plan_units_1k, rank, captype, mcap
Avenue supermarts, DMART, INE192R01011, 1, 31, Large Cap, 87494
Bajaj auto, BAJAJ-AUTO, INE917I01010, 1, 32, Large Cap, 83342
Mahindra mahindra, M&M, INE101A01026, 1, 33, Large Cap, 82795
Bharat petroleum corporation l, BPCL, INE029A01011, 1, 34, Large Cap, 79498
Hdfc life insurance company li, HDFCLIFE, INE795G01014, 1, 35, Large Cap, 79407
Adani ports special econom, ADANIPORTS, INE742F01042, 1, 36, Large Cap, 78098
Gail, GAIL, INE129A01019, 1, 37, Large Cap, 76099
Tech mahindra, TECHM, INE669C01036, 1, 38, Large Cap, 75279
Dabur, DABUR, INE016A01026, 1, 39, Large Cap, 72898
Britannia industries, BRITANNIA, INE216A01030, 1, 40, Large Cap, 71867
Godrej consumer products, GODREJCP, INE102D01028, 1, 41, Large Cap, 71031
Jsw steel, JSWSTEEL, INE019A01038, 1, 42, Large Cap, 68162
Vedanta, VEDL, INE205A01025, 1, 43, Large Cap, 64741
Shree cement, SHREECEM, INE070A01015, 1, 44, Large Cap, 63840
Sbi life insurance company, SBILIFE, INE123W01016, 1, 45, Large Cap, 62815
Bandhan bank, BANDHANBNK, INE545U01014, 1, 46, Large Cap, 61887
Pidilite industries, PIDILITIND, INE318A01026, 1, 47, Large Cap, 60189
Tata motors, TATAMOTORS, INE155A01022, 1, 48, Large Cap, 57049
Tata steel, TATASTEEL, INE081A01012, 1, 49, Large Cap, 56791
Eicher motors, EICHERMOT, INE066A01013, 1, 50, Large Cap, 55972
Grasim industries, GRASIM, INE047A01021, 1, 51, Large Cap, 54621
Bosch, BOSCHLTD, INE323A01026, 1, 52, Large Cap, 54100
Hero motocorp, HEROMOTOCO, INE158A01026, 1, 53, Large Cap, 54044
Bharti infratel, INFRATEL, INE121J01017, 1, 54, Large Cap, 53783
Interglobe aviation, INDIGO, INE646L01027, 1, 55, Large Cap, 52610
Icici prudential life insurance company, ICICIPRULI, INE726G01019, 1, 56, Large Cap, 49413
Marico, MARICO, INE196A01026, 1, 57, Large Cap, 46444
Havells, HAVELLS, INE176B01034, 1, 58, Large Cap, 46112
Icici lombard general insurance company, ICICIGI, INE765G01017, 1, 59, Large Cap, 45798
Upl, UPL, INE628A01036, 1, 60, Large Cap, 45601
Hindalco industries, HINDALCO, INE038A01020, 1, 61, Large Cap, 45397
Yes bank, YESBANK, INE528G01027, 0, 62, Large Cap, 45077
Motherson sumi systems, MOTHERSUMI, INE775A01035, 1, 63, Large Cap, 44775
Drreddys laboratories, DRREDDY, INE089A01023, 1, 64, Large Cap, 44660
Cipla, CIPLA, INE059A01026, 1, 65, Large Cap, 43524
Ambuja cements, AMBUJACEM, INE079A01024, 1, 66, Large Cap, 43501
Piramal enterprises, PEL, INE140A01024, 1, 67, Large Cap, 43276
Divis laboratories, DIVISLAB, INE361B01024, 0, 68, Large Cap, 42947
Aurobindo pharma, AUROPHARMA, INE406A01037, 1, 69, Large Cap, 42921
General insurance corporation, GICRE, INE481Y01014, 1, 70, Large Cap, 41711
United spirits, MCDOWELL-N, INE854D01024, 1, 71, Large Cap, 40316
Hindustan petroleum corporatio, HINDPETRO, INE094A01015, 1, 72, Large Cap, 40308
Siemens, SIEMENS, INE003A01024, 1, 73, Large Cap, 39595
Zee entertainment enterprises, ZEEL, INE256A01028, 1, 74, Large Cap, 38856
United breweries, UBL, INE686F01025, 1, 75, Large Cap, 36577
Bajaj holdings investment lt, BAJAJHLDNG, INE118A01012, 1, 76, Large Cap, 36110
Lupin, LUPIN, INE326A01037, 1, 77, Large Cap, 35978
Biocon, BIOCON, INE376G01013, 1, 78, Large Cap, 35643
Bankbaroda, BANKBARODA, INE028A01039, 1, 79, Large Cap, 35432
Dlf, DLF, INE271C01023, 1, 80, Large Cap, 35019
Vodafone idea, IDEA, INE669E01016, 1, 81, Large Cap, 34836
Petronet lng, PETRONET, INE347G01014, 1, 82, Large Cap, 34831
Procter gamble hygiene hea, PGHH, INE179A01014, 1, 83, Large Cap, 33817
Punjab national bank, PNB, INE160A01022, 0, 84, Large Cap, 33444
Colgate palmolive, COLPAL, INE259A01022, 1, 85, Large Cap, 33405
Hdfc asset management company, HDFCAMC, INE127D01025, 1, 86, Large Cap, 33352
Idbi bank, IDBI, INE008A01015, 0, 87, Large Cap, 31636
Cadila healthcare, CADILAHC, INE010B01027, 1, 88, Large Cap, 31495
Nmdc, NMDC, INE584A01023, 1, 89, Large Cap, 31485
Container corporation, CONCOR, INE111A01025, 1, 90, Large Cap, 31389
Indiabulls housing finance, IBULHSGFIN, INE148I01020, 1, 91, Large Cap, 31172
Glaxosmithkline consumer healt, GSKCONS, INE264A01014, 1, 92, Large Cap, 30781
Berger paints, BERGEPAINT, INE463A01038, 1, 93, Large Cap, 30580
Power finance corporation, PFC, INE134E01011, 1, 94, Large Cap, 30231
Oracle financial services soft, OFSS, INE881D01027, 0, 95, Large Cap, 29982
Larsen toubro infotech, LTI, INE214T01019, 1, 96, Large Cap, 29945
Torrent pharmaceuticals, TORNTPHARM, INE685A01028, 0, 97, Large Cap, 29565
Abb, ABB, INE117A01022, 1, 98, Large Cap, 29154
The new assurance company, NIACL, INE470Y01017, 1, 99, Large Cap, 29004
Acc, ACC, INE012A01025, 1, 100, Large Cap, 28919
Rec, RECLTD, INE020B01018, 1, 101, Mid Cap, 27454
Rbl bank, RBLBANK, INE976G01028, 0, 102, Mid Cap, 26670
L&t finance holdings, L&TFH, INE498L01015, 1, 103, Mid Cap, 26670
Ashok leyland, ASHOKLEY, INE208A01029, 1, 104, Mid Cap, 25970
Shriram transport finance col, SRTRANSFIN, INE721A01013, 1, 105, Mid Cap, 25642
Mahindra mahindra financial, M&MFIN, INE774D01024, 1, 106, Mid Cap, 25559
3m, 3MINDIA, INE470A01017, 1, 107, Mid Cap, 25480
Lic housing finance, LICHSGFIN, INE115A01026, 1, 108, Mid Cap, 25357
Page industries, PAGEIND, INE761H01022, 1, 109, Mid Cap, 25164
Nhpc, NHPC, INE848E01016, 1, 110, Mid Cap, 24803
Mrf, MRF, INE883A01011, 1, 111, Mid Cap, 24588
Kansai nerolac paints, KANSAINER, INE531A01024, 1, 112, Mid Cap, 24140
Bharat heavy electricals, BHEL, INE257A01026, 1, 113, Mid Cap, 24098
Adani transmission, ADANITRANS, INE931S01010, 1, 114, Mid Cap, 23872
Hindustan aeronautics, HAL, INE066F01012, 1, 115, Mid Cap, 23346
Tvs motor company, TVSMOTOR, INE494B01023, 1, 116, Mid Cap, 23264
Muthoot finance, MUTHOOTFIN, INE414G01012, 1, 117, Mid Cap, 23054
Info edge, NAUKRI, INE663F01024, 1, 118, Mid Cap, 22744
Bharat electronics, BEL, INE263A01024, 1, 119, Mid Cap, 22663
Bharat forge, BHARATFORG, INE465A01025, 0, 120, Mid Cap, 22473
Bank, BANKINDIA, INE084A01016, 0, 121, Mid Cap, 22471
Glaxosmithkline pharmaceutical, GLAXO, INE159A01016, 1, 122, Mid Cap, 22457
Gillette, GILLETTE, INE322A01010, 1, 123, Mid Cap, 22338
Sun tv network, SUNTV, INE424H01027, 0, 124, Mid Cap, 22332
Future retail, FRETAIL, INE752P01024, 1, 125, Mid Cap, 22211
Idfc first bank, IDFCFIRSTB, INE092T01019, 0, 126, Mid Cap, 21748
Alkem laboratories, ALKEM, INE540L01014, 0, 127, Mid Cap, 21377
Steel authority, SAIL, INE114A01011, 0, 128, Mid Cap, 21218
Indraprastha gas, IGL, INE203G01027, 1, 129, Mid Cap, 21127
Cummins, CUMMINSIND, INE298A01020, 1, 130, Mid Cap, 20934
Cholamandalam investment f, CHOLAFIN, INE121A01024, 1, 131, Mid Cap, 20838
Aditya birla capital, ABCAPITAL, INE674K01013, 0, 132, Mid Cap, 20799
Honeywell automation, HONAUT, INE671A01010, 1, 133, Mid Cap, 20407
Gruh finance, GRUH, INE580B01029, 0, 134, Mid Cap, 20158
Oil, OIL, INE274J01014, 1, 135, Mid Cap, 20065
Canara bank, CANBK, INE476A01014, 0, 136, Mid Cap, 19517
Voltas, VOLTAS, INE226A01021, 1, 137, Mid Cap, 19204
Exide industries, EXIDEIND, INE302A01020, 1, 138, Mid Cap, 18783
Tata power co, TATAPOWER, INE245A01021, 1, 139, Mid Cap, 18775
Federal bank, FEDERALBNK, INE171A01029, 0, 140, Mid Cap, 18757
Rajesh exports, RAJESHEXPO, INE343B01030, 1, 141, Mid Cap, 18713
Dalmia bharat, DALBHARAT, INE00R701025, 0, 142, Mid Cap, 18705
Godrej properties, GODREJPROP, INE484J01027, 1, 143, Mid Cap, 18557
Whirlpool, WHIRLPOOL, INE716A01013, 1, 144, Mid Cap, 18491
Oberoi realty, OBEROIRLTY, INE093I01010, 0, 145, Mid Cap, 18405
Mphasis, MPHASIS, INE356A01018, 0, 146, Mid Cap, 18302
Au small finance bank, AUBANK, INE949L01017, 0, 147, Mid Cap, 18254
Adani power, ADANIPOWER, INE814H01011, 0, 148, Mid Cap, 18116
Indian hotels co, INDHOTEL, INE053A01029, 1, 149, Mid Cap, 17403
Emami, EMAMILTD, INE548C01032, 1, 150, Mid Cap, 17383
Indiabulls ventures, IBVENTURES, INE274G01010, 0, 151, Mid Cap, 17347
Jubilant foodworks, JUBLFOOD, INE797F01012, 1, 152, Mid Cap, 17258
Apollo hospitals enterprise lt, APOLLOHOSP, INE437A01024, 1, 153, Mid Cap, 17239
Glenmark pharmaceuticals, GLENMARK, INE935A01035, 1, 154, Mid Cap, 17093
L&t technology services limite, LTTS, INE010V01017, 1, 155, Mid Cap, 16984
Godrej industries, GODREJIND, INE233A01035, 1, 156, Mid Cap, 16915
Bata, BATAINDIA, INE176A01028, 1, 157, Mid Cap, 16881
The ramco cements, RAMCOCEM, INE331A01037, 0, 158, Mid Cap, 16768
Sundaram finance, SUNDARMFIN, INE660A01013, 0, 159, Mid Cap, 16684
Endurance technologies, ENDURANCE, INE913H01037, 1, 160, Mid Cap, 16671
Balkrishna industries, BALKRISIND, INE787D01026, 1, 161, Mid Cap, 16648
Aditya birla fashion retai, ABFRL, INE647O01011, 1, 162, Mid Cap, 16456
Abbott, ABBOTINDIA, INE358A01014, 1, 163, Mid Cap, 16441
Aia engineering, AIAENG, INE212H01026, 0, 164, Mid Cap, 16204
Edelweiss financial services l, EDELWEISS, INE532F01054, 0, 165, Mid Cap, 15717
Tata chemicals, TATACHEM, INE092A01019, 1, 166, Mid Cap, 15678
Varun beverages, VBL, INE200M01013, 1, 167, Mid Cap, 15580
Tata communications, TATACOMM, INE151A01013, 0, 168, Mid Cap, 15514
Adani enterprises, ADANIENT, INE423A01024, 1, 169, Mid Cap, 15425
Jindal steel power, JINDALSTEL, INE749A01030, 0, 170, Mid Cap, 15337
Mindtree, MINDTREE, INE018I01017, 0, 171, Mid Cap, 15323
Castrol, CASTROLIND, INE172A01027, 1, 172, Mid Cap, 15215
City union bank, CUB, INE491A01021, 0, 173, Mid Cap, 14498
Pnb housing finance, PNBHOUSING, INE572E01012, 0, 174, Mid Cap, 14260
Astral poly technik, ASTRAL, INE006I01046, 0, 175, Mid Cap, 14201
Bayer cropscience, BAYERCROP, INE462A01022, 1, 176, Mid Cap, 14128
Pfizer, PFIZER, INE182A01018, 1, 177, Mid Cap, 14086
Crompton greaves consumer elec, CROMPTON, INE299U01018, 1, 178, Mid Cap, 14076
Srf, SRF, INE647A01010, 0, 179, Mid Cap, 14070
Bharat financial inclusion lim, BHARATFIN, INE180K01011, 0, 180, Mid Cap, 13780
Piindustries, PIIND, INE603J01030, 1, 181, Mid Cap, 13713
Adani gas, ADANIGAS, INE399L01023, 1, 182, Mid Cap, 13672
Supreme industries, SUPREMEIND, INE195A01028, 1, 183, Mid Cap, 13628
Tata global beverages, TATAGLOBAL, INE192A01025, 1, 184, Mid Cap, 13526
Sanofi, SANOFI, INE058A01010, 1, 185, Mid Cap, 13429
Aarti industries, AARTIIND, INE769A01020, 0, 186, Mid Cap, 13316
Coromandel international, COROMANDEL, INE169A01031, 1, 187, Mid Cap, 12940
Thermax, THERMAX, INE152A01029, 0, 188, Mid Cap, 12237
Trent, TRENT, INE849A01020, 1, 189, Mid Cap, 12135
Torrent power, TORNTPOWER, INE813H01021, 0, 190, Mid Cap, 12102
Indian bank, INDIANB, INE562A01011, 0, 191, Mid Cap, 12063
Iifl finance, IIFL, INE530B01024, 1, 192, Mid Cap, 12042
Syngene international, SYNGENE, INE398R01022, 0, 193, Mid Cap, 12007
Wabco, WABCOINDIA, INE342J01019, 1, 194, Mid Cap, 11918
Amara raja batteries, AMARAJABAT, INE885A01032, 1, 195, Mid Cap, 11887
Apollo tyres, APOLLOTYRE, INE438A01022, 1, 196, Mid Cap, 11877
Mangalore refinery petrochem, MRPL, INE103A01014, 0, 197, Mid Cap, 11791
Reliance nippon life asset man, RNAM, INE298J01013, 0, 198, Mid Cap, 11485
Max financial services, MFSL, INE180A01020, 1, 199, Mid Cap, 11389
Jsw energy, JSWENERGY, INE121E01018, 0, 200, Mid Cap, 11301
Sundram fasteners, SUNDRMFAST, INE387A01021, 0, 201, Mid Cap, 11206
Ipca laboratories, IPCALAB, INE571A01020, 0, 202, Mid Cap, 11090
Crisil, CRISIL, INE007A01025, 1, 203, Mid Cap, 10915
Natco pharma, NATCOPHARM, INE987B01026, 0, 204, Mid Cap, 10801
Gujarat fluorochemicals, GUJFLUORO, INE538A01037, 0, 205, Mid Cap, 10771
Union bank, UNIONBANK, INE692A01016, 0, 206, Mid Cap, 10770
Shriram city union finance, SHRIRAMCIT, INE722A01011, 0, 207, Mid Cap, 10690
Hatsun agro product, HATSUN, INE473B01035, 1, 208, Mid Cap, 10673
Eih, EIHOTEL, INE230A01023, 1, 209, Mid Cap, 10644
Atul, ATUL, INE100A01010, 0, 210, Mid Cap, 10619
Nbcc, NBCC, INE095N01031, 1, 211, Mid Cap, 10563
Jubilant life sciences, JUBILANT, INE700A01033, 0, 212, Mid Cap, 10559
Hexaware technologies, HEXAWARE, INE093A01033, 0, 213, Mid Cap, 10351
Central bank, CENTRALBK, INE483A01010, 0, 214, Mid Cap, 10306
Gujarat gas, GUJGASLTD, INE844O01030, 0, 215, Mid Cap, 10266
corporation bank, CORPBANK, INE112A01023, 0, 216, Mid Cap, 10245
Alembic pharmaceuticals, APLLTD, INE901L01018, 0, 217, Mid Cap, 10243
National aluminium co, NATIONALUM, INE139A01034, 1, 218, Mid Cap, 10177
Allahabad bank, ALBK, INE428A01015, 0, 219, Mid Cap, 10175
Gujarat state petronet, GSPL, INE246F01010, 0, 220, Mid Cap, 10083
Century textiles industries, CENTURYTEX, INE055A01016, 0, 221, Mid Cap, 9981
Quess corp, QUESS, INE615P01015, 1, 222, Mid Cap, 9960
Fortis healthcare, FORTIS, INE061F01013, 1, 223, Mid Cap, 9932
Oriental bankcommerce, ORIENTBANK, INE141A01014, 0, 224, Mid Cap, 9909
Gmr infrastructure, GMRINFRA, INE776C01039, 0, 225, Mid Cap, 9874
Skf, SKFINDIA, INE640A01023, 1, 226, Mid Cap, 9862
Manappuram finance, MANAPPURAM, INE522D01027, 1, 227, Mid Cap, 9855
Relaxo footwears, RELAXO, INE131B01039, 1, 228, Mid Cap, 9749
Sjvn, SJVN, INE002L01015, 0, 229, Mid Cap, 9710
Indian overseas bank, IOB, INE565A01014, 0, 230, Mid Cap, 9704
Motilal oswal financial servic, MOTILALOFS, INE338I01027, 0, 231, Mid Cap, 9703
Solar industries, SOLARINDS, INE343H01029, 0, 232, Mid Cap, 9617
Godrej agrovet, GODREJAGRO, INE850D01014, 1, 233, Mid Cap, 9615
The phoenix mills, PHOENIXLTD, INE211B01039, 0, 234, Mid Cap, 9459
Ttk prestige, TTKPRESTIG, INE690A01010, 1, 235, Mid Cap, 9447
Nlc, NLCINDIA, INE589A01014, 1, 236, Mid Cap, 9391
Uco bank, UCOBANK, INE691A01018, 0, 237, Mid Cap, 9182
Polycab, POLYCAB, INE455K01017, 0, 238, Mid Cap, 9178
V guard industries, VGUARD, INE951I01027, 1, 239, Mid Cap, 9169
Graphite, GRAPHITE, INE371A01025, 0, 240, Mid Cap, 9130
Cesc, CESC, INE486A01013, 0, 241, Mid Cap, 9119
Kajaria ceramics, KAJARIACER, INE217B01036, 1, 242, Mid Cap, 9094
Ajanta pharma, AJANTPHARM, INE031B01049, 0, 243, Mid Cap, 9079
Mahanagar gas, MGL, INE002S01010, 0, 244, Mid Cap, 9043
Cholamandalam financial holdin, CHOLAHLDNG, INE149A01033, 1, 245, Mid Cap, 9027
Prestige estates projects, PRESTIGE, INE811K01011, 1, 246, Mid Cap, 9025
Vinati organics, VINATIORGA, INE410B01029, 0, 247, Mid Cap, 8971
Aavas financiers, AAVAS, INE216P01012, 0, 248, Mid Cap, 8957
Symphony, SYMPHONY, INE225D01027, 0, 249, Mid Cap, 8881
Sterlite technologies, STRTECH, INE089C01029, 0, 250, Mid Cap, 8857
Schaeffler, SCHAEFFLER, INE513A01014, 1, 251, Small Cap, 8800
Mahindra cie automotive limite, MAHINDCIE, INE536H01010, 1, 252, Small Cap, 8788
Future lifestyle fashions, FLFL, INE452O01016, 1, 253, Small Cap, 8695
Heg, HEG, INE545A01016, 0, 254, Small Cap, 8669
Dr lal pathlabs, LALPATHLAB, INE600L01024, 1, 255, Small Cap, 8668
Minda industries, MINDAIND, INE405E01023, 0, 256, Small Cap, 8605
Thomas cook, THOMASCOOK, INE332A01027, 1, 257, Small Cap, 8516
Kiocl, KIOCL, INE880L01014, 0, 258, Small Cap, 8496
Housing &urban development cor, HUDCO, INE031A01017, 1, 259, Small Cap, 8431
Bombay burmah trading corp, BBTC, INE050A01025, 0, 260, Small Cap, 8427
Eris lifesciences, ERIS, INE406M01024, 0, 261, Small Cap, 8419
Iti, ITI, INE248A01017, 0, 262, Small Cap, 8415
Escorts, ESCORTS, INE042A01014, 0, 263, Small Cap, 8341
Future consumer, FCONSUMER, INE220J01025, 0, 264, Small Cap, 8289
Akzo nobel, AKZOINDIA, INE133A01011, 1, 265, Small Cap, 8181
Niit technologies, NIITTECH, INE591G01017, 0, 266, Small Cap, 7950
Krbl, KRBL, INE001B01026, 1, 267, Small Cap, 7880
Varroc engineering, VARROC, INE665L01035, 0, 268, Small Cap, 7870
Pvr, PVR, INE191H01014, 1, 269, Small Cap, 7675
Syndicate bank, SYNDIBANK, INE667A01018, 0, 270, Small Cap, 7661
Aster dm healthcare, ASTERDM, INE914M01019, 0, 271, Small Cap, 7561
Kec international, KEC, INE389H01022, 0, 272, Small Cap, 7341
Blue dart express, BLUEDART, INE233B01017, 1, 273, Small Cap, 7302
Engineers, ENGINERSIN, INE510A01028, 1, 274, Small Cap, 7300
Icici securities, ISEC, INE763G01038, 1, 275, Small Cap, 7190
Jm financial, JMFINANCIL, INE780C01023, 0, 276, Small Cap, 7166
Ge t&d, GET&D, INE200A01026, 0, 277, Small Cap, 7015
Dcm shriram, DCMSHRIRAM, INE499A01024, 1, 278, Small Cap, 7002
Tube investments, TIINDIA, INE974X01010, 1, 279, Small Cap, 6911
Carborundum universal, CARBORUNIV, INE120A01034, 1, 280, Small Cap, 6886
Chambal fertilisers chemical, CHAMBLFERT, INE085A01013, 1, 281, Small Cap, 6866
Aegis logistics, AEGISCHEM, INE208C01025, 1, 282, Small Cap, 6806
Dilip buildcon, DBL, INE917M01012, 0, 283, Small Cap, 6764
Creditaccess grameen, CREDITACC, INE741K01010, 0, 284, Small Cap, 6757
Cyient, CYIENT, INE136B01020, 0, 285, Small Cap, 6750
Finolex cables, FINCABLES, INE235A01022, 0, 286, Small Cap, 6744
Kalpataru power transmission l, KALPATPOWR, INE220B01022, 0, 287, Small Cap, 6724
Zydus wellness, ZYDUSWELL, INE768C01010, 1, 288, Small Cap, 6720
Jyothy laboratories, JYOTHYLAB, INE668F01031, 0, 289, Small Cap, 6574
Blue star, BLUESTARCO, INE472A01039, 1, 290, Small Cap, 6535
Chalet hotels, CHALET, INE427F01016, 0, 291, Small Cap, 6505
Vipindustries, VIPIND, INE054A01027, 1, 292, Small Cap, 6499
Jkcement, JKCEMENT, INE823G01014, 0, 293, Small Cap, 6437
Sheela foam, SFL, INE916U01025, 1, 294, Small Cap, 6380
Idfc, IDFC, INE043D01016, 0, 295, Small Cap, 6380
Grindwell norton, GRINDWELL, INE536A01023, 1, 296, Small Cap, 6318
Karur vysya bank, KARURVYSYA, INE036D01028, 0, 297, Small Cap, 6274
Dcb bank, DCBBANK, INE503A01015, 0, 298, Small Cap, 6247
Spicejet, SPICEJET, INE285B01017, 0, 299, Small Cap, 6244
Delta corp, DELTACORP, INE124G01033, 1, 300, Small Cap, 6199
Dish tv, DISHTV, INE836F01026, 1, 301, Small Cap, 6198
Vardhman textiles, VTL, INE825A01012, 0, 302, Small Cap, 6195
Lakshmi machine works, LAXMIMACH, INE269B01029, 0, 303, Small Cap, 6179
Finolex industries, FINPIPE, INE183A01016, 0, 304, Small Cap, 6172
Security intelligence serv, SIS, INE285J01010, 1, 305, Small Cap, 6141
Sunteck realty, SUNTECK, INE805D01034, 0, 306, Small Cap, 6127
Adani green energy, ADANIGREEN, INE364U01010, 0, 307, Small Cap, 6032
Asahi glass, ASAHIINDIA, INE439A01020, 1, 308, Small Cap, 5974
Basf, BASF, INE373A01013, 1, 309, Small Cap, 5938
Procter gamble health limite, PGHL, INE199A01012, 1, 310, Small Cap, 5931
Lemon tree hotels, LEMONTREE, INE970X01018, 1, 311, Small Cap, 5819
Westlife development, WESTLIFE, INE274F01020, 1, 312, Small Cap, 5817
Ncc, NCC, INE868B01028, 0, 313, Small Cap, 5774
Tata elxsi, TATAELXSI, INE670A01012, 1, 314, Small Cap, 5699
Welspun, WELSPUNIND, INE192B01031, 0, 315, Small Cap, 5684
Sundaram clayton, SUNCLAYLTD, INE105A01035, 0, 316, Small Cap, 5658
United bank, UNITEDBNK, INE695A01019, 0, 317, Small Cap, 5646
Ge power, GEPIL, INE878A01011, 0, 318, Small Cap, 5622
Coffee day enterprises, COFFEEDAY, INE335K01011, 1, 319, Small Cap, 5586
Tv18 broadcast, TV18BRDCST, INE886H01027, 0, 320, Small Cap, 5546
Andhra bank, ANDHRABANK, INE434A01013, 0, 321, Small Cap, 5424
Zensar technologies, ZENSARTECH, INE520A01027, 0, 322, Small Cap, 5249
Bajaj electricals, BAJAJELEC, INE193E01025, 0, 323, Small Cap, 5223
Vst industries, VSTIND, INE710A01016, 1, 324, Small Cap, 5193
Rail vikas nigam, RVNL, INE415G01027, 0, 325, Small Cap, 5186
Bharat dynamics, BDL, INE171Z01018, 1, 326, Small Cap, 5169
Godfrey phillips, GODFRYPHLP, INE260B01028, 1, 327, Small Cap, 5129
Rites, RITES, INE320J01015, 0, 328, Small Cap, 5048
Arvind fashions, ARVINDFASN, INE955V01021, 1, 329, Small Cap, 5044
Bajaj consumer care, BAJAJCON, INE933K01021, 0, 330, Small Cap, 5041
Vakrangee, VAKRANGEE, INE051B01021, 0, 331, Small Cap, 5024
Avanti feeds, AVANTIFEED, INE871C01038, 1, 332, Small Cap, 5006
Teamlease services, TEAMLEASE, INE985S01024, 0, 333, Small Cap, 4971
Johnson controls hitachi air c, JCHAC, INE782A01015, 1, 334, Small Cap, 4959
Cochin shipyard, COCHINSHIP, INE704P01017, 0, 335, Small Cap, 4952
Radico khaitan, RADICO, INE944F01028, 0, 336, Small Cap, 4940
Persistent systems, PERSISTENT, INE262H01013, 0, 337, Small Cap, 4934
Raymond, RAYMOND, INE301A01014, 0, 338, Small Cap, 4809
Astrazeneca pharma, ASTRAZEN, INE203A01020, 1, 339, Small Cap, 4807
Metropolis healthcare, METROPOLIS, INE112L01020, 0, 340, Small Cap, 4795
Tcns clothing co, TCNSBRANDS, INE778U01029, 0, 341, Small Cap, 4781
Indian energy exchange, IEX, INE022Q01020, 0, 342, Small Cap, 4760
Himadri speciality chemical lt, HSCL, INE019C01026, 0, 343, Small Cap, 4759
Wockhardt, WOCKPHARMA, INE049B01025, 0, 344, Small Cap, 4695
Gujarat narmada valley fertili, GNFC, INE113A01013, 0, 345, Small Cap, 4681
Irb infrastructure developers, IRB, INE821I01014, 0, 346, Small Cap, 4679
Sobha, SOBHA, INE671H01015, 1, 347, Small Cap, 4604
Tata investment corporation lt, TATAINVEST, INE672A01018, 1, 348, Small Cap, 4572
V mart retail, VMART, INE665J01013, 0, 349, Small Cap, 4533
Linde, LINDEINDIA, INE473A01011, 0, 351, Small Cap, 4521
Timken, TIMKEN, INE325A01013, 0, 352, Small Cap, 4478
Prism johnson, PRSMJOHNSN, INE010A01011, 0, 353, Small Cap, 4404
Dewan housing finance corporat, DHFL, INE202B01012, 1, 354, Small Cap, 4387
Ceat, CEATLTD, INE482A01020, 1, 355, Small Cap, 4383
Star cement, STARCEMENT, INE460H01021, 0, 356, Small Cap, 4378
Monsanto, MONSANTO, INE274B01011, 0, 357, Small Cap, 4341
Equitas holdings, EQUITAS, INE988K01017, 0, 358, Small Cap, 4339
Indiabulls real estate, IBREALEST, INE069I01010, 0, 359, Small Cap, 4337
Gulf oil lubricants, GULFOILLUB, INE635Q01029, 0, 360, Small Cap, 4303
Great eastern shipping co, GESHIP, INE017A01032, 0, 361, Small Cap, 4298
Gujarat pipavav port, GPPL, INE517F01014, 0, 362, Small Cap, 4295
Sun pharma advanced research c, SPARC, INE232I01014, 0, 363, Small Cap, 4285
Narayana hrudayalaya, NH, INE410P01011, 1, 364, Small Cap, 4272
